C,kernel,gamma,degree,threshold,mean_accuracy,mean_precision,mean_recall, ,mean_mcc
0.1,sigmoid,scale,7,0.1,0.21939890710382515,0.16466483545677002,0.9800000000000001,0.28182182330687633,0.072501718
0.01,sigmoid,scale,3,0.1,0.2160655737704918,0.16415636088049884,0.9800000000000001,0.28105455987976635,0.061563662
0.01,sigmoid,scale,5,0.1,0.2160655737704918,0.16415636088049884,0.9800000000000001,0.28105455987976635,0.061563662
0.01,sigmoid,scale,7,0.1,0.2160655737704918,0.16415636088049884,0.9800000000000001,0.28105455987976635,0.061563662
0.01,sigmoid,auto,3,0.1,0.1894535519125683,0.1622653728599825,1,0.27891042318592685,0.056958433
0.01,sigmoid,auto,5,0.1,0.1894535519125683,0.1622653728599825,1,0.27891042318592685,0.056958433
0.01,sigmoid,auto,7,0.1,0.1894535519125683,0.1622653728599825,1,0.27891042318592685,0.056958433
10,sigmoid,scale,3,0.1,0.209344262,0.16252854277158724,0.9777777777777779,0.27861389136809894,0.066996062
10,sigmoid,scale,5,0.1,0.209344262,0.16252854277158724,0.9777777777777779,0.27861389136809894,0.066996062
10,sigmoid,scale,7,0.1,0.209344262,0.16252854277158724,0.9777777777777779,0.27861389136809894,0.066996062
1,poly,scale,3,0.1,0.1860655737704918,0.16107238435070728,1,0.2773440545788525,0.065345298
10,poly,scale,3,0.1,0.18606557377049182,0.1610344827586207,1,0.2772950605526855,0.066829112
0.1,sigmoid,auto,3,0.1,0.18278688524590164,0.16084087143548106,1,0.27689429415366884,0.051690352404926365
0.1,sigmoid,auto,5,0.1,0.18278688524590164,0.16084087143548106,1,0.27689429415366884,0.051690352404926365
0.1,sigmoid,auto,7,0.1,0.18278688524590164,0.16084087143548106,1,0.27689429415366884,0.051690352404926365
1,poly,scale,3,0.2,0.8537158469945355,0.7333333333333333,0.1911111111111111,0.2764102564102564,0.2666939575670598
0.01,poly,scale,3,0.1,0.1694535519125683,0.15828659301913367,1,0.2732178235654335,0.038485209
0.1,poly,scale,3,0.1,0.16601092896174863,0.15774011299435028,1,0.27240287419315556,0.027243548
100,poly,scale,3,0.1,0.18278688524590164,0.15785185515940986,0.9777777777777779,0.271766308,0.027993563770622225
1,sigmoid,auto,3,0.1,0.16278688524590162,0.1571936649069186,1,0.27159804521931247,0.022582506547256225
1,sigmoid,auto,5,0.1,0.16278688524590162,0.1571936649069186,1,0.27159804521931247,0.022582506547256225
1,sigmoid,auto,7,0.1,0.16278688524590162,0.1571936649069186,1,0.27159804521931247,0.022582506547256225
100,sigmoid,auto,3,0.1,0.17945355191256832,0.15738402977291174,0.9777777777777779,0.2710648465657184,0.028179058
100,sigmoid,auto,5,0.1,0.17945355191256832,0.15738402977291174,0.9777777777777779,0.2710648465657184,0.028179058
100,sigmoid,auto,7,0.1,0.17945355191256832,0.15738402977291174,0.9777777777777779,0.2710648465657184,0.028179058
1,poly,scale,5,0.1,0.15945355191256833,0.15662869315550615,1,0.27076988786941597,0.010938056352464587
1,poly,scale,7,0.1,0.15945355191256833,0.15662869315550615,1,0.27076988786941597,0.010938056352464587
10,poly,scale,5,0.1,0.15945355191256833,0.15662869315550615,1,0.27076988786941597,0.010938056352464587
100,poly,scale,5,0.1,0.15945355191256833,0.15662869315550615,1,0.27076988786941597,0.010938056352464587
0.01,poly,scale,5,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
0.01,poly,auto,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
0.1,poly,scale,5,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
0.1,poly,scale,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
0.1,poly,auto,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
1,poly,auto,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
10,poly,scale,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
10,poly,auto,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
100,poly,scale,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
100,poly,auto,7,0.1,0.15612021857923497,0.15612021857923497,1,0.27000262444230605,0
10,sigmoid,auto,3,0.1,0.16612021857923495,0.15534679173333588,0.9777777777777779,0.2680403859453498,-0.023798284
10,sigmoid,auto,5,0.1,0.16612021857923495,0.15534679173333588,0.9777777777777779,0.2680403859453498,-0.023798284
10,sigmoid,auto,7,0.1,0.16612021857923495,0.15534679173333588,0.9777777777777779,0.2680403859453498,-0.023798284
0.1,poly,auto,3,0.1,0.16278688524590162,0.15469164715066355,0.9777777777777779,0.267059481,-0.014969624
1,poly,auto,3,0.1,0.16278688524590162,0.15469164715066355,0.9777777777777779,0.267059481,-0.014969624
10,poly,auto,3,0.1,0.16278688524590162,0.15469164715066355,0.9777777777777779,0.267059481,-0.014969624
100,poly,auto,3,0.1,0.16278688524590162,0.15469164715066355,0.9777777777777779,0.267059481,-0.014969624
0.01,poly,auto,3,0.1,0.15945355191256833,0.15419039401783147,0.9777777777777779,0.2663135598836762,-0.023558061
0.01,poly,auto,5,0.1,0.15945355191256833,0.15419039401783147,0.9777777777777779,0.2663135598836762,-0.023558061
0.1,poly,auto,5,0.1,0.15612021857923497,0.1537064254757867,0.9777777777777779,0.2655899054286785,-0.036403568
1,poly,auto,5,0.1,0.15612021857923497,0.1537064254757867,0.9777777777777779,0.2655899054286785,-0.036403568
10,poly,auto,5,0.1,0.15612021857923497,0.1537064254757867,0.9777777777777779,0.2655899054286785,-0.036403568
100,poly,auto,5,0.1,0.15612021857923497,0.1537064254757867,0.9777777777777779,0.2655899054286785,-0.036403568
0.01,poly,scale,7,0.1,0.15278688524590164,0.1532388626470316,0.9777777777777779,0.2648875349282395,-0.061982319
100,rbf,scale,3,0.9,0.867103825,0.95,0.17111111111111113,0.2487912087912088,0.27309544977013933
100,rbf,scale,5,0.9,0.867103825,0.95,0.17111111111111113,0.2487912087912088,0.27309544977013933
100,rbf,scale,7,0.9,0.867103825,0.95,0.17111111111111113,0.2487912087912088,0.27309544977013933
0.01,rbf,scale,3,0.8,0.8571038251366121,0.8,0.1488888888888889,0.2441025641025641,0.2940331118664724
0.01,rbf,scale,5,0.8,0.8571038251366121,0.8,0.1488888888888889,0.2441025641025641,0.2940331118664724
0.01,rbf,scale,7,0.8,0.8571038251366121,0.8,0.1488888888888889,0.2441025641025641,0.2940331118664724
10,rbf,scale,3,0.9,0.8603825136612022,0.8666666666666666,0.14666666666666667,0.24307692307692305,0.3091881105837231
10,rbf,scale,5,0.9,0.8603825136612022,0.8666666666666666,0.14666666666666667,0.24307692307692305,0.3091881105837231
10,rbf,scale,7,0.9,0.8603825136612022,0.8666666666666666,0.14666666666666667,0.24307692307692305,0.3091881105837231
0.1,rbf,scale,3,0.8,0.8537704918032787,0.7666666666666666,0.1488888888888889,0.23897435897435898,0.28003589655836314
0.1,rbf,scale,5,0.8,0.8537704918032787,0.7666666666666666,0.1488888888888889,0.23897435897435898,0.28003589655836314
0.1,rbf,scale,7,0.8,0.8537704918032787,0.7666666666666666,0.1488888888888889,0.23897435897435898,0.28003589655836314
1,rbf,scale,3,0.8,0.8537704918032787,0.7666666666666666,0.1488888888888889,0.23897435897435898,0.28003589655836314
1,rbf,scale,5,0.8,0.8537704918032787,0.7666666666666666,0.1488888888888889,0.23897435897435898,0.28003589655836314
1,rbf,scale,7,0.8,0.8537704918032787,0.7666666666666666,0.1488888888888889,0.23897435897435898,0.28003589655836314
0.01,linear,scale,3,0.30000000000000004,0.8637704918032787,0.8666666666666668,0.17333333333333334,0.2363636363636364,0.24714264970285243
0.01,linear,scale,5,0.30000000000000004,0.8637704918032787,0.8666666666666668,0.17333333333333334,0.2363636363636364,0.24714264970285243
0.01,linear,scale,7,0.30000000000000004,0.8637704918032787,0.8666666666666668,0.17333333333333334,0.2363636363636364,0.24714264970285243
0.01,linear,auto,3,0.30000000000000004,0.8637704918032787,0.8666666666666668,0.17333333333333334,0.2363636363636364,0.24714264970285243
0.01,linear,auto,5,0.30000000000000004,0.8637704918032787,0.8666666666666668,0.17333333333333334,0.2363636363636364,0.24714264970285243
0.01,linear,auto,7,0.30000000000000004,0.8637704918032787,0.8666666666666668,0.17333333333333334,0.2363636363636364,0.24714264970285243
0.01,linear,scale,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.01,linear,scale,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.01,linear,scale,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.01,linear,auto,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.01,linear,auto,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.01,linear,auto,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.1,linear,scale,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.1,linear,scale,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.1,linear,scale,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.1,linear,auto,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.1,linear,auto,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.1,linear,auto,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
1,linear,scale,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
1,linear,scale,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
1,linear,scale,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
1,linear,auto,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
1,linear,auto,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
1,linear,auto,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
10,linear,scale,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
10,linear,scale,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
10,linear,scale,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
10,linear,auto,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
10,linear,auto,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
10,linear,auto,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
100,linear,scale,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
100,linear,scale,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
100,linear,scale,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
100,linear,auto,3,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
100,linear,auto,5,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
100,linear,auto,7,0.4,0.8671584699453552,1,0.15333333333333332,0.2192207792207792,0.26383995079214034
0.01,rbf,auto,3,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,3,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,5,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.01,rbf,auto,7,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,3,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,5,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,rbf,auto,7,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,3,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,5,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,rbf,auto,7,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
1,sigmoid,scale,3,0.30000000000000004,0.8538797814207651,0.7666666666666666,0.1288888888888889,0.21575757575757576,0.2655975535183813
1,sigmoid,scale,5,0.30000000000000004,0.8538797814207651,0.7666666666666666,0.1288888888888889,0.21575757575757576,0.2655975535183813
1,sigmoid,scale,7,0.30000000000000004,0.8538797814207651,0.7666666666666666,0.1288888888888889,0.21575757575757576,0.2655975535183813
10,rbf,auto,3,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,3,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,5,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
10,rbf,auto,7,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,3,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,5,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.2,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.30000000000000004,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.4,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.5,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.6,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.7000000000000001,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.8,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
100,rbf,auto,7,0.9,0.8638251366120219,1,0.12666666666666665,0.21575757575757576,0.2917459826065241
0.1,linear,scale,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
0.1,linear,scale,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
0.1,linear,scale,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
0.1,linear,auto,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
0.1,linear,auto,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
0.1,linear,auto,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
1,linear,scale,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
1,linear,scale,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
1,linear,scale,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
1,linear,auto,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
1,linear,auto,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
1,linear,auto,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,linear,scale,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,linear,scale,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,linear,scale,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,linear,auto,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,linear,auto,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,linear,auto,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
100,linear,scale,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
100,linear,scale,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
100,linear,scale,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
100,linear,auto,3,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
100,linear,auto,5,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
100,linear,auto,7,0.5,0.8638251366120219,1,0.1311111111111111,0.19944055944055944,0.24753364
10,poly,scale,3,0.2,0.8471584699453552,0.75,0.1288888888888889,0.1992007992007992,0.21106415271505377
1,poly,scale,3,0.30000000000000004,0.8471038251366121,0.7466666666666667,0.12666666666666665,0.19457875457875456,0.207879927
0.01,sigmoid,scale,3,0.30000000000000004,0.8405464480874316,0.6166666666666666,0.10666666666666666,0.16796536796536796,0.15734526930713444
