C,kernel,gamma,degree,threshold,mean_accuracy,mean_precision,mean_recall, ,mean_mcc
1,rbf,scale,5,0.4,0.8504918032786886,0.555952381,0.32222222222222224,0.3957390648567119,0.3398222373446652
1,rbf,scale,7,0.4,0.8504918032786886,0.555952381,0.32222222222222224,0.3957390648567119,0.3398222373446652
100,rbf,scale,3,0.7000000000000001,0.8804371584699453,0.95,0.25555555555555554,0.3881851481851482,0.44454959409757777
100,rbf,scale,5,0.7000000000000001,0.8804371584699453,0.95,0.25555555555555554,0.3881851481851482,0.44454959409757777
100,rbf,scale,7,0.7000000000000001,0.8804371584699453,0.95,0.25555555555555554,0.3881851481851482,0.44454959409757777
10,rbf,scale,3,0.6,0.8704371584699453,0.7595238095238095,0.27999999999999997,0.3869380619380619,0.39607251745013494
10,rbf,scale,5,0.6,0.8704371584699453,0.7595238095238095,0.27999999999999997,0.3869380619380619,0.39607251745013494
10,rbf,scale,7,0.6,0.8704371584699453,0.7595238095238095,0.27999999999999997,0.3869380619380619,0.39607251745013494
0.1,rbf,scale,3,0.5,0.8504918032786886,0.6066666666666667,0.2577777777777778,0.35738095238095235,0.32200175882327264
0.1,rbf,scale,5,0.5,0.8504918032786886,0.6066666666666667,0.2577777777777778,0.35738095238095235,0.32200175882327264
0.1,rbf,scale,7,0.5,0.8504918032786886,0.6066666666666667,0.2577777777777778,0.35738095238095235,0.32200175882327264
1,rbf,scale,3,0.5,0.8504918032786886,0.6066666666666667,0.2577777777777778,0.35738095238095235,0.32200175882327264
1,rbf,scale,5,0.5,0.8504918032786886,0.6066666666666667,0.2577777777777778,0.35738095238095235,0.32200175882327264
1,rbf,scale,7,0.5,0.8504918032786886,0.6066666666666667,0.2577777777777778,0.35738095238095235,0.32200175882327264
10,rbf,scale,3,0.7000000000000001,0.8637704918032787,0.75,0.23555555555555557,0.3358774558774559,0.35124561835140006
10,rbf,scale,5,0.7000000000000001,0.8637704918032787,0.75,0.23555555555555557,0.3358774558774559,0.35124561835140006
10,rbf,scale,7,0.7000000000000001,0.8637704918032787,0.75,0.23555555555555557,0.3358774558774559,0.35124561835140006
10,rbf,scale,3,0.8,0.8703825136612021,0.8666666666666666,0.21333333333333332,0.33580419580419585,0.38285587265070625
10,rbf,scale,5,0.8,0.8703825136612021,0.8666666666666666,0.21333333333333332,0.33580419580419585,0.38285587265070625
10,rbf,scale,7,0.8,0.8703825136612021,0.8666666666666666,0.21333333333333332,0.33580419580419585,0.38285587265070625
0.01,linear,scale,3,0.1,0.37240437158469947,0.20204864167889375,0.9555555555555555,0.3307496199239356,0.19382013459782468
0.01,linear,scale,5,0.1,0.37240437158469947,0.20204864167889375,0.9555555555555555,0.3307496199239356,0.19382013459782468
0.01,linear,scale,7,0.1,0.37240437158469947,0.20204864167889375,0.9555555555555555,0.3307496199239356,0.19382013459782468
0.01,linear,auto,3,0.1,0.37240437158469947,0.20204864167889375,0.9555555555555555,0.3307496199239356,0.19382013459782468
0.01,linear,auto,5,0.1,0.37240437158469947,0.20204864167889375,0.9555555555555555,0.3307496199239356,0.19382013459782468
0.01,linear,auto,7,0.1,0.37240437158469947,0.20204864167889375,0.9555555555555555,0.3307496199239356,0.19382013459782468
0.01,rbf,scale,3,0.5,0.8471584699453552,0.6066666666666667,0.23555555555555557,0.3301082251082251,0.3011866870424211
0.01,rbf,scale,5,0.5,0.8471584699453552,0.6066666666666667,0.23555555555555557,0.3301082251082251,0.3011866870424211
0.01,rbf,scale,7,0.5,0.8471584699453552,0.6066666666666667,0.23555555555555557,0.3301082251082251,0.3011866870424211
0.1,rbf,auto,3,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
0.1,rbf,auto,5,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
0.1,rbf,auto,7,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
1,rbf,auto,3,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
1,rbf,auto,5,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
1,rbf,auto,7,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
10,rbf,auto,3,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
10,rbf,auto,5,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
10,rbf,auto,7,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
100,rbf,auto,3,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
100,rbf,auto,5,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
100,rbf,auto,7,0.1,0.3324590163934426,0.19079694814988934,1,0.3201086075165815,0.1972223861666979
0.01,rbf,auto,3,0.1,0.32918032786885243,0.1901475975005387,1,0.31917620658418056,0.19443429540286084
0.01,rbf,auto,5,0.1,0.32918032786885243,0.1901475975005387,1,0.31917620658418056,0.19443429540286084
0.01,rbf,auto,7,0.1,0.32918032786885243,0.1901475975005387,1,0.31917620658418056,0.19443429540286084
0.1,linear,scale,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
0.1,linear,scale,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
0.1,linear,scale,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
0.1,linear,auto,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
0.1,linear,auto,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
0.1,linear,auto,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
1,linear,scale,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
1,linear,scale,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
1,linear,scale,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
1,linear,auto,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
1,linear,auto,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
1,linear,auto,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,linear,scale,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,linear,scale,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,linear,scale,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,linear,auto,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,linear,auto,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,linear,auto,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
100,linear,scale,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
100,linear,scale,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
100,linear,scale,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
100,linear,auto,3,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
100,linear,auto,5,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
100,linear,auto,7,0.1,0.3722950819672131,0.1928089413992359,0.888888889,0.3147991275865046,0.1378299464810759
10,sigmoid,scale,3,0.2,0.823879781,0.3985714285714286,0.2733333333333333,0.3099150849150849,0.22873252058737034
10,sigmoid,scale,5,0.2,0.823879781,0.3985714285714286,0.2733333333333333,0.3099150849150849,0.22873252058737034
10,sigmoid,scale,7,0.2,0.823879781,0.3985714285714286,0.2733333333333333,0.3099150849150849,0.22873252058737034
0.01,rbf,scale,3,0.7000000000000001,0.8604371584699454,0.7666666666666666,0.19333333333333333,0.30442890442890447,0.3328885868444947
0.01,rbf,scale,5,0.7000000000000001,0.8604371584699454,0.7666666666666666,0.19333333333333333,0.30442890442890447,0.3328885868444947
0.01,rbf,scale,7,0.7000000000000001,0.8604371584699454,0.7666666666666666,0.19333333333333333,0.30442890442890447,0.3328885868444947
100,sigmoid,scale,3,0.2,0.8207650273224043,0.38611111111111107,0.29555555555555557,0.30085470085470084,0.22787099777812267
100,sigmoid,scale,5,0.2,0.8207650273224043,0.38611111111111107,0.29555555555555557,0.30085470085470084,0.22787099777812267
100,sigmoid,scale,7,0.2,0.8207650273224043,0.38611111111111107,0.29555555555555557,0.30085470085470084,0.22787099777812267
0.1,rbf,scale,3,0.7000000000000001,0.8571584699453553,0.7,0.19333333333333333,0.29930069930069936,0.31149780710115005
0.1,rbf,scale,5,0.7000000000000001,0.8571584699453553,0.7,0.19333333333333333,0.29930069930069936,0.31149780710115005
0.1,rbf,scale,7,0.7000000000000001,0.8571584699453553,0.7,0.19333333333333333,0.29930069930069936,0.31149780710115005
1,rbf,scale,3,0.7000000000000001,0.8571584699453553,0.7,0.19333333333333333,0.29930069930069936,0.31149780710115005
1,rbf,scale,5,0.7000000000000001,0.8571584699453553,0.7,0.19333333333333333,0.29930069930069936,0.31149780710115005
1,rbf,scale,7,0.7000000000000001,0.8571584699453553,0.7,0.19333333333333333,0.29930069930069936,0.31149780710115005
0.1,linear,scale,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
0.1,linear,scale,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
0.1,linear,scale,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
0.1,linear,auto,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
0.1,linear,auto,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
0.1,linear,auto,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
1,linear,scale,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
1,linear,scale,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
1,linear,scale,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
1,linear,auto,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
1,linear,auto,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
1,linear,auto,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
10,linear,scale,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
10,linear,scale,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
10,linear,scale,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
10,linear,auto,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
10,linear,auto,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
10,linear,auto,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
100,linear,scale,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
100,linear,scale,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
100,linear,scale,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
100,linear,auto,3,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
100,linear,auto,5,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
100,linear,auto,7,0.30000000000000004,0.8703825136612021,0.8666666666666668,0.21333333333333332,0.2989743589743589,0.3255031711448027
0.01,rbf,scale,3,0.6,0.8471584699453552,0.6666666666666666,0.19333333333333333,0.2935314685314686,0.29097824005944695
0.01,rbf,scale,5,0.6,0.8471584699453552,0.6666666666666666,0.19333333333333333,0.2935314685314686,0.29097824005944695
0.01,rbf,scale,7,0.6,0.8471584699453552,0.6666666666666666,0.19333333333333333,0.2935314685314686,0.29097824005944695
0.1,rbf,scale,3,0.6,0.843879781,0.6333333333333333,0.19333333333333333,0.2891358641358641,0.27730506059060406
0.1,rbf,scale,5,0.6,0.843879781,0.6333333333333333,0.19333333333333333,0.2891358641358641,0.27730506059060406
0.1,rbf,scale,7,0.6,0.843879781,0.6333333333333333,0.19333333333333333,0.2891358641358641,0.27730506059060406
1,rbf,scale,3,0.6,0.843879781,0.6333333333333333,0.19333333333333333,0.2891358641358641,0.27730506059060406
1,rbf,scale,5,0.6,0.843879781,0.6333333333333333,0.19333333333333333,0.2891358641358641,0.27730506059060406
1,rbf,scale,7,0.6,0.843879781,0.6333333333333333,0.19333333333333333,0.2891358641358641,0.27730506059060406
100,rbf,scale,3,0.8,0.8704371584699453,0.95,0.19333333333333336,0.2887912087912088,0.33507776910077197
100,rbf,scale,5,0.8,0.8704371584699453,0.95,0.19333333333333336,0.2887912087912088,0.33507776910077197
100,rbf,scale,7,0.8,0.8704371584699453,0.95,0.19333333333333336,0.2887912087912088,0.33507776910077197
1,sigmoid,scale,3,0.1,0.22601092896174863,0.1679497799256943,1,0.2875235384715071,0.11489337870982674
1,sigmoid,scale,5,0.1,0.22601092896174863,0.1679497799256943,1,0.2875235384715071,0.11489337870982674
1,sigmoid,scale,7,0.1,0.22601092896174863,0.1679497799256943,1,0.2875235384715071,0.11489337870982674
100,sigmoid,scale,3,0.1,0.22939890710382516,0.16611422346716465,0.9777777777777779,0.28392718392718397,0.089974631
100,sigmoid,scale,5,0.1,0.22939890710382516,0.16611422346716465,0.9777777777777779,0.28392718392718397,0.089974631
100,sigmoid,scale,7,0.1,0.22939890710382516,0.16611422346716465,0.9777777777777779,0.28392718392718397,0.089974631
0.1,sigmoid,scale,3,0.1,0.21939890710382515,0.16466483545677002,0.9800000000000001,0.28182182330687633,0.072501718
0.1,sigmoid,scale,5,0.1,0.21939890710382515,0.16466483545677002,0.9800000000000001,0.28182182330687633,0.072501718
