Model,Best Accuracy,Best Precision,Best Recall,Best F1 Score,Best MCC Score,Best Parameters
dt-smote-threshold-summary,0.9027223230490018,0.6647474747474748,0.7555555555555555,0.7051461988304093,0.6506991911382433,"{'dt__max_depth': 10, 'dt__min_samples_split': 5, 'dt__min_samples_leaf': 2, 'dt__criterion': 'gini', 'dt__max_features': 'sqrt', 'threshold': 0.4, 'accuracy': 0.9027223230490018, 'precision': 0.6647474747474748, 'recall': 0.7555555555555555, 'f1': 0.7051461988304093, 'mcc': 0.6506991911382433}"
knn-smote-threshold-summary,0.9132486388384756,0.8134920634920635,0.5777777777777777,0.6629426129426129,0.6350052087250226,"{'pca__n_components': 200, 'n_neighbors': 11, 'weights': 'distance', 'metric': 'cosine', 'threshold': 0.8, 'accuracy': 0.9132486388384756, 'precision': 0.8134920634920635, 'recall': 0.5777777777777777, 'f1': 0.6629426129426129, 'mcc': 0.6350052087250226}"
rf-smote-threshold-summary,0.9479733817301876,0.8636363636363636,0.8,0.8223529411764705,0.7983785655404849,"{'rf__n_estimators': 200, 'rf__max_depth': 20, 'rf__min_samples_split': 5, 'rf__min_samples_leaf': 2, 'rf__criterion': 'entropy', 'threshold': 0.5, 'accuracy': 0.9479733817301876, 'precision': 0.8636363636363636, 'recall': 0.8, 'f1': 0.8223529411764705, 'mcc': 0.7983785655404849}"
svm-smote-threshold-summary,0.9271627344222626,0.7817460317460317,0.7555555555555555,0.7603174603174603,0.7233431730647311,"{'pca__n_components': 200, 'kernel': 'linear', 'C': 0.01, 'threshold': 0.1, 'accuracy': 0.9271627344222626, 'precision': 0.7817460317460317, 'recall': 0.7555555555555555, 'f1': 0.7603174603174603, 'mcc': 0.7233431730647311}"
xgb-smote-threshold-summary,0.9202056866303692,0.7727272727272727,0.7333333333333333,0.7423529411764707,0.7025465212622625,"{'pca__n_components': 180.0, 'max_depth': 5.0, 'learning_rate': 0.3, 'n_estimators': 150.0, 'threshold': 0.2, 'accuracy': 0.9202056866303692, 'precision': 0.7727272727272727, 'recall': 0.7333333333333333, 'f1': 0.7423529411764707, 'mcc': 0.7025465212622625}"
