pca__n_components,knn__n_neighbors,knn__weights,knn__metric,threshold,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
150,3,distance,euclidean,0.1,0.8506957047791893,0.03130240405656108,0.5366666666666667,0.09746794344808961,0.6,0.16850834320114558,0.5503105590062111,0.09709239915975933,0.4744087570192395,0.10229215049143883
150,3,distance,euclidean,0.2,0.8575922565033274,0.02589556775224287,0.5533333333333333,0.08319823760229875,0.5777777777777777,0.14487116456005886,0.5533333333333332,0.09186897897033662,0.4774737083054322,0.09309561611088112
150,3,distance,euclidean,0.30000000000000004,0.8749546279491833,0.03338374520052651,0.65,0.1524968198798319,0.5555555555555556,0.13608276348795434,0.578974358974359,0.09467061135765599,0.521503451009319,0.10082099324147922
150,3,distance,euclidean,0.4,0.8889897156684814,0.01904665637196754,0.8742857142857143,0.19016641476907126,0.37777777777777777,0.09938079899999065,0.5100899100899101,0.09552703829019282,0.5185342432628173,0.08588583477455371
150,3,distance,euclidean,0.5,0.892377495462795,0.014424855733444823,0.9199999999999999,0.1095445115010332,0.3555555555555555,0.12171612389003691,0.4971028971028971,0.12315214951306652,0.5219631354804009,0.08234560102510874
150,3,distance,euclidean,0.6,0.892377495462795,0.014424855733444823,0.9199999999999999,0.1095445115010332,0.3555555555555555,0.12171612389003691,0.4971028971028971,0.12315214951306652,0.5219631354804009,0.08234560102510874
150,3,distance,euclidean,0.7000000000000001,0.8818511796733212,0.023369028824420893,1.0,0.0,0.2444444444444444,0.14487116456005886,0.37272727272727274,0.2165659863558472,0.4150376255244096,0.23632550733862526
150,3,distance,euclidean,0.8,0.8818511796733212,0.023369028824420893,1.0,0.0,0.2444444444444444,0.14487116456005886,0.37272727272727274,0.2165659863558472,0.4150376255244096,0.23632550733862526
150,3,distance,euclidean,0.9,0.8818511796733212,0.023369028824420893,1.0,0.0,0.2444444444444444,0.14487116456005886,0.37272727272727274,0.2165659863558472,0.4150376255244096,0.23632550733862526
