n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,threshold,mean_accuracy,mean_precision,mean_recall,mean_f1,mean_mcc
50,10,2,2,entropy,0.30000000000000004,0.9136612021857925,0.7645299145299146,0.7066666666666667,0.7265700483091787,0.6815246761001872
50,30,2,2,entropy,0.30000000000000004,0.9136612021857925,0.7645299145299146,0.7066666666666667,0.7265700483091787,0.6815246761001872
50,50,2,2,entropy,0.30000000000000004,0.9136612021857925,0.7645299145299146,0.7066666666666667,0.7265700483091787,0.6815246761001872
50,100,2,2,entropy,0.30000000000000004,0.9136612021857925,0.7645299145299146,0.7066666666666667,0.7265700483091787,0.6815246761001872
50,300,2,2,entropy,0.30000000000000004,0.9136612021857925,0.7645299145299146,0.7066666666666667,0.7265700483091787,0.6815246761001872
50,500,2,2,entropy,0.30000000000000004,0.9136612021857925,0.7645299145299146,0.7066666666666667,0.7265700483091787,0.6815246761001872
300,10,5,1,entropy,0.2,0.8836065573770492,0.6020961494645705,0.8955555555555555,0.7134215749268222,0.6701099011313347
300,30,5,1,entropy,0.2,0.8769398907103826,0.5876423679519654,0.8955555555555555,0.7019767588733106,0.6580266722138266
300,50,5,1,entropy,0.2,0.8769398907103826,0.5876423679519654,0.8955555555555555,0.7019767588733106,0.6580266722138266
300,100,5,1,entropy,0.2,0.8769398907103826,0.5876423679519654,0.8955555555555555,0.7019767588733106,0.6580266722138266
300,300,5,1,entropy,0.2,0.8769398907103826,0.5876423679519654,0.8955555555555555,0.7019767588733106,0.6580266722138266
300,500,5,1,entropy,0.2,0.8769398907103826,0.5876423679519654,0.8955555555555555,0.7019767588733106,0.6580266722138266
100,30,2,2,gini,0.30000000000000004,0.9036065573770491,0.7174891774891775,0.6866666666666666,0.6987050960735172,0.6436124183354155
100,50,2,2,gini,0.30000000000000004,0.9036065573770491,0.7174891774891775,0.6866666666666666,0.6987050960735172,0.6436124183354155
100,100,2,2,gini,0.30000000000000004,0.9036065573770491,0.7174891774891775,0.6866666666666666,0.6987050960735172,0.6436124183354155
100,300,2,2,gini,0.30000000000000004,0.9036065573770491,0.7174891774891775,0.6866666666666666,0.6987050960735172,0.6436124183354155
100,500,2,2,gini,0.30000000000000004,0.9036065573770491,0.7174891774891775,0.6866666666666666,0.6987050960735172,0.6436124183354155
300,10,2,2,entropy,0.2,0.8737704918032787,0.5797402597402597,0.8955555555555555,0.6985928003740065,0.6522257800952431
300,30,2,2,entropy,0.2,0.8737704918032787,0.5797402597402597,0.8955555555555555,0.6985928003740065,0.6522257800952431
300,50,2,2,entropy,0.2,0.8737704918032787,0.5797402597402597,0.8955555555555555,0.6985928003740065,0.6522257800952431
300,100,2,2,entropy,0.2,0.8737704918032787,0.5797402597402597,0.8955555555555555,0.6985928003740065,0.6522257800952431
300,300,2,2,entropy,0.2,0.8737704918032787,0.5797402597402597,0.8955555555555555,0.6985928003740065,0.6522257800952431
300,500,2,2,entropy,0.2,0.8737704918032787,0.5797402597402597,0.8955555555555555,0.6985928003740065,0.6522257800952431
500,30,5,2,entropy,0.2,0.8704371584699453,0.5685714285714285,0.8955555555555555,0.6916983904361184,0.6442357668788791
500,50,5,2,entropy,0.2,0.8704371584699453,0.5685714285714285,0.8955555555555555,0.6916983904361184,0.6442357668788791
500,100,5,2,entropy,0.2,0.8704371584699453,0.5685714285714285,0.8955555555555555,0.6916983904361184,0.6442357668788791
500,300,5,2,entropy,0.2,0.8704371584699453,0.5685714285714285,0.8955555555555555,0.6916983904361184,0.6442357668788791
500,500,5,2,entropy,0.2,0.8704371584699453,0.5685714285714285,0.8955555555555555,0.6916983904361184,0.6442357668788791
300,30,2,1,gini,0.30000000000000004,0.9003825136612023,0.683939394,0.7088888888888889,0.686516291,0.6341409036478758
300,50,2,1,gini,0.30000000000000004,0.9003825136612023,0.683939394,0.7088888888888889,0.686516291,0.6341409036478758
300,100,2,1,gini,0.30000000000000004,0.9003825136612023,0.683939394,0.7088888888888889,0.686516291,0.6341409036478758
300,300,2,1,gini,0.30000000000000004,0.9003825136612023,0.683939394,0.7088888888888889,0.686516291,0.6341409036478758
300,500,2,1,gini,0.30000000000000004,0.9003825136612023,0.683939394,0.7088888888888889,0.686516291,0.6341409036478758
500,10,5,2,entropy,0.2,0.8671584699453552,0.5609523809523809,0.8955555555555555,0.686365057,0.6380452093289385
100,10,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7584126984126984,0.6422222222222222,0.6848145318733554,0.6407122549747967
100,30,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7584126984126984,0.6422222222222222,0.6848145318733554,0.6407122549747967
100,50,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7584126984126984,0.6422222222222222,0.6848145318733554,0.6407122549747967
100,100,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7584126984126984,0.6422222222222222,0.6848145318733554,0.6407122549747967
100,300,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7584126984126984,0.6422222222222222,0.6848145318733554,0.6407122549747967
100,500,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7584126984126984,0.6422222222222222,0.6848145318733554,0.6407122549747967
300,10,2,1,gini,0.30000000000000004,0.900327869,0.6822222222222223,0.7066666666666667,0.6838004101161995,0.6321189115560204
500,10,2,2,entropy,0.2,0.867103825,0.5567857142857142,0.8955555555555555,0.683047619,0.6356483335116687
500,10,2,1,entropy,0.30000000000000004,0.907103825,0.7355555555555556,0.6466666666666667,0.6828345373237014,0.6341197883116799
500,30,2,1,entropy,0.30000000000000004,0.907103825,0.7355555555555556,0.6466666666666667,0.6828345373237014,0.6341197883116799
500,50,2,1,entropy,0.30000000000000004,0.907103825,0.7355555555555556,0.6466666666666667,0.6828345373237014,0.6341197883116799
500,100,2,1,entropy,0.30000000000000004,0.907103825,0.7355555555555556,0.6466666666666667,0.6828345373237014,0.6341197883116799
500,300,2,1,entropy,0.30000000000000004,0.907103825,0.7355555555555556,0.6466666666666667,0.6828345373237014,0.6341197883116799
500,500,2,1,entropy,0.30000000000000004,0.907103825,0.7355555555555556,0.6466666666666667,0.6828345373237014,0.6341197883116799
500,30,5,1,entropy,0.2,0.8704371584699453,0.5648667122351332,0.8733333333333334,0.6819930034982509,0.6318903090497373
500,50,5,1,entropy,0.2,0.8704371584699453,0.5648667122351332,0.8733333333333334,0.6819930034982509,0.6318903090497373
500,100,5,1,entropy,0.2,0.8704371584699453,0.5648667122351332,0.8733333333333334,0.6819930034982509,0.6318903090497373
500,300,5,1,entropy,0.2,0.8704371584699453,0.5648667122351332,0.8733333333333334,0.6819930034982509,0.6318903090497373
500,500,5,1,entropy,0.2,0.8704371584699453,0.5648667122351332,0.8733333333333334,0.6819930034982509,0.6318903090497373
500,10,5,2,gini,0.30000000000000004,0.9036612021857925,0.7111111111111111,0.6644444444444444,0.6815204678362573,0.6289695315315065
50,30,5,1,gini,0.30000000000000004,0.8934972677595627,0.6756166056166056,0.7044444444444444,0.6811004784688995,0.6237690016199644
50,50,5,1,gini,0.30000000000000004,0.8934972677595627,0.6756166056166056,0.7044444444444444,0.6811004784688995,0.6237690016199644
50,100,5,1,gini,0.30000000000000004,0.8934972677595627,0.6756166056166056,0.7044444444444444,0.6811004784688995,0.6237690016199644
50,300,5,1,gini,0.30000000000000004,0.8934972677595627,0.6756166056166056,0.7044444444444444,0.6811004784688995,0.6237690016199644
50,500,5,1,gini,0.30000000000000004,0.8934972677595627,0.6756166056166056,0.7044444444444444,0.6811004784688995,0.6237690016199644
100,10,2,2,gini,0.30000000000000004,0.8969398907103825,0.6851659451659452,0.6866666666666666,0.6809273182957394,0.622954615
300,10,5,2,entropy,0.2,0.8637704918032787,0.5497435897435897,0.8955555555555555,0.6782502443792767,0.6298593709500601
300,30,2,1,entropy,0.30000000000000004,0.907103825,0.7653174603174603,0.6244444444444444,0.6776524644945698,0.6347525268970118
300,50,2,1,entropy,0.30000000000000004,0.907103825,0.7653174603174603,0.6244444444444444,0.6776524644945698,0.6347525268970118
300,100,2,1,entropy,0.30000000000000004,0.907103825,0.7653174603174603,0.6244444444444444,0.6776524644945698,0.6347525268970118
300,300,2,1,entropy,0.30000000000000004,0.907103825,0.7653174603174603,0.6244444444444444,0.6776524644945698,0.6347525268970118
300,500,2,1,entropy,0.30000000000000004,0.907103825,0.7653174603174603,0.6244444444444444,0.6776524644945698,0.6347525268970118
500,30,2,2,entropy,0.2,0.8670491803278688,0.559516317,0.8733333333333334,0.6764637681159421,0.6268005046021278
500,50,2,2,entropy,0.2,0.8670491803278688,0.559516317,0.8733333333333334,0.6764637681159421,0.6268005046021278
500,100,2,2,entropy,0.2,0.8670491803278688,0.559516317,0.8733333333333334,0.6764637681159421,0.6268005046021278
500,300,2,2,entropy,0.2,0.8670491803278688,0.559516317,0.8733333333333334,0.6764637681159421,0.6268005046021278
500,500,2,2,entropy,0.2,0.8670491803278688,0.559516317,0.8733333333333334,0.6764637681159421,0.6268005046021278
50,30,2,2,gini,0.30000000000000004,0.8902185792349726,0.6616849816849817,0.7044444444444444,0.6756532635937671,0.6150306114900792
50,50,2,2,gini,0.30000000000000004,0.8902185792349726,0.6616849816849817,0.7044444444444444,0.6756532635937671,0.6150306114900792
50,100,2,2,gini,0.30000000000000004,0.8902185792349726,0.6616849816849817,0.7044444444444444,0.6756532635937671,0.6150306114900792
50,300,2,2,gini,0.30000000000000004,0.8902185792349726,0.6616849816849817,0.7044444444444444,0.6756532635937671,0.6150306114900792
50,500,2,2,gini,0.30000000000000004,0.8902185792349726,0.6616849816849817,0.7044444444444444,0.6756532635937671,0.6150306114900792
500,10,5,1,entropy,0.2,0.867103825,0.5562952836637047,0.8733333333333334,0.6754712643678161,0.6251182918612237
300,30,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7851948051948051,0.6222222222222221,0.675435761,0.6392969117024413
300,50,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7851948051948051,0.6222222222222221,0.675435761,0.6392969117024413
300,100,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7851948051948051,0.6222222222222221,0.675435761,0.6392969117024413
300,300,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7851948051948051,0.6222222222222221,0.675435761,0.6392969117024413
300,500,2,2,entropy,0.30000000000000004,0.9070491803278689,0.7851948051948051,0.6222222222222221,0.675435761,0.6392969117024413
500,10,2,1,entropy,0.2,0.8670491803278688,0.5575864924549134,0.8733333333333334,0.6752683658170915,0.6256981332208527
300,30,2,2,gini,0.30000000000000004,0.9036612021857925,0.7211111111111111,0.6444444444444445,0.6748538011695906,0.6237407235618679
300,50,2,2,gini,0.30000000000000004,0.9036612021857925,0.7211111111111111,0.6444444444444445,0.6748538011695906,0.6237407235618679
300,100,2,2,gini,0.30000000000000004,0.9036612021857925,0.7211111111111111,0.6444444444444445,0.6748538011695906,0.6237407235618679
300,300,2,2,gini,0.30000000000000004,0.9036612021857925,0.7211111111111111,0.6444444444444445,0.6748538011695906,0.6237407235618679
300,500,2,2,gini,0.30000000000000004,0.9036612021857925,0.7211111111111111,0.6444444444444445,0.6748538011695906,0.6237407235618679
500,10,5,1,entropy,0.30000000000000004,0.9070491803278689,0.7498412698412699,0.6244444444444444,0.6746646026831785,0.629059771
500,30,5,1,entropy,0.30000000000000004,0.9070491803278689,0.7498412698412699,0.6244444444444444,0.6746646026831785,0.629059771
500,50,5,1,entropy,0.30000000000000004,0.9070491803278689,0.7498412698412699,0.6244444444444444,0.6746646026831785,0.629059771
500,100,5,1,entropy,0.30000000000000004,0.9070491803278689,0.7498412698412699,0.6244444444444444,0.6746646026831785,0.629059771
500,300,5,1,entropy,0.30000000000000004,0.9070491803278689,0.7498412698412699,0.6244444444444444,0.6746646026831785,0.629059771
500,500,5,1,entropy,0.30000000000000004,0.9070491803278689,0.7498412698412699,0.6244444444444444,0.6746646026831785,0.629059771
100,10,5,1,entropy,0.2,0.8637704918032787,0.551829574,0.8755555555555556,0.6740591133004926,0.6215135200849768
100,30,5,1,entropy,0.2,0.8637704918032787,0.551829574,0.8755555555555556,0.6740591133004926,0.6215135200849768
100,50,5,1,entropy,0.2,0.8637704918032787,0.551829574,0.8755555555555556,0.6740591133004926,0.6215135200849768
100,100,5,1,entropy,0.2,0.8637704918032787,0.551829574,0.8755555555555556,0.6740591133004926,0.6215135200849768
100,300,5,1,entropy,0.2,0.8637704918032787,0.551829574,0.8755555555555556,0.6740591133004926,0.6215135200849768
100,500,5,1,entropy,0.2,0.8637704918032787,0.551829574,0.8755555555555556,0.6740591133004926,0.6215135200849768
50,10,5,2,entropy,0.30000000000000004,0.9003825136612023,0.7163059163059163,0.6444444444444444,0.6739962651727358,0.6196126589221334
50,30,5,2,entropy,0.30000000000000004,0.9003825136612023,0.7163059163059163,0.6444444444444444,0.6739962651727358,0.6196126589221334
50,50,5,2,entropy,0.30000000000000004,0.9003825136612023,0.7163059163059163,0.6444444444444444,0.6739962651727358,0.6196126589221334
50,100,5,2,entropy,0.30000000000000004,0.9003825136612023,0.7163059163059163,0.6444444444444444,0.6739962651727358,0.6196126589221334
50,300,5,2,entropy,0.30000000000000004,0.9003825136612023,0.7163059163059163,0.6444444444444444,0.6739962651727358,0.6196126589221334
50,500,5,2,entropy,0.30000000000000004,0.9003825136612023,0.7163059163059163,0.6444444444444444,0.6739962651727358,0.6196126589221334
300,30,2,1,entropy,0.2,0.8637158469945355,0.5592026540710752,0.8733333333333334,0.6731553053882415,0.6241454238782155
300,50,2,1,entropy,0.2,0.8637158469945355,0.5592026540710752,0.8733333333333334,0.6731553053882415,0.6241454238782155
300,100,2,1,entropy,0.2,0.8637158469945355,0.5592026540710752,0.8733333333333334,0.6731553053882415,0.6241454238782155
300,300,2,1,entropy,0.2,0.8637158469945355,0.5592026540710752,0.8733333333333334,0.6731553053882415,0.6241454238782155
300,500,2,1,entropy,0.2,0.8637158469945355,0.5592026540710752,0.8733333333333334,0.6731553053882415,0.6241454238782155
300,10,5,1,entropy,0.30000000000000004,0.9069945355191258,0.7797619047619049,0.6,0.6730392156862745,0.6302442584258445
300,10,5,2,entropy,0.30000000000000004,0.9069945355191257,0.7635353535353536,0.6199999999999999,0.6725256769374417,0.6312001325947919
300,30,5,2,entropy,0.30000000000000004,0.9069945355191257,0.7635353535353536,0.6199999999999999,0.6725256769374417,0.6312001325947919
300,50,5,2,entropy,0.30000000000000004,0.9069945355191257,0.7635353535353536,0.6199999999999999,0.6725256769374417,0.6312001325947919
300,100,5,2,entropy,0.30000000000000004,0.9069945355191257,0.7635353535353536,0.6199999999999999,0.6725256769374417,0.6312001325947919
300,300,5,2,entropy,0.30000000000000004,0.9069945355191257,0.7635353535353536,0.6199999999999999,0.6725256769374417,0.6312001325947919
300,500,5,2,entropy,0.30000000000000004,0.9069945355191257,0.7635353535353536,0.6199999999999999,0.6725256769374417,0.6312001325947919
100,30,2,1,entropy,0.2,0.8636612021857925,0.5541176470588236,0.8733333333333334,0.6718648018648018,0.6217027874386877
100,50,2,1,entropy,0.2,0.8636612021857925,0.5541176470588236,0.8733333333333334,0.6718648018648018,0.6217027874386877
100,100,2,1,entropy,0.2,0.8636612021857925,0.5541176470588236,0.8733333333333334,0.6718648018648018,0.6217027874386877
100,300,2,1,entropy,0.2,0.8636612021857925,0.5541176470588236,0.8733333333333334,0.6718648018648018,0.6217027874386877
100,500,2,1,entropy,0.2,0.8636612021857925,0.5541176470588236,0.8733333333333334,0.6718648018648018,0.6217027874386877
500,30,2,1,entropy,0.2,0.8637158469945355,0.5509688453960899,0.8733333333333334,0.669729904,0.6199933968593647
500,50,2,1,entropy,0.2,0.8637158469945355,0.5509688453960899,0.8733333333333334,0.669729904,0.6199933968593647
500,100,2,1,entropy,0.2,0.8637158469945355,0.5509688453960899,0.8733333333333334,0.669729904,0.6199933968593647
500,300,2,1,entropy,0.2,0.8637158469945355,0.5509688453960899,0.8733333333333334,0.669729904,0.6199933968593647
500,500,2,1,entropy,0.2,0.8637158469945355,0.5509688453960899,0.8733333333333334,0.669729904,0.6199933968593647
50,10,2,2,gini,0.30000000000000004,0.8868852459016393,0.6507758907758908,0.7044444444444444,0.6693374741200828,0.6072571784950529
300,10,5,1,gini,0.30000000000000004,0.9003825136612023,0.7232323232323232,0.6444444444444445,0.6689390142021722,0.6200690383949536
300,10,2,2,entropy,0.30000000000000004,0.9037704918032787,0.7673376623376623,0.6222222222222221,0.6688998136366557,0.6290226295418073
50,10,5,1,entropy,0.2,0.867103825,0.5578571428571428,0.8355555555555554,0.6678770504857461,0.6085181623187343
500,10,2,2,gini,0.30000000000000004,0.9003825136612023,0.7044444444444445,0.6444444444444445,0.6678362573099415,0.6137219100953466
500,30,5,2,gini,0.30000000000000004,0.9003825136612023,0.7044444444444445,0.6444444444444445,0.6678362573099415,0.6137219100953466
500,50,5,2,gini,0.30000000000000004,0.9003825136612023,0.7044444444444445,0.6444444444444445,0.6678362573099415,0.6137219100953466
500,100,5,2,gini,0.30000000000000004,0.9003825136612023,0.7044444444444445,0.6444444444444445,0.6678362573099415,0.6137219100953466
500,300,5,2,gini,0.30000000000000004,0.9003825136612023,0.7044444444444445,0.6444444444444445,0.6678362573099415,0.6137219100953466
500,500,5,2,gini,0.30000000000000004,0.9003825136612023,0.7044444444444445,0.6444444444444445,0.6678362573099415,0.6137219100953466
300,10,2,1,entropy,0.2,0.8603825136612022,0.5525850070122516,0.8733333333333334,0.6676168438497799,0.6184406875167276
500,30,2,2,entropy,0.30000000000000004,0.9069945355191258,0.7980952380952381,0.6022222222222222,0.6675506072874493,0.6344941129343916
500,50,2,2,entropy,0.30000000000000004,0.9069945355191258,0.7980952380952381,0.6022222222222222,0.6675506072874493,0.6344941129343916
500,100,2,2,entropy,0.30000000000000004,0.9069945355191258,0.7980952380952381,0.6022222222222222,0.6675506072874493,0.6344941129343916
500,300,2,2,entropy,0.30000000000000004,0.9069945355191258,0.7980952380952381,0.6022222222222222,0.6675506072874493,0.6344941129343916
500,500,2,2,entropy,0.30000000000000004,0.9069945355191258,0.7980952380952381,0.6022222222222222,0.6675506072874493,0.6344941129343916
300,30,5,2,entropy,0.2,0.8604371584699454,0.5433333333333333,0.8733333333333334,0.6661290322580645,0.6141257482898987
300,50,5,2,entropy,0.2,0.8604371584699454,0.5433333333333333,0.8733333333333334,0.6661290322580645,0.6141257482898987
300,100,5,2,entropy,0.2,0.8604371584699454,0.5433333333333333,0.8733333333333334,0.6661290322580645,0.6141257482898987
300,300,5,2,entropy,0.2,0.8604371584699454,0.5433333333333333,0.8733333333333334,0.6661290322580645,0.6141257482898987
300,500,5,2,entropy,0.2,0.8604371584699454,0.5433333333333333,0.8733333333333334,0.6661290322580645,0.6141257482898987
300,10,2,1,entropy,0.30000000000000004,0.9037704918032787,0.763095238,0.6022222222222222,0.6659565580618212,0.6207414487217937
100,10,2,1,entropy,0.2,0.8603278688524589,0.5466176470588235,0.8733333333333334,0.6658648018648019,0.6155075216207351
300,30,5,1,entropy,0.30000000000000004,0.9036612021857924,0.7583333333333334,0.6,0.6642156862745098,0.6181168062119609
300,50,5,1,entropy,0.30000000000000004,0.9036612021857924,0.7583333333333334,0.6,0.6642156862745098,0.6181168062119609
300,100,5,1,entropy,0.30000000000000004,0.9036612021857924,0.7583333333333334,0.6,0.6642156862745098,0.6181168062119609
300,300,5,1,entropy,0.30000000000000004,0.9036612021857924,0.7583333333333334,0.6,0.6642156862745098,0.6181168062119609
300,500,5,1,entropy,0.30000000000000004,0.9036612021857924,0.7583333333333334,0.6,0.6642156862745098,0.6181168062119609
500,30,2,2,gini,0.30000000000000004,0.8970491803278688,0.6955555555555557,0.6444444444444445,0.663625731,0.6070994809868318
500,50,2,2,gini,0.30000000000000004,0.8970491803278688,0.6955555555555557,0.6444444444444445,0.663625731,0.6070994809868318
500,100,2,2,gini,0.30000000000000004,0.8970491803278688,0.6955555555555557,0.6444444444444445,0.663625731,0.6070994809868318
500,300,2,2,gini,0.30000000000000004,0.8970491803278688,0.6955555555555557,0.6444444444444445,0.663625731,0.6070994809868318
500,500,2,2,gini,0.30000000000000004,0.8970491803278688,0.6955555555555557,0.6444444444444445,0.663625731,0.6070994809868318
100,10,5,2,entropy,0.2,0.8570491803278688,0.5426815831227596,0.8733333333333334,0.6623363901175964,0.6113628830953393
100,30,5,2,entropy,0.2,0.8570491803278688,0.5426815831227596,0.8733333333333334,0.6623363901175964,0.6113628830953393
100,50,5,2,entropy,0.2,0.8570491803278688,0.5426815831227596,0.8733333333333334,0.6623363901175964,0.6113628830953393
100,100,5,2,entropy,0.2,0.8570491803278688,0.5426815831227596,0.8733333333333334,0.6623363901175964,0.6113628830953393
100,300,5,2,entropy,0.2,0.8570491803278688,0.5426815831227596,0.8733333333333334,0.6623363901175964,0.6113628830953393
100,500,5,2,entropy,0.2,0.8570491803278688,0.5426815831227596,0.8733333333333334,0.6623363901175964,0.6113628830953393
500,10,2,1,gini,0.30000000000000004,0.8937158469945355,0.674949495,0.6644444444444444,0.6622222222222223,0.6041998019742726
500,30,2,1,gini,0.30000000000000004,0.8937158469945355,0.674949495,0.6644444444444444,0.6622222222222223,0.6041998019742726
500,50,2,1,gini,0.30000000000000004,0.8937158469945355,0.674949495,0.6644444444444444,0.6622222222222223,0.6041998019742726
500,100,2,1,gini,0.30000000000000004,0.8937158469945355,0.674949495,0.6644444444444444,0.6622222222222223,0.6041998019742726
500,300,2,1,gini,0.30000000000000004,0.8937158469945355,0.674949495,0.6644444444444444,0.6622222222222223,0.6041998019742726
500,500,2,1,gini,0.30000000000000004,0.8937158469945355,0.674949495,0.6644444444444444,0.6622222222222223,0.6041998019742726
50,10,5,1,entropy,0.30000000000000004,0.8936612021857924,0.6977777777777778,0.6422222222222222,0.6616693248272194,0.6042461813412079
50,30,5,1,entropy,0.30000000000000004,0.8936612021857924,0.6977777777777778,0.6422222222222222,0.6616693248272194,0.6042461813412079
50,50,5,1,entropy,0.30000000000000004,0.8936612021857924,0.6977777777777778,0.6422222222222222,0.6616693248272194,0.6042461813412079
50,100,5,1,entropy,0.30000000000000004,0.8936612021857924,0.6977777777777778,0.6422222222222222,0.6616693248272194,0.6042461813412079
50,300,5,1,entropy,0.30000000000000004,0.8936612021857924,0.6977777777777778,0.6422222222222222,0.6616693248272194,0.6042461813412079
50,500,5,1,entropy,0.30000000000000004,0.8936612021857924,0.6977777777777778,0.6422222222222222,0.6616693248272194,0.6042461813412079
50,30,5,1,entropy,0.2,0.8637704918032787,0.5492857142857143,0.8355555555555554,0.6613553113553113,0.6017461451302206
50,50,5,1,entropy,0.2,0.8637704918032787,0.5492857142857143,0.8355555555555554,0.6613553113553113,0.6017461451302206
50,100,5,1,entropy,0.2,0.8637704918032787,0.5492857142857143,0.8355555555555554,0.6613553113553113,0.6017461451302206
50,300,5,1,entropy,0.2,0.8637704918032787,0.5492857142857143,0.8355555555555554,0.6613553113553113,0.6017461451302206
50,500,5,1,entropy,0.2,0.8637704918032787,0.5492857142857143,0.8355555555555554,0.6613553113553113,0.6017461451302206
50,10,5,2,entropy,0.2,0.8536612021857923,0.5431060606060606,0.8755555555555556,0.6602591431556949,0.6101617452014547
50,30,5,2,entropy,0.2,0.8536612021857923,0.5431060606060606,0.8755555555555556,0.6602591431556949,0.6101617452014547
50,50,5,2,entropy,0.2,0.8536612021857923,0.5431060606060606,0.8755555555555556,0.6602591431556949,0.6101617452014547
50,100,5,2,entropy,0.2,0.8536612021857923,0.5431060606060606,0.8755555555555556,0.6602591431556949,0.6101617452014547
50,300,5,2,entropy,0.2,0.8536612021857923,0.5431060606060606,0.8755555555555556,0.6602591431556949,0.6101617452014547
50,500,5,2,entropy,0.2,0.8536612021857923,0.5431060606060606,0.8755555555555556,0.6602591431556949,0.6101617452014547
500,10,2,2,entropy,0.30000000000000004,0.9037158469945356,0.7742857142857142,0.6022222222222222,0.6601976661109787,0.6220980694921465
500,10,5,2,entropy,0.30000000000000004,0.9069945355191258,0.8047619047619048,0.5800000000000001,0.6600652271704903,0.6271054638676886
500,30,5,2,entropy,0.30000000000000004,0.9069945355191258,0.8047619047619048,0.5800000000000001,0.6600652271704903,0.6271054638676886
500,50,5,2,entropy,0.30000000000000004,0.9069945355191258,0.8047619047619048,0.5800000000000001,0.6600652271704903,0.6271054638676886
500,100,5,2,entropy,0.30000000000000004,0.9069945355191258,0.8047619047619048,0.5800000000000001,0.6600652271704903,0.6271054638676886
500,300,5,2,entropy,0.30000000000000004,0.9069945355191258,0.8047619047619048,0.5800000000000001,0.6600652271704903,0.6271054638676886
500,500,5,2,entropy,0.30000000000000004,0.9069945355191258,0.8047619047619048,0.5800000000000001,0.6600652271704903,0.6271054638676886
500,10,5,1,gini,0.30000000000000004,0.8970491803278688,0.6898989898989899,0.6444444444444445,0.6594152046783626,0.604102
500,30,5,1,gini,0.30000000000000004,0.8970491803278688,0.6898989898989899,0.6444444444444445,0.6594152046783626,0.604102
500,50,5,1,gini,0.30000000000000004,0.8970491803278688,0.6898989898989899,0.6444444444444445,0.6594152046783626,0.604102
500,100,5,1,gini,0.30000000000000004,0.8970491803278688,0.6898989898989899,0.6444444444444445,0.6594152046783626,0.604102
500,300,5,1,gini,0.30000000000000004,0.8970491803278688,0.6898989898989899,0.6444444444444445,0.6594152046783626,0.604102
500,500,5,1,gini,0.30000000000000004,0.8970491803278688,0.6898989898989899,0.6444444444444445,0.6594152046783626,0.604102
100,30,5,1,entropy,0.30000000000000004,0.8937158469945355,0.6868253968253969,0.6444444444444445,0.6587023485630297,0.6006170047568382
100,50,5,1,entropy,0.30000000000000004,0.8937158469945355,0.6868253968253969,0.6444444444444445,0.6587023485630297,0.6006170047568382
100,100,5,1,entropy,0.30000000000000004,0.8937158469945355,0.6868253968253969,0.6444444444444445,0.6587023485630297,0.6006170047568382
100,300,5,1,entropy,0.30000000000000004,0.8937158469945355,0.6868253968253969,0.6444444444444445,0.6587023485630297,0.6006170047568382
100,500,5,1,entropy,0.30000000000000004,0.8937158469945355,0.6868253968253969,0.6444444444444445,0.6587023485630297,0.6006170047568382
300,10,2,2,gini,0.30000000000000004,0.8969945355191257,0.7066666666666668,0.6222222222222221,0.6562641898864808,0.6012222848841609
50,30,5,2,gini,0.30000000000000004,0.8869398907103825,0.6518648018648019,0.6822222222222223,0.6554112554112554,0.5960661494184443
50,50,5,2,gini,0.30000000000000004,0.8869398907103825,0.6518648018648019,0.6822222222222223,0.6554112554112554,0.5960661494184443
50,100,5,2,gini,0.30000000000000004,0.8869398907103825,0.6518648018648019,0.6822222222222223,0.6554112554112554,0.5960661494184443
50,300,5,2,gini,0.30000000000000004,0.8869398907103825,0.6518648018648019,0.6822222222222223,0.6554112554112554,0.5960661494184443
50,500,5,2,gini,0.30000000000000004,0.8869398907103825,0.6518648018648019,0.6822222222222223,0.6554112554112554,0.5960661494184443
300,30,5,1,gini,0.30000000000000004,0.8937158469945355,0.6810101010101011,0.6444444444444445,0.6552046783625731,0.597479571
300,50,5,1,gini,0.30000000000000004,0.8937158469945355,0.6810101010101011,0.6444444444444445,0.6552046783625731,0.597479571
300,100,5,1,gini,0.30000000000000004,0.8937158469945355,0.6810101010101011,0.6444444444444445,0.6552046783625731,0.597479571
300,300,5,1,gini,0.30000000000000004,0.8937158469945355,0.6810101010101011,0.6444444444444445,0.6552046783625731,0.597479571
300,500,5,1,gini,0.30000000000000004,0.8937158469945355,0.6810101010101011,0.6444444444444445,0.6552046783625731,0.597479571
300,30,5,2,gini,0.30000000000000004,0.8971038251366121,0.6961111111111111,0.6244444444444444,0.6526315789473685,0.5975050744184116
300,50,5,2,gini,0.30000000000000004,0.8971038251366121,0.6961111111111111,0.6244444444444444,0.6526315789473685,0.5975050744184116
300,100,5,2,gini,0.30000000000000004,0.8971038251366121,0.6961111111111111,0.6244444444444444,0.6526315789473685,0.5975050744184116
