alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.9330976430976431,0.8427128427128427,0.6888888888888888,0.7561973998755608,0.0003799136020066014
0.01,0.9297643097643098,0.8252525252525252,0.6888888888888888,0.7477682811016143,0.00037994384280885617
0.1,0.9297643097643098,0.8042735042735042,0.7111111111111111,0.7532627865961198,0.00037996265551512966
1.0,0.9264309764309765,0.7731227106227107,0.7333333333333333,0.751337464908099,0.000379979933103851
10.0,0.8996969696969698,0.9166666666666666,0.37777777777777777,0.5169082125603864,0.0003799972140385394
