learning_rate,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
0.1,5,50,0.9597175141242937,1.0,0.7333333333333334,0.8330769230769232,0.8318736123821034,0.14711800234117406
0.1,5,100,0.9631638418079096,1.0,0.7555555555555555,0.8528571428571429,0.8482052872828667,0.14711802508362745
0.1,5,200,0.959774011299435,1.0,0.7333333333333334,0.8357142857142857,0.8330387977765497,0.14711804515047522
0.1,5,300,0.959774011299435,1.0,0.7333333333333334,0.8357142857142857,0.8330387977765497,0.14711806521742032
0.1,7,50,0.9597175141242937,1.0,0.7333333333333334,0.8330769230769232,0.8318736123821034,0.1471180862876202
0.1,7,100,0.9631638418079096,1.0,0.7555555555555555,0.8528571428571429,0.8482052872828667,0.14711810735782008
0.1,7,200,0.959774011299435,1.0,0.7333333333333334,0.8357142857142857,0.8330387977765497,0.1471181290970187
0.1,7,300,0.959774011299435,1.0,0.7333333333333334,0.8357142857142857,0.8330387977765497,0.1471181505016693
0.1,10,50,0.9597175141242937,1.0,0.7333333333333334,0.8330769230769232,0.8318736123821034,0.1471181735785734
0.1,10,100,0.9631638418079096,1.0,0.7555555555555555,0.8528571428571429,0.8482052872828667,0.1471181959865761
0.1,10,200,0.959774011299435,1.0,0.7333333333333334,0.8357142857142857,0.8330387977765497,0.14711821638797193
0.1,10,300,0.959774011299435,1.0,0.7333333333333334,0.8357142857142857,0.8330387977765497,0.1471182371237211
0.3,3,50,0.959774011299435,0.9800000000000001,0.7555555555555555,0.838423264042459,0.8346225686585733,0.14711825819392096
0.3,3,100,0.959774011299435,0.9800000000000001,0.7555555555555555,0.838423264042459,0.8346225686585733,0.14711828428088145
0.3,3,200,0.959774011299435,0.9800000000000001,0.7555555555555555,0.838423264042459,0.8346225686585733,0.1471183066889815
0.3,3,300,0.959774011299435,0.9800000000000001,0.7555555555555555,0.838423264042459,0.8346225686585733,0.1471183287625335
0.3,5,50,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711835016718408
0.3,5,100,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711837190638272
0.3,5,200,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711839197323048
0.3,5,300,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711841939799378
0.3,7,50,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.1471184414715458
0.3,7,100,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.1471184622073923
0.3,7,200,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711848260869076
0.3,7,300,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711850401334134
0.3,10,50,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711852575253997
0.3,10,100,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.14711854581938774
0.3,10,200,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.1471185662206862
0.3,10,300,0.9631073446327683,1.0,0.7555555555555555,0.8489495798319329,0.8467552813330286,0.1471185859531806
0.5,3,50,0.9530508474576271,0.9777777777777779,0.711111111111111,0.8108547008547008,0.8057298215324302,0.14711860602002833
0.5,3,100,0.9563841807909604,1.0,0.711111111111111,0.8213122171945703,0.8186135247516739,0.14711862943138318
0.5,3,200,0.9563841807909604,1.0,0.711111111111111,0.8213122171945703,0.8186135247516739,0.1471186508361311
0.5,3,300,0.9563841807909604,1.0,0.711111111111111,0.8213122171945703,0.8186135247516739,0.14711867123742955
0.5,5,50,0.9563841807909604,1.0,0.711111111111111,0.815934065934066,0.8167233153719836,0.14711869297653085
0.5,5,100,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711871337792665
0.5,5,200,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.1471187334447744
0.5,5,300,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711875451507161
0.5,7,50,0.9563841807909604,1.0,0.711111111111111,0.815934065934066,0.8167233153719836,0.1471187752508208
0.5,7,100,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711879665547137
0.5,7,200,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711881806021931
0.5,7,300,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711883913041918
0.5,10,50,0.9563841807909604,1.0,0.711111111111111,0.815934065934066,0.8167233153719836,0.14711886086952047
0.5,10,100,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711888160536699
0.5,10,200,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711890334446828
0.5,10,300,0.9597175141242937,1.0,0.7333333333333334,0.8291693600517132,0.8304397989284624,0.14711892441466815
