pca_n_components,learning_rate,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
167,0.5,7,100,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.34028800501673867
167,0.5,7,200,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.3402880284280935
167,0.5,7,300,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.34028805217389907
167,0.5,10,50,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.3402880749164498
167,0.5,10,100,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.3402880976589032
167,0.5,10,200,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.3402881200669059
167,0.5,10,300,0.8795959595959596,0.8055555555555555,0.2888888888888889,0.41200828157349895,0.42646705038093485,0.34028814347826075
191,0.01,3,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.3402881672240663
191,0.01,3,100,0.8594949494949495,1.0,0.06666666666666667,0.12009803921568628,0.19310495819840898,0.34028818294315216
191,0.01,3,200,0.8661616161616162,1.0,0.11111111111111112,0.1895424836601307,0.2529019896493256,0.34028821806018444
191,0.01,3,300,0.8695286195286195,1.0,0.13333333333333333,0.23120915032679737,0.33258389693828516,0.34028823979938305
191,0.01,5,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.34028826153848435
191,0.01,5,100,0.8561616161616161,1.0,0.044444444444444446,0.08333333333333333,0.159497902792283,0.34028827725757027
191,0.01,5,200,0.8661952861952861,1.0,0.1111111111111111,0.19444444444444442,0.2989768415321592,0.3402882986622208
191,0.01,5,300,0.8695286195286195,1.0,0.13333333333333333,0.23120915032679737,0.33258389693828516,0.34028832073577286
191,0.01,7,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.3402883431438729
191,0.01,7,100,0.8561616161616161,1.0,0.044444444444444446,0.08333333333333333,0.159497902792283,0.34028835919731215
191,0.01,7,200,0.8661952861952861,1.0,0.1111111111111111,0.19444444444444442,0.2989768415321592,0.34028838093651076
191,0.01,7,300,0.8695286195286195,1.0,0.13333333333333333,0.23120915032679737,0.33258389693828516,0.34028840234116137
191,0.01,10,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.3402884257525162
191,0.01,10,100,0.8561616161616161,1.0,0.044444444444444446,0.08333333333333333,0.159497902792283,0.3402884411371514
191,0.01,10,200,0.8661952861952861,1.0,0.1111111111111111,0.19444444444444442,0.2989768415321592,0.34028846187290057
191,0.01,10,300,0.8695286195286195,1.0,0.13333333333333333,0.23120915032679737,0.33258389693828516,0.3402884846154513
191,0.1,3,50,0.8528619528619528,0.75,0.08888888888888889,0.15518575851393188,0.21209331244039467,0.3402885073579047
191,0.1,3,100,0.8695622895622895,0.8666666666666667,0.17777777777777778,0.28954248366013075,0.3491864743724722,0.34028853110371027
191,0.1,3,200,0.8795959595959596,0.8888888888888888,0.24444444444444446,0.37844611528822053,0.423269908545793,0.3402885565217693
191,0.1,3,300,0.8795959595959596,0.8571428571428571,0.26666666666666666,0.398989898989899,0.42941612834824383,0.34028857926422273
191,0.1,5,50,0.8761952861952862,1.0,0.17777777777777778,0.2931286549707602,0.38119877610394265,0.3402886026755776
191,0.1,5,100,0.8728619528619529,0.9333333333333332,0.17777777777777778,0.28611111111111115,0.35843461281338534,0.34028862575257907
191,0.1,5,200,0.8862626262626262,1.0,0.24444444444444446,0.391812865497076,0.4633851096915293,0.34028864916393387
191,0.1,5,300,0.882929292929293,0.8888888888888888,0.26666666666666666,0.4047619047619047,0.4433385830021181,0.3402886702341337
191,0.1,7,50,0.8728619528619529,1.0,0.15555555555555556,0.26044891640866874,0.35500880005915203,0.34028869264213646
191,0.1,7,100,0.8761952861952862,1.0,0.17777777777777778,0.2931286549707602,0.38119877610394265,0.34028871438133507
191,0.1,7,200,0.8929292929292929,1.0,0.2888888888888889,0.4444444444444444,0.5035224586041794,0.34028873612043636
191,0.1,7,300,0.8929292929292929,1.0,0.2888888888888889,0.4444444444444444,0.5035224586041794,0.34028875685618554
191,0.1,10,50,0.8728619528619529,1.0,0.15555555555555556,0.26044891640866874,0.35500880005915203,0.34028877826093346
191,0.1,10,100,0.8761952861952862,1.0,0.17777777777777778,0.2931286549707602,0.38119877610394265,0.3402887993311334
191,0.1,10,200,0.8929292929292929,1.0,0.2888888888888889,0.4444444444444444,0.5035224586041794,0.3402888207357839
191,0.1,10,300,0.8929292929292929,1.0,0.2888888888888889,0.4444444444444444,0.5035224586041794,0.34028884080272903
191,0.3,3,50,0.8762289562289562,0.875,0.24444444444444444,0.3637097859738861,0.40599551457361494,0.3402888618729289
191,0.3,3,100,0.8762289562289562,0.875,0.24444444444444444,0.3637097859738861,0.40599551457361494,0.3402888836120302
191,0.3,3,200,0.8762289562289562,0.875,0.24444444444444444,0.3637097859738861,0.40599551457361494,0.34028890535122885
191,0.3,3,300,0.8762289562289562,0.875,0.24444444444444444,0.3637097859738861,0.40599551457361494,0.34028892775923153
191,0.3,5,50,0.8728956228956228,0.8888888888888888,0.19999999999999998,0.3165266106442577,0.3746682742641756,0.34028894916388214
191,0.3,5,100,0.8762289562289562,0.7738095238095237,0.26666666666666666,0.39314194577352474,0.40414226991324037,0.34028897190643287
191,0.3,5,200,0.8762289562289562,0.7738095238095237,0.26666666666666666,0.39314194577352474,0.40414226991324037,0.3402889943144356
191,0.3,5,300,0.8762289562289562,0.7738095238095237,0.26666666666666666,0.39314194577352474,0.40414226991324037,0.340289017056889
191,0.3,7,50,0.8762289562289562,1.0,0.17777777777777778,0.2972136222910217,0.3885934993651212,0.3402890394648917
191,0.3,7,100,0.8795622895622897,0.9166666666666666,0.22222222222222224,0.35672514619883033,0.4156863481356589,0.3402890605351889
191,0.3,7,200,0.8795622895622897,0.9166666666666666,0.22222222222222224,0.35672514619883033,0.4156863481356589,0.34028908327764235
191,0.3,7,300,0.8795622895622897,0.9166666666666666,0.22222222222222224,0.35672514619883033,0.4156863481356589,0.34028910635454646
191,0.3,10,50,0.8762289562289562,1.0,0.17777777777777778,0.2972136222910217,0.3885934993651212,0.34028912943145057
191,0.3,10,100,0.8795622895622897,0.9166666666666666,0.22222222222222224,0.35672514619883033,0.4156863481356589,0.34028915117055186
191,0.3,10,200,0.8795622895622897,0.9166666666666666,0.22222222222222224,0.35672514619883033,0.4156863481356589,0.34028917391310265
191,0.3,10,300,0.8795622895622897,0.9166666666666666,0.22222222222222224,0.35672514619883033,0.4156863481356589,0.3402891963211053
191,0.5,3,50,0.8661616161616162,0.6349206349206349,0.24444444444444444,0.35011771853877116,0.335575631413865,0.34028921872910806
191,0.5,3,100,0.8694949494949494,0.6428571428571428,0.26666666666666666,0.3732057416267942,0.35551996263403046,0.3402892414715615
191,0.5,3,200,0.8694949494949494,0.6428571428571428,0.26666666666666666,0.3732057416267942,0.35551996263403046,0.34028926488301364
191,0.5,3,300,0.8694949494949494,0.6428571428571428,0.26666666666666666,0.3732057416267942,0.35551996263403046,0.34028928829436844
191,0.5,5,50,0.8661616161616162,0.6904761904761904,0.19999999999999998,0.3007786846796135,0.31642432955915667,0.34028931103682186
191,0.5,5,100,0.8661616161616162,0.6904761904761904,0.19999999999999998,0.3007786846796135,0.31642432955915667,0.34028933411372597
191,0.5,5,200,0.8661616161616162,0.6904761904761904,0.19999999999999998,0.3007786846796135,0.31642432955915667,0.3402893571906301
191,0.5,5,300,0.8661616161616162,0.6904761904761904,0.19999999999999998,0.3007786846796135,0.31642432955915667,0.34028937993318087
191,0.5,7,50,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.34028940234118354
191,0.5,7,100,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.3402894264214398
191,0.5,7,200,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.34028945050169607
191,0.5,7,300,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.34028947257524805
191,0.5,10,50,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.3402894949833481
191,0.5,10,100,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.3402895170569001
191,0.5,10,200,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.34028953913045207
191,0.5,10,300,0.8694949494949494,0.7000000000000001,0.19999999999999998,0.3058823529411765,0.32493365877765257,0.3402895612040041
215,0.01,3,50,nan,nan,nan,nan,nan,0.34028958428100553
215,0.01,3,100,nan,nan,nan,nan,nan,0.340289598996642
215,0.01,3,200,nan,nan,nan,nan,nan,0.3402896250836025
215,0.01,3,300,nan,nan,nan,nan,nan,0.34028963846153343
215,0.01,5,50,nan,nan,nan,nan,nan,0.34028965150501367
215,0.01,5,100,nan,nan,nan,nan,nan,0.3402896642140432
215,0.01,5,200,nan,nan,nan,nan,nan,0.34028967692307277
215,0.01,5,300,nan,nan,nan,nan,nan,0.340289689966553
215,0.01,7,50,nan,nan,nan,nan,nan,0.34028970301003325
215,0.01,7,100,nan,nan,nan,nan,nan,0.34028971571906275
215,0.01,7,200,nan,nan,nan,nan,nan,0.34028994481604513
215,0.01,7,300,nan,nan,nan,nan,nan,0.3402899602006803
215,0.01,10,50,nan,nan,nan,nan,nan,0.34028997324416055
215,0.01,10,100,nan,nan,nan,nan,nan,0.34028998662209153
215,0.01,10,200,nan,nan,nan,nan,nan,0.34029000000002246
215,0.01,10,300,nan,nan,nan,nan,nan,0.3402900133779534
215,0.1,3,50,nan,nan,nan,nan,nan,0.34029002608698294
215,0.1,3,100,nan,nan,nan,nan,nan,0.3402900391304632
215,0.1,3,200,nan,nan,nan,nan,nan,0.34029005183949274
215,0.1,3,300,nan,nan,nan,nan,nan,0.34029006421407154
215,0.1,5,50,nan,nan,nan,nan,nan,0.3402900775920025
215,0.1,5,100,nan,nan,nan,nan,nan,0.340290090301032
215,0.1,5,200,nan,nan,nan,nan,nan,0.3402901030100616
215,0.1,5,300,nan,nan,nan,nan,nan,0.3402901157190911
215,0.1,7,50,nan,nan,nan,nan,nan,0.3402901297659235
215,0.1,7,100,nan,nan,nan,nan,nan,0.340290142474953
215,0.1,7,200,nan,nan,nan,nan,nan,0.34029015618733466
215,0.1,7,300,nan,nan,nan,nan,nan,0.3402901688963642
215,0.1,10,50,nan,nan,nan,nan,nan,0.34029018160539376
215,0.1,10,100,nan,nan,nan,nan,nan,0.340290194648874
215,0.1,10,200,nan,nan,nan,nan,nan,0.3402902073579035
215,0.1,10,300,nan,nan,nan,nan,nan,0.34029022006693305
215,0.3,3,50,nan,nan,nan,nan,nan,0.3402902331104133
215,0.3,3,100,nan,nan,nan,nan,nan,0.34029024581944284
215,0.3,3,200,nan,nan,nan,nan,nan,0.3402902588629231
215,0.3,3,300,nan,nan,nan,nan,nan,0.3402902719064033
215,0.3,5,50,nan,nan,nan,nan,nan,0.34029028461543287
215,0.3,5,100,nan,nan,nan,nan,nan,0.34029029732446237
215,0.3,5,200,nan,nan,nan,nan,nan,0.3402903096990412
215,0.3,5,300,nan,nan,nan,nan,nan,0.34029032207362003
215,0.3,7,50,nan,nan,nan,nan,nan,0.340290335451551
215,0.3,7,100,nan,nan,nan,nan,nan,0.3402903481605805
215,0.3,7,200,nan,nan,nan,nan,nan,0.34029036120406075
215,0.3,7,300,nan,nan,nan,nan,nan,0.3402903735786396
215,0.3,10,50,nan,nan,nan,nan,nan,0.34029038662211986
215,0.3,10,100,nan,nan,nan,nan,nan,0.34029039899669866
215,0.3,10,200,nan,nan,nan,nan,nan,0.3402904120401789
215,0.3,10,300,nan,nan,nan,nan,nan,0.34029042441475776
215,0.5,3,50,nan,nan,nan,nan,nan,0.34029043678933657
215,0.5,3,100,nan,nan,nan,nan,nan,0.34029045050171824
215,0.5,3,200,nan,nan,nan,nan,nan,0.3402904635451985
215,0.5,3,300,nan,nan,nan,nan,nan,0.34029047625422804
215,0.5,5,50,nan,nan,nan,nan,nan,0.34029048963215897
215,0.5,5,100,nan,nan,nan,nan,nan,0.3402905026756392
215,0.5,5,200,nan,nan,nan,nan,nan,0.34029051538466876
215,0.5,5,300,nan,nan,nan,nan,nan,0.3402905290970504
215,0.5,7,50,nan,nan,nan,nan,nan,0.34029054214053067
215,0.5,7,100,nan,nan,nan,nan,nan,0.3402905545151095
215,0.5,7,200,nan,nan,nan,nan,nan,0.34029056822749115
215,0.5,7,300,nan,nan,nan,nan,nan,0.34029058093652065
215,0.5,10,50,nan,nan,nan,nan,nan,0.3402905936455502
215,0.5,10,100,nan,nan,nan,nan,nan,0.34029060602012906
215,0.5,10,200,nan,nan,nan,nan,nan,0.3402906197325107
215,0.5,10,300,nan,nan,nan,nan,nan,0.34029063244154023
