fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.7868852459016393,0.2857142857142857,0.2,0.23529411764705882,0.11843289779978046
1,0.2,0.7868852459016393,0.2857142857142857,0.2,0.23529411764705882,0.11843289779978046
1,0.30000000000000004,0.7868852459016393,0.2857142857142857,0.2,0.23529411764705882,0.11843289779978046
1,0.4,0.7868852459016393,0.2857142857142857,0.2,0.23529411764705882,0.11843289779978046
1,0.5,0.7868852459016393,0.2857142857142857,0.2,0.23529411764705882,0.11843289779978046
1,0.6,0.7868852459016393,0.2857142857142857,0.2,0.23529411764705882,0.11843289779978046
1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
2,0.1,0.8333333333333334,0.5,0.5,0.5,0.4
2,0.2,0.8333333333333334,0.5,0.5,0.5,0.4
2,0.30000000000000004,0.8333333333333334,0.5,0.5,0.5,0.4
2,0.4,0.8166666666666667,0.4444444444444444,0.4,0.42105263157894735,0.31311214554257477
2,0.5,0.8166666666666667,0.4444444444444444,0.4,0.42105263157894735,0.31311214554257477
2,0.6,0.7833333333333333,0.2,0.1,0.13333333333333333,0.02696799449852968
2,0.7000000000000001,0.8,0.25,0.1,0.14285714285714285,0.05976143046671968
2,0.8,0.8,0.25,0.1,0.14285714285714285,0.05976143046671968
2,0.9,0.8,0.25,0.1,0.14285714285714285,0.05976143046671968
3,0.1,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.2,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.30000000000000004,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.4,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.5,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.6,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.7000000000000001,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.8,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
3,0.9,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
4,0.1,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.2,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.5,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.6,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.7000000000000001,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.8,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
4,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,0.1,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
5,0.2,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
5,0.30000000000000004,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
5,0.4,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
5,0.5,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
5,0.6,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
5,0.7000000000000001,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,0.8,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,0.9,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
