pca_n_components,C,kernel,accuracy,precision,recall,f1,mcc,preparationTime
220,1.0,rbf,0.8523728813559324,0.8,0.02222222222222222,0.04,0.051044262978168074,0.16315950939597376
220,1.0,poly,0.8557627118644067,0.9,0.04722222222222222,0.0808080808080808,0.1027100660797379,0.16315952181207802
220,1.0,sigmoid,0.8490960451977401,0.7,0.04722222222222222,0.0808080808080808,0.08710853705496757,0.16315953422818227
220,10.0,linear,0.9195480225988701,0.8236363636363636,0.5888888888888888,0.6661538461538462,0.6466292446978781,0.16315954731543258
220,10.0,rbf,0.8893785310734463,0.8428571428571429,0.3611111111111111,0.4808041958041958,0.4903382369980416,0.16315956073825594
220,10.0,poly,0.8657627118644069,0.9333333333333332,0.11388888888888889,0.18383838383838386,0.22110606133663993,0.1631595744966401
220,10.0,sigmoid,0.8457627118644068,0.48,0.27222222222222225,0.3379271708683473,0.2769446979515776,0.16315958859059726
220,100.0,linear,0.9195480225988701,0.8236363636363636,0.5888888888888888,0.6661538461538462,0.6466292446978781,0.16315960134227453
220,100.0,rbf,0.9095480225988701,0.8755555555555556,0.475,0.583088023088023,0.5876065178548127,0.16315961442952484
220,100.0,poly,0.8590960451977401,0.7,0.15555555555555553,0.2246153846153846,0.22225915432854895,0.16315962751677515
220,100.0,sigmoid,0.8157062146892656,0.4125396825396826,0.3611111111111111,0.36506204194991376,0.27211604622853297,0.16315963993287944
