pca_n_components,criterion,max_depth,min_samples_split,min_samples_leaf,max_features,accuracy,precision,recall,f1,mcc,preparationTime
191,gini,None,2,5,log2,0.7858585858585858,0.2110042735042735,0.17777777777777778,0.18689196108550946,0.07097937750263189,1.6022483056857342
215,gini,None,2,5,log2,nan,nan,nan,nan,nan,1.6022483264214833
167,gini,None,5,5,log2,0.8062626262626263,0.26666666666666666,0.08888888888888889,0.13333333333333333,0.056589459169107716,1.6022483381270634
191,gini,None,5,5,log2,0.8027272727272727,0.35281385281385286,0.2888888888888889,0.3045423045423046,0.20250814714507526,1.602248359197458
215,gini,None,5,5,log2,nan,nan,nan,nan,nan,1.6022483802676577
167,gini,None,10,5,log2,0.7993602693602693,0.17777777777777778,0.1111111111111111,0.13209876543209875,0.03219268454338834,1.6022483919732378
191,gini,None,10,5,log2,0.8193939393939395,0.37451437451437447,0.26666666666666666,0.31043956043956045,0.21445971427562185,1.6022484127091816
215,gini,None,10,5,log2,nan,nan,nan,nan,nan,1.6022484337793816
167,gini,None,2,10,log2,0.7959932659932661,0.18009768009768012,0.1111111111111111,0.1334776334776335,0.030856759457406364,1.6022484454849617
191,gini,None,2,10,log2,0.8294949494949496,0.5303030303030303,0.1111111111111111,0.17596782302664657,0.16667316652236955,1.6022484662207108
215,gini,None,2,10,log2,nan,nan,nan,nan,nan,1.6022484872911054
167,gini,None,5,10,log2,0.8458922558922559,0.5370370370370371,0.2888888888888889,0.3708112874779541,0.3113891014995071,1.6022485010033898
191,gini,None,5,10,log2,0.825925925925926,0.452991452991453,0.24444444444444446,0.2883597883597883,0.2258896272646469,1.602248521739139
215,gini,None,5,10,log2,nan,nan,nan,nan,nan,1.60224854347824
167,gini,None,10,10,log2,0.8295959595959596,0.5705128205128206,0.2888888888888889,0.339989759344598,0.29260647494643816,1.6022485565218176
191,gini,None,10,10,log2,0.8193939393939395,0.3444444444444444,0.19999999999999998,0.22472089314194577,0.15727487965068696,1.602248577257567
215,gini,None,10,10,log2,nan,nan,nan,nan,nan,1.6022485983277668
167,gini,10,2,1,None,0.835993265993266,0.4488636363636363,0.37777777777777777,0.40694789081885857,0.31659420302495883,1.6022486120402457
191,gini,10,2,1,None,0.8326599326599325,0.4412450294803236,0.39999999999999997,0.4157509157509158,0.32167775683728705,1.6022486331104457
215,gini,10,2,1,None,nan,nan,nan,nan,nan,1.602248654849547
167,gini,10,5,1,None,0.8393265993265994,0.4407407407407408,0.3111111111111111,0.3637037037037037,0.2814687882170496,1.6022486675586738
191,gini,10,5,1,None,0.8126936026936026,0.32857142857142857,0.2888888888888889,0.29298701298701296,0.19771990300981912,1.6022486892977752
215,gini,10,5,1,None,nan,nan,nan,nan,nan,1.602248711371327
167,gini,10,10,1,None,0.846026936026936,0.4905982905982906,0.37777777777777777,0.4254320987654321,0.34298373933055104,1.6022487240802594
191,gini,10,10,1,None,0.8393602693602693,0.4568627450980392,0.37777777777777777,0.4066666666666667,0.32174277163501014,1.602248745150654
215,gini,10,10,1,None,nan,nan,nan,nan,nan,1.6022487662208538
167,gini,10,2,2,None,0.8327272727272729,0.4462121212121212,0.35555555555555557,0.39159636062861863,0.30141952698346175,1.6022487785953352
191,gini,10,2,2,None,0.8660606060606061,0.5452380952380952,0.37777777777777777,0.4428282828282828,0.381276952323963,1.602248799999986
215,gini,10,2,2,None,nan,nan,nan,nan,nan,1.6022488214048312
167,gini,10,5,2,None,0.8360942760942761,0.4361111111111111,0.2888888888888889,0.3457219538378959,0.26483049964717004,1.6022488337793126
191,gini,10,5,2,None,0.8192929292929293,0.33901515151515155,0.2888888888888889,0.30772826986010715,0.20977357179105674,1.602248855183963
215,gini,10,5,2,None,nan,nan,nan,nan,nan,1.6022488762541631
167,gini,10,10,2,None,0.8326936026936026,0.3111111111111111,0.20000000000000004,0.24333333333333332,0.1649470633245064,1.60224888896329
191,gini,10,10,2,None,0.8259932659932661,0.37407407407407406,0.24444444444444444,0.2955555555555555,0.20749099668581214,1.6022489100334898
215,gini,10,10,2,None,nan,nan,nan,nan,nan,1.602248932107042
167,gini,10,2,5,None,0.8259932659932661,0.42163718634306874,0.37777777777777777,0.3949175824175824,0.2968258254441703,1.6022489448161688
191,gini,10,2,5,None,0.8326936026936026,0.43333333333333335,0.39999999999999997,0.415240527884206,0.3187871322742337,1.6022489658863686
215,gini,10,2,5,None,nan,nan,nan,nan,nan,1.6022489869565684
167,gini,10,5,5,None,0.826026936026936,0.3444444444444445,0.26666666666666666,0.29396825396825393,0.2055541677936796,1.6022490003345966
191,gini,10,5,5,None,0.836026936026936,0.4444444444444444,0.39999999999999997,0.4206045125585356,0.3264317694191375,1.602249021070346
215,gini,10,5,5,None,nan,nan,nan,nan,nan,1.6022490424749964
167,gini,10,10,5,None,0.8226599326599326,0.396936396936397,0.3333333333333333,0.36137425792598205,0.2613233432935261,1.6022490555183795
191,gini,10,10,5,None,0.8293602693602694,0.4236111111111111,0.39999999999999997,0.4102226067372527,0.31173782258077964,1.602249076588774
215,gini,10,10,5,None,nan,nan,nan,nan,nan,1.6022490983278752
167,gini,10,2,10,None,0.8492255892255892,0.5477207977207977,0.4222222222222222,0.47094214029697895,0.3924389093964266,1.6022491120401596
191,gini,10,2,10,None,0.8325589225589226,0.4551282051282051,0.39999999999999997,0.42464584400068267,0.32879066055606554,1.6022491341137115
215,gini,10,2,10,None,nan,nan,nan,nan,nan,1.602249156856165
167,gini,10,5,10,None,0.8492255892255892,0.5477207977207977,0.4222222222222222,0.47094214029697895,0.3924389093964266,1.6022491709030946
191,gini,10,5,10,None,0.8492255892255892,0.5477207977207977,0.4222222222222222,0.47094214029697895,0.3924389093964266,1.6022491919732946
215,gini,10,5,10,None,nan,nan,nan,nan,nan,1.6022492130434944
167,gini,10,10,10,None,0.8492255892255892,0.5477207977207977,0.4222222222222222,0.47094214029697895,0.3924389093964266,1.6022492264215227
191,gini,10,10,10,None,0.8325589225589226,0.4551282051282051,0.39999999999999997,0.42464584400068267,0.32879066055606554,1.6022492491639762
215,gini,10,10,10,None,nan,nan,nan,nan,nan,1.6022495933110283
167,gini,10,2,1,sqrt,0.8361616161616161,0.4212121212121212,0.24444444444444446,0.30256410256410254,0.23225124268222355,1.6022496083613103
191,gini,10,2,1,sqrt,0.816026936026936,0.32222222222222224,0.2222222222222222,0.2614278046162104,0.1657497371754245,1.6022496301004114
215,gini,10,2,1,sqrt,nan,nan,nan,nan,nan,1.6022496518395128
167,gini,10,5,1,sqrt,0.8025252525252524,0.33915343915343915,0.2888888888888889,0.298989898989899,0.19487710647760137,1.602249664214189
191,gini,10,5,1,sqrt,0.8093939393939394,0.3584682860998651,0.3111111111111111,0.3236511996102789,0.22115011616639876,1.6022496852843888
215,gini,10,5,1,sqrt,nan,nan,nan,nan,nan,1.6022497096990957
167,gini,10,10,1,sqrt,0.8092592592592592,0.3308913308913309,0.3111111111111111,0.30158730158730157,0.2059633218759098,1.6022497224080279
191,gini,10,10,1,sqrt,0.8360942760942761,0.4313973063973064,0.26666666666666666,0.3284095131921219,0.2507785279571329,1.6022497438126786
215,gini,10,10,1,sqrt,nan,nan,nan,nan,nan,1.6022497658864252
167,gini,10,2,2,sqrt,0.816026936026936,0.30833333333333335,0.22222222222222224,0.24411997736276173,0.15699698519171143,1.602249777926456
191,gini,10,2,2,sqrt,0.7825589225589226,0.1523809523809524,0.13333333333333333,0.14160919540229885,0.02069710699210293,1.6022498043478672
215,gini,10,2,2,sqrt,nan,nan,nan,nan,nan,1.602249833444884
167,gini,10,5,2,sqrt,0.8127946127946127,0.37162393162393165,0.3333333333333333,0.31322751322751324,0.23378139339992332,1.602249845150464
191,gini,10,5,2,sqrt,0.805959595959596,0.3620014245014245,0.37777777777777777,0.3679886421821906,0.25485698394727874,1.602249867224211
215,gini,10,5,2,sqrt,nan,nan,nan,nan,nan,1.602249888963312
167,gini,10,10,2,sqrt,0.8294276094276095,0.41771561771561777,0.3111111111111111,0.3557509157509158,0.26412290533984745,1.6022499010033429
191,gini,10,10,2,sqrt,0.8293265993265994,0.39730639730639733,0.2888888888888889,0.33380816714150047,0.24360614457500962,1.6022499220735427
215,gini,10,10,2,sqrt,nan,nan,nan,nan,nan,1.6022499431439374
167,gini,10,2,5,sqrt,0.7527609427609429,0.2253968253968254,0.19999999999999998,0.1952380952380952,0.06283399251523097,1.6022499551839682
191,gini,10,2,5,sqrt,0.8393939393939394,0.3047619047619048,0.13333333333333333,0.18484848484848485,0.13029075314750405,1.6022499759197173
215,gini,10,2,5,sqrt,nan,nan,nan,nan,nan,1.6022499973245625
167,gini,10,5,5,sqrt,0.8227272727272728,0.3444444444444444,0.19999999999999998,0.2493827160493827,0.1678233803080549,1.6022500093645933
191,gini,10,5,5,sqrt,0.8359259259259259,0.5772058823529412,0.37777777777777777,0.4213709677419355,0.35953660638134105,1.6022500311036947
215,gini,10,5,5,sqrt,nan,nan,nan,nan,nan,1.6022500528427959
167,gini,10,10,5,sqrt,0.826060606060606,0.3972109761583446,0.37777777777777777,0.3788515406162465,0.28446049201524964,1.6022500655519227
191,gini,10,10,5,sqrt,0.8294276094276093,0.39166666666666666,0.2888888888888889,0.3258454106280193,0.2396086117978794,1.6022500866221228
215,gini,10,10,5,sqrt,nan,nan,nan,nan,nan,1.602250108361224
167,gini,10,2,10,sqrt,0.8093602693602694,0.23650793650793653,0.17777777777777778,0.1953823953823954,0.09978766215993647,1.6022501204014494
191,gini,10,2,10,sqrt,0.8026262626262627,0.2916666666666667,0.2888888888888889,0.26300794721847354,0.17109274743497302,1.6022501418061
215,gini,10,2,10,sqrt,nan,nan,nan,nan,nan,1.6022501628763
167,gini,10,5,10,sqrt,0.8393939393939394,0.44040404040404035,0.17777777777777778,0.23561253561253562,0.1951665087890022,1.6022501759198775
191,gini,10,5,10,sqrt,0.8294612794612793,0.23809523809523805,0.17777777777777778,0.19853709508881923,0.125453289781534,1.6022501979934294
215,gini,10,5,10,sqrt,nan,nan,nan,nan,nan,1.6022502190636294
167,gini,10,10,10,sqrt,0.8294612794612793,0.39615384615384613,0.26666666666666666,0.3074074074074074,0.227929975201656,1.6022502317725615
191,gini,10,10,10,sqrt,0.8427609427609427,0.5027777777777778,0.22222222222222224,0.3036231884057971,0.25463232793929935,1.602250252842956
215,gini,10,10,10,sqrt,nan,nan,nan,nan,nan,1.6022502742476066
167,gini,10,2,1,log2,0.8360942760942761,0.41077441077441074,0.24444444444444444,0.3028083028083028,0.2293251220727459,1.6022502872909896
191,gini,10,2,1,log2,0.7727272727272728,0.24761904761904763,0.26666666666666666,0.24696969696969698,0.1227380736183486,1.6022503083611894
215,gini,10,2,1,log2,nan,nan,nan,nan,nan,1.6022503297660347
167,gini,10,5,1,log2,0.8259932659932661,0.4148148148148148,0.35555555555555557,0.37777777777777777,0.28205412918703426,1.6022503431438684
191,gini,10,5,1,log2,0.7993939393939394,0.3303624480095068,0.3111111111111111,0.3178418803418803,0.20250432562757703,1.6022503645485189
215,gini,10,5,1,log2,nan,nan,nan,nan,nan,1.6022503856187187
167,gini,10,10,1,log2,0.8194612794612794,0.3561253561253562,0.2888888888888889,0.31746031746031744,0.21792427536541584,1.6022503976589442
191,gini,10,10,1,log2,0.8561616161616161,0.525,0.26666666666666666,0.34379862700228836,0.2995617850264227,1.6022504207358483
215,gini,10,10,1,log2,nan,nan,nan,nan,nan,1.602250442140499
167,gini,10,2,2,log2,0.8260942760942761,0.35714285714285715,0.17777777777777778,0.23715415019762845,0.1626541136992757,1.6022504541807243
191,gini,10,2,2,log2,0.7959259259259258,0.255050505050505,0.17777777777777778,0.20868945868945868,0.09825547164996395,1.6022504752509243
215,gini,10,2,2,log2,nan,nan,nan,nan,nan,1.6022504963211242
167,gini,10,5,2,log2,0.8428956228956229,0.5022222222222222,0.37777777777777777,0.376984126984127,0.3314877740281047,1.6022505083613496
191,gini,10,5,2,log2,0.8093939393939394,0.2571428571428571,0.13333333333333333,0.17454545454545456,0.08473069439122798,1.6022505297660001
215,gini,10,5,2,log2,nan,nan,nan,nan,nan,1.6022505508362002
167,gini,10,10,2,log2,0.8227609427609428,0.2871794871794872,0.35555555555555557,0.30178861788617883,0.2212388835534541,1.6022505635451323
191,gini,10,10,2,log2,0.7860606060606061,0.2611111111111111,0.22222222222222224,0.23190476190476192,0.11568691878372976,1.6022505839466255
215,gini,10,10,2,log2,nan,nan,nan,nan,nan,1.6022506050168253
167,gini,10,2,5,log2,0.8326599326599325,0.38095238095238093,0.2888888888888889,0.3265993265993266,0.23908733912091296,1.6022506177257576
191,gini,10,2,5,log2,0.8226599326599326,0.33903133903133903,0.2222222222222222,0.2619047619047619,0.17644708121852404,1.6022506394648588
215,gini,10,2,5,log2,nan,nan,nan,nan,nan,1.6022506605352533
167,gini,10,5,5,log2,0.8327609427609427,0.34595959595959597,0.17777777777777778,0.2267849109954373,0.16197518841830802,1.6022506732441855
191,gini,10,5,5,log2,0.836127946127946,0.4259259259259259,0.20000000000000004,0.26461988304093564,0.20663412607748846,1.6022506939799348
215,gini,10,5,5,log2,nan,nan,nan,nan,nan,1.602250714715684
167,gini,10,10,5,log2,0.8392929292929292,0.4708333333333334,0.35555555555555557,0.37770232031692136,0.30887495882846566,1.60225072709036
191,gini,10,10,5,log2,0.8294612794612793,0.2814814814814815,0.13333333333333333,0.17777777777777778,0.1111376673637694,1.6022507478261092
215,gini,10,10,5,log2,nan,nan,nan,nan,nan,1.602250768896309
167,gini,10,2,10,log2,0.8326936026936026,0.4245614035087719,0.2888888888888889,0.29568627450980395,0.23929326890917105,1.6022507822743375
191,gini,10,2,10,log2,0.806026936026936,0.2619047619047619,0.15555555555555556,0.1926511491728883,0.09637770546502877,1.602250803678988
215,gini,10,2,10,log2,nan,nan,nan,nan,nan,1.6022508247491878
167,gini,10,5,10,log2,0.8227609427609428,0.2638888888888889,0.1111111111111111,0.1537902727834078,0.0846562216418239,1.602250837123864
191,gini,10,5,10,log2,0.8327609427609427,0.37916666666666665,0.3111111111111111,0.3320191158900836,0.2480947323810542,1.6022508585285147
215,gini,10,5,10,log2,nan,nan,nan,nan,nan,1.6022508792642638
167,gini,10,10,10,log2,0.8294949494949496,0.5723905723905723,0.15555555555555556,0.18803418803418803,0.1267203822367731,1.6022508923078413
191,gini,10,10,10,log2,0.7993265993265993,0.18903318903318903,0.06666666666666667,0.09298109298109299,0.008484873872055943,1.6022509133780412
215,gini,10,10,10,log2,nan,nan,nan,nan,nan,1.602251028428111
167,gini,30,2,1,None,0.8326599326599325,0.40740740740740744,0.3111111111111111,0.35185185185185186,0.26209457414641973,1.6022510418061395
191,gini,30,2,1,None,0.8292255892255892,0.42328042328042326,0.39999999999999997,0.4043190525949147,0.30997327353582294,1.60225106321079
215,gini,30,2,1,None,nan,nan,nan,nan,nan,1.6022510846154405
167,gini,30,5,1,None,0.836026936026936,0.4314814814814814,0.35555555555555557,0.3795871761089152,0.2959573917368265,1.6022510969901167
191,gini,30,5,1,None,0.8426262626262626,0.45656565656565656,0.37777777777777777,0.41059829059829056,0.3250554885814749,1.602251117725866
215,gini,30,5,1,None,nan,nan,nan,nan,nan,1.6022511387960658
167,gini,30,10,1,None,0.8493939393939395,0.4461538461538461,0.3111111111111111,0.36000000000000004,0.2906030062809226,1.602251151504998
191,gini,30,10,1,None,0.8326599326599325,0.30036630036630035,0.2222222222222222,0.2510822510822511,0.17020895919171697,1.6022511725753925
215,gini,30,10,1,None,nan,nan,nan,nan,nan,1.6022511949833953
167,gini,30,2,2,None,0.8527272727272727,0.5116883116883116,0.39999999999999997,0.44647214854111406,0.3684809217126863,1.6022512073578767
191,gini,30,2,2,None,0.8460606060606061,0.4619047619047619,0.35555555555555557,0.39264907135874877,0.31703942030812166,1.6022512284280765
215,gini,30,2,2,None,nan,nan,nan,nan,nan,1.602251249832922
167,gini,30,5,2,None,0.8427272727272728,0.47676767676767673,0.37777777777777777,0.41811965811965807,0.33393268381658836,1.6022512618729527
191,gini,30,5,2,None,0.8493602693602694,0.48095238095238096,0.37777777777777777,0.4202298850574713,0.34081725552514114,1.602251283612054
215,gini,30,5,2,None,nan,nan,nan,nan,nan,1.6022513050167047
167,gini,30,10,2,None,0.8460606060606061,0.43333333333333335,0.24444444444444446,0.30927536231884056,0.24677177362906264,1.602251318394733
191,gini,30,10,2,None,0.8526936026936026,0.5259259259259259,0.3333333333333333,0.4077777777777778,0.3394844535144334,1.6022513397993834
215,gini,30,10,2,None,nan,nan,nan,nan,nan,1.6022513608695834
167,gini,30,2,5,None,0.8326936026936026,0.435672514619883,0.4666666666666666,0.44727903108674766,0.35171955500811536,1.6022513742476117
191,gini,30,2,5,None,0.836026936026936,0.4444444444444444,0.4444444444444444,0.44150315414683233,0.34768503163252934,1.6022513959867128
215,gini,30,2,5,None,nan,nan,nan,nan,nan,1.6022514167224622
167,gini,30,5,5,None,0.846026936026936,0.4780578898225957,0.4666666666666666,0.4701734780757769,0.38180268397508343,1.6022514297660397
191,gini,30,5,5,None,0.826026936026936,0.4181286549707602,0.4222222222222222,0.41654771742668967,0.31715363373631056,1.602251451505141
215,gini,30,5,5,None,nan,nan,nan,nan,nan,1.6022514725753407
