n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,precision,recall,f1,mcc,preparationTime
50,10,5,2,gini,0.8777777777777777,0.885,0.888888888888889,0.8810260946483857,0.7675203899372506,0.8359998144442216
100,10,5,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8359999344438418
200,10,5,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360000022221357
50,10,10,2,gini,0.8777777777777779,0.885,0.888888888888889,0.8795555064130915,0.7692943205807774,0.8360000644448317
100,10,10,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360001244439951
200,10,10,2,gini,0.8666666666666666,0.8605555555555556,0.888888888888889,0.8693989876652415,0.7444674223983743,0.8360001799999737
50,10,5,5,gini,0.8555555555555555,0.8604545454545456,0.8666666666666666,0.8576006191950464,0.720718979003089,0.83600024111155
100,10,5,5,gini,0.8666666666666666,0.8604545454545456,0.888888888888889,0.8708359133126933,0.7400596101595791,0.8360003011107134
200,10,5,5,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360003555555724
50,10,10,5,gini,0.8555555555555555,0.8604545454545456,0.8666666666666666,0.8576006191950464,0.720718979003089,0.8360004088893119
100,10,10,5,gini,0.8666666666666666,0.8604545454545456,0.888888888888889,0.8708359133126933,0.7400596101595791,0.8360004611106382
200,10,10,5,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360005133332581
50,20,5,2,gini,0.8777777777777777,0.885,0.888888888888889,0.8810260946483857,0.7675203899372506,0.8360005677781172
100,20,5,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360006188883239
200,20,5,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360006688887046
50,20,10,2,gini,0.8777777777777779,0.885,0.888888888888889,0.8795555064130915,0.7692943205807774,0.8360007211113245
100,20,10,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360007744437704
200,20,10,2,gini,0.8666666666666666,0.8605555555555556,0.888888888888889,0.8693989876652415,0.7444674223983743,0.8360008222219121
50,20,5,5,gini,0.8555555555555555,0.8604545454545456,0.8666666666666666,0.8576006191950464,0.720718979003089,0.8360008722222928
100,20,5,5,gini,0.8666666666666666,0.8604545454545456,0.888888888888889,0.8708359133126933,0.7400596101595791,0.8360009244449126
200,20,5,5,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360009799995977
50,20,10,5,gini,0.8555555555555555,0.8604545454545456,0.8666666666666666,0.8576006191950464,0.720718979003089,0.8360010299999784
100,20,10,5,gini,0.8666666666666666,0.8604545454545456,0.888888888888889,0.8708359133126933,0.7400596101595791,0.8360010822225983
200,20,10,5,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360011322216855
50,30,5,2,gini,0.8777777777777777,0.885,0.888888888888889,0.8810260946483857,0.7675203899372506,0.8360011822220662
100,30,5,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360012322224469
200,30,5,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360012866660125
50,30,10,2,gini,0.8777777777777779,0.885,0.888888888888889,0.8795555064130915,0.7692943205807774,0.8360013377775127
100,30,10,2,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360013888890131
200,30,10,2,gini,0.8666666666666666,0.8605555555555556,0.888888888888889,0.8693989876652415,0.7444674223983743,0.8360014377782742
50,30,5,5,gini,0.8555555555555555,0.8604545454545456,0.8666666666666666,0.8576006191950464,0.720718979003089,0.8360014899996006
100,30,5,5,gini,0.8666666666666666,0.8604545454545456,0.888888888888889,0.8708359133126933,0.7400596101595791,0.8360015455555792
200,30,5,5,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360016399994492
50,30,10,5,gini,0.8555555555555555,0.8604545454545456,0.8666666666666666,0.8576006191950464,0.720718979003089,0.8360016877775909
100,30,10,5,gini,0.8666666666666666,0.8604545454545456,0.888888888888889,0.8708359133126933,0.7400596101595791,0.8360017433335695
200,30,10,5,gini,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360017933326567
50,10,5,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360018466663961
100,10,5,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360018955556572
200,10,5,2,entropy,0.8888888888888887,0.8786363636363637,0.9111111111111111,0.8908359133126936,0.7856438407434342,0.8360019455560379
50,10,10,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360019988884839
100,10,10,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360020544444625
200,10,10,2,entropy,0.8666666666666666,0.8605555555555556,0.888888888888889,0.8693989876652415,0.7444674223983743,0.8360021044448432
50,10,5,5,entropy,0.8666666666666666,0.865,0.888888888888889,0.8690291906236179,0.7481797587807606,0.8360021599995283
100,10,5,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360022133332677
200,10,5,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360022622225288
50,10,10,5,entropy,0.8666666666666666,0.865,0.888888888888889,0.8690291906236179,0.7481797587807606,0.8360023088882573
100,10,10,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360023577775185
200,10,10,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360024077778992
50,20,5,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360024566671604
100,20,5,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.836002505555128
200,20,5,2,entropy,0.8888888888888887,0.8786363636363637,0.9111111111111111,0.8908359133126936,0.7856438407434342,0.8360025555555087
50,20,10,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360026077781286
100,20,10,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360026577772158
200,20,10,2,entropy,0.8666666666666666,0.8605555555555556,0.888888888888889,0.8693989876652415,0.7444674223983743,0.8360027099998357
50,20,5,5,entropy,0.8666666666666666,0.865,0.888888888888889,0.8690291906236179,0.7481797587807606,0.8360027600002164
100,20,5,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360028099993037
200,20,5,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360028577774453
50,20,10,5,entropy,0.8666666666666666,0.865,0.888888888888889,0.8690291906236179,0.7481797587807606,0.836002907777826
100,20,10,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360029577782068
200,20,10,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360030066661743
50,30,5,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360030566665551
100,30,5,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360031066669358
200,30,5,2,entropy,0.8888888888888887,0.8786363636363637,0.9111111111111111,0.8908359133126936,0.7856438407434342,0.836003156666023
50,30,10,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360032055552842
100,30,10,2,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360032600001432
200,30,10,2,entropy,0.8666666666666666,0.8605555555555556,0.888888888888889,0.8693989876652415,0.7444674223983743,0.8360033088881108
50,30,5,5,entropy,0.8666666666666666,0.865,0.888888888888889,0.8690291906236179,0.7481797587807606,0.8360034177778288
100,30,5,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360034677782096
200,30,5,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.8360035188884164
50,30,10,5,entropy,0.8666666666666666,0.865,0.888888888888889,0.8690291906236179,0.7481797587807606,0.836003566666558
100,30,10,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.836003621111417
200,30,10,5,entropy,0.8777777777777777,0.865,0.9111111111111111,0.8822644847412647,0.7675203899372506,0.836003668888265
