criterion,splitter,max_depth,min_samples_split,min_samples_leaf,avgFlakyTrain,avgNonFlakyTrain,avgFlakyTest,avgNonFlakyTest,precision,recall,accuracy,f1,storage,preparationTime,predictionTime
gini,best,10,10,2,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.6931375106375108,0.6333333333333333,0.6719298245614035,0.6485368462744289,379617,0.1064896721986731,0.0013679721649840833
gini,best,10,10,4,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.7147414622414623,0.664814814814815,0.6824561403508771,0.6762141467636825,379617,0.10534714886476733,0.0013609604105961632
gini,best,20,2,1,37.6,37.4,9.4,9.6,0.6840440115440115,0.6307407407407408,0.6666666666666664,0.6470375472381128,379617,0.10619736900684636,0.0013594347890967743
gini,best,20,2,2,37.5,37.5,9.5,9.5,0.6671779146779145,0.6622222222222222,0.6614035087719299,0.6537223964545947,379617,0.10663078255329371,0.001367754953346407
gini,best,20,2,4,37.666666666666664,37.333333333333336,9.333333333333334,9.666666666666666,0.6959980759980762,0.6659259259259259,0.6929824561403507,0.6672015153748898,379617,0.10658914092206508,0.001376872583052003
gini,best,20,5,1,37.4,37.6,9.6,9.4,0.6528975817211111,0.6711111111111112,0.6403508771929824,0.6496729099360677,379617,0.10539977014236913,0.0013521389399108977
gini,best,20,5,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.7653177378177378,0.7188888888888892,0.7456140350877193,0.7358432173461116,379617,0.11269458957473702,0.0014491810750290194
gini,best,20,5,4,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.6547919672919674,0.5314814814814814,0.6228070175438596,0.5727582773263887,379617,0.1179047692198932,0.0015252849533432835
gini,best,20,10,1,37.266666666666666,37.733333333333334,9.733333333333333,9.266666666666667,0.693047878047878,0.611111111111111,0.649122807017544,0.6360001328270947,379617,0.10522257517770535,0.0013516714819055361
gini,best,20,10,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6668338143338144,0.5992592592592594,0.6438596491228069,0.6176190249578325,379617,0.10749450489358084,0.0013818116722712063
gini,best,20,10,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6764225589225591,0.6533333333333334,0.6614035087719298,0.6471712933322842,379617,0.10515166943289443,0.0013557131877560801
gini,best,30,2,1,37.7,37.3,9.3,9.7,0.6645404595404595,0.6022222222222223,0.6438596491228072,0.6182128377871412,379617,0.10430584248256212,0.001337318114965028
gini,best,30,2,2,37.5,37.5,9.5,9.5,0.6470348170348171,0.5711111111111111,0.624561403508772,0.5930555585812013,379617,0.10783506028364692,0.0013846489324352879
gini,best,30,2,4,37.4,37.6,9.6,9.4,0.6845214045214048,0.6503703703703707,0.6631578947368424,0.6541519916844994,379617,0.10583848390059693,0.0013636310227735954
gini,best,30,5,1,37.4,37.6,9.6,9.4,0.6603949753949755,0.6433333333333332,0.6438596491228071,0.6427078036678925,379617,0.10410668524815427,0.0013343570921983468
gini,best,30,5,2,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6811998186998186,0.6477777777777778,0.6719298245614035,0.6540006321507871,379617,0.10610704482291146,0.0013657734303910124
gini,best,30,5,4,37.5,37.5,9.5,9.5,0.719303751803752,0.6585185185185184,0.6929824561403508,0.6743252903176853,379617,0.10508039943267078,0.0013562770474124725
gini,best,30,10,1,37.5,37.5,9.5,9.5,0.6572582972582972,0.6692592592592592,0.6543859649122808,0.6527734901139801,379617,0.10704492141857253,0.0013737215042939064
gini,best,30,10,2,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.620470177970178,0.5914814814814816,0.6087719298245613,0.5925336251968372,379617,0.10492370588676068,0.0013494621463295046
gini,best,30,10,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6729208754208753,0.6174074074074074,0.6596491228070176,0.6363815368784409,379617,0.10451662134751291,0.0013464469466294192
gini,random,None,2,1,37.3,37.7,9.7,9.3,0.6557905982905984,0.6159259259259261,0.6280701754385966,0.618096584345743,379617,0.12315835319181362,0.0016277663232593393
gini,random,None,2,2,37.333333333333336,37.666666666666664,9.666666666666666,9.333333333333334,0.677088097088097,0.5837037037037037,0.6403508771929824,0.6161109900354752,379617,0.10182722226945577,0.0013459663717808627
gini,random,None,2,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6275649350649352,0.5870370370370371,0.6087719298245615,0.5930392704417472,379617,0.10907419390091394,0.0014445061104939986
gini,random,None,5,1,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.6498045473045474,0.6370370370370372,0.6438596491228072,0.6330150279144088,379617,0.11186408212779558,0.001478457081002295
gini,random,None,5,2,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6904280904280904,0.6214814814814814,0.6596491228070176,0.6443666798943418,379617,0.11711631616977261,0.001549655815601096
gini,random,None,5,4,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6369281644281646,0.5988888888888888,0.6298245614035086,0.6080948658038441,379617,0.10653263773042163,0.001410305908921139
gini,random,None,10,1,37.5,37.5,9.5,9.5,0.647057942057942,0.6314814814814815,0.6280701754385967,0.6185568206789098,379617,0.11149517900695742,0.0014734016311968902
gini,random,None,10,2,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.6775666925666928,0.6400000000000002,0.6578947368421051,0.6445532260473708,379617,0.11866756815553409,0.0015712418514287284
gini,random,None,10,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6707148407148408,0.6229629629629628,0.6438596491228071,0.6294989229896348,379617,0.1033191494319173,0.0013684072228362285
gini,random,10,2,1,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.643923298923299,0.662962962962963,0.63859649122807,0.6453913305377164,379617,0.10418766489383353,0.0013746200933191948
gini,random,10,2,2,37.5,37.5,9.5,9.5,0.7114744514744514,0.6318518518518519,0.6789473684210526,0.6599991625062294,379617,0.10651388475143576,0.0014086106270937602
gini,random,10,2,4,37.4,37.6,9.6,9.4,0.6901060976060976,0.6737037037037038,0.6789473684210526,0.6728400728111323,379617,0.10410223787205192,0.0013784566032024926
gini,random,10,5,1,37.766666666666666,37.233333333333334,9.233333333333333,9.766666666666667,0.6859008584008585,0.6666666666666666,0.6807017543859649,0.6678689147110201,379617,0.10410458574535102,0.001374442329232901
gini,random,10,5,2,37.6,37.4,9.4,9.6,0.6868532393532395,0.6533333333333335,0.6824561403508772,0.6559358984793094,379617,0.10226839205666854,0.00135140480403008
gini,random,10,5,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6694596607096607,0.62,0.6456140350877194,0.635389505288886,379617,0.10529921801370694,0.0013935055431020472
gini,random,10,10,1,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.6216692566692567,0.6514814814814813,0.6263157894736843,0.6263311893881283,379617,0.10361736836865164,0.001369420436728853
gini,random,10,10,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6776575276575277,0.6162962962962963,0.6491228070175439,0.6382607141740269,379617,0.10787312184379808,0.0014277646397896644
gini,random,10,10,4,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.7133792133792134,0.5985185185185184,0.6666666666666667,0.6184853258396132,379617,0.10530786226920416,0.0013946090033566646
gini,random,20,2,1,37.5,37.5,9.5,9.5,0.6428681503681503,0.6148148148148148,0.629824561403509,0.6212978338597533,379617,0.10988419461010758,0.0014512690556195765
gini,random,20,2,2,37.6,37.4,9.4,9.6,0.6326429126429125,0.6088888888888889,0.631578947368421,0.613497672466578,379617,0.10522353851060906,0.0013910863941777782
gini,random,20,2,4,37.6,37.4,9.4,9.6,0.661173641173641,0.5296296296296297,0.6280701754385964,0.5722432901922067,379617,0.10219514843956273,0.0013534339417677404
gini,random,20,5,1,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6571947496947498,0.6725925925925929,0.6578947368421052,0.6583037661126909,379617,0.10534916843990104,0.001391409731240686
gini,random,20,5,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6111833536833535,0.5544444444444444,0.5982456140350878,0.5655808727399788,379617,0.10183816985809502,0.0013461131653583701
gini,random,20,5,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6276936026936027,0.5581481481481482,0.6087719298245614,0.5770604132136639,379617,0.108809134468453,0.0014410329227339841
gini,random,20,10,1,37.4,37.6,9.6,9.4,0.6293486143486142,0.6155555555555556,0.6157894736842107,0.6114160583039301,379617,0.10189106063843818,0.001346351896232932
gini,random,20,10,2,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.7051963776963779,0.5774074074074073,0.6614035087719299,0.6076713878171005,379617,0.11000307907783703,0.0014565305748422174
gini,random,20,10,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6734175084175084,0.5325925925925926,0.6210526315789474,0.5799817479848439,379617,0.10176993553208472,0.0013476618141136526
gini,random,30,2,1,37.6,37.4,9.4,9.6,0.6706647981647983,0.6470370370370371,0.6596491228070176,0.6479602908819493,379617,0.10330796893594849,0.0013633921612510533
gini,random,30,2,2,37.666666666666664,37.333333333333336,9.333333333333334,9.666666666666666,0.6795021645021646,0.6151851851851853,0.6578947368421054,0.630128844610269,379617,0.10413786978737313,0.0013767708883993797
gini,random,30,2,4,37.6,37.4,9.4,9.6,0.7049206349206348,0.5907407407407407,0.6631578947368423,0.6301918194178256,379617,0.10122633751726741,0.001339806972746207
gini,random,30,5,1,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.6322955747955749,0.5670370370370371,0.617543859649123,0.5858720238596399,379617,0.10276377453892892,0.0013565446733862503
gini,random,30,5,2,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6166424316424316,0.5592592592592592,0.5982456140350878,0.5729645103006255,379617,0.10239421248206587,0.0013539202202258913
gini,random,30,5,4,37.5,37.5,9.5,9.5,0.6950323750323751,0.6674074074074076,0.6754385964912281,0.6718848350888329,379617,0.10204859177346481,0.0013512069242308758
gini,random,30,10,1,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6575005550005552,0.5981481481481483,0.6421052631578946,0.6193273754732228,379617,0.10141589602839922,0.0013403116125463267
gini,random,30,10,2,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6527923002923004,0.6051851851851853,0.636842105263158,0.6131734900233353,379617,0.10409066241155597,0.0013776051362434157
gini,random,30,10,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6456914381914381,0.5325925925925925,0.6140350877192983,0.5719084329842843,379617,0.1009630295039222,0.0013366354647274278
entropy,best,None,2,1,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.7318697968697968,0.7507407407407407,0.7333333333333337,0.7329864110204667,379617,0.108354876879861,0.0013743420940662524
entropy,best,None,2,2,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.6467730417730417,0.607037037037037,0.6333333333333333,0.6191089615006024,379617,0.10482497553242899,0.0013352463755226926
entropy,best,None,2,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6249127724127723,0.6125925925925927,0.6122807017543862,0.6085175690135981,379617,0.10504584028356354,0.001344036476293437
entropy,best,None,5,1,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6543744218744217,0.6759259259259258,0.6473684210526316,0.6525075481270797,379617,0.10749064787248837,0.0013643634453133614
entropy,best,None,5,2,37.4,37.6,9.6,9.4,0.6884677359677359,0.6851851851851851,0.6807017543859649,0.6736116855853698,379617,0.10389313716348052,0.001319146465103294
entropy,best,None,5,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6611374736374738,0.6655555555555556,0.6578947368421052,0.6572380332758581,379617,0.10573669666620117,0.0013532708771868886
entropy,best,None,10,1,37.5,37.5,9.5,9.5,0.6321892921892922,0.5948148148148146,0.6228070175438597,0.6002557157897715,379617,0.10602582978705434,0.0013464372041757796
entropy,best,None,10,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6848378473378475,0.6266666666666668,0.6596491228070176,0.6420631867845489,379617,0.10612249000001127,0.0013498908771945421
entropy,best,None,10,4,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.727762036438507,0.6574074074074076,0.687719298245614,0.6792314825360997,379617,0.11047401418406046,0.001418683814857794
entropy,best,10,2,1,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.6679717504717504,0.624074074074074,0.6543859649122808,0.6348419064595533,379617,0.10761208886588844,0.001363508480786589
entropy,best,10,2,2,37.4,37.6,9.6,9.4,0.6890617715617716,0.6811111111111111,0.6824561403508773,0.6781781768482535,379617,0.1076395536165178,0.0013676394587469748
entropy,best,10,2,4,37.4,37.6,9.6,9.4,0.6597901172901174,0.6029629629629629,0.6333333333333333,0.6130283882024357,379617,0.10439915042522202,0.001335525942512901
entropy,best,10,5,1,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.7217893217893219,0.6425925925925926,0.6859649122807018,0.6717337203560115,379617,0.10782533411308018,0.0013708276782350736
entropy,best,10,5,2,37.5,37.5,9.5,9.5,0.6353169053169053,0.6014814814814815,0.6298245614035088,0.6067854418655334,379617,0.10684493780196802,0.0013594508174783009
entropy,best,10,5,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6995465645465646,0.6211111111111112,0.6649122807017545,0.6418167708337988,379617,0.11249094858141481,0.0014401388465900378
entropy,best,10,10,1,37.5,37.5,9.5,9.5,0.6599913974913975,0.648888888888889,0.6578947368421054,0.6457269594845311,379617,0.11777099340456862,0.0015018696453925737
entropy,best,10,10,2,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.8352562252562254,0.7914814814814817,0.8087719298245613,0.8065613876782947,379617,0.11193272652509732,0.0014360963232600244
entropy,best,10,10,4,37.5,37.5,9.5,9.5,0.6636688311688311,0.6018518518518519,0.6456140350877193,0.617168090194406,379617,0.11288130723384664,0.0014493543560984983
entropy,best,20,2,1,37.4,37.6,9.6,9.4,0.6644310319310321,0.6018518518518519,0.6368421052631581,0.6161875015822385,379617,0.10982421312089313,0.0013946472041933514
entropy,best,20,2,2,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6964519739519741,0.6348148148148149,0.6719298245614035,0.6559472600033242,379617,0.10969251255319055,0.001397215128776996
entropy,best,20,2,4,37.5,37.5,9.5,9.5,0.6236792347086464,0.6070370370370369,0.6175438596491228,0.5993355900882263,379617,0.10481581177319316,0.0013410670996592425
entropy,best,20,5,1,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6724398749398748,0.6203703703703702,0.6438596491228072,0.6344768200495755,379617,0.10521716028417542,0.0013303301605165124
entropy,best,20,5,2,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.7080507455507458,0.5214814814814814,0.6438596491228071,0.5779912825965458,379617,0.10802907241127516,0.001372665662557275
entropy,best,20,5,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6899231324231324,0.6725925925925925,0.6771929824561405,0.67080566091402,379617,0.10496651382948631,0.0013414848861495255
entropy,best,20,10,1,37.5,37.5,9.5,9.5,0.6652281977281977,0.6411111111111113,0.6421052631578947,0.6372251199566449,379617,0.10552519694988634,0.0013408496341923899
entropy,best,20,10,2,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.7028879453879455,0.6362962962962962,0.6789473684210527,0.657741391797456,379617,0.10486924397211356,0.0013374341769385213
entropy,best,20,10,4,37.333333333333336,37.666666666666664,9.666666666666666,9.333333333333334,0.6698192548192548,0.63,0.6543859649122808,0.6355015579261777,379617,0.10601015737595118,0.0013581076819724305
entropy,best,30,2,1,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6461104636104638,0.6285185185185186,0.6350877192982457,0.6253477193650838,379617,0.10625899035445367,0.001347345770807092
entropy,best,30,2,2,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.6813458763458764,0.6418518518518521,0.6666666666666667,0.6491758103051684,379617,0.10617072943262863,0.0013518545912678094
entropy,best,30,2,4,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.6567578717578717,0.5674074074074075,0.6192982456140351,0.5920484013750268,379617,0.10792990156071655,0.0013849106196354424
entropy,best,30,5,1,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.6826034151034153,0.6392592592592592,0.6596491228070175,0.6490251381508616,379617,0.1073818760277958,0.0013618347704277408
entropy,best,30,5,2,37.5,37.5,9.5,9.5,0.700774457024457,0.6907407407407409,0.6947368421052633,0.6881841169379868,379617,0.10626280553148999,0.0013497951474400723
entropy,best,30,5,4,37.5,37.5,9.5,9.5,0.6315416065416066,0.5996296296296297,0.6175438596491227,0.6025289281743718,379617,0.10528429248219622,0.0013454293430324737
entropy,best,30,10,1,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.6441342916342916,0.6603703703703705,0.6456140350877195,0.6399547049247549,379617,0.10821249879399161,0.0013757416424010533
entropy,best,30,10,2,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.7455477855477857,0.6670370370370371,0.7052631578947367,0.6873125766960739,379617,0.10636350858208798,0.0013555823553620192
entropy,best,30,10,4,37.5,37.5,9.5,9.5,0.6666694416694418,0.6448148148148148,0.6631578947368423,0.6447820086092398,379617,0.10647348191481892,0.0013681062150039123
entropy,random,None,2,1,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.6361002886002887,0.5992592592592593,0.6210526315789475,0.6092463278608791,379617,0.10186680269514219,0.0013436133669319083
entropy,random,None,2,2,37.333333333333336,37.666666666666664,9.666666666666666,9.333333333333334,0.691408313908314,0.5566666666666665,0.6438596491228069,0.6058214127247645,379617,0.10234506624061558,0.0013520687943162288
entropy,random,None,2,4,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6999975024975026,0.6011111111111113,0.6596491228070176,0.6270579332673828,379617,0.10474046482232477,0.0013862862373965744
entropy,random,None,5,1,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6725430125430125,0.6311111111111113,0.6561403508771929,0.6384046726320248,379617,0.10058699226969985,0.001326984968276888
entropy,random,None,5,2,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6515774965774965,0.6200000000000002,0.6368421052631581,0.6250775219256846,379617,0.1013088117733045,0.0013381218365066906
entropy,random,None,5,4,37.6,37.4,9.4,9.6,0.6491630591630592,0.6555555555555556,0.6508771929824562,0.6449549673092546,379617,0.10649052829729505,0.0014088416685257294
entropy,random,None,10,1,37.5,37.5,9.5,9.5,0.6758186258186257,0.6174074074074074,0.6403508771929824,0.6228389954322113,379617,0.10752748368816464,0.0014210369988832475
entropy,random,None,10,2,37.266666666666666,37.733333333333334,9.733333333333333,9.266666666666667,0.7013121138121138,0.6496296296296298,0.6754385964912281,0.6629496239241831,379617,0.10707842936221475,0.0014161686300908707
entropy,random,None,10,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6838962888962891,0.6303703703703704,0.6578947368421054,0.6426653760083564,379617,0.11682120134728527,0.0015476164203056066
entropy,random,10,2,1,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6437884337884338,0.6151851851851852,0.6210526315789474,0.6149675408970066,379617,0.11748745801414577,0.001551085893991439
entropy,random,10,2,2,37.4,37.6,9.6,9.4,0.7301430976430977,0.6459259259259259,0.6912280701754386,0.6724142144878447,379617,0.11216158390005489,0.0014820869876745434
entropy,random,10,2,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6367746142746141,0.6018518518518517,0.624561403508772,0.6075411684031954,379617,0.10451239822736788,0.0013832646547256885
entropy,random,10,5,1,37.5,37.5,9.5,9.5,0.6356287231287231,0.648148148148148,0.6315789473684211,0.6301426940468533,379617,0.10510434503523734,0.00138604166479745
entropy,random,10,5,2,37.5,37.5,9.5,9.5,0.6666161616161617,0.6085185185185186,0.6508771929824563,0.6233500134445753,379617,0.10820883226974187,0.0014298560209085986
entropy,random,10,5,4,37.5,37.5,9.5,9.5,0.640026455026455,0.5800000000000001,0.6210526315789473,0.5945714052602596,379617,0.10583206829735424,0.001401101843958052
entropy,random,10,10,1,37.5,37.5,9.5,9.5,0.6531564731564733,0.6429629629629631,0.6280701754385963,0.6283434420283256,379617,0.10169370248194562,0.0013426103956689411
entropy,random,10,10,2,37.5,37.5,9.5,9.5,0.6745282957782958,0.6503703703703703,0.6596491228070177,0.6472311060162722,379617,0.10394391971661768,0.0013744312430053547
entropy,random,10,10,4,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.665791430791431,0.584074074074074,0.6368421052631579,0.6102933936834865,379617,0.10247988177338582,0.0013563690294856243
entropy,random,20,2,1,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.662428034928035,0.5944444444444444,0.631578947368421,0.6102902567562012,379617,0.10209868085128762,0.0013466878499450248
entropy,random,20,2,2,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6662596662596663,0.6181481481481481,0.6385964912280703,0.6240827195020222,379617,0.1037840987230884,0.0013711472601712666
entropy,random,20,2,4,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6707918007918009,0.6044444444444446,0.6491228070175438,0.6235496848116312,379617,0.10110248156029458,0.0013381504441981802
entropy,random,20,5,1,37.63333333333333,37.36666666666667,9.366666666666667,9.633333333333333,0.6192215192215191,0.6755555555555557,0.631578947368421,0.638190779235671,379617,0.1023716643972121,0.0013502511720816174
entropy,random,20,5,2,37.36666666666667,37.63333333333333,9.633333333333333,9.366666666666667,0.6668592518592519,0.5611111111111112,0.6280701754385966,0.5975329477883659,379617,0.10191961127700401,0.001346585722295384
entropy,random,20,5,4,37.6,37.4,9.4,9.6,0.7393121693121695,0.6429629629629631,0.7000000000000001,0.6735877778911836,379617,0.10115656695028692,0.001338737353486106
entropy,random,20,10,1,37.4,37.6,9.6,9.4,0.6843144818144818,0.6418518518518519,0.6596491228070176,0.6447051184209616,379617,0.10503579808499137,0.0013872999253397686
entropy,random,20,10,2,37.46666666666667,37.53333333333333,9.533333333333333,9.466666666666667,0.6471067821067821,0.6044444444444445,0.6263157894736843,0.6150150295654403,379617,0.11269060390116574,0.0014912473385602007
entropy,random,20,10,4,37.7,37.3,9.3,9.7,0.5794588744588743,0.5151851851851853,0.5842105263157896,0.5387003960378572,379617,0.10005913234047371,0.0013240835610338494
entropy,random,30,2,1,37.53333333333333,37.46666666666667,9.466666666666667,9.533333333333333,0.6435643985643985,0.6570370370370371,0.6403508771929827,0.6433598294737076,379617,0.1007331929075865,0.001328634583799549
entropy,random,30,2,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6603006253006254,0.6144444444444445,0.6368421052631578,0.6265310744180713,379617,0.1036932632624137,0.0013703354423264403
entropy,random,30,2,4,37.4,37.6,9.6,9.4,0.6578612128612129,0.6022222222222222,0.6228070175438598,0.6147286053636167,379617,0.10183140652478102,0.00134749246360539
entropy,random,30,5,1,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.6419456469456469,0.69,0.6526315789473686,0.6521223081147027,379617,0.10213973758848288,0.001347614337437834
entropy,random,30,5,2,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6650885225885226,0.6455555555555557,0.6543859649122808,0.6450109751502942,379617,0.10238297836880045,0.0013524928928697248
entropy,random,30,5,4,37.6,37.4,9.4,9.6,0.628195230695231,0.6003703703703703,0.6175438596491227,0.6049245700406691,379617,0.10055978950372944,0.0013304903770089346
entropy,random,30,10,1,37.666666666666664,37.333333333333336,9.333333333333334,9.666666666666666,0.6705180005180005,0.6159259259259261,0.6596491228070176,0.6269177193261862,379617,0.10185058602802967,0.0013450828406100423
entropy,random,30,10,2,37.56666666666667,37.43333333333333,9.433333333333334,9.566666666666666,0.6703463203463204,0.6062962962962962,0.6456140350877194,0.620792941024466,379617,0.10715584624120962,0.0014176291452049443
entropy,random,30,10,4,37.43333333333333,37.56666666666667,9.566666666666666,9.433333333333334,0.6484630184630185,0.6233333333333333,0.6228070175438597,0.6223331242674358,379617,0.10266988574450928,0.0013592430309845307
