max_depth,criterion,min_samples_split,min_samples_leaf,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
10,gini,2,1,10,0.9335973597359737,0.7902777777777779,0.7861111111111111,0.7876344086021506,0.7486834377115813,0.0004524303588042309
10,gini,2,1,50,0.9301980198019802,0.7880952380952381,0.7888888888888889,0.780952380952381,0.7450137213100171,0.0004524303588042309
10,gini,2,1,100,0.9268976897689769,0.7645021645021645,0.8111111111111112,0.7769834350479513,0.741492318064453,0.0004524303588042309
10,gini,5,1,10,0.9367986798679868,0.8095238095238096,0.7847222222222222,0.7956093189964157,0.7593026888656483,0.0004524303588042309
10,gini,5,1,50,0.926930693069307,0.751010101010101,0.8319444444444445,0.7818221447253707,0.7453591408143015,0.0004524303588042309
10,gini,5,1,100,0.9302310231023103,0.7676767676767677,0.8319444444444445,0.7898866608544027,0.7556590725742055,0.0004524303588042309
10,gini,2,2,10,0.9501980198019803,0.8541666666666666,0.8291666666666666,0.8400089605734767,0.8116793772058051,0.0004524303588042309
10,gini,2,2,50,0.916897689768977,0.7271929824561404,0.7666666666666666,0.743358633776091,0.6964742332570698,0.0004524303588042309
10,gini,2,2,100,0.9302310231023102,0.7804511278195488,0.7888888888888889,0.7796331435800127,0.7418932952713523,0.0004524303588042309
10,gini,5,2,10,0.9468646864686469,0.8394607843137255,0.8291666666666666,0.8319444444444445,0.8020771963299023,0.0004524303588042309
10,gini,5,2,50,0.9402310231023101,0.7967592592592593,0.8319444444444445,0.8117261322906484,0.7781159170286638,0.0004524303588042309
10,gini,5,2,100,0.9335643564356436,0.7836257309941521,0.8097222222222222,0.7925363693864642,0.7560600497811046,0.0004524303588042309
30,gini,2,1,10,0.9502310231023102,0.8833333333333333,0.7861111111111111,0.8307447232178414,0.8042835478455336,0.0004524303588042309
30,gini,2,1,50,0.9268976897689769,0.7767881241565452,0.7680555555555556,0.7658400401317368,0.7273073724294221,0.0004524303588042309
30,gini,2,1,100,0.9235973597359736,0.7642857142857142,0.7680555555555556,0.7587301587301587,0.7188555716181225,0.0004524303588042309
30,gini,5,1,10,0.9501980198019803,0.8857142857142858,0.7875,0.8321839080459771,0.8060224139313301,0.0004524303588042309
30,gini,5,1,50,0.9235973597359736,0.7494152046783625,0.7875,0.7648640101201772,0.7219640970507104,0.0004524303588042309
30,gini,5,1,100,0.9302310231023102,0.7876750700280112,0.7666666666666666,0.774731182795699,0.7352144340858303,0.0004524303588042309
30,gini,2,2,10,0.9402310231023102,0.8222222222222223,0.7875,0.8043010752688172,0.7694323977149429,0.0004524303588042309
30,gini,2,2,50,0.916897689768977,0.7271929824561404,0.7666666666666666,0.743358633776091,0.6964742332570698,0.0004524303588042309
30,gini,2,2,100,0.9302310231023102,0.7876750700280112,0.7666666666666666,0.774731182795699,0.7352144340858303,0.0004524303588042309
30,gini,5,2,10,0.9402640264026402,0.8083333333333332,0.8083333333333332,0.8083333333333332,0.7729458450046685,0.0004524303588042309
30,gini,5,2,50,0.9335973597359736,0.7875,0.7875,0.7875,0.7481442577030811,0.0004524303588042309
30,gini,5,2,100,0.9335643564356436,0.7875,0.7875,0.7869623655913979,0.7479951612195279,0.0004524303588042309
50,gini,2,1,10,0.9502310231023102,0.8833333333333333,0.7861111111111111,0.8307447232178414,0.8042835478455336,0.0004524303588042309
50,gini,2,1,50,0.9268976897689769,0.7767881241565452,0.7680555555555556,0.7658400401317368,0.7273073724294221,0.0004524303588042309
50,gini,2,1,100,0.9235973597359736,0.7642857142857142,0.7680555555555556,0.7587301587301587,0.7188555716181225,0.0004524303588042309
50,gini,5,1,10,0.9501980198019803,0.8857142857142858,0.7875,0.8321839080459771,0.8060224139313301,0.0004524303588042309
50,gini,5,1,50,0.9235973597359736,0.7494152046783625,0.7875,0.7648640101201772,0.7219640970507104,0.0004524303588042309
50,gini,5,1,100,0.9302310231023102,0.7876750700280112,0.7666666666666666,0.774731182795699,0.7352144340858303,0.0004524303588042309
50,gini,2,2,10,0.9402310231023102,0.8222222222222223,0.7875,0.8043010752688172,0.7694323977149429,0.0004524303588042309
50,gini,2,2,50,0.916897689768977,0.7271929824561404,0.7666666666666666,0.743358633776091,0.6964742332570698,0.0004524303588042309
50,gini,2,2,100,0.9302310231023102,0.7876750700280112,0.7666666666666666,0.774731182795699,0.7352144340858303,0.0004524303588042309
50,gini,5,2,10,0.9402640264026402,0.8083333333333332,0.8083333333333332,0.8083333333333332,0.7729458450046685,0.0004524303588042309
50,gini,5,2,50,0.9335973597359736,0.7875,0.7875,0.7875,0.7481442577030811,0.0004524303588042309
50,gini,5,2,100,0.9335643564356436,0.7875,0.7875,0.7869623655913979,0.7479951612195279,0.0004524303588042309
10,entropy,2,1,10,0.9368646864686468,0.7924707602339182,0.8291666666666666,0.8072027197975965,0.7721828461511673,0.0004524303588042309
10,entropy,2,1,50,0.9402310231023101,0.8116402116402116,0.8111111111111112,0.8075594656239818,0.7749373707708688,0.0004524303588042309
10,entropy,2,1,100,0.9302310231023102,0.7804511278195488,0.7888888888888889,0.7796331435800127,0.7418932952713523,0.0004524303588042309
10,entropy,5,1,10,0.9334983498349835,0.7703703703703703,0.8291666666666666,0.7965039388189293,0.7591805361742345,0.0004524303588042309
10,entropy,5,1,50,0.9402310231023102,0.8104575163398694,0.8097222222222222,0.8084677419354839,0.7742331199886995,0.0004524303588042309
10,entropy,5,1,100,0.9335973597359737,0.7796296296296297,0.8097222222222222,0.792196155099381,0.7545056370295673,0.0004524303588042309
10,entropy,2,2,10,0.9468646864686469,0.8454365079365079,0.8083333333333332,0.8262652947719689,0.7953310545683318,0.0004524303588042309
10,entropy,2,2,50,0.9368976897689768,0.7831140350877193,0.8319444444444445,0.8034076533839342,0.7688678624996373,0.0004524303588042309
10,entropy,2,2,100,0.9235973597359736,0.7374999999999999,0.8097222222222222,0.768452380952381,0.7266223109234358,0.0004524303588042309
10,entropy,5,2,10,0.9435313531353134,0.8273809523809524,0.8083333333333332,0.8175287356321839,0.7843428463163743,0.0004524303588042309
10,entropy,5,2,50,0.9335643564356436,0.7782407407407407,0.8097222222222222,0.7915241120886282,0.7538173605375139,0.0004524303588042309
10,entropy,5,2,100,0.926930693069307,0.7555555555555555,0.8097222222222222,0.777188940092166,0.7376105191753933,0.0004524303588042309
30,entropy,2,1,10,0.9568646864686468,0.9045177045177045,0.8083333333333332,0.8534562211981567,0.8302348933402532,0.0004524303588042309
30,entropy,2,1,50,0.9402310231023102,0.8258421317244847,0.7888888888888889,0.8032767890248423,0.7709343021229943,0.0004524303588042309
30,entropy,2,1,100,0.9402310231023102,0.8258421317244847,0.7888888888888889,0.8032767890248423,0.7709343021229943,0.0004524303588042309
30,entropy,5,1,10,0.9435313531353134,0.827394419306184,0.8069444444444445,0.8155663780663781,0.7833199566869028,0.0004524303588042309
30,entropy,5,1,50,0.9402640264026402,0.8246031746031747,0.7888888888888889,0.8055555555555557,0.7711095022949594,0.0004524303588042309
