max_depth,criterion,min_samples_split,min_samples_leaf,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
30,entropy,5,1,100,0.9402640264026404,0.8097222222222222,0.8097222222222222,0.8091397849462366,0.7741472848512538,0.0004524303588042309
30,entropy,2,2,10,0.9468646864686469,0.8619047619047618,0.7875,0.8222222222222223,0.7927395641112583,0.0004524303588042309
30,entropy,2,2,50,0.9302310231023103,0.7715686274509803,0.7875,0.778755294884327,0.7379000155783441,0.0004524303588042309
30,entropy,2,2,100,0.9402310231023102,0.8104575163398694,0.8097222222222222,0.8084677419354839,0.7742331199886995,0.0004524303588042309
30,entropy,5,2,10,0.9435313531353134,0.8412698412698413,0.7875,0.8129032258064516,0.7807024225994148,0.0004524303588042309
30,entropy,5,2,50,0.9402310231023102,0.8104575163398694,0.8097222222222222,0.8095796676441838,0.7744928346714746,0.0004524303588042309
30,entropy,5,2,100,0.9402310231023101,0.8232142857142857,0.7888888888888889,0.8043010752688172,0.7702804621014055,0.0004524303588042309
50,entropy,2,1,10,0.9568646864686468,0.9045177045177045,0.8083333333333332,0.8534562211981567,0.8302348933402532,0.0004524303588042309
50,entropy,2,1,50,0.9402310231023102,0.8258421317244847,0.7888888888888889,0.8032767890248423,0.7709343021229943,0.0004524303588042309
50,entropy,2,1,100,0.9402310231023102,0.8258421317244847,0.7888888888888889,0.8032767890248423,0.7709343021229943,0.0004524303588042309
50,entropy,5,1,10,0.9435313531353134,0.827394419306184,0.8069444444444445,0.8155663780663781,0.7833199566869028,0.0004524303588042309
50,entropy,5,1,50,0.9402640264026402,0.8246031746031747,0.7888888888888889,0.8055555555555557,0.7711095022949594,0.0004524303588042309
50,entropy,5,1,100,0.9402640264026404,0.8097222222222222,0.8097222222222222,0.8091397849462366,0.7741472848512538,0.0004524303588042309
50,entropy,2,2,10,0.9468646864686469,0.8619047619047618,0.7875,0.8222222222222223,0.7927395641112583,0.0004524303588042309
50,entropy,2,2,50,0.9302310231023103,0.7715686274509803,0.7875,0.778755294884327,0.7379000155783441,0.0004524303588042309
50,entropy,2,2,100,0.9402310231023102,0.8104575163398694,0.8097222222222222,0.8084677419354839,0.7742331199886995,0.0004524303588042309
50,entropy,5,2,10,0.9435313531353134,0.8412698412698413,0.7875,0.8129032258064516,0.7807024225994148,0.0004524303588042309
50,entropy,5,2,50,0.9402310231023102,0.8104575163398694,0.8097222222222222,0.8095796676441838,0.7744928346714746,0.0004524303588042309
50,entropy,5,2,100,0.9402310231023101,0.8232142857142857,0.7888888888888889,0.8043010752688172,0.7702804621014055,0.0004524303588042309
