criterion,max_depth,min_samples_split,min_samples_leaf,max_features,accuracy,precision,recall,f1,mcc,preparationTime
gini,,2,1,,0.956897689768977,0.8706140350877193,0.8736111111111112,0.8665925101965146,0.8448015930029569,0.00034097993355383633
gini,,5,1,,0.956897689768977,0.8706140350877193,0.8736111111111112,0.8665925101965146,0.8448015930029569,0.00034097993355383633
gini,,10,1,,0.956897689768977,0.8706140350877193,0.8736111111111112,0.8665925101965146,0.8448015930029569,0.00034097993355383633
gini,,2,2,,0.9667986798679867,0.9166666666666666,0.8736111111111112,0.8915925101965146,0.8744409272444104,0.00034097993355383633
gini,,5,2,,0.9667986798679867,0.9166666666666666,0.8736111111111112,0.8915925101965146,0.8744409272444104,0.00034097993355383633
gini,,10,2,,0.9667986798679867,0.9166666666666666,0.8736111111111112,0.8915925101965146,0.8744409272444104,0.00034097993355383633
gini,,2,5,,0.9101650165016503,0.7045751633986929,0.7666666666666666,0.730363543266769,0.6804955975710971,0.00034097993355383633
gini,,5,5,,0.9101650165016503,0.7045751633986929,0.7666666666666666,0.730363543266769,0.6804955975710971,0.00034097993355383633
gini,,10,5,,0.9101650165016503,0.7045751633986929,0.7666666666666666,0.730363543266769,0.6804955975710971,0.00034097993355383633
gini,,2,10,,0.9334653465346535,0.775,0.8305555555555556,0.7973502304147466,0.7616564759572894,0.00034097993355383633
gini,,5,10,,0.9334653465346535,0.775,0.8305555555555556,0.7973502304147466,0.7616564759572894,0.00034097993355383633
gini,,10,10,,0.9334653465346535,0.775,0.8305555555555556,0.7973502304147466,0.7616564759572894,0.00034097993355383633
gini,,2,1,sqrt,0.8805610561056105,0.601037851037851,0.7916666666666666,0.6740826192045705,0.6189946671743008,0.00034097993355383633
gini,,5,1,sqrt,0.8171947194719471,0.43440122044241036,0.5763888888888888,0.4939571150097466,0.3920314550725131,0.00034097993355383633
gini,,10,1,sqrt,0.8572277227722772,0.5359649122807018,0.6638888888888889,0.5929971988795518,0.5119114243077285,0.00034097993355383633
gini,,2,2,sqrt,0.8804290429042904,0.6329059829059829,0.6236111111111111,0.6027114647804304,0.5513291298631418,0.00034097993355383633
gini,,5,2,sqrt,0.8370957095709571,0.5022296544035675,0.5541666666666667,0.5182733710544108,0.42829567399229135,0.00034097993355383633
gini,,10,2,sqrt,0.863960396039604,0.5970608339029392,0.5333333333333333,0.5568083683026211,0.4823793339458127,0.00034097993355383633
gini,,2,5,sqrt,0.8705940594059406,0.5700615174299385,0.7458333333333332,0.6452798663324978,0.5763423349531765,0.00034097993355383633
gini,,5,5,sqrt,0.8705940594059406,0.5700615174299385,0.7458333333333332,0.6452798663324978,0.5763423349531765,0.00034097993355383633
gini,,10,5,sqrt,0.8705940594059406,0.5700615174299385,0.7458333333333332,0.6452798663324978,0.5763423349531765,0.00034097993355383633
gini,,2,10,sqrt,0.7973927392739274,0.4087606837606838,0.5986111111111111,0.4849206349206349,0.3755635828841866,0.00034097993355383633
gini,,5,10,sqrt,0.7973927392739274,0.4087606837606838,0.5986111111111111,0.4849206349206349,0.3755635828841866,0.00034097993355383633
gini,,10,10,sqrt,0.7973927392739274,0.4087606837606838,0.5986111111111111,0.4849206349206349,0.3755635828841866,0.00034097993355383633
gini,,2,1,log2,0.8635643564356436,0.5936454849498328,0.7041666666666666,0.6289419392867669,0.5614708757375944,0.00034097993355383633
