alpha,accuracy,precision,recall,f1,mcc,preparationTime
0.001,0.9136065573770491,0.7678571428571429,0.611111111111111,0.6745378151260504,0.6351258764570833,0.0003397509402011595
0.01,0.9136065573770491,0.7678571428571429,0.611111111111111,0.6745378151260504,0.6351258764570833,0.0003397509402011595
0.1,0.9169398907103826,0.7714285714285715,0.6333333333333334,0.6892436974789915,0.6504601760622541,0.0003397509402011595
1.0,0.9136065573770491,0.7514285714285714,0.6333333333333334,0.6835294117647058,0.6398105204178265,0.0003397509402011595
10.0,0.9036612021857924,0.6718181818181818,0.6533333333333333,0.6546365914786968,0.604492197163851,0.0003397509402011595
