alpha,accuracy,precision,recall,f1,mcc,preparationTime
0.001,0.9001980198019802,0.7056277056277057,0.5972222222222222,0.6446998722860792,0.5916343023877036,0.0003646163023250269
0.01,0.9001980198019802,0.7056277056277057,0.5972222222222222,0.6446998722860792,0.5916343023877036,0.0003646163023250269
0.1,0.9035313531353135,0.7182539682539683,0.6180555555555555,0.6632183908045978,0.6105603453345942,0.0003646163023250269
1.0,0.9068316831683169,0.7402319902319903,0.6180555555555555,0.6724137931034483,0.6229824203893163,0.0003646163023250269
10.0,0.8801650165016501,0.6240896358543417,0.6805555555555555,0.6465732594764854,0.5790392961114758,0.0003646163023250269
