max_depth,criterion,min_samples_split,min_samples_leaf,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
50,gini,5,1,50,0.9469945355191257,0.8247474747474748,0.8311111111111111,0.8244444444444443,0.7957554617360303,0.0003413665116284126
50,gini,5,1,100,0.940327868852459,0.7936363636363637,0.8311111111111111,0.8080701754385965,0.775869313212189,0.0003413665116284126
50,gini,2,2,10,0.9236065573770492,0.7514751914751915,0.7888888888888889,0.7598139734362646,0.7219700097431295,0.0003413665116284126
50,gini,2,2,50,0.940327868852459,0.7936363636363637,0.8311111111111111,0.8080701754385965,0.775869313212189,0.0003413665116284126
50,gini,2,2,100,0.9436612021857924,0.8091919191919192,0.8311111111111111,0.8162573099415203,0.7858123874741096,0.0003413665116284126
50,gini,5,2,10,0.9236612021857924,0.740909090909091,0.7888888888888889,0.7605513784461152,0.7183273560984773,0.0003413665116284126
50,gini,5,2,50,0.9336612021857924,0.7672727272727273,0.8311111111111111,0.7921303258145362,0.7578821128658744,0.0003413665116284126
50,gini,5,2,100,0.9369945355191257,0.78,0.8311111111111111,0.7994987468671679,0.7665787843088354,0.0003413665116284126
10,entropy,2,1,10,0.9069945355191257,0.7035353535353537,0.8111111111111111,0.7388359788359787,0.6975445597459421,0.0003413665116284126
10,entropy,2,1,50,0.9436065573770493,0.826984126984127,0.8088888888888889,0.8125214998280013,0.7831313770551216,0.0003413665116284126
10,entropy,2,1,100,0.9436612021857924,0.8091919191919192,0.8311111111111111,0.8162573099415203,0.7858123874741096,0.0003413665116284126
10,entropy,5,1,10,0.9136612021857923,0.7051515151515152,0.8088888888888889,0.7452980276778904,0.7023977803347835,0.0003413665116284126
10,entropy,5,1,50,0.9269945355191258,0.7379564879564879,0.8311111111111111,0.7743434343434343,0.7384279526155331,0.0003413665116284126
10,entropy,5,1,100,0.9336612021857924,0.7658352758352759,0.8311111111111111,0.7903698640540746,0.7570151473482187,0.0003413665116284126
10,entropy,2,2,10,0.9337158469945356,0.7565656565656564,0.8555555555555555,0.7991585023163971,0.7646006561314036,0.0003413665116284126
10,entropy,2,2,50,0.9237158469945355,0.7332467532467533,0.8111111111111111,0.7593818305354179,0.7236531609426733,0.0003413665116284126
10,entropy,2,2,100,0.9369945355191257,0.7773737373737374,0.8311111111111111,0.7981620718462824,0.7652978200604639,0.0003413665116284126
10,entropy,5,2,10,0.917049180327869,0.6877622377622378,0.8533333333333333,0.7571985299216422,0.7173624828854799,0.0003413665116284126
10,entropy,5,2,50,0.9237158469945355,0.7332467532467533,0.8111111111111111,0.7593818305354179,0.7236531609426733,0.0003413665116284126
10,entropy,5,2,100,0.9369945355191257,0.7773737373737374,0.8311111111111111,0.7981620718462824,0.7652978200604639,0.0003413665116284126
30,entropy,2,1,10,0.9270491803278688,0.785050505050505,0.7444444444444444,0.7574269005847953,0.7194976287501378,0.0003413665116284126
30,entropy,2,1,50,0.940327868852459,0.8091919191919192,0.8111111111111111,0.8057309941520467,0.7736796747996545,0.0003413665116284126
30,entropy,2,1,100,0.9436612021857924,0.8091919191919192,0.8311111111111111,0.8162573099415203,0.7858123874741096,0.0003413665116284126
30,entropy,5,1,10,0.9170491803278689,0.7090909090909091,0.7888888888888889,0.7434586466165414,0.6981108522404302,0.0003413665116284126
30,entropy,5,1,50,0.9303278688524591,0.7691919191919192,0.7888888888888889,0.7761069340016709,0.7369671018033591,0.0003413665116284126
30,entropy,5,1,100,0.940327868852459,0.791010101010101,0.8311111111111111,0.8067335004177109,0.7745883489638173,0.0003413665116284126
30,entropy,2,2,10,0.9370491803278689,0.7797258297258297,0.8355555555555554,0.79828197945845,0.7677938818239426,0.0003413665116284126
30,entropy,2,2,50,0.940327868852459,0.8076767676767677,0.8111111111111111,0.7984001670843776,0.7710230254232402,0.0003413665116284126
30,entropy,2,2,100,0.9403825136612023,0.7994227994227995,0.8111111111111111,0.799234360410831,0.7685700562429159,0.0003413665116284126
30,entropy,5,2,10,0.9371038251366122,0.7957070707070707,0.7888888888888889,0.7904761904761904,0.754827844245894,0.0003413665116284126
30,entropy,5,2,50,0.940327868852459,0.791010101010101,0.8311111111111111,0.806733500417711,0.7745883489638173,0.0003413665116284126
30,entropy,5,2,100,0.940327868852459,0.791010101010101,0.8311111111111111,0.8067335004177109,0.7745883489638173,0.0003413665116284126
50,entropy,2,1,10,0.9270491803278688,0.785050505050505,0.7444444444444444,0.7574269005847953,0.7194976287501378,0.0003413665116284126
50,entropy,2,1,50,0.940327868852459,0.8091919191919192,0.8111111111111111,0.8057309941520467,0.7736796747996545,0.0003413665116284126
50,entropy,2,1,100,0.9436612021857924,0.8091919191919192,0.8311111111111111,0.8162573099415203,0.7858123874741096,0.0003413665116284126
50,entropy,5,1,10,0.9170491803278689,0.7090909090909091,0.7888888888888889,0.7434586466165414,0.6981108522404302,0.0003413665116284126
50,entropy,5,1,50,0.9303278688524591,0.7691919191919192,0.7888888888888889,0.7761069340016709,0.7369671018033591,0.0003413665116284126
50,entropy,5,1,100,0.940327868852459,0.791010101010101,0.8311111111111111,0.8067335004177109,0.7745883489638173,0.0003413665116284126
50,entropy,2,2,10,0.9370491803278689,0.7797258297258297,0.8355555555555554,0.79828197945845,0.7677938818239426,0.0003413665116284126
50,entropy,2,2,50,0.940327868852459,0.8076767676767677,0.8111111111111111,0.7984001670843776,0.7710230254232402,0.0003413665116284126
50,entropy,2,2,100,0.9403825136612023,0.7994227994227995,0.8111111111111111,0.799234360410831,0.7685700562429159,0.0003413665116284126
50,entropy,5,2,10,0.9371038251366122,0.7957070707070707,0.7888888888888889,0.7904761904761904,0.754827844245894,0.0003413665116284126
50,entropy,5,2,50,0.940327868852459,0.791010101010101,0.8311111111111111,0.806733500417711,0.7745883489638173,0.0003413665116284126
50,entropy,5,2,100,0.940327868852459,0.791010101010101,0.8311111111111111,0.8067335004177109,0.7745883489638173,0.0003413665116284126
