C,kernel,accuracy,precision,recall,f1,mcc,preparationTime
0.01,linear,0.9102640264026403,0.7654012654012655,0.6166666666666667,0.6809523809523809,0.6358119150632495,0.0003364341960135233
0.01,rbf,0.7005940594059407,0.2608374384236453,0.4527777777777778,0.29610879491760966,0.1714977898333412,0.0003364341960135233
0.01,poly,0.626006600660066,0.3859649122807018,0.3125,0.0900900900900901,-0.015966306240792698,0.0003364341960135233
0.01,sigmoid,0.6270957095709572,0.3653127014829142,0.5416666666666666,0.3415057023619714,0.23034958186716822,0.0003364341960135233
0.1,linear,0.9068976897689769,0.75990675990676,0.5944444444444444,0.6655719759168035,0.6196429549019341,0.0003364341960135233
0.1,rbf,0.7005940594059407,0.2608374384236453,0.4527777777777778,0.29610879491760966,0.1714977898333412,0.0003364341960135233
0.1,poly,0.8405280528052805,0.5833333333333334,0.06388888888888888,0.11203703703703705,0.1407754359800274,0.0003364341960135233
0.1,sigmoid,0.6171947194719473,0.3198581560283688,0.5625,0.3353328628557987,0.21310283096569638,0.0003364341960135233
1.0,linear,0.9068976897689769,0.75990675990676,0.5944444444444444,0.6655719759168035,0.6196429549019341,0.0003364341960135233
1.0,rbf,0.887029702970297,0.6891025641025642,0.4916666666666667,0.5680076628352491,0.5188441611146133,0.0003364341960135233
1.0,poly,0.8603960396039604,0.7777777777777778,0.21388888888888888,0.30667286677516853,0.32795332881669553,0.0003364341960135233
1.0,sigmoid,0.6545214521452145,0.2218948700023303,0.49027777777777776,0.3050610315048005,0.1332001311424548,0.0003364341960135233
10.0,linear,0.9068976897689769,0.75990675990676,0.5944444444444444,0.6655719759168035,0.6196429549019341,0.0003364341960135233
10.0,rbf,0.9235313531353135,0.8680555555555555,0.6402777777777778,0.7206861239119303,0.698389106490695,0.0003364341960135233
10.0,poly,0.7203960396039605,0.39504856669035776,0.5402777777777777,0.37442719881744274,0.2956465498844121,0.0003364341960135233
10.0,sigmoid,0.5812211221122112,0.17470641373080398,0.44861111111111107,0.25056759545923635,0.04074823670461068,0.0003364341960135233
100.0,linear,0.9068976897689769,0.75990675990676,0.5944444444444444,0.6655719759168035,0.6196429549019341,0.0003364341960135233
100.0,rbf,0.9135643564356436,0.8118131868131869,0.5972222222222222,0.6772030651340996,0.6455595179199825,0.0003364341960135233
100.0,poly,0.8703300330033003,0.5823218176159353,0.5138888888888888,0.5372222222222222,0.4700492068955792,0.0003364341960135233
100.0,sigmoid,0.5812211221122112,0.17470641373080398,0.44861111111111107,0.25056759545923635,0.04074823670461068,0.0003364341960135233
