pca__n_components,xgb__n_estimators,xgb__max_depth,xgb__learning_rate,threshold,accuracy,precision,recall,f1,mcc
150,100,3,0.5,0.1,0.8503932244404113,0.5192460317460318,0.8666666666666666,0.6479098228663446,0.5916741129832841
150,100,3,0.5,0.2,0.8991530550514216,0.6406993006993007,0.8222222222222222,0.7182775119617225,0.667224113966433
150,100,3,0.5,0.30000000000000004,0.9096793708408952,0.7047619047619047,0.7555555555555554,0.7214285714285713,0.6739874108976329
150,100,3,0.5,0.4,0.9304900181488203,0.802063492063492,0.7333333333333332,0.762375300997592,0.7254146397830034
150,100,3,0.5,0.5,0.9304900181488203,0.8306349206349207,0.711111111111111,0.7552324438547349,0.72509493338034
150,100,3,0.5,0.6,0.9270417422867514,0.8406349206349206,0.6666666666666666,0.728341687552214,0.7030693970450532
150,100,3,0.5,0.7000000000000001,0.9270417422867514,0.9178571428571429,0.6,0.7156399482870072,0.7019745976280174
150,100,3,0.5,0.8,0.9097398669086509,0.9714285714285715,0.4444444444444445,0.5928571428571429,0.6136835578815907
150,100,3,0.5,0.9,0.8992740471869329,1.0,0.3555555555555555,0.5230769230769231,0.5627227052013775
