learning_rate,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
0.3,5,200,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344434147159861
0.3,5,300,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344436421405203
0.3,7,50,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344438628760403
0.3,7,100,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344440769225461
0.3,7,200,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344442909700255
0.3,7,300,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344445083610383
0.3,10,50,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344447324410655
0.3,10,100,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344449464885446
0.3,10,200,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344451672240646
0.3,10,300,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344453946485987
0.5,3,50,0.9632323232323232,1.0,0.7555555555555555,0.8592592592592592,0.8504706231371624,0.08344456354511612
0.5,3,100,0.9632323232323232,1.0,0.7555555555555555,0.8592592592592592,0.8504706231371624,0.08344458695647095
0.5,3,200,0.9632323232323232,1.0,0.7555555555555555,0.8592592592592592,0.8504706231371624,0.08344460936457099
0.5,3,300,0.9632323232323232,1.0,0.7555555555555555,0.8592592592592592,0.8504706231371624,0.0834446317725737
0.5,5,50,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344465451502711
0.5,5,100,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344467759193124
0.5,5,200,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344470000003128
0.5,5,300,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344472173913257
0.5,7,50,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344475719061552
0.5,7,100,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344478160532247
0.5,7,200,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344480401332519
0.5,7,300,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344484147160972
0.5,10,50,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344486655521807
0.5,10,100,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344488929767149
0.5,10,200,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344491337792774
0.5,10,300,0.9665656565656565,1.0,0.7777777777777777,0.8724867724867725,0.8641831169618306,0.08344493545147974
