learning_rate,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
0.01,3,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.08344349698998722
0.01,3,100,0.9464646464646465,1.0,0.6444444444444444,0.782051282051282,0.7779468043191858,0.08344353143811806
0.01,3,200,0.9498316498316498,0.9696969696969697,0.6888888888888888,0.8051282051282053,0.7924970442551945,0.08344355785952924
0.01,3,300,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344358528429256
0.01,5,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.08344360769229527
0.01,5,100,0.9464646464646465,1.0,0.6444444444444444,0.782051282051282,0.7779468043191858,0.0834436250836347
0.01,5,200,0.9498316498316498,0.9696969696969697,0.6888888888888888,0.8051282051282053,0.7924970442551945,0.083443646822736
0.01,5,300,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344367123744295
0.01,7,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.08344369364544565
0.01,7,100,0.9464646464646465,1.0,0.6444444444444444,0.782051282051282,0.7779468043191858,0.08344371003343297
0.01,7,200,0.9498316498316498,0.9696969696969697,0.6888888888888888,0.8051282051282053,0.7924970442551945,0.08344373110363285
0.01,7,300,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344375418063431
0.01,10,50,0.8494949494949494,1.0,0.0,0.0,0.0,0.08344377692308771
0.01,10,100,0.9464646464646465,1.0,0.6444444444444444,0.782051282051282,0.7779468043191858,0.08344379297662433
0.01,10,200,0.9498316498316498,0.9696969696969697,0.6888888888888888,0.8051282051282053,0.7924970442551945,0.08344381605352845
0.01,10,300,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.0834438401337847
0.1,3,50,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344386120398457
0.1,3,100,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344388227428179
0.1,3,200,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344390234112954
0.1,3,300,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344392341132942
0.1,5,50,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344394381272523
0.1,5,100,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.0834439645484744
0.1,5,200,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344398461541949
0.1,5,300,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344400635452079
0.1,7,50,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344403177257985
0.1,7,100,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344405484948397
0.1,7,200,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344407725748669
0.1,7,300,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344409933113602
0.1,10,50,0.9565319865319865,1.0,0.7111111111111111,0.8307692307692308,0.822345298778362,0.08344412107023731
0.1,10,100,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344414314378931
0.1,10,200,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344416521734131
0.1,10,300,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344418795989207
0.3,3,50,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344421070234548
0.3,3,100,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344423311034818
0.3,3,200,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344425451499878
0.3,3,300,0.9565319865319865,1.0,0.7111111111111111,0.8283475783475783,0.8214447376477462,0.08344427658864811
0.3,5,50,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.0834442979932987
0.3,5,100,0.9598653198653198,1.0,0.7333333333333334,0.8415750915750916,0.8351572314724144,0.08344431939794927
