n_estimators,max_depth,learning_rate,gamma,subsample,colsample_bytree,min_child_weight,accuracy,precision,recall,f1,preparationTime
100,3,0.01,0,0.8,0.8,1,0.7357142857142858,0.8,0.2533333333333333,0.3804195804195804,0.0012573699428587912
100,3,0.01,0,1,0.8,1,0.7428571428571429,0.7333333333333333,0.3355555555555555,0.45428571428571435,0.0012573699428587912
200,3,0.01,0,0.8,0.8,1,0.8142857142857143,0.8380952380952381,0.551111111111111,0.6633333333333333,0.0012573699428587912
200,3,0.01,0,1,0.8,1,0.8,0.8222222222222222,0.5111111111111111,0.617094017094017,0.0012573699428587912
100,3,0.01,0,0.8,0.8,3,0.7214285714285714,0.8666666666666668,0.2111111111111111,0.3323076923076923,0.0012573699428587912
100,3,0.01,0,1,0.8,3,0.7428571428571429,0.8833333333333332,0.27555555555555555,0.4077655677655677,0.0012573699428587912
200,3,0.01,0,0.8,0.8,3,0.7714285714285716,0.7733333333333334,0.4444444444444445,0.5630952380952381,0.0012573699428587912
200,3,0.01,0,1,0.8,3,0.7642857142857143,0.82,0.3844444444444444,0.5208791208791209,0.0012573699428587912
100,5,0.01,0,0.8,0.8,1,0.7428571428571429,0.8333333333333333,0.27555555555555555,0.4107226107226107,0.0012573699428587912
100,5,0.01,0,1,0.8,1,0.7642857142857142,0.82,0.3555555555555555,0.48636363636363633,0.0012573699428587912
200,5,0.01,0,0.8,0.8,1,0.8214285714285714,0.8800000000000001,0.5288888888888889,0.6599999999999999,0.0012573699428587912
200,5,0.01,0,1,0.8,1,0.8142857142857143,0.9,0.5088888888888888,0.6398944193061841,0.0012573699428587912
100,5,0.01,0,0.8,0.8,3,0.7214285714285714,0.8666666666666668,0.2111111111111111,0.3323076923076923,0.0012573699428587912
100,5,0.01,0,1,0.8,3,0.7357142857142858,0.8833333333333332,0.2533333333333333,0.38468864468864467,0.0012573699428587912
200,5,0.01,0,0.8,0.8,3,0.7714285714285716,0.7733333333333334,0.4444444444444445,0.5630952380952381,0.0012573699428587912
200,5,0.01,0,1,0.8,3,0.7785714285714286,0.8266666666666665,0.42444444444444446,0.5591391941391942,0.0012573699428587912
100,7,0.01,0,0.8,0.8,1,0.7428571428571429,0.8333333333333333,0.27555555555555555,0.4107226107226107,0.0012573699428587912
100,7,0.01,0,1,0.8,1,0.7642857142857142,0.82,0.3555555555555555,0.48636363636363633,0.0012573699428587912
200,7,0.01,0,0.8,0.8,1,0.8214285714285714,0.8800000000000001,0.5288888888888889,0.6599999999999999,0.0012573699428587912
200,7,0.01,0,1,0.8,1,0.8,0.8366666666666667,0.5088888888888888,0.6249676793794441,0.0012573699428587912
100,7,0.01,0,0.8,0.8,3,0.7214285714285714,0.8666666666666668,0.2111111111111111,0.3323076923076923,0.0012573699428587912
100,7,0.01,0,1,0.8,3,0.7357142857142858,0.8833333333333332,0.2533333333333333,0.38468864468864467,0.0012573699428587912
200,7,0.01,0,0.8,0.8,3,0.7714285714285716,0.7733333333333334,0.4444444444444445,0.5630952380952381,0.0012573699428587912
200,7,0.01,0,1,0.8,3,0.7785714285714286,0.8266666666666665,0.42444444444444446,0.5591391941391942,0.0012573699428587912
100,3,0.1,0,0.8,0.8,1,0.7857142857142857,0.7523809523809525,0.5066666666666666,0.6012443438914027,0.0012573699428587912
100,3,0.1,0,1,0.8,1,0.8,0.7883116883116884,0.5777777777777777,0.6509803921568628,0.0012573699428587912
200,3,0.1,0,0.8,0.8,1,0.8142857142857143,0.7797619047619048,0.6133333333333333,0.6844444444444445,0.0012573699428587912
