n_estimators,max_depth,learning_rate,gamma,subsample,colsample_bytree,min_child_weight,accuracy,precision,recall,f1,preparationTime
100,3,0.01,0,0.8,0.8,1,0.6856305889608386,0.5984848484848485,0.23194444444444443,0.3183235867446394,0.0025446164285572843
100,3,0.01,0,1,0.8,1,0.7143077397471477,0.6607142857142857,0.3611111111111111,0.46169772256728775,0.0025446164285572843
200,3,0.01,0,0.8,0.8,1,0.7352759790317607,0.6476190476190476,0.44305555555555554,0.5210702341137124,0.0025446164285572843
200,3,0.01,0,1,0.8,1,0.7431390687634906,0.650971250971251,0.5333333333333333,0.5838595892359333,0.0025446164285572843
100,3,0.01,0,0.8,0.8,3,0.6857847671908726,0.6296296296296297,0.19027777777777777,0.27758284600389865,0.0025446164285572843
100,3,0.01,0,1,0.8,3,0.6714461917977181,0.5681818181818182,0.25555555555555554,0.339398819108964,0.0025446164285572843
200,3,0.01,0,0.8,0.8,3,0.7141535615171137,0.6188552188552189,0.4458333333333333,0.5125558312655087,0.0025446164285572843
200,3,0.01,0,1,0.8,3,0.6998149861239593,0.6239316239316239,0.3611111111111111,0.44576802507836993,0.0025446164285572843
100,5,0.01,0,0.8,0.8,1,0.6928769657724329,0.6318181818181818,0.25416666666666665,0.34814814814814815,0.0025446164285572843
100,5,0.01,0,1,0.8,1,0.7217082947887757,0.6961538461538462,0.3625,0.461816710692273,0.0025446164285572843
200,5,0.01,0,0.8,0.8,1,0.7567067530064754,0.7037037037037036,0.4861111111111111,0.5672759856630825,0.0025446164285572843
200,5,0.01,0,1,0.8,1,0.7426765340733888,0.6574074074074074,0.5305555555555556,0.5751924473493101,0.0025446164285572843
100,5,0.01,0,0.8,0.8,3,0.6857847671908726,0.6296296296296297,0.19027777777777777,0.27758284600389865,0.0025446164285572843
100,5,0.01,0,1,0.8,3,0.6714461917977181,0.5681818181818182,0.25555555555555554,0.339398819108964,0.0025446164285572843
200,5,0.01,0,0.8,0.8,3,0.7141535615171137,0.6188552188552189,0.4458333333333333,0.5125558312655087,0.0025446164285572843
200,5,0.01,0,1,0.8,3,0.6998149861239593,0.6239316239316239,0.3611111111111111,0.44576802507836993,0.0025446164285572843
100,7,0.01,0,0.8,0.8,1,0.6928769657724329,0.6318181818181818,0.25416666666666665,0.34814814814814815,0.0025446164285572843
100,7,0.01,0,1,0.8,1,0.7217082947887757,0.6961538461538462,0.3625,0.461816710692273,0.0025446164285572843
200,7,0.01,0,0.8,0.8,1,0.7567067530064754,0.7037037037037036,0.4861111111111111,0.5672759856630825,0.0025446164285572843
200,7,0.01,0,1,0.8,1,0.7426765340733888,0.6405723905723906,0.5513888888888889,0.5860566448801743,0.0025446164285572843
100,7,0.01,0,0.8,0.8,3,0.6857847671908726,0.6296296296296297,0.19027777777777777,0.27758284600389865,0.0025446164285572843
100,7,0.01,0,1,0.8,3,0.6714461917977181,0.5681818181818182,0.25555555555555554,0.339398819108964,0.0025446164285572843
200,7,0.01,0,0.8,0.8,3,0.7141535615171137,0.6188552188552189,0.4458333333333333,0.5125558312655087,0.0025446164285572843
200,7,0.01,0,1,0.8,3,0.6998149861239593,0.6239316239316239,0.3611111111111111,0.44576802507836993,0.0025446164285572843
100,3,0.1,0,0.8,0.8,1,0.7781375269811903,0.685515873015873,0.6138888888888889,0.6464506172839507,0.0025446164285572843
100,3,0.1,0,1,0.8,1,0.7998766574159729,0.7215099715099716,0.6583333333333333,0.6834733893557422,0.0025446164285572843
200,3,0.1,0,0.8,0.8,1,0.799722479185939,0.7180555555555556,0.6569444444444444,0.6847620469932298,0.0025446164285572843
200,3,0.1,0,1,0.8,1,0.8071230342275669,0.7417043740573153,0.6583333333333333,0.6945315221177291,0.0025446164285572843
100,3,0.1,0,0.8,0.8,3,0.7497687326549491,0.655982905982906,0.5305555555555556,0.5866326096211153,0.0025446164285572843
100,3,0.1,0,1,0.8,3,0.7570151094665434,0.6632387220622515,0.5736111111111111,0.6102292768959435,0.0025446164285572843
200,3,0.1,0,0.8,0.8,3,0.7711995066296637,0.6892551892551891,0.5736111111111111,0.6253968253968253,0.0025446164285572843
200,3,0.1,0,1,0.8,3,0.7782917052112243,0.7136752136752137,0.5736111111111111,0.6354679802955665,0.0025446164285572843
100,5,0.1,0,0.8,0.8,1,0.77104532839963,0.6601307189542484,0.6347222222222223,0.6450617283950617,0.0025446164285572843
100,5,0.1,0,1,0.8,1,0.7568609312365094,0.6561624649859944,0.5944444444444444,0.620415982484948,0.0025446164285572843
200,5,0.1,0,0.8,0.8,1,0.7924761023743447,0.7009615384615385,0.6569444444444444,0.6777073732718893,0.0025446164285572843
200,5,0.1,0,1,0.8,1,0.7641073080481036,0.6656862745098039,0.6166666666666667,0.6365079365079365,0.0025446164285572843
100,5,0.1,0,0.8,0.8,3,0.7497687326549491,0.655982905982906,0.5305555555555556,0.5866326096211153,0.0025446164285572843
100,5,0.1,0,1,0.8,3,0.7570151094665434,0.6632387220622515,0.5736111111111111,0.6102292768959435,0.0025446164285572843
200,5,0.1,0,0.8,0.8,3,0.7711995066296637,0.6892551892551891,0.5736111111111111,0.6253968253968253,0.0025446164285572843
200,5,0.1,0,1,0.8,3,0.7782917052112243,0.7136752136752137,0.5736111111111111,0.6354679802955665,0.0025446164285572843
100,7,0.1,0,0.8,0.8,1,0.77104532839963,0.6601307189542484,0.6347222222222223,0.6450617283950617,0.0025446164285572843
100,7,0.1,0,1,0.8,1,0.7781375269811903,0.6882137470372763,0.6361111111111111,0.6590038314176245,0.0025446164285572843
200,7,0.1,0,0.8,0.8,1,0.7924761023743447,0.7009615384615385,0.6569444444444444,0.6777073732718893,0.0025446164285572843
200,7,0.1,0,1,0.8,1,0.7853839037927844,0.697737556561086,0.6583333333333333,0.6750957854406131,0.0025446164285572843
100,7,0.1,0,0.8,0.8,3,0.7497687326549491,0.655982905982906,0.5305555555555556,0.5866326096211153,0.0025446164285572843
100,7,0.1,0,1,0.8,3,0.7570151094665434,0.6632387220622515,0.5736111111111111,0.6102292768959435,0.0025446164285572843
200,7,0.1,0,0.8,0.8,3,0.7711995066296637,0.6892551892551891,0.5736111111111111,0.6253968253968253,0.0025446164285572843
200,7,0.1,0,1,0.8,3,0.7782917052112243,0.7136752136752137,0.5736111111111111,0.6354679802955665,0.0025446164285572843
100,3,0.01,0.1,0.8,0.8,1,0.6785383903792784,0.5707070707070706,0.2111111111111111,0.2884990253411306,0.0025446164285572843
100,3,0.01,0.1,1,0.8,1,0.7143077397471477,0.6607142857142857,0.3611111111111111,0.46169772256728775,0.0025446164285572843
200,3,0.01,0.1,0.8,0.8,1,0.7352759790317607,0.6476190476190476,0.44305555555555554,0.5210702341137124,0.0025446164285572843
200,3,0.01,0.1,1,0.8,1,0.7502312673450509,0.6723484848484849,0.5319444444444444,0.590159069325736,0.0025446164285572843
100,3,0.01,0.1,0.8,0.8,3,0.6857847671908726,0.6296296296296297,0.19027777777777777,0.27758284600389865,0.0025446164285572843
100,3,0.01,0.1,1,0.8,3,0.6714461917977181,0.5681818181818182,0.25555555555555554,0.339398819108964,0.0025446164285572843
200,3,0.01,0.1,0.8,0.8,3,0.7141535615171137,0.6188552188552189,0.4458333333333333,0.5125558312655087,0.0025446164285572843
200,3,0.01,0.1,1,0.8,3,0.6998149861239593,0.6239316239316239,0.3611111111111111,0.44576802507836993,0.0025446164285572843
100,5,0.01,0.1,0.8,0.8,1,0.6928769657724329,0.6318181818181818,0.25416666666666665,0.34814814814814815,0.0025446164285572843
100,5,0.01,0.1,1,0.8,1,0.7217082947887757,0.6961538461538462,0.3625,0.461816710692273,0.0025446164285572843
