n_estimators,max_depth,learning_rate,gamma,subsample,colsample_bytree,min_child_weight,accuracy,precision,recall,f1,preparationTime
100,3,0.01,0,0.8,0.8,1,0.7428571428571429,0.95,0.25555555555555554,0.3923809523809524,0.0021120907143215716
100,3,0.01,0,1,0.8,1,0.7357142857142858,0.7171428571428572,0.3622222222222222,0.46207469001586643,0.0021120907143215716
200,3,0.01,0,0.8,0.8,1,0.7571428571428571,0.8211111111111112,0.42666666666666664,0.5257603078036515,0.0021120907143215716
200,3,0.01,0,1,0.8,1,0.75,0.7766666666666666,0.4066666666666666,0.5222222222222223,0.0021120907143215716
100,3,0.01,0,0.8,0.8,3,0.7214285714285714,1.0,0.17111111111111113,0.283030303030303,0.0021120907143215716
100,3,0.01,0,1,0.8,3,0.7142857142857143,0.8300000000000001,0.23555555555555557,0.3523076923076923,0.0021120907143215716
200,3,0.01,0,0.8,0.8,3,0.75,0.7766666666666666,0.4066666666666666,0.5222222222222223,0.0021120907143215716
200,3,0.01,0,1,0.8,3,0.7642857142857142,0.7595238095238095,0.49333333333333335,0.5715329991645781,0.0021120907143215716
100,5,0.01,0,0.8,0.8,1,0.7642857142857142,0.96,0.32,0.45948717948717954,0.0021120907143215716
100,5,0.01,0,1,0.8,1,0.7428571428571429,0.822857142857143,0.3422222222222222,0.4515934065934067,0.0021120907143215716
200,5,0.01,0,0.8,0.8,1,0.7571428571428571,0.8211111111111112,0.42666666666666664,0.5257603078036515,0.0021120907143215716
200,5,0.01,0,1,0.8,1,0.7357142857142857,0.8028571428571428,0.3622222222222222,0.4604822954822955,0.0021120907143215716
100,5,0.01,0,0.8,0.8,3,0.7214285714285714,0.9,0.1933333333333333,0.31272727272727274,0.0021120907143215716
100,5,0.01,0,1,0.8,3,0.7071428571428571,0.73,0.23555555555555557,0.3486713286713287,0.0021120907143215716
200,5,0.01,0,0.8,0.8,3,0.75,0.7766666666666666,0.4066666666666666,0.5222222222222223,0.0021120907143215716
200,5,0.01,0,1,0.8,3,0.7357142857142857,0.7239682539682539,0.40444444444444444,0.5016917293233083,0.0021120907143215716
100,7,0.01,0,0.8,0.8,1,0.7642857142857142,0.96,0.32,0.45948717948717954,0.0021120907143215716
100,7,0.01,0,1,0.8,1,0.7428571428571429,0.822857142857143,0.3422222222222222,0.4515934065934067,0.0021120907143215716
200,7,0.01,0,0.8,0.8,1,0.7571428571428571,0.8211111111111112,0.42666666666666664,0.5257603078036515,0.0021120907143215716
200,7,0.01,0,1,0.8,1,0.7357142857142857,0.8028571428571428,0.3622222222222222,0.4604822954822955,0.0021120907143215716
100,7,0.01,0,0.8,0.8,3,0.7214285714285714,0.9,0.1933333333333333,0.31272727272727274,0.0021120907143215716
100,7,0.01,0,1,0.8,3,0.7071428571428571,0.73,0.23555555555555557,0.3486713286713287,0.0021120907143215716
200,7,0.01,0,0.8,0.8,3,0.75,0.7766666666666666,0.4066666666666666,0.5222222222222223,0.0021120907143215716
200,7,0.01,0,1,0.8,3,0.7357142857142857,0.7239682539682539,0.40444444444444444,0.5016917293233083,0.0021120907143215716
100,3,0.1,0,0.8,0.8,1,0.8214285714285714,0.8324386724386725,0.6199999999999999,0.6871120107962214,0.0021120907143215716
100,3,0.1,0,1,0.8,1,0.7714285714285715,0.7427272727272728,0.5777777777777777,0.6042645074224022,0.0021120907143215716
200,3,0.1,0,0.8,0.8,1,0.8071428571428572,0.8099999999999999,0.5977777777777777,0.6562641898864809,0.0021120907143215716
200,3,0.1,0,1,0.8,1,0.7857142857142857,0.7306060606060607,0.5977777777777777,0.6340620782726046,0.0021120907143215716
100,3,0.1,0,0.8,0.8,3,0.8,0.8108225108225108,0.5955555555555556,0.6410606060606061,0.0021120907143215716
100,3,0.1,0,1,0.8,3,0.7928571428571428,0.7727272727272727,0.6177777777777778,0.6516666666666666,0.0021120907143215716
200,3,0.1,0,0.8,0.8,3,0.8,0.8108225108225108,0.5955555555555556,0.6410606060606061,0.0021120907143215716
200,3,0.1,0,1,0.8,3,0.8071428571428572,0.794949494949495,0.64,0.6738888888888889,0.0021120907143215716
100,5,0.1,0,0.8,0.8,1,0.7785714285714287,0.7483838383838384,0.5777777777777778,0.6216567058672322,0.0021120907143215716
100,5,0.1,0,1,0.8,1,0.7714285714285714,0.7433333333333334,0.5555555555555556,0.6065934065934065,0.0021120907143215716
200,5,0.1,0,0.8,0.8,1,0.7857142857142857,0.7722727272727272,0.5755555555555556,0.6260681114551083,0.0021120907143215716
200,5,0.1,0,1,0.8,1,0.7928571428571429,0.7560606060606061,0.6177777777777778,0.6523076923076923,0.0021120907143215716
100,5,0.1,0,0.8,0.8,3,0.8,0.8041558441558442,0.5977777777777777,0.65,0.0021120907143215716
100,5,0.1,0,1,0.8,3,0.7999999999999999,0.7539393939393939,0.6177777777777778,0.6602385488608399,0.0021120907143215716
200,5,0.1,0,0.8,0.8,3,0.8071428571428572,0.8108225108225108,0.6177777777777778,0.6683333333333333,0.0021120907143215716
200,5,0.1,0,1,0.8,3,0.8142857142857143,0.8094949494949495,0.64,0.6823099415204678,0.0021120907143215716
100,7,0.1,0,0.8,0.8,1,0.7714285714285715,0.7566666666666666,0.5333333333333334,0.5923809523809525,0.0021120907143215716
100,7,0.1,0,1,0.8,1,0.7714285714285715,0.7311111111111112,0.5777777777777777,0.6091330891330891,0.0021120907143215716
200,7,0.1,0,0.8,0.8,1,0.7857142857142857,0.7722727272727272,0.5755555555555556,0.6260681114551083,0.0021120907143215716
200,7,0.1,0,1,0.8,1,0.7928571428571428,0.8022727272727274,0.5977777777777779,0.6366946778711485,0.0021120907143215716
100,7,0.1,0,0.8,0.8,3,0.8,0.8041558441558442,0.5977777777777777,0.65,0.0021120907143215716
100,7,0.1,0,1,0.8,3,0.7999999999999999,0.7539393939393939,0.6177777777777778,0.6602385488608399,0.0021120907143215716
200,7,0.1,0,0.8,0.8,3,0.8071428571428572,0.8108225108225108,0.6177777777777778,0.6683333333333333,0.0021120907143215716
200,7,0.1,0,1,0.8,3,0.8142857142857143,0.8094949494949495,0.64,0.6823099415204678,0.0021120907143215716
100,3,0.01,0.1,0.8,0.8,1,0.7357142857142858,0.9,0.25555555555555554,0.3846886446886447,0.0021120907143215716
100,3,0.01,0.1,1,0.8,1,0.7214285714285714,0.78,0.29777777777777775,0.40730769230769226,0.0021120907143215716
200,3,0.01,0.1,0.8,0.8,1,0.7571428571428571,0.8211111111111112,0.42666666666666664,0.5257603078036515,0.0021120907143215716
200,3,0.01,0.1,1,0.8,1,0.7499999999999999,0.8028571428571428,0.4066666666666666,0.5204822954822955,0.0021120907143215716
100,3,0.01,0.1,0.8,0.8,3,0.7214285714285714,1.0,0.17111111111111113,0.283030303030303,0.0021120907143215716
100,3,0.01,0.1,1,0.8,3,0.7142857142857143,0.8300000000000001,0.23555555555555557,0.3523076923076923,0.0021120907143215716
200,3,0.01,0.1,0.8,0.8,3,0.75,0.7766666666666666,0.4066666666666666,0.5222222222222223,0.0021120907143215716
200,3,0.01,0.1,1,0.8,3,0.7571428571428571,0.75,0.47111111111111115,0.5531996658312448,0.0021120907143215716
100,5,0.01,0.1,0.8,0.8,1,0.7642857142857142,0.96,0.32,0.45948717948717954,0.0021120907143215716
100,5,0.01,0.1,1,0.8,1,0.75,0.8528571428571429,0.3422222222222222,0.45730769230769236,0.0021120907143215716
200,5,0.01,0.1,0.8,0.8,1,0.7571428571428571,0.8211111111111112,0.42666666666666664,0.5257603078036515,0.0021120907143215716
200,5,0.01,0.1,1,0.8,1,0.7357142857142857,0.8028571428571428,0.3622222222222222,0.4604822954822955,0.0021120907143215716
100,5,0.01,0.1,0.8,0.8,3,0.7214285714285714,0.9,0.1933333333333333,0.31272727272727274,0.0021120907143215716
100,5,0.01,0.1,1,0.8,3,0.6928571428571428,0.7133333333333333,0.1933333333333333,0.2927272727272727,0.0021120907143215716
200,5,0.01,0.1,0.8,0.8,3,0.75,0.7766666666666666,0.4066666666666666,0.5222222222222223,0.0021120907143215716
200,5,0.01,0.1,1,0.8,3,0.75,0.7444444444444445,0.4488888888888889,0.5388205808639246,0.0021120907143215716
100,7,0.01,0.1,0.8,0.8,1,0.7571428571428571,0.96,0.2977777777777778,0.43641025641025644,0.0021120907143215716
100,7,0.01,0.1,1,0.8,1,0.75,0.8528571428571429,0.3422222222222222,0.45730769230769236,0.0021120907143215716
