n_estimators,max_depth,learning_rate,gamma,subsample,colsample_bytree,min_child_weight,accuracy,precision,recall,f1,preparationTime
200,7,0.1,0,0.8,0.8,1,0.8881355932203391,0.7766666666666666,0.4488888888888889,0.5424908424908426,0.002513789152529217
200,7,0.1,0,1,0.8,1,0.8847457627118646,0.7897619047619048,0.40444444444444444,0.5064425770308124,0.002513789152529217
100,7,0.1,0,0.8,0.8,3,0.8915254237288137,0.9333333333333332,0.3844444444444444,0.5060606060606061,0.002513789152529217
100,7,0.1,0,1,0.8,3,0.888135593220339,0.8164285714285715,0.4222222222222222,0.5315508021390374,0.002513789152529217
200,7,0.1,0,0.8,0.8,3,0.8983050847457626,0.9333333333333332,0.42444444444444446,0.5483682983682984,0.002513789152529217
200,7,0.1,0,1,0.8,3,0.8915254237288135,0.8164285714285715,0.4444444444444445,0.5588235294117647,0.002513789152529217
100,3,0.01,0.1,0.8,0.8,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,3,0.01,0.1,1,0.8,1,0.8305084745762713,0.2,0.02222222222222222,0.04,0.002513789152529217
200,3,0.01,0.1,0.8,0.8,1,0.8474576271186441,0.7333333333333333,0.12666666666666665,0.21062937062937062,0.002513789152529217
200,3,0.01,0.1,1,0.8,1,0.8440677966101695,0.6533333333333333,0.1488888888888889,0.22361638361638364,0.002513789152529217
100,3,0.01,0.1,0.8,0.8,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,3,0.01,0.1,1,0.8,3,0.8372881355932205,0.1,0.02,0.03333333333333333,0.002513789152529217
200,3,0.01,0.1,0.8,0.8,3,0.8440677966101695,0.45,0.08444444444444445,0.13743589743589743,0.002513789152529217
200,3,0.01,0.1,1,0.8,3,0.8542372881355933,0.7833333333333333,0.17111111111111113,0.26867132867132865,0.002513789152529217
100,5,0.01,0.1,0.8,0.8,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,5,0.01,0.1,1,0.8,1,0.8305084745762713,0.05,0.02222222222222222,0.03076923076923077,0.002513789152529217
200,5,0.01,0.1,0.8,0.8,1,0.8508474576271187,0.7833333333333333,0.1488888888888889,0.24139860139860142,0.002513789152529217
200,5,0.01,0.1,1,0.8,1,0.8542372881355933,0.74,0.21555555555555556,0.30493506493506495,0.002513789152529217
100,5,0.01,0.1,0.8,0.8,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,5,0.01,0.1,1,0.8,3,0.8372881355932205,0.1,0.02,0.03333333333333333,0.002513789152529217
200,5,0.01,0.1,0.8,0.8,3,0.8440677966101695,0.45,0.08444444444444445,0.13743589743589743,0.002513789152529217
200,5,0.01,0.1,1,0.8,3,0.8474576271186439,0.5333333333333333,0.1488888888888889,0.220979020979021,0.002513789152529217
100,7,0.01,0.1,0.8,0.8,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,7,0.01,0.1,1,0.8,1,0.8338983050847457,0.3,0.042222222222222223,0.07333333333333333,0.002513789152529217
200,7,0.01,0.1,0.8,0.8,1,0.8508474576271187,0.7833333333333333,0.1488888888888889,0.24139860139860142,0.002513789152529217
200,7,0.01,0.1,1,0.8,1,0.8542372881355933,0.74,0.21555555555555556,0.30493506493506495,0.002513789152529217
100,7,0.01,0.1,0.8,0.8,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,7,0.01,0.1,1,0.8,3,0.8372881355932205,0.1,0.02,0.03333333333333333,0.002513789152529217
200,7,0.01,0.1,0.8,0.8,3,0.8440677966101695,0.45,0.08444444444444445,0.13743589743589743,0.002513789152529217
200,7,0.01,0.1,1,0.8,3,0.8474576271186439,0.5333333333333333,0.1488888888888889,0.220979020979021,0.002513789152529217
100,3,0.1,0.1,0.8,0.8,1,0.8847457627118646,0.780952380952381,0.4311111111111111,0.5318465847877613,0.002513789152529217
100,3,0.1,0.1,1,0.8,1,0.8813559322033899,0.8183333333333334,0.4066666666666666,0.4981240981240981,0.002513789152529217
200,3,0.1,0.1,0.8,0.8,1,0.8915254237288137,0.8095238095238095,0.45111111111111113,0.5553759965524672,0.002513789152529217
200,3,0.1,0.1,1,0.8,1,0.8847457627118646,0.7666666666666666,0.4488888888888889,0.5263157894736842,0.002513789152529217
100,3,0.1,0.1,0.8,0.8,3,0.8949152542372882,0.9333333333333332,0.4066666666666666,0.5333333333333333,0.002513789152529217
100,3,0.1,0.1,1,0.8,3,0.8847457627118643,0.7797619047619048,0.4022222222222222,0.5101055806938161,0.002513789152529217
200,3,0.1,0.1,0.8,0.8,3,0.8915254237288137,0.8914285714285715,0.42666666666666664,0.5341589267285862,0.002513789152529217
200,3,0.1,0.1,1,0.8,3,0.8881355932203391,0.8464285714285715,0.40444444444444444,0.5177978883861237,0.002513789152529217
100,5,0.1,0.1,0.8,0.8,1,0.8881355932203391,0.8261904761904763,0.42666666666666664,0.5324988736753442,0.002513789152529217
100,5,0.1,0.1,1,0.8,1,0.8779661016949154,0.835,0.3622222222222222,0.44162974280621337,0.002513789152529217
200,5,0.1,0.1,0.8,0.8,1,0.8881355932203391,0.8261904761904763,0.42666666666666664,0.5324988736753442,0.002513789152529217
200,5,0.1,0.1,1,0.8,1,0.8847457627118646,0.835,0.40444444444444444,0.5046600458365165,0.002513789152529217
100,5,0.1,0.1,0.8,0.8,3,0.8881355932203391,0.9199999999999999,0.3844444444444444,0.499043062200957,0.002513789152529217
100,5,0.1,0.1,1,0.8,3,0.8915254237288135,0.8464285714285715,0.42444444444444446,0.5434389140271494,0.002513789152529217
200,5,0.1,0.1,0.8,0.8,3,0.8983050847457628,0.9199999999999999,0.4466666666666666,0.5686234817813766,0.002513789152529217
200,5,0.1,0.1,1,0.8,3,0.8949152542372882,0.9047619047619048,0.42666666666666664,0.5411764705882354,0.002513789152529217
100,7,0.1,0.1,0.8,0.8,1,0.8779661016949152,0.7611904761904762,0.3844444444444444,0.4838455661985074,0.002513789152529217
100,7,0.1,0.1,1,0.8,1,0.8813559322033898,0.819047619047619,0.38,0.48015082956259436,0.002513789152529217
200,7,0.1,0.1,0.8,0.8,1,0.8847457627118646,0.7766666666666666,0.42666666666666664,0.5152181152181152,0.002513789152529217
200,7,0.1,0.1,1,0.8,1,0.8949152542372882,0.8647619047619047,0.44666666666666666,0.553830483242248,0.002513789152529217
100,7,0.1,0.1,0.8,0.8,3,0.8881355932203391,0.9199999999999999,0.3844444444444444,0.499043062200957,0.002513789152529217
100,7,0.1,0.1,1,0.8,3,0.8915254237288135,0.8464285714285715,0.42444444444444446,0.5434389140271494,0.002513789152529217
200,7,0.1,0.1,0.8,0.8,3,0.8983050847457628,0.9199999999999999,0.4466666666666666,0.5686234817813766,0.002513789152529217
200,7,0.1,0.1,1,0.8,3,0.8949152542372882,0.9047619047619048,0.42666666666666664,0.5411764705882354,0.002513789152529217
100,3,0.01,0,0.8,1,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,3,0.01,0,1,1,1,0.8271186440677966,0.1,0.02222222222222222,0.03636363636363636,0.002513789152529217
200,3,0.01,0,0.8,1,1,0.8542372881355933,0.7333333333333333,0.17111111111111113,0.260979020979021,0.002513789152529217
200,3,0.01,0,1,1,1,0.8474576271186441,0.7033333333333334,0.17111111111111113,0.25438561438561436,0.002513789152529217
100,3,0.01,0,0.8,1,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,3,0.01,0,1,1,3,0.8406779661016948,0.2,0.042222222222222223,0.0696969696969697,0.002513789152529217
200,3,0.01,0,0.8,1,3,0.8474576271186439,0.45,0.10666666666666666,0.17016317016317015,0.002513789152529217
200,3,0.01,0,1,1,3,0.8508474576271187,0.7333333333333333,0.17111111111111113,0.260979020979021,0.002513789152529217
100,5,0.01,0,0.8,1,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,5,0.01,0,1,1,1,0.8406779661016948,0.35,0.08666666666666667,0.13682983682983682,0.002513789152529217
200,5,0.01,0,0.8,1,1,0.8576271186440678,0.7833333333333333,0.19333333333333336,0.29174825174825175,0.002513789152529217
200,5,0.01,0,1,1,1,0.8677966101694915,0.82,0.27999999999999997,0.39216783216783224,0.002513789152529217
100,5,0.01,0,0.8,1,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,5,0.01,0,1,1,3,0.8406779661016948,0.2,0.042222222222222223,0.0696969696969697,0.002513789152529217
200,5,0.01,0,0.8,1,3,0.8474576271186439,0.45,0.10666666666666666,0.17016317016317015,0.002513789152529217
200,5,0.01,0,1,1,3,0.8542372881355933,0.7333333333333333,0.19333333333333333,0.29370629370629375,0.002513789152529217
100,7,0.01,0,0.8,1,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,7,0.01,0,1,1,1,0.8406779661016948,0.35,0.08666666666666667,0.13682983682983682,0.002513789152529217
200,7,0.01,0,0.8,1,1,0.8576271186440678,0.7833333333333333,0.19333333333333336,0.29174825174825175,0.002513789152529217
200,7,0.01,0,1,1,1,0.864406779661017,0.8,0.25999999999999995,0.36931068931068933,0.002513789152529217
100,7,0.01,0,0.8,1,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,7,0.01,0,1,1,3,0.8406779661016948,0.2,0.042222222222222223,0.0696969696969697,0.002513789152529217
200,7,0.01,0,0.8,1,3,0.8474576271186439,0.45,0.10666666666666666,0.17016317016317015,0.002513789152529217
200,7,0.01,0,1,1,3,0.8542372881355933,0.7333333333333333,0.19333333333333333,0.29370629370629375,0.002513789152529217
100,3,0.1,0,0.8,1,1,0.8983050847457628,0.8678571428571429,0.4733333333333333,0.5850377073906485,0.002513789152529217
100,3,0.1,0,1,1,1,0.8847457627118646,0.8361904761904763,0.4066666666666666,0.5046600458365165,0.002513789152529217
200,3,0.1,0,0.8,1,1,0.8983050847457628,0.8833333333333332,0.47111111111111115,0.5761904761904761,0.002513789152529217
200,3,0.1,0,1,1,1,0.8847457627118646,0.775,0.42666666666666664,0.5176470588235295,0.002513789152529217
100,3,0.1,0,0.8,1,3,0.8949152542372882,0.838095238095238,0.4488888888888889,0.5591251885369533,0.002513789152529217
100,3,0.1,0,1,1,3,0.8813559322033899,0.8457142857142858,0.36,0.4621288515406163,0.002513789152529217
200,3,0.1,0,0.8,1,3,0.8983050847457628,0.8447619047619048,0.47111111111111115,0.5731602762562515,0.002513789152529217
200,3,0.1,0,1,1,3,0.8915254237288137,0.8964285714285716,0.40444444444444444,0.5212943918826272,0.002513789152529217
100,5,0.1,0,0.8,1,1,0.8915254237288137,0.8166666666666667,0.45111111111111113,0.5608058608058608,0.002513789152529217
100,5,0.1,0,1,1,1,0.8779661016949154,0.75,0.3822222222222222,0.48,0.002513789152529217
200,5,0.1,0,0.8,1,1,0.8949152542372882,0.8261904761904763,0.47111111111111115,0.5784529196293903,0.002513789152529217
200,5,0.1,0,1,1,1,0.8813559322033899,0.7642857142857142,0.40444444444444444,0.5,0.002513789152529217
100,5,0.1,0,0.8,1,3,0.8949152542372882,0.9,0.4288888888888889,0.5480769230769231,0.002513789152529217
100,5,0.1,0,1,1,3,0.8779661016949152,0.7547619047619047,0.40444444444444444,0.5009351432880844,0.002513789152529217
200,5,0.1,0,0.8,1,3,0.8949152542372882,0.8233333333333333,0.47111111111111115,0.5653171390013496,0.002513789152529217
200,5,0.1,0,1,1,3,0.8847457627118646,0.7925396825396825,0.42666666666666664,0.5255476549594198,0.002513789152529217
100,7,0.1,0,0.8,1,1,0.8881355932203391,0.8476190476190476,0.4066666666666666,0.5351648351648353,0.002513789152529217
100,7,0.1,0,1,1,1,0.8813559322033899,0.7642857142857142,0.40444444444444444,0.5,0.002513789152529217
200,7,0.1,0,0.8,1,1,0.8983050847457628,0.875,0.4688888888888889,0.5861452273216979,0.002513789152529217
200,7,0.1,0,1,1,1,0.8881355932203391,0.775,0.44666666666666666,0.5432880844645551,0.002513789152529217
100,7,0.1,0,0.8,1,3,0.8949152542372882,0.9,0.4288888888888889,0.5480769230769231,0.002513789152529217
100,7,0.1,0,1,1,3,0.8779661016949152,0.7547619047619047,0.40444444444444444,0.5009351432880844,0.002513789152529217
200,7,0.1,0,0.8,1,3,0.8949152542372882,0.8233333333333333,0.47111111111111115,0.5653171390013496,0.002513789152529217
200,7,0.1,0,1,1,3,0.8847457627118646,0.7925396825396825,0.42666666666666664,0.5255476549594198,0.002513789152529217
100,3,0.01,0.1,0.8,1,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,3,0.01,0.1,1,1,1,0.8271186440677966,0.1,0.02222222222222222,0.03636363636363636,0.002513789152529217
200,3,0.01,0.1,0.8,1,1,0.8542372881355933,0.7333333333333333,0.17111111111111113,0.260979020979021,0.002513789152529217
200,3,0.01,0.1,1,1,1,0.8474576271186441,0.7033333333333334,0.17111111111111113,0.25438561438561436,0.002513789152529217
100,3,0.01,0.1,0.8,1,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,3,0.01,0.1,1,1,3,0.8406779661016948,0.2,0.042222222222222223,0.0696969696969697,0.002513789152529217
200,3,0.01,0.1,0.8,1,3,0.8474576271186439,0.45,0.10666666666666666,0.17016317016317015,0.002513789152529217
200,3,0.01,0.1,1,1,3,0.8508474576271187,0.7333333333333333,0.17111111111111113,0.260979020979021,0.002513789152529217
100,5,0.01,0.1,0.8,1,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,5,0.01,0.1,1,1,1,0.8406779661016948,0.35,0.08666666666666667,0.13682983682983682,0.002513789152529217
200,5,0.01,0.1,0.8,1,1,0.8576271186440678,0.7833333333333333,0.19333333333333336,0.29174825174825175,0.002513789152529217
200,5,0.01,0.1,1,1,1,0.8610169491525423,0.76,0.25999999999999995,0.3605194805194805,0.002513789152529217
100,5,0.01,0.1,0.8,1,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,5,0.01,0.1,1,1,3,0.8406779661016948,0.2,0.042222222222222223,0.0696969696969697,0.002513789152529217
200,5,0.01,0.1,0.8,1,3,0.8474576271186439,0.45,0.10666666666666666,0.17016317016317015,0.002513789152529217
200,5,0.01,0.1,1,1,3,0.8542372881355933,0.7333333333333333,0.19333333333333333,0.29370629370629375,0.002513789152529217
100,7,0.01,0.1,0.8,1,1,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,7,0.01,0.1,1,1,1,0.8406779661016948,0.35,0.08666666666666667,0.13682983682983682,0.002513789152529217
200,7,0.01,0.1,0.8,1,1,0.8576271186440678,0.7833333333333333,0.19333333333333336,0.29174825174825175,0.002513789152529217
200,7,0.01,0.1,1,1,1,0.8610169491525423,0.76,0.25999999999999995,0.3605194805194805,0.002513789152529217
100,7,0.01,0.1,0.8,1,3,0.8406779661016948,0.0,0.0,0.0,0.002513789152529217
100,7,0.01,0.1,1,1,3,0.8406779661016948,0.2,0.042222222222222223,0.0696969696969697,0.002513789152529217
200,7,0.01,0.1,0.8,1,3,0.8474576271186439,0.45,0.10666666666666666,0.17016317016317015,0.002513789152529217
200,7,0.01,0.1,1,1,3,0.8542372881355933,0.7333333333333333,0.19333333333333333,0.29370629370629375,0.002513789152529217
100,3,0.1,0.1,0.8,1,1,0.8881355932203391,0.8,0.4311111111111111,0.5377289377289378,0.002513789152529217
100,3,0.1,0.1,1,1,1,0.8779661016949154,0.7516666666666666,0.4066666666666666,0.49299589299589297,0.002513789152529217
200,3,0.1,0.1,0.8,1,1,0.8983050847457628,0.8333333333333333,0.49111111111111105,0.5952380952380952,0.002513789152529217
200,3,0.1,0.1,1,1,1,0.8813559322033899,0.7,0.4488888888888889,0.5211875843454791,0.002513789152529217
100,3,0.1,0.1,0.8,1,3,0.8949152542372882,0.838095238095238,0.4488888888888889,0.5591251885369533,0.002513789152529217
100,3,0.1,0.1,1,1,3,0.8847457627118646,0.8457142857142858,0.3822222222222222,0.494856124267889,0.002513789152529217
200,3,0.1,0.1,0.8,1,3,0.8949152542372882,0.8447619047619048,0.4488888888888889,0.5500833531793284,0.002513789152529217
200,3,0.1,0.1,1,1,3,0.8915254237288137,0.8297619047619047,0.42666666666666664,0.5434389140271494,0.002513789152529217
100,5,0.1,0.1,0.8,1,1,0.8949152542372882,0.8678571428571429,0.4488888888888889,0.570458952811894,0.002513789152529217
100,5,0.1,0.1,1,1,1,0.8779661016949154,0.7642857142857142,0.3844444444444444,0.4696969696969697,0.002513789152529217
200,5,0.1,0.1,0.8,1,1,0.8949152542372882,0.8678571428571429,0.4488888888888889,0.570458952811894,0.002513789152529217
200,5,0.1,0.1,1,1,1,0.8779661016949154,0.7683333333333333,0.3844444444444444,0.46829640947288,0.002513789152529217
100,5,0.1,0.1,0.8,1,3,0.8949152542372882,0.9,0.4288888888888889,0.5480769230769231,0.002513789152529217
100,5,0.1,0.1,1,1,3,0.8779661016949154,0.7647619047619048,0.3822222222222222,0.4829131652661064,0.002513789152529217
200,5,0.1,0.1,0.8,1,3,0.8983050847457628,0.89,0.4688888888888889,0.5730094466936573,0.002513789152529217
200,5,0.1,0.1,1,1,3,0.8847457627118646,0.815873015873016,0.40444444444444444,0.5086978381096029,0.002513789152529217
100,7,0.1,0.1,0.8,1,1,0.8915254237288137,0.8583333333333332,0.42666666666666664,0.5550096961861668,0.002513789152529217
100,7,0.1,0.1,1,1,1,0.8779661016949152,0.7619047619047619,0.3866666666666666,0.47067736185383247,0.002513789152529217
200,7,0.1,0.1,0.8,1,1,0.8983050847457628,0.875,0.4688888888888889,0.5861452273216979,0.002513789152529217
200,7,0.1,0.1,1,1,1,0.8813559322033899,0.7511904761904762,0.42666666666666664,0.5093137254901962,0.002513789152529217
100,7,0.1,0.1,0.8,1,3,0.8949152542372882,0.9,0.4288888888888889,0.5480769230769231,0.002513789152529217
100,7,0.1,0.1,1,1,3,0.8779661016949154,0.7647619047619048,0.3822222222222222,0.4829131652661064,0.002513789152529217
200,7,0.1,0.1,0.8,1,3,0.8983050847457628,0.89,0.4688888888888889,0.5730094466936573,0.002513789152529217
200,7,0.1,0.1,1,1,3,0.8847457627118646,0.815873015873016,0.40444444444444444,0.5086978381096029,0.002513789152529217
