threshold,accuracy,precision,recall,f1,mcc
0.1,0.59375,0.275,0.9777777777777777,0.4292682926829268,0.365655170486763
0.2,0.8541666666666666,0.5205479452054794,0.8444444444444444,0.6440677966101694,0.5846312366094436
0.30000000000000004,0.9166666666666666,0.7837837837837838,0.6444444444444445,0.7073170731707317,0.6635661242680918
0.4,0.8923611111111112,0.9375,0.3333333333333333,0.4918032786885246,0.5218535759042913
0.5,0.875,0.9090909090909091,0.2222222222222222,0.35714285714285715,0.4131833025166484
0.6,0.8680555555555556,1.0,0.15555555555555556,0.2692307692307692,0.3667691003257181
0.7000000000000001,0.8541666666666666,1.0,0.06666666666666667,0.125,0.2384158242717079
0.8,0.84375,1.0,0.0,0.0,0.0
0.9,0.84375,1.0,0.0,0.0,0.0
