fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.6336633663366337,0.29411764705882354,0.9375,0.44776119402985076,0.37535104676089326
1,0.2,0.7623762376237624,0.375,0.75,0.5,0.40395133830322316
1,0.30000000000000004,0.8613861386138614,0.5625,0.5625,0.5625,0.4801470588235294
1,0.4,0.8514851485148515,0.5714285714285714,0.25,0.34782608695652173,0.30867428472952013
1,0.5,0.8514851485148515,0.6,0.1875,0.2857142857142857,0.27600362760474795
1,0.6,0.8316831683168316,0.0,0.0,0.0,-0.04338609156373123
1,0.7000000000000001,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.8,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.9,0.8415841584158416,1.0,0.0,0.0,0.0
2,0.1,0.55,0.24561403508771928,0.875,0.3835616438356164,0.26887382903627266
2,0.2,0.74,0.34375,0.6875,0.4583333333333333,0.34383354599710186
2,0.30000000000000004,0.88,0.6428571428571429,0.5625,0.6,0.5314150113179658
2,0.4,0.88,0.7,0.4375,0.5384615384615384,0.49099025303098287
2,0.5,0.87,0.7142857142857143,0.3125,0.43478260869565216,0.41480272134755153
2,0.6,0.88,1.0,0.25,0.4,0.46770717334674267
2,0.7000000000000001,0.84,1.0,0.0,0.0,0.0
2,0.8,0.84,1.0,0.0,0.0,0.0
2,0.9,0.84,1.0,0.0,0.0,0.0
3,0.1,0.58,0.23529411764705882,0.8,0.36363636363636365,0.24369747899159663
3,0.2,0.73,0.3,0.6,0.4,0.2750095491084634
3,0.30000000000000004,0.8,0.35294117647058826,0.4,0.375,0.2572174899187587
3,0.4,0.89,0.75,0.4,0.5217391304347826,0.4955040834092004
3,0.5,0.87,0.6666666666666666,0.26666666666666666,0.38095238095238093,0.36556705446656623
3,0.6,0.86,0.6666666666666666,0.13333333333333333,0.2222222222222222,0.2544662040152236
3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
3,0.8,0.85,1.0,0.0,0.0,0.0
3,0.9,0.85,1.0,0.0,0.0,0.0
