fold,threshold,accuracy,precision,recall,f1,mcc,criterion,max_depth,max_features,min_samples_leaf,min_samples_split
1,0.1,0.7377049180327869,0.2857142857142857,0.4,0.3333333333333333,0.17952928631920767,gini,,,5,2
1,0.2,0.7377049180327869,0.2857142857142857,0.4,0.3333333333333333,0.17952928631920767,gini,,,5,2
1,0.30000000000000004,0.819672131147541,0.4444444444444444,0.4,0.42105263157894735,0.3152192317563229,gini,,,5,2
1,0.4,0.819672131147541,0.4444444444444444,0.4,0.42105263157894735,0.3152192317563229,gini,,,5,2
1,0.5,0.819672131147541,0.4444444444444444,0.4,0.42105263157894735,0.3152192317563229,gini,,,5,2
1,0.6,0.819672131147541,0.42857142857142855,0.3,0.35294117647058826,0.2573637971418306,gini,,,5,2
1,0.7000000000000001,0.8360655737704918,0.5,0.2,0.2857142857142857,0.24047024221824384,gini,,,5,2
1,0.8,0.8360655737704918,0.5,0.2,0.2857142857142857,0.24047024221824384,gini,,,5,2
1,0.9,0.819672131147541,0.3333333333333333,0.1,0.15384615384615385,0.1040643513743066,gini,,,5,2
2,0.1,0.8,0.4444444444444444,0.8,0.5714285714285714,0.48795003647426655,gini,,,5,2
2,0.2,0.8,0.4444444444444444,0.8,0.5714285714285714,0.48795003647426655,gini,,,5,2
2,0.30000000000000004,0.8166666666666667,0.47058823529411764,0.8,0.5925925925925926,0.5127645625236082,gini,,,5,2
2,0.4,0.8166666666666667,0.47058823529411764,0.8,0.5925925925925926,0.5127645625236082,gini,,,5,2
2,0.5,0.8333333333333334,0.5,0.8,0.6153846153846154,0.5393598899705937,gini,,,5,2
2,0.6,0.85,0.5454545454545454,0.6,0.5714285714285714,0.4815713303308872,gini,,,5,2
2,0.7000000000000001,0.8666666666666667,0.625,0.5,0.5555555555555556,0.4823819106188661,gini,,,5,2
2,0.8,0.8666666666666667,0.625,0.5,0.5555555555555556,0.4823819106188661,gini,,,5,2
2,0.9,0.8666666666666667,0.6666666666666666,0.4,0.5,0.4472135954999579,gini,,,5,2
3,0.1,0.7,0.2857142857142857,0.6666666666666666,0.4,0.2788995520575487,gini,,,5,2
3,0.2,0.7,0.2857142857142857,0.6666666666666666,0.4,0.2788995520575487,gini,,,5,2
3,0.30000000000000004,0.7166666666666667,0.3,0.6666666666666666,0.41379310344827586,0.2970442628930023,gini,,,5,2
3,0.4,0.7166666666666667,0.3,0.6666666666666666,0.41379310344827586,0.2970442628930023,gini,,,5,2
3,0.5,0.75,0.3125,0.5555555555555556,0.4,0.2744302150984869,gini,,,5,2
3,0.6,0.75,0.3125,0.5555555555555556,0.4,0.2744302150984869,gini,,,5,2
3,0.7000000000000001,0.7666666666666667,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.29643243059996255,gini,,,5,2
3,0.8,0.7666666666666667,0.3333333333333333,0.5555555555555556,0.4166666666666667,0.29643243059996255,gini,,,5,2
3,0.9,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477,gini,,,5,2
4,0.1,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765,gini,,,5,2
4,0.2,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765,gini,,,5,2
4,0.30000000000000004,0.8333333333333334,0.47058823529411764,0.8888888888888888,0.6153846153846154,0.5645244046440765,gini,,,5,2
4,0.4,0.85,0.5,0.8888888888888888,0.64,0.5910804632890487,gini,,,5,2
4,0.5,0.9,0.6153846153846154,0.8888888888888888,0.7272727272727273,0.6854561497129446,gini,,,5,2
4,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184,gini,,,5,2
4,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184,gini,,,5,2
4,0.8,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184,gini,,,5,2
4,0.9,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502,gini,,,5,2
5,0.1,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813,gini,,,5,2
5,0.2,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813,gini,,,5,2
5,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477,gini,,,5,2
5,0.4,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477,gini,,,5,2
5,0.5,0.8333333333333334,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3464052287581699,gini,,,5,2
5,0.6,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628,gini,,,5,2
5,0.7000000000000001,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628,gini,,,5,2
5,0.8,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628,gini,,,5,2
5,0.9,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564,gini,,,5,2
