C,kernel,fold,threshold,accuracy,precision,recall,f1
1.0,linear,1,0.5,0.9,1.0,0.3333333333333333,0.5
1.0,linear,1,0.6,0.9,1.0,0.3333333333333333,0.5
1.0,linear,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,2,0.1,0.7333333333333333,0.36,1.0,0.5294117647058824
1.0,linear,2,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5
1.0,linear,2,0.30000000000000004,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375
1.0,linear,2,0.4,0.85,0.5,0.3333333333333333,0.4
1.0,linear,2,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
1.0,linear,2,0.6,0.85,0.5,0.2222222222222222,0.3076923076923077
1.0,linear,2,0.7000000000000001,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666
1.0,linear,2,0.8,0.8166666666666667,0.0,0.0,0.0
1.0,linear,2,0.9,0.8333333333333334,0.0,0.0,0.0
1.0,linear,3,0.1,0.48333333333333334,0.225,1.0,0.3673469387755102
1.0,linear,3,0.2,0.95,0.75,1.0,0.8571428571428571
1.0,linear,3,0.30000000000000004,0.9833333333333333,0.9,1.0,0.9473684210526315
1.0,linear,3,0.4,0.9833333333333333,1.0,0.8888888888888888,0.9411764705882353
1.0,linear,3,0.5,0.95,1.0,0.6666666666666666,0.8
1.0,linear,3,0.6,0.95,1.0,0.6666666666666666,0.8
1.0,linear,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
1.0,linear,3,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154
1.0,linear,3,0.9,0.9,1.0,0.3333333333333333,0.5
1.0,linear,4,0.1,0.75,0.375,1.0,0.5454545454545454
1.0,linear,4,0.2,0.9666666666666667,1.0,0.7777777777777778,0.875
1.0,linear,4,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
1.0,linear,4,0.4,0.9,1.0,0.3333333333333333,0.5
1.0,linear,4,0.5,0.9,1.0,0.3333333333333333,0.5
1.0,linear,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,linear,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,linear,4,0.9,0.85,1.0,0.0,0.0
1.0,linear,5,0.1,0.9152542372881356,0.6666666666666666,0.8888888888888888,0.7619047619047619
1.0,linear,5,0.2,0.8983050847457628,0.8,0.4444444444444444,0.5714285714285714
1.0,linear,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156
1.0,linear,5,0.4,0.8983050847457628,1.0,0.3333333333333333,0.5
1.0,linear,5,0.5,0.8983050847457628,1.0,0.3333333333333333,0.5
1.0,linear,5,0.6,0.8983050847457628,1.0,0.3333333333333333,0.5
1.0,linear,5,0.7000000000000001,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,5,0.8,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
1.0,linear,5,0.9,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
1.0,rbf,1,0.1,0.8333333333333334,0.4666666666666667,0.7777777777777778,0.5833333333333334
1.0,rbf,1,0.2,0.8666666666666667,0.5454545454545454,0.6666666666666666,0.6
1.0,rbf,1,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5
1.0,rbf,1,0.4,0.85,0.5,0.3333333333333333,0.4
1.0,rbf,1,0.5,0.85,0.5,0.3333333333333333,0.4
1.0,rbf,1,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,rbf,1,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,rbf,1,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,rbf,1,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,rbf,2,0.1,0.7666666666666667,0.3684210526315789,0.7777777777777778,0.5
1.0,rbf,2,0.2,0.75,0.2,0.2222222222222222,0.21052631578947367
1.0,rbf,2,0.30000000000000004,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882
1.0,rbf,2,0.4,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882
1.0,rbf,2,0.5,0.7833333333333333,0.25,0.2222222222222222,0.23529411764705882
1.0,rbf,2,0.6,0.7666666666666667,0.14285714285714285,0.1111111111111111,0.125
1.0,rbf,2,0.7000000000000001,0.8166666666666667,0.25,0.1111111111111111,0.15384615384615385
1.0,rbf,2,0.8,0.8166666666666667,0.0,0.0,0.0
1.0,rbf,2,0.9,0.8333333333333334,0.0,0.0,0.0
1.0,rbf,3,0.1,0.75,0.375,1.0,0.5454545454545454
1.0,rbf,3,0.2,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8
1.0,rbf,3,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947
1.0,rbf,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058
1.0,rbf,3,0.5,0.95,1.0,0.6666666666666666,0.8
1.0,rbf,3,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154
1.0,rbf,3,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5
1.0,rbf,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,rbf,3,0.9,0.85,1.0,0.0,0.0
1.0,rbf,4,0.1,0.8,0.4117647058823529,0.7777777777777778,0.5384615384615384
1.0,rbf,4,0.2,0.9,0.7142857142857143,0.5555555555555556,0.625
1.0,rbf,4,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,rbf,4,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,rbf,4,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,rbf,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
1.0,rbf,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,rbf,4,0.8,0.85,1.0,0.0,0.0
1.0,rbf,4,0.9,0.85,1.0,0.0,0.0
1.0,rbf,5,0.1,0.8813559322033898,0.5833333333333334,0.7777777777777778,0.6666666666666666
1.0,rbf,5,0.2,0.864406779661017,0.5714285714285714,0.4444444444444444,0.5
1.0,rbf,5,0.30000000000000004,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,rbf,5,0.4,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,rbf,5,0.5,0.864406779661017,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,rbf,5,0.6,0.864406779661017,1.0,0.1111111111111111,0.2
1.0,rbf,5,0.7000000000000001,0.864406779661017,1.0,0.1111111111111111,0.2
1.0,rbf,5,0.8,0.864406779661017,1.0,0.1111111111111111,0.2
1.0,rbf,5,0.9,0.864406779661017,1.0,0.1111111111111111,0.2
1.0,poly,1,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412
1.0,poly,1,0.2,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,poly,1,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,poly,1,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,poly,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,poly,1,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,poly,1,0.7000000000000001,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
1.0,poly,1,0.8,0.85,0.5,0.1111111111111111,0.18181818181818182
1.0,poly,1,0.9,0.85,0.5,0.1111111111111111,0.18181818181818182
1.0,poly,2,0.1,0.15,0.15,1.0,0.2608695652173913
1.0,poly,2,0.2,0.85,1.0,0.0,0.0
1.0,poly,2,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,poly,2,0.4,0.85,1.0,0.0,0.0
1.0,poly,2,0.5,0.85,1.0,0.0,0.0
1.0,poly,2,0.6,0.85,1.0,0.0,0.0
1.0,poly,2,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,poly,2,0.8,0.85,1.0,0.0,0.0
1.0,poly,2,0.9,0.85,1.0,0.0,0.0
1.0,poly,3,0.1,0.15,0.15,1.0,0.2608695652173913
1.0,poly,3,0.2,0.85,1.0,0.0,0.0
1.0,poly,3,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,poly,3,0.4,0.85,1.0,0.0,0.0
1.0,poly,3,0.5,0.85,1.0,0.0,0.0
1.0,poly,3,0.6,0.85,1.0,0.0,0.0
1.0,poly,3,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,poly,3,0.8,0.85,1.0,0.0,0.0
1.0,poly,3,0.9,0.85,1.0,0.0,0.0
1.0,poly,4,0.1,0.15,0.15,1.0,0.2608695652173913
1.0,poly,4,0.2,0.85,1.0,0.0,0.0
1.0,poly,4,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,poly,4,0.4,0.85,1.0,0.0,0.0
1.0,poly,4,0.5,0.85,1.0,0.0,0.0
1.0,poly,4,0.6,0.85,1.0,0.0,0.0
1.0,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,poly,4,0.8,0.85,1.0,0.0,0.0
1.0,poly,4,0.9,0.85,1.0,0.0,0.0
1.0,poly,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412
1.0,poly,5,0.2,0.864406779661017,1.0,0.1111111111111111,0.2
1.0,poly,5,0.30000000000000004,0.864406779661017,1.0,0.1111111111111111,0.2
1.0,poly,5,0.4,0.847457627118644,1.0,0.0,0.0
1.0,poly,5,0.5,0.847457627118644,1.0,0.0,0.0
1.0,poly,5,0.6,0.847457627118644,1.0,0.0,0.0
1.0,poly,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0
1.0,poly,5,0.8,0.847457627118644,1.0,0.0,0.0
1.0,poly,5,0.9,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,1,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045
1.0,sigmoid,1,0.2,0.8666666666666667,1.0,0.1111111111111111,0.2
1.0,sigmoid,1,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,sigmoid,1,0.4,0.85,1.0,0.0,0.0
1.0,sigmoid,1,0.5,0.85,1.0,0.0,0.0
1.0,sigmoid,1,0.6,0.85,1.0,0.0,0.0
1.0,sigmoid,1,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,sigmoid,1,0.8,0.85,1.0,0.0,0.0
1.0,sigmoid,1,0.9,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045
1.0,sigmoid,2,0.2,0.8166666666666667,0.3333333333333333,0.2222222222222222,0.26666666666666666
1.0,sigmoid,2,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.4,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.5,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.6,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.8,0.85,1.0,0.0,0.0
1.0,sigmoid,2,0.9,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.1,0.15,0.15,1.0,0.2608695652173913
1.0,sigmoid,3,0.2,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.4,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.5,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.6,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.8,0.85,1.0,0.0,0.0
1.0,sigmoid,3,0.9,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.1,0.2,0.15789473684210525,1.0,0.2727272727272727
1.0,sigmoid,4,0.2,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.30000000000000004,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.4,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.5,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.6,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.7000000000000001,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.8,0.85,1.0,0.0,0.0
1.0,sigmoid,4,0.9,0.85,1.0,0.0,0.0
1.0,sigmoid,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412
1.0,sigmoid,5,0.2,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.30000000000000004,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.4,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.5,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.6,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.8,0.847457627118644,1.0,0.0,0.0
1.0,sigmoid,5,0.9,0.847457627118644,1.0,0.0,0.0
10.0,linear,1,0.1,0.8,0.4,0.6666666666666666,0.5
10.0,linear,1,0.2,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5
10.0,linear,1,0.30000000000000004,0.9,1.0,0.3333333333333333,0.5
10.0,linear,1,0.4,0.9,1.0,0.3333333333333333,0.5
10.0,linear,1,0.5,0.9,1.0,0.3333333333333333,0.5
10.0,linear,1,0.6,0.9,1.0,0.3333333333333333,0.5
10.0,linear,1,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,linear,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,linear,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,linear,2,0.1,0.7333333333333333,0.36,1.0,0.5294117647058824
10.0,linear,2,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5
10.0,linear,2,0.30000000000000004,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375
10.0,linear,2,0.4,0.85,0.5,0.3333333333333333,0.4
10.0,linear,2,0.5,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855
10.0,linear,2,0.6,0.85,0.5,0.2222222222222222,0.3076923076923077
10.0,linear,2,0.7000000000000001,0.8333333333333334,0.3333333333333333,0.1111111111111111,0.16666666666666666
10.0,linear,2,0.8,0.8166666666666667,0.0,0.0,0.0
10.0,linear,2,0.9,0.8333333333333334,0.0,0.0,0.0
10.0,linear,3,0.1,0.48333333333333334,0.225,1.0,0.3673469387755102
10.0,linear,3,0.2,0.95,0.75,1.0,0.8571428571428571
10.0,linear,3,0.30000000000000004,0.9833333333333333,0.9,1.0,0.9473684210526315
10.0,linear,3,0.4,0.9833333333333333,1.0,0.8888888888888888,0.9411764705882353
10.0,linear,3,0.5,0.95,1.0,0.6666666666666666,0.8
10.0,linear,3,0.6,0.95,1.0,0.6666666666666666,0.8
10.0,linear,3,0.7000000000000001,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,linear,3,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154
10.0,linear,3,0.9,0.9,1.0,0.3333333333333333,0.5
10.0,linear,4,0.1,0.75,0.375,1.0,0.5454545454545454
10.0,linear,4,0.2,0.9666666666666667,1.0,0.7777777777777778,0.875
10.0,linear,4,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143
10.0,linear,4,0.4,0.9,1.0,0.3333333333333333,0.5
10.0,linear,4,0.5,0.9,1.0,0.3333333333333333,0.5
10.0,linear,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,linear,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2
10.0,linear,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2
10.0,linear,4,0.9,0.85,1.0,0.0,0.0
10.0,linear,5,0.1,0.9152542372881356,0.6666666666666666,0.8888888888888888,0.7619047619047619
10.0,linear,5,0.2,0.8983050847457628,0.8,0.4444444444444444,0.5714285714285714
10.0,linear,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156
10.0,linear,5,0.4,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,linear,5,0.5,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,linear,5,0.6,0.8983050847457628,1.0,0.3333333333333333,0.5
10.0,linear,5,0.7000000000000001,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,linear,5,0.8,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,linear,5,0.9,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,1,0.1,0.8166666666666667,0.4375,0.7777777777777778,0.56
10.0,rbf,1,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764
10.0,rbf,1,0.30000000000000004,0.85,0.5,0.2222222222222222,0.3076923076923077
10.0,rbf,1,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,rbf,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,rbf,1,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,rbf,1,0.7000000000000001,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,rbf,1,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,1,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,2,0.1,0.7666666666666667,0.3684210526315789,0.7777777777777778,0.5
10.0,rbf,2,0.2,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826
10.0,rbf,2,0.30000000000000004,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453
10.0,rbf,2,0.4,0.7833333333333333,0.3333333333333333,0.4444444444444444,0.38095238095238093
10.0,rbf,2,0.5,0.7833333333333333,0.3,0.3333333333333333,0.3157894736842105
10.0,rbf,2,0.6,0.7833333333333333,0.3,0.3333333333333333,0.3157894736842105
10.0,rbf,2,0.7000000000000001,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375
10.0,rbf,2,0.8,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375
10.0,rbf,2,0.9,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857
10.0,rbf,3,0.1,0.9166666666666666,0.6428571428571429,1.0,0.782608695652174
10.0,rbf,3,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947
10.0,rbf,3,0.30000000000000004,0.95,0.8,0.8888888888888888,0.8421052631578947
10.0,rbf,3,0.4,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778
10.0,rbf,3,0.5,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778
10.0,rbf,3,0.6,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765
10.0,rbf,3,0.7000000000000001,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765
10.0,rbf,3,0.8,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765
10.0,rbf,3,0.9,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75
10.0,rbf,4,0.1,0.9,0.6,1.0,0.75
10.0,rbf,4,0.2,0.9166666666666666,0.75,0.6666666666666666,0.7058823529411765
10.0,rbf,4,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75
10.0,rbf,4,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666
10.0,rbf,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154
10.0,rbf,4,0.6,0.9,1.0,0.3333333333333333,0.5
10.0,rbf,4,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,4,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,4,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,5,0.1,0.9152542372881356,0.7,0.7777777777777778,0.7368421052631579
10.0,rbf,5,0.2,0.9152542372881356,0.8333333333333334,0.5555555555555556,0.6666666666666666
10.0,rbf,5,0.30000000000000004,0.8813559322033898,0.75,0.3333333333333333,0.46153846153846156
10.0,rbf,5,0.4,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,5,0.5,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,5,0.6,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,5,0.7000000000000001,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,5,0.8,0.8813559322033898,1.0,0.2222222222222222,0.36363636363636365
10.0,rbf,5,0.9,0.864406779661017,1.0,0.1111111111111111,0.2
10.0,poly,1,0.1,0.16666666666666666,0.15254237288135594,1.0,0.2647058823529412
10.0,poly,1,0.2,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.7000000000000001,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.8,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,1,0.9,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333
10.0,poly,2,0.1,0.15,0.15,1.0,0.2608695652173913
10.0,poly,2,0.2,0.85,1.0,0.0,0.0
10.0,poly,2,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,poly,2,0.4,0.85,1.0,0.0,0.0
10.0,poly,2,0.5,0.85,1.0,0.0,0.0
10.0,poly,2,0.6,0.85,1.0,0.0,0.0
10.0,poly,2,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,poly,2,0.8,0.85,1.0,0.0,0.0
10.0,poly,2,0.9,0.85,1.0,0.0,0.0
10.0,poly,3,0.1,0.15,0.15,1.0,0.2608695652173913
10.0,poly,3,0.2,0.85,1.0,0.0,0.0
10.0,poly,3,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,poly,3,0.4,0.85,1.0,0.0,0.0
10.0,poly,3,0.5,0.85,1.0,0.0,0.0
10.0,poly,3,0.6,0.85,1.0,0.0,0.0
10.0,poly,3,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,poly,3,0.8,0.85,1.0,0.0,0.0
10.0,poly,3,0.9,0.85,1.0,0.0,0.0
10.0,poly,4,0.1,0.15,0.15,1.0,0.2608695652173913
10.0,poly,4,0.2,0.85,1.0,0.0,0.0
10.0,poly,4,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,poly,4,0.4,0.85,1.0,0.0,0.0
10.0,poly,4,0.5,0.85,1.0,0.0,0.0
10.0,poly,4,0.6,0.85,1.0,0.0,0.0
10.0,poly,4,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,poly,4,0.8,0.85,1.0,0.0,0.0
10.0,poly,4,0.9,0.85,1.0,0.0,0.0
10.0,poly,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412
10.0,poly,5,0.2,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.30000000000000004,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.4,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.5,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.6,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.8,0.847457627118644,1.0,0.0,0.0
10.0,poly,5,0.9,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,1,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045
10.0,sigmoid,1,0.2,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.4,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.5,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.6,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.8,0.85,1.0,0.0,0.0
10.0,sigmoid,1,0.9,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.1,0.2,0.15789473684210525,1.0,0.2727272727272727
10.0,sigmoid,2,0.2,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.4,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.5,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.6,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.8,0.85,1.0,0.0,0.0
10.0,sigmoid,2,0.9,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.1,0.15,0.15,1.0,0.2608695652173913
10.0,sigmoid,3,0.2,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.4,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.5,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.6,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.8,0.85,1.0,0.0,0.0
10.0,sigmoid,3,0.9,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.1,0.18333333333333332,0.15517241379310345,1.0,0.26865671641791045
10.0,sigmoid,4,0.2,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.30000000000000004,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.4,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.5,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.6,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.7000000000000001,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.8,0.85,1.0,0.0,0.0
10.0,sigmoid,4,0.9,0.85,1.0,0.0,0.0
10.0,sigmoid,5,0.1,0.15254237288135594,0.15254237288135594,1.0,0.2647058823529412
10.0,sigmoid,5,0.2,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.30000000000000004,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.4,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.5,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.6,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.7000000000000001,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.8,0.847457627118644,1.0,0.0,0.0
10.0,sigmoid,5,0.9,0.847457627118644,1.0,0.0,0.0
100.0,linear,1,0.1,0.8,0.4,0.6666666666666666,0.5
100.0,linear,1,0.2,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5
