alpha,fold,threshold,accuracy,precision,recall,f1,mcc
0.01,1,0.2,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.30000000000000004,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.4,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.5,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.6,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.7000000000000001,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.8,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,1,0.9,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
0.01,2,0.1,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.2,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.30000000000000004,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.4,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.5,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.6,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.7000000000000001,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.8,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,2,0.9,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.01,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.01,4,0.1,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.2,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.30000000000000004,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.4,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.5,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.6,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.7000000000000001,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.8,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,4,0.9,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.01,5,0.1,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.01,5,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.01,5,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.01,5,0.4,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.01,5,0.5,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.01,5,0.6,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.01,5,0.7000000000000001,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.01,5,0.8,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.01,5,0.9,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.1,1,0.1,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.2,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.30000000000000004,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.4,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.5,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.6,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.7000000000000001,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.8,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,1,0.9,0.9672131147540983,1.0,0.8,0.8888888888888888,0.8773889221746061
0.1,2,0.1,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.2,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.30000000000000004,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.4,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.5,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.6,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.7000000000000001,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.8,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,2,0.9,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
0.1,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.1,4,0.1,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.2,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.30000000000000004,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.4,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.5,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.6,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.7000000000000001,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.8,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,4,0.9,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
0.1,5,0.1,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.4,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.5,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.6,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.7000000000000001,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.8,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
0.1,5,0.9,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,1,0.1,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.2,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.30000000000000004,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.4,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.5,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.6,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.7000000000000001,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.8,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,1,0.9,0.9180327868852459,0.7777777777777778,0.7,0.7368421052631579,0.6897979292329923
1.0,2,0.1,0.8833333333333333,0.6153846153846154,0.8,0.6956521739130435,0.6332313927204475
1.0,2,0.2,0.9,0.6666666666666666,0.8,0.7272727272727273,0.6708203932499369
1.0,2,0.30000000000000004,0.9,0.6666666666666666,0.8,0.7272727272727273,0.6708203932499369
1.0,2,0.4,0.9,0.6666666666666666,0.8,0.7272727272727273,0.6708203932499369
1.0,2,0.5,0.9,0.6666666666666666,0.8,0.7272727272727273,0.6708203932499369
1.0,2,0.6,0.9,0.6666666666666666,0.8,0.7272727272727273,0.6708203932499369
1.0,2,0.7000000000000001,0.9,0.6666666666666666,0.8,0.7272727272727273,0.6708203932499369
1.0,2,0.8,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
1.0,2,0.9,0.8833333333333333,0.6363636363636364,0.7,0.6666666666666666,0.5971484496103001
1.0,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
1.0,4,0.1,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.2,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.30000000000000004,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.4,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.5,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.6,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.7000000000000001,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.8,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,4,0.9,0.9666666666666667,0.8181818181818182,1.0,0.9,0.886620694933573
1.0,5,0.1,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.30000000000000004,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.4,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.5,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.6,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.7000000000000001,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.8,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
1.0,5,0.9,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
10.0,1,0.1,0.9016393442622951,1.0,0.4,0.5714285714285714,0.5982430416161189
10.0,1,0.2,0.9016393442622951,1.0,0.4,0.5714285714285714,0.5982430416161189
10.0,1,0.30000000000000004,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,1,0.4,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,1,0.5,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,1,0.6,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,1,0.7000000000000001,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,1,0.8,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,1,0.9,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
10.0,2,0.1,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
10.0,2,0.2,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
10.0,2,0.30000000000000004,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
10.0,2,0.4,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
10.0,2,0.5,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
10.0,2,0.6,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
10.0,2,0.7000000000000001,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
10.0,2,0.8,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
10.0,2,0.9,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
10.0,3,0.1,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.2,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.30000000000000004,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.4,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.5,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.6,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.7000000000000001,0.95,1.0,0.6666666666666666,0.8,0.7934920476158722
10.0,3,0.8,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
10.0,3,0.9,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
10.0,4,0.1,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.2,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.30000000000000004,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.7000000000000001,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.8,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,4,0.9,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
10.0,5,0.1,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.2,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.30000000000000004,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.5,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.7000000000000001,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.8,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
10.0,5,0.9,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
