alpha,fold,threshold,accuracy,precision,recall,f1,mcc
0.001,1,0.1,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.2,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.30000000000000004,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.4,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.5,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.6,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.7000000000000001,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.8,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,1,0.9,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
0.001,2,0.1,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.2,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.30000000000000004,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.4,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.5,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.6,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.7000000000000001,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.8,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,2,0.9,0.9166666666666666,0.7777777777777778,0.7,0.7368421052631579,0.6888467201936644
0.001,3,0.1,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.2,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.5,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.6,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.7000000000000001,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.8,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,3,0.9,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
0.001,4,0.1,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.2,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.30000000000000004,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.4,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.5,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.6,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.7000000000000001,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.8,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,4,0.9,0.9833333333333333,0.9,1.0,0.9473684210526315,0.9393364366277243
0.001,5,0.1,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.2,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.30000000000000004,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.4,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.5,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.6,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.7000000000000001,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.8,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.001,5,0.9,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
0.01,1,0.1,0.9344262295081968,1.0,0.6,0.75,0.7458978726096732
