fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.8316831683168316,0.8447806911628263,0.8316831683168316,0.8373849189880493,0.41562550831902256
1,0.2,0.8316831683168316,0.8447806911628263,0.8316831683168316,0.8373849189880493,0.41562550831902256
1,0.30000000000000004,0.8316831683168316,0.8447806911628263,0.8316831683168316,0.8373849189880493,0.41562550831902256
1,0.4,0.8415841584158416,0.8498151019921268,0.8415841584158416,0.8453004964361983,0.4356591574709594
1,0.5,0.8415841584158416,0.8498151019921268,0.8415841584158416,0.8453004964361983,0.4356591574709594
1,0.6,0.8712871287128713,0.8625631793948626,0.8712871287128713,0.8657455739594291,0.48102625790909326
1,0.7000000000000001,0.8712871287128713,0.8625631793948626,0.8712871287128713,0.8657455739594291,0.48102625790909326
1,0.8,0.8712871287128713,0.8625631793948626,0.8712871287128713,0.8657455739594291,0.48102625790909326
1,0.9,0.8712871287128713,0.8625631793948626,0.8712871287128713,0.8657455739594291,0.48102625790909326
2,0.1,0.78,0.8014999999999999,0.78,0.789539295392954,0.25913374465524097
2,0.2,0.78,0.8014999999999999,0.78,0.789539295392954,0.25913374465524097
2,0.30000000000000004,0.78,0.8014999999999999,0.78,0.789539295392954,0.25913374465524097
2,0.4,0.78,0.8014999999999999,0.78,0.789539295392954,0.25913374465524097
2,0.5,0.78,0.8014999999999999,0.78,0.789539295392954,0.25913374465524097
2,0.6,0.79,0.7952657689581857,0.79,0.7925530756668481,0.23818296787430862
2,0.7000000000000001,0.81,0.8051764705882353,0.81,0.8074976140484824,0.27500954910846337
2,0.8,0.79,0.773368700265252,0.79,0.7809800362976405,0.15572928580876177
2,0.9,0.79,0.773368700265252,0.79,0.7809800362976405,0.15572928580876177
3,0.1,0.85,0.8380681818181819,0.85,0.8429672447013488,0.3619613829965134
3,0.2,0.85,0.8380681818181819,0.85,0.8429672447013488,0.3619613829965134
3,0.30000000000000004,0.85,0.8305555555555556,0.85,0.8371428571428571,0.32673201960653564
3,0.4,0.85,0.8305555555555556,0.85,0.8371428571428571,0.32673201960653564
3,0.5,0.85,0.8305555555555556,0.85,0.8371428571428571,0.32673201960653564
3,0.6,0.85,0.8305555555555556,0.85,0.8371428571428571,0.32673201960653564
3,0.7000000000000001,0.85,0.8305555555555556,0.85,0.8371428571428571,0.32673201960653564
3,0.8,0.86,0.8351766513056836,0.86,0.8376915219611848,0.32379969050494356
3,0.9,0.86,0.8351766513056836,0.86,0.8376915219611848,0.32379969050494356
