fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.15841584158415842,0.15841584158415842,1.0,0.27350427350427353,0.0
1,0.2,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.30000000000000004,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.4,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.5,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.6,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.7000000000000001,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.8,0.8415841584158416,1.0,0.0,0.0,0.0
1,0.9,0.8415841584158416,1.0,0.0,0.0,0.0
2,0.1,0.52,0.22413793103448276,0.8125,0.35135135135135137,0.20559126726745028
2,0.2,0.82,0.4375,0.4375,0.4375,0.33035714285714285
2,0.30000000000000004,0.85,0.5714285714285714,0.25,0.34782608695652173,0.30789480347447123
2,0.4,0.84,0.5,0.125,0.2,0.18931004635463394
2,0.5,0.85,0.6666666666666666,0.125,0.21052631578947367,0.24305102621022315
2,0.6,0.86,1.0,0.125,0.2222222222222222,0.32732683535398854
2,0.7000000000000001,0.84,1.0,0.0,0.0,0.0
2,0.8,0.84,1.0,0.0,0.0,0.0
2,0.9,0.84,1.0,0.0,0.0,0.0
3,0.1,0.18,0.15463917525773196,1.0,0.26785714285714285,0.07387728503667781
3,0.2,0.85,0.5,0.2,0.2857142857142857,0.24764219818702876
3,0.30000000000000004,0.84,0.3333333333333333,0.06666666666666667,0.1111111111111111,0.09029445948927288
3,0.4,0.84,0.0,0.0,0.0,-0.04222003309207491
3,0.5,0.84,0.0,0.0,0.0,-0.04222003309207491
3,0.6,0.85,1.0,0.0,0.0,0.0
3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
3,0.8,0.85,1.0,0.0,0.0,0.0
3,0.9,0.85,1.0,0.0,0.0,0.0
