fold,threshold,accuracy,precision,recall,f1,mcc
1,0.1,0.8688524590163934,0.5625,0.9,0.6923076923076923,0.6419456570298772
1,0.2,0.9180327868852459,0.8571428571428571,0.6,0.7058823529411765,0.674156495167981
1,0.30000000000000004,0.9180327868852459,1.0,0.5,0.6666666666666666,0.6748015581318281
1,0.4,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
1,0.5,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
1,0.6,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
1,0.7000000000000001,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
2,0.1,0.75,0.3684210526315789,0.7,0.4827586206896552,0.36853106738124597
2,0.2,0.8833333333333333,0.6666666666666666,0.6,0.631578947368421,0.5636018619766345
2,0.30000000000000004,0.9,0.75,0.6,0.6666666666666666,0.6139406135149205
2,0.4,0.9166666666666666,0.8571428571428571,0.6,0.7058823529411765,0.6733270173082295
2,0.5,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
2,0.6,0.9166666666666666,1.0,0.5,0.6666666666666666,0.674199862463242
2,0.7000000000000001,0.9,1.0,0.4,0.5714285714285714,0.5976143046671968
2,0.8,0.8666666666666667,1.0,0.2,0.3333333333333333,0.41522739926869984
2,0.9,0.8666666666666667,1.0,0.2,0.3333333333333333,0.41522739926869984
3,0.1,0.7166666666666667,0.2777777777777778,0.5555555555555556,0.37037037037037035,0.2342673936849873
3,0.2,0.8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.21568627450980393
3,0.30000000000000004,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
3,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
3,0.8,0.85,1.0,0.0,0.0,0.0
3,0.9,0.85,1.0,0.0,0.0,0.0
4,0.1,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
4,0.2,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
4,0.30000000000000004,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
4,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
4,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
4,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
4,0.9,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,0.1,0.7666666666666667,0.3684210526315789,0.7777777777777778,0.5,0.4164129963551078
5,0.2,0.8666666666666667,0.5454545454545454,0.6666666666666666,0.6,0.5247346970015024
5,0.30000000000000004,0.9333333333333333,0.8571428571428571,0.6666666666666666,0.75,0.7197193047267257
5,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
5,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
