n_neighbors,weights,metric,fold,threshold,accuracy,precision,recall,f1,mcc
5,uniform,euclidean,5,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,uniform,euclidean,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,uniform,euclidean,5,0.9,0.85,1.0,0.0,0.0,0.0
5,distance,cosine,1,0.1,0.7868852459016393,0.4,0.6,0.48,0.364119650945405
5,distance,cosine,1,0.2,0.819672131147541,0.4444444444444444,0.4,0.42105263157894735,0.3152192317563229
5,distance,cosine,1,0.30000000000000004,0.819672131147541,0.4,0.2,0.26666666666666666,0.19053220464898674
5,distance,cosine,1,0.4,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
5,distance,cosine,1,0.5,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
5,distance,cosine,1,0.6,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
5,distance,cosine,1,0.7000000000000001,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
5,distance,cosine,1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,distance,cosine,1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,distance,cosine,2,0.1,0.7333333333333333,0.36363636363636365,0.8,0.5,0.40214734617833486
5,distance,cosine,2,0.2,0.8166666666666667,0.4666666666666667,0.7,0.56,0.46475800154489
5,distance,cosine,2,0.30000000000000004,0.85,0.5454545454545454,0.6,0.5714285714285714,0.4815713303308872
5,distance,cosine,2,0.4,0.8833333333333333,0.6666666666666666,0.6,0.631578947368421,0.5636018619766345
5,distance,cosine,2,0.5,0.9,0.8333333333333334,0.5,0.625,0.5962847939999439
5,distance,cosine,2,0.6,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
5,distance,cosine,2,0.7000000000000001,0.8833333333333333,1.0,0.3,0.46153846153846156,0.5129891760425771
5,distance,cosine,2,0.8,0.8666666666666667,1.0,0.2,0.3333333333333333,0.41522739926869984
5,distance,cosine,2,0.9,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
5,distance,cosine,3,0.1,0.7,0.2857142857142857,0.6666666666666666,0.4,0.2788995520575487
5,distance,cosine,3,0.2,0.8833333333333333,0.6,0.6666666666666666,0.631578947368421,0.5636018619766345
5,distance,cosine,3,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,distance,cosine,3,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,distance,cosine,3,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
5,distance,cosine,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,cosine,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,cosine,3,0.8,0.85,1.0,0.0,0.0,0.0
5,distance,cosine,3,0.9,0.85,1.0,0.0,0.0,0.0
5,distance,cosine,4,0.1,0.8166666666666667,0.45,1.0,0.6206896551724138,0.5940885257860046
5,distance,cosine,4,0.2,0.95,0.8,0.8888888888888888,0.8421052631578947,0.8140915784106943
5,distance,cosine,4,0.30000000000000004,0.9666666666666667,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.869281045751634
5,distance,cosine,4,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
5,distance,cosine,4,0.5,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
5,distance,cosine,4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
5,distance,cosine,4,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
5,distance,cosine,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,cosine,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,cosine,5,0.1,0.7666666666666667,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.35735948550863555
5,distance,cosine,5,0.2,0.85,0.5,0.4444444444444444,0.47058823529411764,0.3844645254667628
5,distance,cosine,5,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
5,distance,cosine,5,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
5,distance,cosine,5,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,cosine,5,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,cosine,5,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,cosine,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,cosine,5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,euclidean,1,0.1,0.8524590163934426,0.5454545454545454,0.6,0.5714285714285714,0.48336314371159106
5,distance,euclidean,1,0.2,0.8688524590163934,0.625,0.5,0.5555555555555556,0.4838541850227607
5,distance,euclidean,1,0.30000000000000004,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
5,distance,euclidean,1,0.4,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
5,distance,euclidean,1,0.5,0.8688524590163934,0.75,0.3,0.42857142857142855,0.41935664191718136
5,distance,euclidean,1,0.6,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
5,distance,euclidean,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,distance,euclidean,1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,distance,euclidean,1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,distance,euclidean,2,0.1,0.7166666666666667,0.26666666666666666,0.4,0.32,0.15491933384829668
5,distance,euclidean,2,0.2,0.7666666666666667,0.3333333333333333,0.4,0.36363636363636365,0.223606797749979
5,distance,euclidean,2,0.30000000000000004,0.8166666666666667,0.4444444444444444,0.4,0.42105263157894735,0.31311214554257477
5,distance,euclidean,2,0.4,0.85,0.5714285714285714,0.4,0.47058823529411764,0.3947089411806863
5,distance,euclidean,2,0.5,0.8333333333333334,0.5,0.2,0.2857142857142857,0.23904572186687872
5,distance,euclidean,2,0.6,0.8666666666666667,1.0,0.2,0.3333333333333333,0.41522739926869984
5,distance,euclidean,2,0.7000000000000001,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
5,distance,euclidean,2,0.8,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
5,distance,euclidean,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
5,distance,euclidean,3,0.1,0.7666666666666667,0.3684210526315789,0.7777777777777778,0.5,0.4164129963551078
5,distance,euclidean,3,0.2,0.85,0.5,0.5555555555555556,0.5263157894736842,0.4383570037596047
5,distance,euclidean,3,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,distance,euclidean,3,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
5,distance,euclidean,3,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
5,distance,euclidean,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,euclidean,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
5,distance,euclidean,3,0.8,0.85,1.0,0.0,0.0,0.0
5,distance,euclidean,3,0.9,0.85,1.0,0.0,0.0,0.0
5,distance,euclidean,4,0.1,0.8,0.4,0.6666666666666666,0.5,0.40422604172722165
5,distance,euclidean,4,0.2,0.8666666666666667,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.477124183006536
5,distance,euclidean,4,0.30000000000000004,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
5,distance,euclidean,4,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
5,distance,euclidean,4,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,euclidean,4,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,distance,euclidean,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,euclidean,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,euclidean,4,0.9,0.85,1.0,0.0,0.0,0.0
5,distance,euclidean,5,0.1,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
5,distance,euclidean,5,0.2,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
5,distance,euclidean,5,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
5,distance,euclidean,5,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
5,distance,euclidean,5,0.5,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
5,distance,euclidean,5,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,euclidean,5,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,euclidean,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,distance,euclidean,5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,cosine,1,0.1,0.6557377049180327,0.28,0.7,0.4,0.2612563912343281
7,uniform,cosine,1,0.2,0.7540983606557377,0.3076923076923077,0.4,0.34782608695652173,0.20208192416047058
7,uniform,cosine,1,0.30000000000000004,0.819672131147541,0.4,0.2,0.26666666666666666,0.19053220464898674
7,uniform,cosine,1,0.4,0.819672131147541,0.4,0.2,0.26666666666666666,0.19053220464898674
7,uniform,cosine,1,0.5,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
7,uniform,cosine,1,0.6,0.8360655737704918,1.0,0.0,0.0,0.0
7,uniform,cosine,1,0.7000000000000001,0.8360655737704918,1.0,0.0,0.0,0.0
7,uniform,cosine,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
7,uniform,cosine,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
7,uniform,cosine,2,0.1,0.5833333333333334,0.2727272727272727,0.9,0.4186046511627907,0.3146266024828463
7,uniform,cosine,2,0.2,0.75,0.3684210526315789,0.7,0.4827586206896552,0.36853106738124597
7,uniform,cosine,2,0.30000000000000004,0.8333333333333334,0.5,0.5,0.5,0.4
7,uniform,cosine,2,0.4,0.8333333333333334,0.5,0.5,0.5,0.4
7,uniform,cosine,2,0.5,0.8833333333333333,1.0,0.3,0.46153846153846156,0.5129891760425771
7,uniform,cosine,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,cosine,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,cosine,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,cosine,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,cosine,3,0.1,0.5333333333333333,0.1935483870967742,0.6666666666666666,0.3,0.1260952799658015
7,uniform,cosine,3,0.2,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
7,uniform,cosine,3,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
7,uniform,cosine,3,0.4,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
7,uniform,cosine,3,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,cosine,3,0.6,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,3,0.8,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,3,0.9,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,4,0.1,0.6,0.2727272727272727,1.0,0.42857142857142855,0.37998029782867415
7,uniform,cosine,4,0.2,0.8833333333333333,0.5833333333333334,0.7777777777777778,0.6666666666666666,0.6067880364121375
7,uniform,cosine,4,0.30000000000000004,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
7,uniform,cosine,4,0.4,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
7,uniform,cosine,4,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,cosine,4,0.6,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,4,0.8,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,4,0.9,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,5,0.1,0.6,0.2413793103448276,0.7777777777777778,0.3684210526315789,0.2475203643773141
7,uniform,cosine,5,0.2,0.8333333333333334,0.42857142857142855,0.3333333333333333,0.375,0.2835257867105283
7,uniform,cosine,5,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,cosine,5,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,cosine,5,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,cosine,5,0.6,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,5,0.8,0.85,1.0,0.0,0.0,0.0
7,uniform,cosine,5,0.9,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,1,0.1,0.7377049180327869,0.3333333333333333,0.6,0.42857142857142855,0.2960447582039059
7,uniform,euclidean,1,0.2,0.819672131147541,0.4444444444444444,0.4,0.42105263157894735,0.3152192317563229
7,uniform,euclidean,1,0.30000000000000004,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
7,uniform,euclidean,1,0.4,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
7,uniform,euclidean,1,0.5,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,uniform,euclidean,1,0.6,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,uniform,euclidean,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,uniform,euclidean,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
7,uniform,euclidean,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
7,uniform,euclidean,2,0.1,0.6166666666666667,0.19047619047619047,0.4,0.25806451612903225,0.046880723093849545
7,uniform,euclidean,2,0.2,0.7333333333333333,0.25,0.3,0.2727272727272727,0.1118033988749895
7,uniform,euclidean,2,0.30000000000000004,0.8166666666666667,0.4,0.2,0.26666666666666666,0.18877596148970777
7,uniform,euclidean,2,0.4,0.8166666666666667,0.4,0.2,0.26666666666666666,0.18877596148970777
7,uniform,euclidean,2,0.5,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,euclidean,2,0.6,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,euclidean,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,euclidean,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,euclidean,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
7,uniform,euclidean,3,0.1,0.7,0.30434782608695654,0.7777777777777778,0.4375,0.3408069797984201
7,uniform,euclidean,3,0.2,0.8333333333333334,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.3464052287581699
7,uniform,euclidean,3,0.30000000000000004,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
7,uniform,euclidean,3,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
7,uniform,euclidean,3,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,euclidean,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,euclidean,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,euclidean,3,0.8,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,3,0.9,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,4,0.1,0.7666666666666667,0.35294117647058826,0.6666666666666666,0.46153846153846156,0.35735948550863555
7,uniform,euclidean,4,0.2,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
7,uniform,euclidean,4,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,euclidean,4,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,euclidean,4,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,euclidean,4,0.6,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,4,0.8,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,4,0.9,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,5,0.1,0.7833333333333333,0.35714285714285715,0.5555555555555556,0.43478260869565216,0.32003683870283267
7,uniform,euclidean,5,0.2,0.8666666666666667,0.5714285714285714,0.4444444444444444,0.5,0.42892362604926076
7,uniform,euclidean,5,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,euclidean,5,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,uniform,euclidean,5,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,uniform,euclidean,5,0.6,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,5,0.8,0.85,1.0,0.0,0.0,0.0
7,uniform,euclidean,5,0.9,0.85,1.0,0.0,0.0,0.0
7,distance,cosine,1,0.1,0.7540983606557377,0.3684210526315789,0.7,0.4827586206896552,0.371502561269277
7,distance,cosine,1,0.2,0.7868852459016393,0.36363636363636365,0.4,0.38095238095238093,0.2530103955365359
7,distance,cosine,1,0.30000000000000004,0.8524590163934426,0.6666666666666666,0.2,0.3076923076923077,0.3088361395624583
7,distance,cosine,1,0.4,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
7,distance,cosine,1,0.5,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
7,distance,cosine,1,0.6,0.8688524590163934,1.0,0.2,0.3333333333333333,0.4157900382791817
7,distance,cosine,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,cosine,1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,cosine,1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,cosine,2,0.1,0.7,0.34615384615384615,0.9,0.5,0.42115978631733075
7,distance,cosine,2,0.2,0.8166666666666667,0.47058823529411764,0.8,0.5925925925925926,0.5127645625236082
7,distance,cosine,2,0.30000000000000004,0.8666666666666667,0.6,0.6,0.6,0.52
7,distance,cosine,2,0.4,0.8666666666666667,0.6,0.6,0.6,0.52
7,distance,cosine,2,0.5,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
7,distance,cosine,2,0.6,0.8833333333333333,1.0,0.3,0.46153846153846156,0.5129891760425771
7,distance,cosine,2,0.7000000000000001,0.8666666666666667,1.0,0.2,0.3333333333333333,0.41522739926869984
7,distance,cosine,2,0.8,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
7,distance,cosine,2,0.9,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
7,distance,cosine,3,0.1,0.6333333333333333,0.24,0.6666666666666666,0.35294117647058826,0.2130214807490179
7,distance,cosine,3,0.2,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
7,distance,cosine,3,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
7,distance,cosine,3,0.4,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
7,distance,cosine,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,cosine,3,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,cosine,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,distance,cosine,3,0.8,0.85,1.0,0.0,0.0,0.0
7,distance,cosine,3,0.9,0.85,1.0,0.0,0.0,0.0
7,distance,cosine,4,0.1,0.7333333333333333,0.36,1.0,0.5294117647058824,0.4970501217477084
7,distance,cosine,4,0.2,0.9333333333333333,0.7272727272727273,0.8888888888888888,0.8,0.7659920289562161
7,distance,cosine,4,0.30000000000000004,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
7,distance,cosine,4,0.4,0.9333333333333333,1.0,0.5555555555555556,0.7142857142857143,0.7177405625652734
7,distance,cosine,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
7,distance,cosine,4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
7,distance,cosine,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,cosine,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,cosine,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,cosine,5,0.1,0.7833333333333333,0.3888888888888889,0.7777777777777778,0.5185185185185185,0.43797817080236756
7,distance,cosine,5,0.2,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
7,distance,cosine,5,0.30000000000000004,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
7,distance,cosine,5,0.4,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,cosine,5,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,cosine,5,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,cosine,5,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,cosine,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,cosine,5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,1,0.1,0.7704918032786885,0.375,0.6,0.46153846153846156,0.3399506564219915
7,distance,euclidean,1,0.2,0.8360655737704918,0.5,0.4,0.4444444444444444,0.3526759393054789
7,distance,euclidean,1,0.30000000000000004,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
7,distance,euclidean,1,0.4,0.8524590163934426,0.6,0.3,0.4,0.3519553224766005
7,distance,euclidean,1,0.5,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,euclidean,1,0.6,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,euclidean,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,euclidean,1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,euclidean,1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
7,distance,euclidean,2,0.1,0.6833333333333333,0.23529411764705882,0.4,0.2962962962962963,0.11578554637629863
7,distance,euclidean,2,0.2,0.7666666666666667,0.3333333333333333,0.4,0.36363636363636365,0.223606797749979
7,distance,euclidean,2,0.30000000000000004,0.8333333333333334,0.5,0.4,0.4444444444444444,0.35082320772281167
7,distance,euclidean,2,0.4,0.8333333333333334,0.5,0.3,0.375,0.29814239699997197
7,distance,euclidean,2,0.5,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
7,distance,euclidean,2,0.6,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
7,distance,euclidean,2,0.7000000000000001,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
7,distance,euclidean,2,0.8,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
7,distance,euclidean,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
7,distance,euclidean,3,0.1,0.7166666666666667,0.3181818181818182,0.7777777777777778,0.45161290322580644,0.35837977540673743
7,distance,euclidean,3,0.2,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
7,distance,euclidean,3,0.30000000000000004,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
7,distance,euclidean,3,0.4,0.8666666666666667,0.6,0.3333333333333333,0.42857142857142855,0.3799802978286742
7,distance,euclidean,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,euclidean,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,euclidean,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
7,distance,euclidean,3,0.8,0.85,1.0,0.0,0.0,0.0
7,distance,euclidean,3,0.9,0.85,1.0,0.0,0.0,0.0
7,distance,euclidean,4,0.1,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
7,distance,euclidean,4,0.2,0.9,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6078431372549019
7,distance,euclidean,4,0.30000000000000004,0.9166666666666666,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.6379053716127601
7,distance,euclidean,4,0.4,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
7,distance,euclidean,4,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
7,distance,euclidean,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,4,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,4,0.9,0.85,1.0,0.0,0.0,0.0
7,distance,euclidean,5,0.1,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
7,distance,euclidean,5,0.2,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
7,distance,euclidean,5,0.30000000000000004,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,distance,euclidean,5,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
7,distance,euclidean,5,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,5,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,5,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
7,distance,euclidean,5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
9,uniform,cosine,1,0.1,0.6065573770491803,0.26666666666666666,0.8,0.4,0.27298028757126014
