n_neighbors,weights,metric,fold,threshold,accuracy,precision,recall,f1,mcc
3,distance,cosine,3,0.30000000000000004,0.8666666666666667,0.5454545454545454,0.6666666666666666,0.6,0.5247346970015024
3,distance,cosine,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
3,distance,cosine,3,0.5,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
3,distance,cosine,3,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
3,distance,cosine,3,0.7000000000000001,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
3,distance,cosine,3,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,cosine,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,cosine,4,0.1,0.9,0.6363636363636364,0.7777777777777778,0.7,0.6453633629788592
3,distance,cosine,4,0.2,0.9166666666666666,0.7,0.7777777777777778,0.7368421052631579,0.6888467201936644
3,distance,cosine,4,0.30000000000000004,0.9333333333333333,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.738562091503268
3,distance,cosine,4,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
3,distance,cosine,4,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
3,distance,cosine,4,0.6,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
3,distance,cosine,4,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,cosine,4,0.8,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,cosine,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,cosine,5,0.1,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
3,distance,cosine,5,0.2,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
3,distance,cosine,5,0.30000000000000004,0.8166666666666667,0.4,0.4444444444444444,0.42105263157894735,0.31311214554257477
3,distance,cosine,5,0.4,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
3,distance,cosine,5,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
3,distance,cosine,5,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
3,distance,cosine,5,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,cosine,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,cosine,5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,1,0.1,0.8688524590163934,0.625,0.5,0.5555555555555556,0.4838541850227607
3,distance,euclidean,1,0.2,0.8688524590163934,0.625,0.5,0.5555555555555556,0.4838541850227607
3,distance,euclidean,1,0.30000000000000004,0.8688524590163934,0.625,0.5,0.5555555555555556,0.4838541850227607
3,distance,euclidean,1,0.4,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
3,distance,euclidean,1,0.5,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
3,distance,euclidean,1,0.6,0.8852459016393442,1.0,0.3,0.46153846153846156,0.51360792775061
3,distance,euclidean,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
3,distance,euclidean,1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
3,distance,euclidean,1,0.9,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
3,distance,euclidean,2,0.1,0.7333333333333333,0.2857142857142857,0.4,0.3333333333333333,0.17622684421256035
3,distance,euclidean,2,0.2,0.7333333333333333,0.2857142857142857,0.4,0.3333333333333333,0.17622684421256035
3,distance,euclidean,2,0.30000000000000004,0.7666666666666667,0.3333333333333333,0.4,0.36363636363636365,0.223606797749979
3,distance,euclidean,2,0.4,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
3,distance,euclidean,2,0.5,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
3,distance,euclidean,2,0.6,0.8666666666666667,0.75,0.3,0.42857142857142855,0.4183300132670377
3,distance,euclidean,2,0.7000000000000001,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
3,distance,euclidean,2,0.8,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
3,distance,euclidean,2,0.9,0.85,1.0,0.1,0.18181818181818182,0.291111254869791
3,distance,euclidean,3,0.1,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
3,distance,euclidean,3,0.2,0.8166666666666667,0.42857142857142855,0.6666666666666666,0.5217391304347826,0.43039436929001634
3,distance,euclidean,3,0.30000000000000004,0.85,0.5,0.6666666666666666,0.5714285714285714,0.4900980294098034
3,distance,euclidean,3,0.4,0.8833333333333333,0.75,0.3333333333333333,0.46153846153846156,0.44908871313907184
3,distance,euclidean,3,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
3,distance,euclidean,3,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
3,distance,euclidean,3,0.7000000000000001,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,3,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,3,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,4,0.1,0.8166666666666667,0.4166666666666667,0.5555555555555556,0.47619047619047616,0.37340802240746923
3,distance,euclidean,4,0.2,0.8333333333333334,0.45454545454545453,0.5555555555555556,0.5,0.4041060310241455
3,distance,euclidean,4,0.30000000000000004,0.8666666666666667,0.5555555555555556,0.5555555555555556,0.5555555555555556,0.477124183006536
3,distance,euclidean,4,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
3,distance,euclidean,4,0.5,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
3,distance,euclidean,4,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
3,distance,euclidean,4,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,euclidean,4,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,4,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,5,0.1,0.8833333333333333,0.625,0.5555555555555556,0.5882352941176471,0.5217732845620352
3,distance,euclidean,5,0.2,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
3,distance,euclidean,5,0.30000000000000004,0.9,0.7142857142857143,0.5555555555555556,0.625,0.5743214653879932
3,distance,euclidean,5,0.4,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,euclidean,5,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,euclidean,5,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,euclidean,5,0.7000000000000001,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
3,distance,euclidean,5,0.8,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
3,distance,euclidean,5,0.9,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,uniform,cosine,1,0.1,0.7377049180327869,0.3333333333333333,0.6,0.42857142857142855,0.2960447582039059
5,uniform,cosine,1,0.2,0.7377049180327869,0.3333333333333333,0.6,0.42857142857142855,0.2960447582039059
5,uniform,cosine,1,0.30000000000000004,0.7540983606557377,0.2222222222222222,0.2,0.21052631578947367,0.06550010010520996
5,uniform,cosine,1,0.4,0.7540983606557377,0.2222222222222222,0.2,0.21052631578947367,0.06550010010520996
5,uniform,cosine,1,0.5,0.8524590163934426,0.6666666666666666,0.2,0.3076923076923077,0.3088361395624583
5,uniform,cosine,1,0.6,0.8524590163934426,0.6666666666666666,0.2,0.3076923076923077,0.3088361395624583
5,uniform,cosine,1,0.7000000000000001,0.8360655737704918,1.0,0.0,0.0,0.0
5,uniform,cosine,1,0.8,0.8360655737704918,1.0,0.0,0.0,0.0
5,uniform,cosine,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
5,uniform,cosine,2,0.1,0.6333333333333333,0.2857142857142857,0.8,0.42105263157894735,0.2988071523335984
5,uniform,cosine,2,0.2,0.6333333333333333,0.2857142857142857,0.8,0.42105263157894735,0.2988071523335984
5,uniform,cosine,2,0.30000000000000004,0.8166666666666667,0.45454545454545453,0.5,0.47619047619047616,0.3659942110514743
5,uniform,cosine,2,0.4,0.8166666666666667,0.45454545454545453,0.5,0.47619047619047616,0.3659942110514743
5,uniform,cosine,2,0.5,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
5,uniform,cosine,2,0.6,0.8833333333333333,0.8,0.4,0.5333333333333333,0.512391895472064
5,uniform,cosine,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
5,uniform,cosine,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
5,uniform,cosine,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
5,uniform,cosine,3,0.1,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.375,0.24480501365802007
5,uniform,cosine,3,0.2,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.375,0.24480501365802007
5,uniform,cosine,3,0.30000000000000004,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
5,uniform,cosine,3,0.4,0.9,0.8,0.4444444444444444,0.5714285714285714,0.5488604301969738
5,uniform,cosine,3,0.5,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,uniform,cosine,3,0.6,0.8833333333333333,1.0,0.2222222222222222,0.36363636363636365,0.4420433223684922
5,uniform,cosine,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,3,0.8,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,3,0.9,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,4,0.1,0.75,0.375,1.0,0.5454545454545454,0.5144957554275266
5,uniform,cosine,4,0.2,0.75,0.375,1.0,0.5454545454545454,0.5144957554275266
5,uniform,cosine,4,0.30000000000000004,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
5,uniform,cosine,4,0.4,0.95,0.875,0.7777777777777778,0.8235294117647058,0.79639080275258
5,uniform,cosine,4,0.5,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
5,uniform,cosine,4,0.6,0.9166666666666666,1.0,0.4444444444444444,0.6153846153846154,0.6362090102803518
5,uniform,cosine,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,4,0.8,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,4,0.9,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,5,0.1,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.375,0.24480501365802007
5,uniform,cosine,5,0.2,0.6666666666666666,0.2608695652173913,0.6666666666666666,0.375,0.24480501365802007
5,uniform,cosine,5,0.30000000000000004,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
5,uniform,cosine,5,0.4,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
5,uniform,cosine,5,0.5,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
5,uniform,cosine,5,0.6,0.8666666666666667,0.6666666666666666,0.2222222222222222,0.3333333333333333,0.33195449253833836
5,uniform,cosine,5,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,5,0.8,0.85,1.0,0.0,0.0,0.0
5,uniform,cosine,5,0.9,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,1,0.1,0.8360655737704918,0.5,0.6,0.5454545454545454,0.44922235061060267
5,uniform,euclidean,1,0.2,0.8360655737704918,0.5,0.6,0.5454545454545454,0.44922235061060267
5,uniform,euclidean,1,0.30000000000000004,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
5,uniform,euclidean,1,0.4,0.8360655737704918,0.5,0.3,0.375,0.29982169389212354
5,uniform,euclidean,1,0.5,0.8688524590163934,0.75,0.3,0.42857142857142855,0.41935664191718136
5,uniform,euclidean,1,0.6,0.8688524590163934,0.75,0.3,0.42857142857142855,0.41935664191718136
5,uniform,euclidean,1,0.7000000000000001,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,uniform,euclidean,1,0.8,0.8524590163934426,1.0,0.1,0.18181818181818182,0.291547594742265
5,uniform,euclidean,1,0.9,0.8360655737704918,1.0,0.0,0.0,0.0
5,uniform,euclidean,2,0.1,0.65,0.21052631578947367,0.4,0.27586206896551724,0.08011544943070564
5,uniform,euclidean,2,0.2,0.65,0.21052631578947367,0.4,0.27586206896551724,0.08011544943070564
5,uniform,euclidean,2,0.30000000000000004,0.7833333333333333,0.3333333333333333,0.3,0.3157894736842105,0.18786728732554486
5,uniform,euclidean,2,0.4,0.7833333333333333,0.3333333333333333,0.3,0.3157894736842105,0.18786728732554486
5,uniform,euclidean,2,0.5,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
5,uniform,euclidean,2,0.6,0.8166666666666667,0.3333333333333333,0.1,0.15384615384615385,0.10259783520851541
5,uniform,euclidean,2,0.7000000000000001,0.8333333333333334,1.0,0.0,0.0,0.0
5,uniform,euclidean,2,0.8,0.8333333333333334,1.0,0.0,0.0,0.0
5,uniform,euclidean,2,0.9,0.8333333333333334,1.0,0.0,0.0,0.0
5,uniform,euclidean,3,0.1,0.75,0.35,0.7777777777777778,0.4827586206896552,0.3960590171906697
5,uniform,euclidean,3,0.2,0.75,0.35,0.7777777777777778,0.4827586206896552,0.3960590171906697
5,uniform,euclidean,3,0.30000000000000004,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,uniform,euclidean,3,0.4,0.8833333333333333,0.6666666666666666,0.4444444444444444,0.5333333333333333,0.48231869560964785
5,uniform,euclidean,3,0.5,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
5,uniform,euclidean,3,0.6,0.9,1.0,0.3333333333333333,0.5,0.5461186812727502
5,uniform,euclidean,3,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,3,0.8,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,3,0.9,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,4,0.1,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
5,uniform,euclidean,4,0.2,0.7833333333333333,0.375,0.6666666666666666,0.48,0.3799802978286742
5,uniform,euclidean,4,0.30000000000000004,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
5,uniform,euclidean,4,0.4,0.85,0.5,0.3333333333333333,0.4,0.32673201960653564
5,uniform,euclidean,4,0.5,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,uniform,euclidean,4,0.6,0.8666666666666667,1.0,0.1111111111111111,0.2,0.3099115966531633
5,uniform,euclidean,4,0.7000000000000001,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,4,0.8,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,4,0.9,0.85,1.0,0.0,0.0,0.0
5,uniform,euclidean,5,0.1,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
5,uniform,euclidean,5,0.2,0.8,0.38461538461538464,0.5555555555555556,0.45454545454545453,0.34556053828503813
5,uniform,euclidean,5,0.30000000000000004,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
5,uniform,euclidean,5,0.4,0.8333333333333334,0.4,0.2222222222222222,0.2857142857142857,0.21110016546037455
5,uniform,euclidean,5,0.5,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
5,uniform,euclidean,5,0.6,0.85,0.5,0.1111111111111111,0.18181818181818182,0.18201783862232032
