alpha,accuracy,precision,recall,f1,mcc,preparationTime
0.001,0.9402185792349727,0.8664285714285713,0.7422222222222221,0.792923976608187,0.7656537497987174,0.00082983803986885
0.01,0.9368852459016394,0.840909090909091,0.7644444444444444,0.791690009337068,0.7619519155947524,0.00082983803986885
0.1,0.9236065573770491,0.7608585858585859,0.7644444444444444,0.7580126787557129,0.7160723000448288,0.00082983803986885
1.0,0.9268852459016393,0.7494444444444445,0.7822222222222222,0.7635588078931732,0.721973539403142,0.00082983803986885
10.0,0.9003825136612023,0.9099999999999999,0.4022222222222222,0.548901098901099,0.5606063489718671,0.00082983803986885
