alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.9202640264026402,0.847979797979798,0.5986111111111111,0.6999050332383665,0.0012034343853820648
0.01,0.916930693069307,0.8198412698412699,0.6194444444444445,0.7023741690408357,0.0012034343853820648
0.1,0.916930693069307,0.7817460317460317,0.6611111111111111,0.7160493827160493,0.0012034343853820648
1.0,0.9068976897689769,0.719047619047619,0.6611111111111111,0.6887158571252009,0.0012034343853820648
10.0,0.8903960396039604,0.8962962962962964,0.3444444444444444,0.48253968253968255,0.0012034343853820648
