eta,max_depth,n_estimators,accuracy,precision,recall,f1,mcc,preparationTime
0.01,3,50,0.8438613861386138,1.0,0.0,0.0,0.0,0.0010170328073112966
0.01,3,100,0.8505280528052804,1.0,0.04305555555555555,0.08088235294117647,0.1565099824747812,0.0010170328073112966
0.01,3,200,0.8671287128712871,0.9166666666666666,0.16944444444444443,0.2836945304437564,0.3573445594290969,0.0010170328073112966
0.01,3,300,0.8704620462046204,0.8333333333333334,0.21388888888888888,0.34035087719298246,0.3811446361656499,0.0010170328073112966
0.01,5,50,0.8438613861386138,1.0,0.0,0.0,0.0,0.0010170328073112966
0.01,5,100,0.8571947194719471,1.0,0.0861111111111111,0.15250544662309368,0.22246495192026364,0.0010170328073112966
0.01,5,200,0.8638613861386139,0.75,0.1722222222222222,0.27738791423001946,0.3157964128825138,0.0010170328073112966
0.01,5,300,0.8638613861386139,0.75,0.19305555555555554,0.30701754385964913,0.3347983645966246,0.0010170328073112966
0.01,7,50,0.8438613861386138,1.0,0.0,0.0,0.0,0.0010170328073112966
0.01,7,100,0.8571947194719471,1.0,0.0861111111111111,0.15250544662309368,0.22246495192026364,0.0010170328073112966
0.01,7,200,0.8671947194719473,0.8333333333333334,0.19305555555555554,0.312280701754386,0.35961316702572904,0.0010170328073112966
0.01,7,300,0.8638613861386139,0.75,0.19305555555555554,0.30701754385964913,0.3347983645966246,0.0010170328073112966
0.01,10,50,0.8438613861386138,1.0,0.0,0.0,0.0,0.0010170328073112966
0.01,10,100,0.8571947194719471,1.0,0.0861111111111111,0.15250544662309368,0.22246495192026364,0.0010170328073112966
0.01,10,200,0.8671947194719473,0.8333333333333334,0.19305555555555554,0.312280701754386,0.35961316702572904,0.0010170328073112966
0.01,10,300,0.8638613861386139,0.75,0.19305555555555554,0.30701754385964913,0.3347983645966246,0.0010170328073112966
0.1,3,50,0.8737293729372938,0.7666666666666666,0.27638888888888885,0.40606060606060607,0.4104403273300728,0.0010170328073112966
0.1,3,100,0.8803960396039604,0.8222222222222223,0.2986111111111111,0.43722943722943725,0.4495085649207704,0.0010170328073112966
0.1,3,200,0.877062706270627,0.7825396825396825,0.2986111111111111,0.43001443001443,0.43286536049065977,0.0010170328073112966
0.1,3,300,0.877062706270627,0.7825396825396825,0.2986111111111111,0.43001443001443,0.43286536049065977,0.0010170328073112966
0.1,5,50,0.8671287128712871,0.7388888888888889,0.2347222222222222,0.3545454545454545,0.3653160442364891,0.0010170328073112966
0.1,5,100,0.8638283828382839,0.6888888888888888,0.2347222222222222,0.34920634920634913,0.34735720717624047,0.0010170328073112966
0.1,5,200,0.8671617161716171,0.7047619047619048,0.2569444444444444,0.3737373737373737,0.37002228817264227,0.0010170328073112966
0.1,5,300,0.8704620462046204,0.7547619047619047,0.2569444444444444,0.3784992784992785,0.3876919592185552,0.0010170328073112966
0.1,7,50,0.8671287128712871,0.7666666666666666,0.21388888888888888,0.3333333333333333,0.3583804728750926,0.0010170328073112966
0.1,7,100,0.8671287128712871,0.7388888888888889,0.2347222222222222,0.353968253968254,0.36502687822215324,0.0010170328073112966
0.1,7,200,0.8704620462046204,0.7547619047619047,0.2569444444444444,0.3784992784992785,0.3876919592185552,0.0010170328073112966
0.1,7,300,0.8671287128712871,0.7380952380952381,0.23611111111111108,0.3515151515151515,0.3636945160163156,0.0010170328073112966
0.1,10,50,0.8671287128712871,0.7666666666666666,0.21388888888888888,0.3333333333333333,0.3583804728750926,0.0010170328073112966
0.1,10,100,0.8671287128712871,0.7388888888888889,0.2347222222222222,0.353968253968254,0.36502687822215324,0.0010170328073112966
0.1,10,200,0.8704620462046204,0.7547619047619047,0.2569444444444444,0.3784992784992785,0.3876919592185552,0.0010170328073112966
0.1,10,300,0.8671287128712871,0.7380952380952381,0.23611111111111108,0.3515151515151515,0.3636945160163156,0.0010170328073112966
0.3,3,50,0.8704290429042905,0.7547619047619047,0.2569444444444444,0.3784992784992785,0.387693554070671,0.0010170328073112966
0.3,3,100,0.8737623762376238,0.7555555555555555,0.3,0.42063492063492064,0.41885244397684657,0.0010170328073112966
0.3,3,200,0.8737623762376238,0.7555555555555555,0.3,0.42063492063492064,0.41885244397684657,0.0010170328073112966
0.3,3,300,0.8737623762376238,0.7555555555555555,0.3,0.42063492063492064,0.41885244397684657,0.0010170328073112966
0.3,5,50,0.8736963696369636,0.7301587301587301,0.2972222222222222,0.42210929167450906,0.4123147529968268,0.0010170328073112966
0.3,5,100,0.877029702970297,0.746031746031746,0.3194444444444444,0.4466403162055336,0.43497983399322876,0.0010170328073112966
0.3,5,200,0.8803300330033004,0.751984126984127,0.34027777777777773,0.4671717171717172,0.45277757580412975,0.0010170328073112966
0.3,5,300,0.8803300330033004,0.751984126984127,0.34027777777777773,0.4671717171717172,0.45277757580412975,0.0010170328073112966
0.3,7,50,0.8736963696369636,0.7301587301587301,0.2972222222222222,0.42210929167450906,0.4123147529968268,0.0010170328073112966
0.3,7,100,0.8836963696369637,0.8015873015873015,0.34027777777777773,0.4769433465085639,0.4732657955501711,0.0010170328073112966
0.3,7,200,0.8869966996699671,0.8075396825396827,0.3611111111111111,0.49747474747474746,0.4910635373610721,0.0010170328073112966
0.3,7,300,0.8869966996699671,0.8075396825396827,0.3611111111111111,0.49747474747474746,0.4910635373610721,0.0010170328073112966
0.3,10,50,0.8736963696369636,0.7301587301587301,0.2972222222222222,0.42210929167450906,0.4123147529968268,0.0010170328073112966
0.3,10,100,0.8836963696369637,0.8015873015873015,0.34027777777777773,0.4769433465085639,0.4732657955501711,0.0010170328073112966
0.3,10,200,0.8869966996699671,0.8075396825396827,0.3611111111111111,0.49747474747474746,0.4910635373610721,0.0010170328073112966
0.3,10,300,0.8869966996699671,0.8075396825396827,0.3611111111111111,0.49747474747474746,0.4910635373610721,0.0010170328073112966
0.5,3,50,0.8936303630363036,0.8240740740740741,0.40277777777777773,0.5387301587301588,0.5279301031183253,0.0010170328073112966
0.5,3,100,0.8902640264026402,0.7603174603174603,0.4236111111111111,0.5422843822843822,0.5138231948892752,0.0010170328073112966
0.5,3,200,0.8902640264026402,0.7603174603174603,0.4236111111111111,0.5422843822843822,0.5138231948892752,0.0010170328073112966
0.5,3,300,0.8902640264026402,0.7603174603174603,0.4236111111111111,0.5422843822843822,0.5138231948892752,0.0010170328073112966
0.5,5,50,0.8803300330033004,0.7936507936507936,0.3194444444444444,0.45454545454545453,0.453992200382004,0.0010170328073112966
0.5,5,100,0.8802970297029703,0.7714285714285715,0.3194444444444444,0.4496517974778844,0.44596113455162606,0.0010170328073112966
0.5,5,200,0.8802970297029703,0.7714285714285715,0.3194444444444444,0.4496517974778844,0.44596113455162606,0.0010170328073112966
0.5,5,300,0.8802970297029703,0.7714285714285715,0.3194444444444444,0.4496517974778844,0.44596113455162606,0.0010170328073112966
0.5,7,50,0.8803300330033004,0.7797619047619048,0.34027777777777773,0.47222222222222227,0.4622789585909077,0.0010170328073112966
0.5,7,100,0.8836303630363037,0.7797619047619048,0.3611111111111111,0.49330259112867814,0.4788557506013122,0.0010170328073112966
