pca__n_components,knn__n_neighbors,knn__weights,knn__metric,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.7,9,uniform,cosine,0.30000000000000004,0.6666666666666667,0.16666666666666669,0.6330769230769231,0.13898405680989917,0.8222222222222222,0.21659542988464361,0.7074218165735193,0.1593627356067752,0.35000627564082193,0.3449418695670849
0.7,9,uniform,cosine,0.4,0.6888888888888889,0.17391639824998367,0.7055555555555555,0.19179745939948936,0.6444444444444445,0.18257418583505536,0.673202614379085,0.18590147259252146,0.3794392684110859,0.3495608613843023
0.7,9,uniform,cosine,0.5,0.6555555555555556,0.14907119849998596,0.7333333333333334,0.22360679774997896,0.5111111111111111,0.12668615834434865,0.6007843137254902,0.1625063214101836,0.3299831645537221,0.3162277660168379
0.7,9,uniform,cosine,0.6,0.6333333333333333,0.12171612389003689,0.7333333333333334,0.22360679774997896,0.4444444444444445,0.13608276348795434,0.5453996983408749,0.1552504447655652,0.2954663050813824,0.27095066108357596
0.7,9,uniform,cosine,0.7000000000000001,0.6444444444444445,0.10829771494232178,0.9333333333333333,0.09128709291752768,0.33333333333333337,0.26057865332352387,0.4297435897435897,0.3099150484860432,0.343973430088649,0.2221450295053556
0.7,9,uniform,cosine,0.8,0.6333333333333333,0.12789849370245931,1.0,0.0,0.26666666666666666,0.25579698740491863,0.36593406593406597,0.34255058145824885,0.3203819504541698,0.29879202610075617
0.7,9,uniform,cosine,0.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,9,uniform,euclidean,0.1,0.5,0.039283710065919325,0.5007843137254901,0.022209723513167252,0.9555555555555555,0.060858061945018485,0.6564102564102564,0.022934030538459375,-0.018692885307269397,0.1408000637681259
0.7,9,uniform,euclidean,0.2,0.5444444444444445,0.06085806194501847,0.5267857142857142,0.03681344308587194,0.9555555555555555,0.060858061945018485,0.6777971014492754,0.03072573145441694,0.12416292650113965,0.17273274866244562
0.7,9,uniform,euclidean,0.30000000000000004,0.611111111111111,0.11785113019775792,0.5758241758241758,0.08162623752111596,0.9333333333333332,0.060858061945018485,0.7095546772068511,0.06889176152090108,0.25190782372521847,0.2632573532855331
0.7,9,uniform,euclidean,0.4,0.6,0.19798366312450508,0.5787878787878789,0.17123223266165655,0.7333333333333333,0.2434322477800738,0.6422055137844611,0.19168407414021962,0.21527966788451652,0.4026487933697745
0.7,9,uniform,euclidean,0.5,0.611111111111111,0.1416394309331329,0.6716666666666666,0.18834070782022197,0.4666666666666666,0.14487116456005886,0.5450980392156863,0.15151446674771918,0.2382300513795689,0.2925323012791988
0.7,9,uniform,euclidean,0.6,0.6555555555555556,0.09128709291752768,0.9166666666666666,0.11785113019775792,0.35555555555555557,0.1987615979999813,0.4812254412254412,0.2133120109733405,0.39098569025582103,0.15631751161805169
0.7,9,uniform,euclidean,0.7000000000000001,0.611111111111111,0.10393492741038726,0.96,0.08944271909999157,0.2444444444444444,0.2277100170213244,0.3373626373626374,0.3107093061269638,0.2707680566184864,0.25377111821041853
0.7,9,uniform,euclidean,0.8,0.5444444444444445,0.07243558228002943,1.0,0.0,0.08888888888888888,0.14487116456005886,0.13999999999999999,0.21908902300206645,0.1379498441072582,0.20228243371934235
0.7,9,uniform,euclidean,0.9,0.5111111111111111,0.024845199749997673,1.0,0.0,0.02222222222222222,0.049690399499995326,0.04,0.0894427190999916,0.048507125007266595,0.10846522890932808
0.7,11,distance,cosine,0.1,0.5777777777777777,0.07453559924999299,0.5582251082251082,0.05850365468062059,0.888888888888889,0.11111111111111109,0.6791304347826086,0.017135804352298487,0.1689690463373708,0.15899257118371998
0.7,11,distance,cosine,0.2,0.6,0.08240220541217401,0.5882575757575758,0.09548535457584931,0.711111111111111,0.2018433569398328,0.6326274509803922,0.10183340459508546,0.23008596458967706,0.17947479839573424
0.7,11,distance,cosine,0.30000000000000004,0.6111111111111112,0.0785674201318386,0.6009523809523809,0.0916372865718395,0.6888888888888889,0.16480441082434805,0.634073675236685,0.09584416195523879,0.2347567791115754,0.15924069854305611
0.7,11,distance,cosine,0.4,0.6222222222222222,0.09128709291752765,0.6196969696969697,0.09912380141694621,0.6444444444444445,0.1217161238900369,0.6286274509803922,0.09785865726255545,0.2472778469343686,0.18388146525598753
0.7,11,distance,cosine,0.5,0.6,0.12044157438154886,0.5994949494949495,0.12496300850468257,0.6,0.14907119849998596,0.5975163398692811,0.12900543591169703,0.2022635094202188,0.24278965731248672
0.7,11,distance,cosine,0.6,0.6333333333333333,0.15010284540118105,0.6355555555555557,0.1734098833813142,0.5555555555555556,0.22222222222222218,0.5891690009337068,0.20552581707952577,0.2651896023932526,0.3051225018766235
0.7,11,distance,cosine,0.7000000000000001,0.6444444444444445,0.13379549531991436,0.7722222222222223,0.18044868632124136,0.4222222222222222,0.3460535889421653,0.4664289958407606,0.35104501943401883,0.294834734369309,0.27213351253463763
0.7,11,distance,cosine,0.8,0.6555555555555556,0.12668615834434868,0.8984126984126984,0.14090375251537868,0.4,0.32960882164869615,0.46341269841269844,0.34351517724363306,0.35202931658336895,0.2496701862198104
0.7,11,distance,cosine,0.9,0.6333333333333333,0.12171612389003689,0.9333333333333333,0.09128709291752765,0.3111111111111111,0.2876039801232175,0.38974358974358975,0.3564010329003909,0.29546630508138244,0.27095066108357596
0.7,11,distance,euclidean,0.1,0.5222222222222223,0.04969039949999535,0.5142857142857142,0.03194382824999699,0.9333333333333332,0.06085806194501847,0.6617971014492754,0.02315069397188692,0.05345224838248488,0.11952286093343938
0.7,11,distance,euclidean,0.2,0.5666666666666667,0.09128709291752768,0.5421703296703296,0.061052245458478246,0.888888888888889,0.1360827634879544,0.6710092226613965,0.07408742812188997,0.173776820336823,0.22320551563684699
0.7,11,distance,euclidean,0.30000000000000004,0.611111111111111,0.161970885967925,0.5876190476190477,0.12752439631430842,0.8,0.1825741858350553,0.672463768115942,0.1353093547956938,0.24421405890735506,0.3398951777671444
0.7,11,distance,euclidean,0.4,0.6666666666666667,0.15214515486254615,0.6777777777777778,0.16298006013006625,0.6444444444444445,0.14487116456005886,0.6601307189542484,0.15188169985127126,0.3344409937555387,0.3053051235694945
0.7,11,distance,euclidean,0.5,0.6888888888888889,0.13944333775567924,0.77,0.17888543819998318,0.5555555555555556,0.15713484026367724,0.6388655462184873,0.15625578161748782,0.39782920765053487,0.2837015689890749
0.7,11,distance,euclidean,0.6,0.6888888888888889,0.06334307917217431,0.82,0.10368220676663861,0.4888888888888888,0.12668615834434865,0.604912734324499,0.10601400032047749,0.41577138357873505,0.13099409905808232
0.7,11,distance,euclidean,0.7000000000000001,0.6777777777777778,0.082402205412174,0.9266666666666665,0.10110500592068733,0.4,0.18592445034090568,0.5304761904761904,0.2025797343093195,0.43068632360819803,0.13844595334929669
0.7,11,distance,euclidean,0.8,0.6333333333333333,0.10092167846991637,1.0,0.0,0.26666666666666666,0.20184335693983274,0.3861538461538462,0.2746918661005003,0.35175883763719773,0.22998951147877056
0.7,11,distance,euclidean,0.9,0.5555555555555556,0.039283710065919304,1.0,0.0,0.11111111111111112,0.07856742013183862,0.19272727272727272,0.12894998710179742,0.21623205314045454,0.13008562969118875
0.7,11,uniform,cosine,0.1,0.5222222222222223,0.030429030972509246,0.512549019607843,0.01723929775712413,0.9777777777777779,0.04969039949999535,0.6717948717948717,0.011467015269229724,0.07832136470726378,0.11222140034987288
0.7,11,uniform,cosine,0.2,0.5777777777777777,0.06334307917217433,0.5468347338935574,0.03908561863444837,0.8444444444444444,0.23040490392586355,0.655042953636304,0.10748635261878162,0.22121633218974024,0.16415769470630276
0.7,11,uniform,cosine,0.30000000000000004,0.6777777777777778,0.12668615834434865,0.6333333333333333,0.09501461875826152,0.8,0.21372648957412604,0.703641456582633,0.14665678002597862,0.3771236166328253,0.26874192494328497
0.7,11,uniform,cosine,0.4,0.6666666666666666,0.16666666666666663,0.7333333333333334,0.22360679774997896,0.5777777777777777,0.12171612389003693,0.641047471620227,0.15673718606476197,0.3481066153599058,0.34457111113724903
0.7,11,uniform,cosine,0.5,0.6333333333333333,0.15010284540118105,0.719047619047619,0.24362623318640925,0.48888888888888893,0.09938079899999068,0.578641456582633,0.14751405131242387,0.2898044276136935,0.32485143170545644
0.7,11,uniform,cosine,0.6,0.6444444444444445,0.10829771494232178,0.8333333333333334,0.20412414523193148,0.4222222222222222,0.18257418583505536,0.5238612368024133,0.19804508566070328,0.343973430088649,0.2221450295053556
0.7,11,uniform,cosine,0.7000000000000001,0.6555555555555556,0.12044157438154886,0.9666666666666666,0.07453559924999296,0.33333333333333337,0.26057865332352387,0.4392673992673993,0.31959642935796573,0.37372726051965116,0.25150302964678245
0.7,11,uniform,cosine,0.8,0.6333333333333333,0.12789849370245931,1.0,0.0,0.26666666666666666,0.25579698740491863,0.36593406593406597,0.34255058145824885,0.3203819504541698,0.29879202610075617
0.7,11,uniform,cosine,0.9,0.5777777777777777,0.09296222517045283,1.0,0.0,0.15555555555555553,0.18592445034090566,0.23580419580419582,0.2612046783733166,0.2261222998908911,0.23123653614119893
0.7,11,uniform,euclidean,0.1,0.5333333333333334,0.04969039949999537,0.5201680672268908,0.03135816496982402,0.9555555555555555,0.060858061945018485,0.6722586399108138,0.022651612048308612,0.10195937338975147,0.139887036327694
0.7,11,uniform,euclidean,0.2,0.5666666666666667,0.060858061945018485,0.5410714285714285,0.03766968412451604,0.9555555555555555,0.060858061945018485,0.6889275362318841,0.022622069622969202,0.1776151748836245,0.16592271628113514
0.7,11,uniform,euclidean,0.30000000000000004,0.6333333333333334,0.1009216784699164,0.5883241758241758,0.07123613659757347,0.9555555555555555,0.060858061945018485,0.7255546772068511,0.05695513775928087,0.3226185018438732,0.22309863617107153
0.7,11,uniform,euclidean,0.4,0.5666666666666667,0.1590869007030706,0.5662878787878788,0.12994166525305842,0.6666666666666666,0.1756820922315766,0.6053333333333334,0.13423399506868133,0.10991656500764986,0.3623084105757561
0.7,11,uniform,euclidean,0.5,0.6222222222222222,0.12668615834434865,0.6971428571428572,0.2273179917818981,0.4444444444444445,0.13608276348795434,0.5392857142857143,0.16190038509490196,0.2648170895926022,0.281820516299908
0.7,11,uniform,euclidean,0.6,0.6444444444444445,0.06334307917217429,0.8261904761904763,0.16139626028649837,0.37777777777777777,0.12668615834434868,0.507051282051282,0.12036099273978691,0.3479900498232262,0.15063434399925124
0.7,11,uniform,euclidean,0.7000000000000001,0.6222222222222222,0.09128709291752765,0.9666666666666666,0.07453559924999296,0.26666666666666666,0.21659542988464364,0.37333333333333335,0.26812103402920273,0.3216734673654561,0.20228485707005547
0.7,11,uniform,euclidean,0.8,0.5777777777777777,0.07453559924999298,1.0,0.0,0.15555555555555553,0.14907119849998596,0.24545454545454545,0.23088045634909626,0.2308640753373011,0.21418969022414736
0.7,11,uniform,euclidean,0.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,15,distance,cosine,0.1,0.5777777777777777,0.07453559924999299,0.5582251082251082,0.05850365468062059,0.888888888888889,0.11111111111111109,0.6791304347826086,0.017135804352298487,0.1689690463373708,0.15899257118371998
0.7,15,distance,cosine,0.2,0.5777777777777777,0.06334307917217433,0.5649732620320855,0.06431517303942648,0.711111111111111,0.2018433569398328,0.6192458521870285,0.08986794431320652,0.18510635904496403,0.1295717834551843
0.7,15,distance,cosine,0.30000000000000004,0.6,0.08240220541217402,0.5943589743589743,0.09540132883624441,0.6666666666666666,0.13608276348795434,0.6222159677268037,0.08979799525795014,0.20611147764693225,0.1647198112334713
0.7,15,distance,cosine,0.4,0.6222222222222222,0.09128709291752765,0.6196969696969697,0.09912380141694621,0.6444444444444445,0.1217161238900369,0.6286274509803922,0.09785865726255545,0.2472778469343686,0.18388146525598753
0.7,15,distance,cosine,0.5,0.611111111111111,0.10393492741038722,0.7106060606060606,0.18513390780734457,0.5111111111111111,0.3103164454170876,0.5086274509803921,0.3002741282484189,0.22448573164244104,0.2097766725824262
0.7,15,distance,cosine,0.6,0.6333333333333333,0.15010284540118105,0.7355555555555556,0.21490020652719738,0.4666666666666666,0.3370166864022911,0.4950513538748833,0.33827928631048765,0.2651896023932526,0.3051225018766235
0.7,15,distance,cosine,0.7000000000000001,0.6444444444444445,0.13379549531991436,0.7722222222222223,0.18044868632124136,0.4222222222222222,0.3460535889421653,0.4664289958407606,0.35104501943401883,0.294834734369309,0.27213351253463763
0.7,15,distance,cosine,0.8,0.6555555555555556,0.12668615834434868,0.8984126984126984,0.14090375251537868,0.4,0.32960882164869615,0.46341269841269844,0.34351517724363306,0.35202931658336895,0.2496701862198104
0.7,15,distance,cosine,0.9,0.6444444444444445,0.13379549531991441,0.9333333333333333,0.09128709291752765,0.33333333333333337,0.3042903097250923,0.4095238095238095,0.37434750489587704,0.3125965429056211,0.2917519648079083
0.7,15,distance,euclidean,0.1,0.5111111111111111,0.024845199749997684,0.5066666666666666,0.014907119849998596,0.9555555555555555,0.060858061945018485,0.6613333333333333,0.011925695879998838,0.0298142396999972,0.06666666666666668
0.7,15,distance,euclidean,0.2,0.5444444444444445,0.07243558228002946,0.5267614738202974,0.04734855085275406,0.888888888888889,0.1360827634879544,0.6591466504509983,0.06470588567878825,0.13060467485439467,0.18150577276247457
0.7,15,distance,euclidean,0.30000000000000004,0.6,0.1266861583443487,0.5684981684981685,0.08846931157500522,0.8666666666666666,0.12171612389003696,0.685124035384905,0.09624594230412332,0.22983070238781927,0.2875060590445456
0.7,15,distance,euclidean,0.4,0.6444444444444445,0.16480441082434807,0.6528571428571428,0.18394417409549416,0.6222222222222222,0.18592445034090568,0.6339783281733746,0.17718550869785837,0.2919831436257617,0.33189318163951703
0.7,15,distance,euclidean,0.5,0.6777777777777778,0.1817269692644014,0.7516666666666667,0.23051873869360143,0.5555555555555556,0.17568209223157663,0.6343837535014005,0.19184869910878224,0.37296791150522035,0.371322663590767
0.7,15,distance,euclidean,0.6,0.6777777777777778,0.09938079899999064,0.7961904761904762,0.12752661898110856,0.4666666666666666,0.16480441082434807,0.5802380952380952,0.16689525141031025,0.3884536233201396,0.2009647535487824
0.7,15,distance,euclidean,0.7000000000000001,0.6777777777777778,0.09938079899999062,0.96,0.08944271909999156,0.37777777777777777,0.2018433569398328,0.5127272727272727,0.22623212607692691,0.4417081130578634,0.17028325769022445
0.7,15,distance,euclidean,0.8,0.611111111111111,0.08784104611578829,1.0,0.0,0.22222222222222224,0.17568209223157663,0.3358041958041958,0.24346834507397228,0.3155650189908827,0.20714210645862763
0.7,15,distance,euclidean,0.9,0.5444444444444445,0.024845199749997687,1.0,0.0,0.08888888888888888,0.04969039949999532,0.16,0.08944271909999159,0.19402850002906638,0.10846522890932808
0.7,15,uniform,cosine,0.1,0.5222222222222223,0.04969039949999535,0.5125,0.027950849718747367,1.0,0.0,0.6773333333333333,0.023851391759997762,0.07071067811865475,0.15811388300841897
0.7,15,uniform,cosine,0.2,0.5222222222222223,0.04969039949999535,0.5142857142857142,0.03194382824999699,0.8444444444444444,0.23040490392586355,0.6279147485080989,0.09012417293118229,0.05345224838248488,0.11952286093343938
0.7,15,uniform,cosine,0.30000000000000004,0.611111111111111,0.08784104611578832,0.575576923076923,0.06623705882560903,0.8222222222222222,0.21659542988464361,0.6692864782276546,0.11618978870543487,0.2692266627303833,0.19071641465883638
0.7,15,uniform,cosine,0.4,0.6222222222222222,0.15416041028346233,0.6023809523809524,0.13299276232160898,0.6222222222222222,0.25579698740491863,0.6072128851540616,0.18849642844862002,0.2519625742787152,0.3231808862786635
0.7,15,uniform,cosine,0.5,0.6555555555555556,0.1438019900616087,0.8380952380952381,0.20440167648890245,0.4222222222222222,0.2652741419180738,0.5061904761904762,0.31464445615146003,0.33227621520705275,0.3080079201706157
0.7,15,uniform,cosine,0.6,0.6333333333333333,0.15010284540118105,0.8466666666666667,0.2599145158615724,0.3555555555555555,0.2408831487630978,0.4564102564102564,0.3055436929507845,0.3004131885945428,0.33789646658732836
0.7,15,uniform,cosine,0.7000000000000001,0.6444444444444445,0.11520245196293176,1.0,0.0,0.28888888888888886,0.23040490392586357,0.4059340659340659,0.2979051766317225,0.36888907546143634,0.24937795099380203
0.7,15,uniform,cosine,0.8,0.6333333333333333,0.10829771494232185,1.0,0.0,0.26666666666666666,0.21659542988464364,0.3828571428571429,0.2816496593504862,0.3514272977964582,0.2376621477247411
0.7,15,uniform,cosine,0.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,15,uniform,euclidean,0.1,0.5111111111111111,0.024845199749997684,0.5058823529411764,0.013153341044116418,1.0,0.0,0.6717948717948717,0.011467015269229703,0.048507125007266595,0.10846522890932808
0.7,15,uniform,euclidean,0.2,0.5,0.039283710065919325,0.5007843137254901,0.022209723513167252,0.9555555555555555,0.060858061945018485,0.6564102564102564,0.022934030538459375,-0.018692885307269397,0.1408000637681259
0.7,15,uniform,euclidean,0.30000000000000004,0.6222222222222222,0.08240220541217405,0.578434065934066,0.054705004465636586,0.9555555555555555,0.060858061945018485,0.7184400527009223,0.04300533465448106,0.30548826401963447,0.1962071598691968
0.7,15,uniform,euclidean,0.4,0.5888888888888889,0.15010284540118105,0.5532051282051282,0.12115215030694822,0.8,0.2766644355108607,0.6463458110516934,0.17534889011267762,0.20087466787184088,0.32668001074039055
0.7,15,uniform,euclidean,0.5,0.6,0.1817269692644014,0.6285714285714286,0.2616882221720778,0.4888888888888888,0.2018433569398328,0.5466666666666666,0.21942158812052504,0.2065318014087282,0.38185726114974056
0.7,15,uniform,euclidean,0.6,0.6333333333333333,0.10829771494232182,0.7361904761904763,0.1835527444015051,0.4,0.16850834320114558,0.5103479853479853,0.1808798153871394,0.2966461609185135,0.23568386572048117
0.7,15,uniform,euclidean,0.7000000000000001,0.611111111111111,0.08784104611578829,1.0,0.0,0.22222222222222224,0.17568209223157663,0.33580419580419585,0.24346834507397225,0.3155650189908827,0.20714210645862763
0.7,15,uniform,euclidean,0.8,0.5777777777777777,0.06334307917217433,1.0,0.0,0.15555555555555553,0.12668615834434865,0.25272727272727274,0.18899473078491583,0.25716764723317953,0.16731038887818955
0.7,15,uniform,euclidean,0.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,20,distance,cosine,0.1,0.5777777777777777,0.07453559924999299,0.5582251082251082,0.05850365468062059,0.888888888888889,0.11111111111111109,0.6791304347826086,0.017135804352298487,0.1689690463373708,0.15899257118371998
0.7,20,distance,cosine,0.2,0.5666666666666667,0.07243558228002943,0.5590909090909091,0.0695155742239664,0.711111111111111,0.2018433569398328,0.6141176470588234,0.08527044972503141,0.13659923403769741,0.1469327447807767
0.7,20,distance,cosine,0.30000000000000004,0.6,0.08240220541217402,0.5943589743589743,0.09540132883624441,0.6666666666666666,0.13608276348795434,0.6222159677268037,0.08979799525795014,0.20611147764693225,0.1647198112334713
0.7,20,distance,cosine,0.4,0.6222222222222222,0.09128709291752765,0.6196969696969697,0.09912380141694621,0.6444444444444445,0.1217161238900369,0.6286274509803922,0.09785865726255545,0.2472778469343686,0.18388146525598753
0.7,20,distance,cosine,0.5,0.6333333333333333,0.08425417160057275,0.7356060606060606,0.15568135736863156,0.5333333333333333,0.3083208205669246,0.532156862745098,0.30115630038667845,0.2692070911924368,0.1700234823875536
0.7,20,distance,cosine,0.6,0.6444444444444445,0.13379549531991436,0.7555555555555555,0.17721264341929532,0.4666666666666666,0.3370166864022911,0.4994469582704877,0.33500608187661607,0.28999654931109425,0.2683989485108559
0.7,20,distance,cosine,0.7000000000000001,0.6444444444444445,0.13379549531991436,0.7722222222222223,0.18044868632124136,0.4222222222222222,0.3460535889421653,0.4664289958407606,0.35104501943401883,0.294834734369309,0.27213351253463763
0.7,20,distance,cosine,0.8,0.6444444444444445,0.13944333775567927,0.8984126984126984,0.14090375251537868,0.37777777777777777,0.35659570079736025,0.4234126984126984,0.3903126270542556,0.30352219157610233,0.29559764584285114
0.7,20,distance,cosine,0.9,0.6333333333333333,0.12171612389003689,0.9333333333333333,0.09128709291752765,0.3111111111111111,0.2876039801232175,0.38974358974358975,0.3564010329003909,0.29546630508138244,0.27095066108357596
0.7,20,distance,euclidean,0.1,0.5,0.0,0.5,0.0,0.9777777777777779,0.049690399499995354,0.6613333333333333,0.011925695879998838,0.0,0.0
0.7,20,distance,euclidean,0.2,0.5111111111111111,0.060858061945018506,0.5048076923076923,0.03629728093880167,0.9111111111111111,0.1448711645600589,0.6477575757575758,0.06414858784349073,0.045903731200813064,0.1801727314924715
0.7,20,distance,euclidean,0.30000000000000004,0.5666666666666667,0.09128709291752768,0.5421703296703296,0.061052245458478246,0.8222222222222222,0.149071198499986,0.6519616036137774,0.08665906959651562,0.173776820336823,0.22320551563684699
0.7,20,distance,euclidean,0.4,0.6333333333333334,0.16480441082434805,0.635,0.18079684731764542,0.6222222222222222,0.18592445034090568,0.626625386996904,0.17840985401470044,0.2683281572999748,0.33166247903553997
0.7,20,distance,euclidean,0.5,0.6777777777777778,0.1817269692644014,0.7516666666666667,0.23051873869360143,0.5555555555555556,0.17568209223157663,0.6343837535014005,0.19184869910878224,0.37296791150522035,0.371322663590767
0.7,20,distance,euclidean,0.6,0.6777777777777778,0.082402205412174,0.82,0.11925695879998882,0.4444444444444445,0.13608276348795434,0.5714285714285714,0.14677176197545183,0.39697155995446215,0.17179261401433296
0.7,20,distance,euclidean,0.7000000000000001,0.6666666666666667,0.11111111111111112,1.0,0.0,0.3333333333333333,0.2222222222222222,0.4617382617382617,0.28888614735312046,0.4085544062378027,0.24822391190331486
0.7,20,distance,euclidean,0.8,0.5888888888888889,0.07453559924999296,1.0,0.0,0.17777777777777776,0.14907119849998596,0.27999999999999997,0.216794833886788,0.2758996882145164,0.18509718328434438
0.7,20,distance,euclidean,0.9,0.5222222222222223,0.030429030972509246,1.0,0.0,0.04444444444444444,0.06085806194501846,0.08,0.10954451150103323,0.09701425001453319,0.1328422328310143
0.7,20,uniform,cosine,0.1,0.5,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0
0.7,20,uniform,cosine,0.2,0.5222222222222223,0.08425417160057277,0.5141176470588235,0.04967019254725777,0.8666666666666666,0.24088314876309774,0.6338612368024132,0.10324735267158976,0.04093559409272499,0.2502223586598243
0.7,20,uniform,cosine,0.30000000000000004,0.6333333333333333,0.10092167846991636,0.611111111111111,0.08854098583616235,0.711111111111111,0.21659542988464361,0.6499656002751978,0.12863847692046507,0.290550379522197,0.2180871751214879
0.7,20,uniform,cosine,0.4,0.6333333333333333,0.10829771494232183,0.7230769230769231,0.17501552272451648,0.5777777777777777,0.34605358894216526,0.5454545454545455,0.3159695418104455,0.2744208407535251,0.22024209105793074
0.7,20,uniform,cosine,0.5,0.6555555555555556,0.17302679447108263,0.818095238095238,0.24634286524321306,0.4222222222222222,0.2981423969999719,0.5004761904761905,0.3450344226805017,0.32485588993731207,0.36559041841497536
0.7,20,uniform,cosine,0.6,0.6222222222222222,0.14380199006160876,0.8400000000000001,0.2607680962081059,0.3333333333333333,0.2222222222222222,0.4373626373626374,0.2918198026980166,0.2805531251898616,0.32811032592210254
0.7,20,uniform,cosine,0.7000000000000001,0.6222222222222222,0.10686324478706305,1.0,0.0,0.24444444444444446,0.21372648957412607,0.35558441558441556,0.2739681110817365,0.3326952568151214,0.23184490747628653
0.7,20,uniform,cosine,0.8,0.611111111111111,0.11785113019775793,1.0,0.0,0.22222222222222224,0.23570226039551587,0.3155844155844156,0.3140333858814,0.28418813180785485,0.27649634414996854
0.7,20,uniform,cosine,0.9,0.5222222222222223,0.04969039949999535,1.0,0.0,0.04444444444444444,0.09938079899999065,0.07272727272727272,0.16262312563634834,0.07071067811865475,0.15811388300841897
0.7,20,uniform,euclidean,0.1,0.5,0.0,0.5,0.0,1.0,0.0,0.6666666666666666,0.0,0.0,0.0
0.7,20,uniform,euclidean,0.2,0.5222222222222223,0.04969039949999535,0.5125,0.027950849718747367,1.0,0.0,0.6773333333333333,0.023851391759997762,0.07071067811865475,0.15811388300841897
0.7,20,uniform,euclidean,0.30000000000000004,0.5333333333333334,0.06334307917217435,0.5157236227824462,0.0472452696484392,0.8444444444444444,0.23040490392586357,0.6331475287997026,0.10637513203154383,0.10955139086752644,0.16187376707627477
0.7,20,uniform,euclidean,0.4,0.6,0.09128709291752769,0.5661538461538462,0.06071565310975728,0.8444444444444444,0.23040490392586357,0.6683600713012477,0.11480749840717366,0.23828440060704176,0.21967350719863282
0.7,20,uniform,euclidean,0.5,0.5555555555555556,0.15214515486254612,0.5367965367965367,0.18780096938081267,0.48888888888888893,0.25579698740491863,0.505,0.21918409309679995,0.10913845426002589,0.31481440762658763
0.7,20,uniform,euclidean,0.6,0.5888888888888888,0.16005400323208815,0.6599999999999999,0.30767948691238206,0.3555555555555555,0.18257418583505536,0.4573626373626373,0.22508846047374667,0.19865154989760078,0.36292686342851127
0.7,20,uniform,euclidean,0.7000000000000001,0.5555555555555556,0.06804138174397716,1.0,0.0,0.11111111111111112,0.13608276348795434,0.18,0.20493901531919198,0.18645696911452475,0.18961543460821903
0.7,20,uniform,euclidean,0.8,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7,20,uniform,euclidean,0.9,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,3,distance,cosine,0.1,0.6222222222222222,0.07243558228002941,0.5941807212395448,0.05993146018167382,0.8222222222222222,0.1266861583443487,0.6844310075889023,0.05340980888541707,0.2806926815090932,0.13169242255905717
0.8,3,distance,cosine,0.2,0.6444444444444445,0.1337954953199144,0.6326923076923077,0.12151959444599676,0.7777777777777778,0.1360827634879543,0.6887092597804673,0.10130989428691008,0.29313510421781647,0.26727498422068274
0.8,3,distance,cosine,0.30000000000000004,0.6666666666666666,0.16666666666666666,0.6844444444444444,0.1818288436829034,0.7555555555555555,0.14487116456005886,0.7007652464494569,0.12070123074275965,0.33927917881375347,0.336009184377632
0.8,3,distance,cosine,0.4,0.6555555555555556,0.17302679447108263,0.6881313131313131,0.19621147121039456,0.711111111111111,0.14907119849998593,0.6815947712418301,0.12681309787428494,0.31676397862737726,0.3507684848082313
0.8,3,distance,cosine,0.5,0.6666666666666667,0.18002057495577387,0.7214646464646465,0.23696975617211452,0.711111111111111,0.14907119849998593,0.6911185807656396,0.12719923533727942,0.34651780905837937,0.37278392298285284
0.8,3,distance,cosine,0.6,0.6333333333333333,0.2242958804242928,0.6962698412698413,0.2693873984074996,0.6444444444444445,0.14487116456005886,0.6516769331683856,0.17279030495571163,0.2711363164178263,0.473579829846421
0.8,3,distance,cosine,0.7000000000000001,0.6222222222222222,0.1979836631245051,0.6991452991452991,0.2516401019051682,0.5555555555555556,0.15713484026367724,0.6026551226551227,0.166006312845073,0.25500590910500087,0.4268492275427729
0.8,3,distance,cosine,0.8,0.6,0.19798366312450513,0.7069230769230769,0.3048474252191117,0.48888888888888893,0.16850834320114558,0.5551624845742493,0.183295870517032,0.22115416278280303,0.4414832968513677
0.8,3,distance,cosine,0.9,0.6333333333333333,0.18257418583505536,0.7833333333333334,0.29814239699997197,0.4666666666666666,0.16480441082434807,0.562930402930403,0.18328610341126741,0.3080898976881459,0.4038524488277452
0.8,3,distance,euclidean,0.1,0.6222222222222222,0.08240220541217409,0.5885714285714286,0.052876444352347896,0.8222222222222222,0.16850834320114555,0.6808924485125858,0.07936949791403855,0.285789934964953,0.21055572366829972
0.8,3,distance,euclidean,0.2,0.6333333333333333,0.08425417160057282,0.6019047619047619,0.06376330949055428,0.8222222222222222,0.16850834320114555,0.6879099923722349,0.07536973971931292,0.30773524208162384,0.20815889407506638
