pca__n_components,knn__n_neighbors,knn__weights,knn__metric,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
0.7,7,distance,cosine,0.2,0.5777777777777777,0.09296222517045284,0.5757575757575758,0.10345833548293686,0.6888888888888889,0.16480441082434805,0.6166274509803922,0.09030581559701492,0.15937528647102234,0.1881091165081894
0.7,7,distance,cosine,0.30000000000000004,0.6,0.08240220541217402,0.5943589743589743,0.09540132883624441,0.6666666666666666,0.13608276348795434,0.6222159677268037,0.08979799525795014,0.20611147764693225,0.1647198112334713
0.7,7,distance,cosine,0.4,0.611111111111111,0.08784104611578829,0.6076923076923076,0.10088774266799863,0.6666666666666666,0.13608276348795434,0.6292335115864527,0.09205526797629487,0.2280567847636031,0.1746437779221751
0.7,7,distance,cosine,0.5,0.611111111111111,0.10393492741038722,0.6106060606060606,0.10920658849874175,0.6222222222222222,0.12668615834434865,0.6138906088751289,0.10824456078641126,0.22448573164244104,0.2097766725824262
0.7,7,distance,cosine,0.6,0.6444444444444445,0.13379549531991436,0.6555555555555556,0.14245423783286762,0.5777777777777777,0.18257418583505536,0.6120261437908497,0.16586993984160026,0.28999654931109425,0.2683989485108559
0.7,7,distance,cosine,0.7000000000000001,0.6333333333333333,0.15010284540118105,0.638888888888889,0.2133651596630169,0.5111111111111111,0.25579698740491863,0.5575163398692811,0.24635408009203213,0.2650204946693118,0.31698071975250036
0.7,7,distance,cosine,0.8,0.6444444444444445,0.11520245196293176,0.865079365079365,0.1301684084671169,0.4,0.32960882164869615,0.4538888888888889,0.3353848903742654,0.3222754861523668,0.21636970614669232
0.7,7,distance,cosine,0.9,0.6555555555555556,0.1204415743815489,0.9333333333333333,0.09128709291752765,0.35555555555555557,0.27666443551086073,0.44952380952380955,0.3273891773858564,0.3611036679128877,0.24284978050787293
0.7,7,distance,euclidean,0.1,0.5111111111111111,0.04648111258522644,0.5058823529411764,0.026991960584188637,0.9111111111111111,0.09296222517045287,0.6497948717948718,0.04150220006367033,0.048507125007266595,0.15124753549550504
0.7,7,distance,euclidean,0.2,0.5888888888888889,0.10092167846991641,0.5584981684981685,0.0669605686016331,0.8444444444444444,0.1266861583443487,0.6714097496706193,0.08494499376425317,0.21250449000871333,0.23691478369655072
0.7,7,distance,euclidean,0.30000000000000004,0.6222222222222222,0.17743021580745905,0.6066666666666667,0.1570562531918633,0.6888888888888889,0.19876159799998128,0.6436090225563909,0.17118363248623014,0.25039028992486456,0.3605054947188893
0.7,7,distance,euclidean,0.4,0.6666666666666666,0.14163943093313291,0.6900793650793651,0.1575251882501099,0.6222222222222222,0.12668615834434865,0.6531045751633987,0.13815115488157523,0.3364275880702062,0.2847904040399237
0.7,7,distance,euclidean,0.5,0.7222222222222222,0.1242259987499883,0.8014285714285714,0.14641986036806645,0.5777777777777777,0.18257418583505536,0.6661764705882354,0.17149601161501912,0.46217589027448946,0.24842118827207071
0.7,7,distance,euclidean,0.6,0.711111111111111,0.10686324478706298,0.82,0.10368220676663861,0.5333333333333333,0.18257418583505539,0.6370555914673561,0.15872518629989263,0.4512814560330197,0.2039856134135892
0.7,7,distance,euclidean,0.7000000000000001,0.6888888888888889,0.09296222517045284,0.8933333333333333,0.15347819244295116,0.4222222222222222,0.14487116456005888,0.5666666666666667,0.16007367918068202,0.4417472687319307,0.19634872214629168
0.7,7,distance,euclidean,0.8,0.6444444444444445,0.10092167846991637,0.95,0.11180339887498948,0.3111111111111111,0.19876159799998133,0.43824175824175826,0.23539374706535623,0.38140572975119624,0.18169593222370056
0.7,7,distance,euclidean,0.9,0.5888888888888889,0.06334307917217433,1.0,0.0,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.19172983747584096,0.2793712003445677,0.1721788252819883
0.7,7,uniform,cosine,0.1,0.5111111111111111,0.024845199749997684,0.5066666666666666,0.014907119849998596,0.8666666666666666,0.2408831487630978,0.6274509803921569,0.08768894029410938,0.0298142396999972,0.06666666666666668
0.7,7,uniform,cosine,0.2,0.5888888888888889,0.11520245196293177,0.5617366946778711,0.0785617164216692,0.8222222222222222,0.21659542988464361,0.6587059572993077,0.12001524322394556,0.1886687466334162,0.3059799189822092
0.7,7,uniform,cosine,0.30000000000000004,0.6888888888888889,0.17391639824998367,0.7055555555555555,0.19179745939948936,0.6888888888888889,0.14487116456005883,0.6933706816059757,0.16241077902685233,0.3794392684110859,0.3495608613843023
0.7,7,uniform,cosine,0.4,0.6888888888888889,0.17391639824998367,0.7055555555555555,0.19179745939948936,0.6888888888888889,0.14487116456005883,0.6933706816059757,0.16241077902685233,0.3794392684110859,0.3495608613843023
0.7,7,uniform,cosine,0.5,0.6444444444444445,0.11520245196293179,0.700952380952381,0.15220972522646092,0.5111111111111111,0.12668615834434865,0.5881652661064425,0.13509653933309998,0.3014247734114687,0.2371079970364258
0.7,7,uniform,cosine,0.6,0.6444444444444445,0.10829771494232178,0.7666666666666667,0.19002923751652298,0.4444444444444445,0.13608276348795434,0.55052790346908,0.1455563890378913,0.3252805447813796,0.23629631202930187
0.7,7,uniform,cosine,0.7000000000000001,0.6444444444444445,0.10829771494232178,0.7666666666666667,0.19002923751652298,0.4444444444444445,0.13608276348795434,0.55052790346908,0.1455563890378913,0.3252805447813796,0.23629631202930187
0.7,7,uniform,cosine,0.8,0.6333333333333333,0.10092167846991641,0.9266666666666665,0.10110500592068733,0.3111111111111111,0.24088314876309777,0.41069597069597064,0.29424368294488723,0.3241133666839678,0.21211683307421078
0.7,7,uniform,cosine,0.9,0.5222222222222223,0.030429030972509246,1.0,0.0,0.04444444444444444,0.06085806194501846,0.08,0.10954451150103323,0.09701425001453319,0.1328422328310143
0.7,7,uniform,euclidean,0.1,0.5222222222222223,0.030429030972509256,0.512549019607843,0.01723929775712414,0.9555555555555555,0.060858061945018485,0.6664615384615384,0.018495694898625386,0.07832136470726378,0.11222140034987287
0.7,7,uniform,euclidean,0.2,0.5888888888888889,0.08425417160057279,0.5561904761904761,0.054647914487408696,0.9333333333333332,0.060858061945018485,0.6956521739130435,0.05020437123388053,0.21998522454744904,0.19976223772984705
0.7,7,uniform,euclidean,0.30000000000000004,0.6333333333333333,0.20637972912229677,0.6177777777777778,0.2039123510569682,0.7333333333333333,0.2434322477800738,0.6634920634920635,0.20586022649998062,0.2796506994137591,0.41248708157304204
0.7,7,uniform,euclidean,0.4,0.6333333333333333,0.20637972912229677,0.6177777777777778,0.2039123510569682,0.7333333333333333,0.2434322477800738,0.6634920634920635,0.20586022649998062,0.2796506994137591,0.41248708157304204
0.7,7,uniform,euclidean,0.5,0.6666666666666666,0.10393492741038723,0.7071428571428571,0.1297564437470353,0.5555555555555556,0.13608276348795434,0.6211764705882353,0.1348321717279373,0.3401559873111951,0.21207963122568427
0.7,7,uniform,euclidean,0.6,0.6444444444444445,0.07453559924999298,0.8666666666666666,0.1263812574008592,0.3555555555555555,0.16480441082434807,0.481025641025641,0.18183085246627634,0.35659702269541244,0.13583997683787072
0.7,7,uniform,euclidean,0.7000000000000001,0.6444444444444445,0.07453559924999298,0.8666666666666666,0.1263812574008592,0.3555555555555555,0.16480441082434807,0.481025641025641,0.18183085246627634,0.35659702269541244,0.13583997683787072
0.7,7,uniform,euclidean,0.8,0.5777777777777777,0.1082977149423218,0.9,0.22360679774997896,0.17777777777777776,0.20184335693983277,0.25944055944055944,0.2851355189544036,0.19634721586496134,0.27062572855545214
0.7,7,uniform,euclidean,0.9,0.5333333333333334,0.04969039949999537,1.0,0.0,0.06666666666666667,0.09938079899999065,0.11272727272727275,0.1648440284602638,0.11921780312592137,0.16789811382272135
0.7,9,distance,cosine,0.1,0.5777777777777777,0.09296222517045284,0.5643589743589743,0.08323663028165128,0.7555555555555555,0.19876159799998125,0.635425462050849,0.09925919698954697,0.16139011809693643,0.1875542053937044
0.7,9,distance,cosine,0.2,0.6,0.08240220541217401,0.5882575757575758,0.09548535457584931,0.711111111111111,0.2018433569398328,0.6326274509803922,0.10183340459508546,0.23008596458967706,0.17947479839573424
0.7,9,distance,cosine,0.30000000000000004,0.6,0.08240220541217402,0.5943589743589743,0.09540132883624441,0.6666666666666666,0.13608276348795434,0.6222159677268037,0.08979799525795014,0.20611147764693225,0.1647198112334713
0.7,9,distance,cosine,0.4,0.611111111111111,0.10393492741038722,0.6106060606060606,0.10920658849874175,0.6444444444444445,0.1217161238900369,0.6229131652661064,0.10073999053398268,0.22448573164244104,0.2097766725824262
0.7,9,distance,cosine,0.5,0.6222222222222222,0.09128709291752765,0.6217171717171717,0.09731892082098026,0.6222222222222222,0.12668615834434865,0.6197385620915032,0.10299293231560798,0.2467079538646632,0.1844016231667509
0.7,9,distance,cosine,0.6,0.6333333333333333,0.15010284540118105,0.6355555555555557,0.1734098833813142,0.5555555555555556,0.22222222222222218,0.5891690009337068,0.20552581707952577,0.2651896023932526,0.3051225018766235
0.7,9,distance,cosine,0.7000000000000001,0.6444444444444445,0.13379549531991436,0.7722222222222223,0.18044868632124136,0.4222222222222222,0.3460535889421653,0.4664289958407606,0.35104501943401883,0.294834734369309,0.27213351253463763
0.7,9,distance,cosine,0.8,0.6555555555555556,0.12668615834434868,0.8984126984126984,0.14090375251537868,0.4,0.32960882164869615,0.46341269841269844,0.34351517724363306,0.35202931658336895,0.2496701862198104
0.7,9,distance,cosine,0.9,0.6444444444444445,0.13379549531991441,0.9333333333333333,0.09128709291752765,0.33333333333333337,0.3042903097250923,0.4095238095238095,0.37434750489587704,0.3125965429056211,0.2917519648079083
0.7,9,distance,euclidean,0.1,0.5333333333333334,0.04969039949999537,0.5201680672268908,0.03135816496982402,0.9333333333333332,0.06085806194501847,0.6669253065774805,0.027016243148605915,0.10195937338975147,0.139887036327694
0.7,9,distance,euclidean,0.2,0.5777777777777777,0.12789849370245931,0.5523594053005818,0.08285622905955518,0.8666666666666666,0.12171612389003696,0.6732745515354212,0.09362119778398854,0.16146351397587141,0.33145897509103356
0.7,9,distance,euclidean,0.30000000000000004,0.6444444444444445,0.12789849370245934,0.6130769230769231,0.10095858766546638,0.8,0.1825741858350553,0.6888129414445203,0.11958297853025125,0.3123231033574984,0.2664893371884598
0.7,9,distance,euclidean,0.4,0.6555555555555556,0.1817269692644014,0.6661111111111111,0.17970311593443006,0.6444444444444445,0.16480441082434802,0.6541451668386653,0.17074423909875025,0.3116649413222138,0.3641339741321711
0.7,9,distance,euclidean,0.5,0.7,0.16480441082434807,0.7671428571428571,0.2111436303871401,0.5777777777777777,0.18257418583505536,0.6554621848739496,0.19065487761922806,0.4145768280647202,0.33657011923464397
0.7,9,distance,euclidean,0.6,0.7,0.08425417160057279,0.82,0.10368220676663861,0.5111111111111111,0.14907119849998596,0.6220555914673562,0.13189302273418968,0.4331580052268361,0.16599876572672867
0.7,9,distance,euclidean,0.7000000000000001,0.6777777777777778,0.082402205412174,0.9266666666666665,0.10110500592068733,0.4,0.18592445034090568,0.5304761904761904,0.2025797343093195,0.43068632360819803,0.13844595334929669
0.7,9,distance,euclidean,0.8,0.6444444444444445,0.11520245196293177,1.0,0.0,0.28888888888888886,0.23040490392586357,0.4059340659340659,0.2979051766317225,0.3688890754614364,0.24937795099380203
0.7,9,distance,euclidean,0.9,0.5666666666666667,0.06085806194501843,1.0,0.0,0.13333333333333333,0.12171612389003691,0.22000000000000003,0.17888543819998318,0.23496409412179137,0.15845343212038981
0.7,9,uniform,cosine,0.1,0.5111111111111111,0.024845199749997684,0.5066666666666666,0.014907119849998596,0.8666666666666666,0.2408831487630978,0.6274509803921569,0.08768894029410938,0.0298142396999972,0.06666666666666668
0.7,9,uniform,cosine,0.2,0.5111111111111111,0.024845199749997684,0.5066666666666666,0.014907119849998596,0.8444444444444444,0.23040490392586355,0.6221176470588234,0.0854909156292798,0.0298142396999972,0.06666666666666668
