Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.9479128856624319,0.02190960120565004,0.8511111111111112,0.10318388236661244,0.8222222222222222,0.05443310539518171,0.8334795321637426,0.06372726354453158,0.8047996042479542,0.07779804075549689
