Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.9445251058681187,0.02970202910414341,0.8495726495726496,0.14490645779502728,0.8222222222222222,0.13333333333333336,0.8229827688651218,0.0930584207713504,0.7992566565685854,0.10984698185014326
