max_depth,min_samples_split,min_samples_leaf,criterion,max_features,class_weight,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
30,5,5,gini,,balanced,0.8924379915305506,0.03673690648053033,0.6163336663336664,0.09010544753473694,0.8444444444444444,0.11331154474650633,0.7113269339356296,0.09487919436177826,0.6604362448270373,0.11822466604292119
30,10,5,gini,,balanced,0.8924379915305506,0.03673690648053033,0.6163336663336664,0.09010544753473694,0.8444444444444444,0.11331154474650633,0.7113269339356296,0.09487919436177826,0.6604362448270373,0.11822466604292119
30,5,2,gini,sqrt,balanced,0.8787053841500303,0.03016746681058814,0.6366666666666667,0.13432961119739922,0.6888888888888888,0.10886621079036345,0.643111307680967,0.044217981198826785,0.5852952314018997,0.05983680440875778
30,10,2,gini,sqrt,balanced,0.8510586811857228,0.054539679559641466,0.5747098515519568,0.16179276852618169,0.711111111111111,0.08888888888888889,0.6106060606060606,0.06312929289696864,0.5455425987051672,0.07940742218724825
30,5,5,gini,sqrt,balanced,0.8128251663641863,0.0624199236217565,0.4632315053367685,0.09728702547571537,0.8222222222222222,0.08888888888888888,0.5871537494763301,0.09250241075356896,0.5173833774869024,0.11281140916915935
30,10,5,gini,sqrt,balanced,0.8128251663641863,0.0624199236217565,0.4632315053367685,0.09728702547571537,0.8222222222222222,0.08888888888888888,0.5871537494763301,0.09250241075356896,0.5173833774869024,0.11281140916915935
30,5,2,gini,log2,balanced,0.8540834845735027,0.023901383133436427,0.5343589743589743,0.06995067295561064,0.6444444444444445,0.16329931618554522,0.5715584415584416,0.09253783179813357,0.4977661524219271,0.09789259491134673
30,10,2,gini,log2,balanced,0.8092558983666063,0.0692952286667646,0.4625641025641025,0.08070367710147339,0.6666666666666667,0.1987615979999813,0.5206311232627022,0.08478269281033157,0.4422738780253638,0.08821765644683814
30,5,5,gini,log2,balanced,0.7140955837870538,0.2395775201589968,0.4206842105263158,0.17724731145572434,0.6,0.26851213274654606,0.433732406020804,0.17035339961075593,0.32278967142163034,0.22154481844483823
30,10,5,gini,log2,balanced,0.7140955837870538,0.2395775201589968,0.4206842105263158,0.17724731145572434,0.6,0.26851213274654606,0.433732406020804,0.17035339961075593,0.32278967142163034,0.22154481844483823
10,5,2,entropy,,balanced,0.9409558378705384,0.030247065925226385,0.8494949494949495,0.11953383589888496,0.7777777777777777,0.12171612389003689,0.8038888888888888,0.0991258085764042,0.7758555205945579,0.11165846391019423
10,10,2,entropy,,balanced,0.927102238354507,0.02013710463048183,0.7694949494949495,0.06888977753507232,0.7777777777777777,0.12171612389003689,0.7657309941520467,0.07203539060826626,0.7280783968355496,0.07772279681085249
10,5,5,entropy,,balanced,0.9235934664246825,0.01767852026526317,0.7281818181818182,0.053039825984781186,0.8222222222222222,0.08888888888888888,0.7695975232198142,0.056585213088997326,0.7279870916350706,0.06663298399152146
10,10,5,entropy,,balanced,0.9235934664246825,0.01767852026526317,0.7281818181818182,0.053039825984781186,0.8222222222222222,0.08888888888888888,0.7695975232198142,0.056585213088997326,0.7279870916350706,0.06663298399152146
10,5,2,entropy,sqrt,balanced,0.8334543254688445,0.03153789461511455,0.49707377417903736,0.07415078394441829,0.7777777777777777,0.14054567378526128,0.5928755340520047,0.04043628444949856,0.5271208294257228,0.0528874855984083
10,10,2,entropy,sqrt,balanced,0.8231094978826375,0.05012178620856529,0.4807843137254902,0.10605758919599717,0.7555555555555554,0.12957670877434,0.5762000757862827,0.08065145761933475,0.501956335642324,0.10208625395392462
10,5,5,entropy,sqrt,balanced,0.837265577737447,0.05437112486432021,0.521497975708502,0.1385410903889945,0.7999999999999999,0.10886621079036347,0.6152024446142093,0.08704768948315846,0.5525112806208824,0.10405268716285362
10,10,5,entropy,sqrt,balanced,0.837265577737447,0.05437112486432021,0.521497975708502,0.1385410903889945,0.7999999999999999,0.10886621079036347,0.6152024446142093,0.08704768948315846,0.5525112806208824,0.10405268716285362
10,5,2,entropy,log2,balanced,0.847126436781609,0.035600586637234935,0.5057142857142857,0.10482249330196651,0.4666666666666667,0.16329931618554522,0.4806965944272446,0.1318740417031926,0.3951920751190164,0.14961652338830886
10,10,2,entropy,log2,balanced,0.847126436781609,0.035600586637234935,0.5057142857142857,0.10482249330196651,0.4666666666666667,0.16329931618554522,0.4806965944272446,0.1318740417031926,0.3951920751190164,0.14961652338830886
10,5,5,entropy,log2,balanced,0.7175438596491228,0.24031650023845724,0.4184285714285714,0.17796835306839678,0.5555555555555556,0.2533723166886973,0.4206889277599345,0.16724858808544085,0.3035021246992783,0.2171724149994158
10,10,5,entropy,log2,balanced,0.7175438596491228,0.24031650023845724,0.4184285714285714,0.17796835306839678,0.5555555555555556,0.2533723166886973,0.4206889277599345,0.16724858808544085,0.3035021246992783,0.2171724149994158
20,5,2,entropy,,balanced,0.9409558378705384,0.030247065925226385,0.8494949494949495,0.11953383589888496,0.7777777777777777,0.12171612389003689,0.8038888888888888,0.0991258085764042,0.7758555205945579,0.11165846391019423
20,10,2,entropy,,balanced,0.927102238354507,0.02013710463048183,0.7694949494949495,0.06888977753507232,0.7777777777777777,0.12171612389003689,0.7657309941520467,0.07203539060826626,0.7280783968355496,0.07772279681085249
20,5,5,entropy,,balanced,0.9235934664246825,0.01767852026526317,0.7281818181818182,0.053039825984781186,0.8222222222222222,0.08888888888888888,0.7695975232198142,0.056585213088997326,0.7279870916350706,0.06663298399152146
20,10,5,entropy,,balanced,0.9235934664246825,0.01767852026526317,0.7281818181818182,0.053039825984781186,0.8222222222222222,0.08888888888888888,0.7695975232198142,0.056585213088997326,0.7279870916350706,0.06663298399152146
20,5,2,entropy,sqrt,balanced,0.874833635813672,0.030611488510380577,0.5887179487179487,0.08013138455230608,0.7555555555555555,0.17777777777777778,0.6469264069264069,0.09302167080871117,0.5905583336072292,0.10769634099986133
20,10,2,entropy,sqrt,balanced,0.8575922565033272,0.040396427606016264,0.5440293040293039,0.09585924518738913,0.7999999999999999,0.1632993161855452,0.6372943398430655,0.08785744250957651,0.57860987516467,0.11101631740221496
20,5,5,entropy,sqrt,balanced,0.8337568058076226,0.049789991141872214,0.5048313090418353,0.11264107019303717,0.7999999999999999,0.10886621079036347,0.6073593073593073,0.08000580927540596,0.5421219491622598,0.0954253771402681
20,10,5,entropy,sqrt,balanced,0.8337568058076226,0.049789991141872214,0.5048313090418353,0.11264107019303717,0.7999999999999999,0.10886621079036347,0.6073593073593073,0.08000580927540596,0.5421219491622598,0.0954253771402681
20,5,2,entropy,log2,balanced,0.8368421052631578,0.017202171486131082,0.47860139860139855,0.04744661196382015,0.6444444444444445,0.12957670877434002,0.5475080983090136,0.07805051812264639,0.4594885448528858,0.09450944591524134
20,10,2,entropy,log2,balanced,0.8368421052631578,0.017202171486131082,0.47860139860139855,0.04744661196382015,0.6444444444444445,0.12957670877434002,0.5475080983090136,0.07805051812264639,0.4594885448528858,0.09450944591524134
20,5,5,entropy,log2,balanced,0.7140955837870538,0.2395775201589968,0.4136666666666667,0.17985302641632447,0.5555555555555556,0.2533723166886973,0.4170657393541373,0.16710018572923993,0.29869613169849357,0.2171383197289093
20,10,5,entropy,log2,balanced,0.7140955837870538,0.2395775201589968,0.4136666666666667,0.17985302641632447,0.5555555555555556,0.2533723166886973,0.4170657393541373,0.16710018572923993,0.29869613169849357,0.2171383197289093
30,5,2,entropy,,balanced,0.9409558378705384,0.030247065925226385,0.8494949494949495,0.11953383589888496,0.7777777777777777,0.12171612389003689,0.8038888888888888,0.0991258085764042,0.7758555205945579,0.11165846391019423
30,10,2,entropy,,balanced,0.927102238354507,0.02013710463048183,0.7694949494949495,0.06888977753507232,0.7777777777777777,0.12171612389003689,0.7657309941520467,0.07203539060826626,0.7280783968355496,0.07772279681085249
30,5,5,entropy,,balanced,0.9235934664246825,0.01767852026526317,0.7281818181818182,0.053039825984781186,0.8222222222222222,0.08888888888888888,0.7695975232198142,0.056585213088997326,0.7279870916350706,0.06663298399152146
30,10,5,entropy,,balanced,0.9235934664246825,0.01767852026526317,0.7281818181818182,0.053039825984781186,0.8222222222222222,0.08888888888888888,0.7695975232198142,0.056585213088997326,0.7279870916350706,0.06663298399152146
30,5,2,entropy,sqrt,balanced,0.874833635813672,0.030611488510380577,0.5887179487179487,0.08013138455230608,0.7555555555555555,0.17777777777777778,0.6469264069264069,0.09302167080871117,0.5905583336072292,0.10769634099986133
30,10,2,entropy,sqrt,balanced,0.8575922565033272,0.040396427606016264,0.5440293040293039,0.09585924518738913,0.7999999999999999,0.1632993161855452,0.6372943398430655,0.08785744250957651,0.57860987516467,0.11101631740221496
30,5,5,entropy,sqrt,balanced,0.8337568058076226,0.049789991141872214,0.5048313090418353,0.11264107019303717,0.7999999999999999,0.10886621079036347,0.6073593073593073,0.08000580927540596,0.5421219491622598,0.0954253771402681
30,10,5,entropy,sqrt,balanced,0.8337568058076226,0.049789991141872214,0.5048313090418353,0.11264107019303717,0.7999999999999999,0.10886621079036347,0.6073593073593073,0.08000580927540596,0.5421219491622598,0.0954253771402681
30,5,2,entropy,log2,balanced,0.8368421052631578,0.017202171486131082,0.47860139860139855,0.04744661196382015,0.6444444444444445,0.12957670877434002,0.5475080983090136,0.07805051812264639,0.4594885448528858,0.09450944591524134
30,10,2,entropy,log2,balanced,0.8368421052631578,0.017202171486131082,0.47860139860139855,0.04744661196382015,0.6444444444444445,0.12957670877434002,0.5475080983090136,0.07805051812264639,0.4594885448528858,0.09450944591524134
30,5,5,entropy,log2,balanced,0.7140955837870538,0.2395775201589968,0.4136666666666667,0.17985302641632447,0.5555555555555556,0.2533723166886973,0.4170657393541373,0.16710018572923993,0.29869613169849357,0.2171383197289093
30,10,5,entropy,log2,balanced,0.7140955837870538,0.2395775201589968,0.4136666666666667,0.17985302641632447,0.5555555555555556,0.2533723166886973,0.4170657393541373,0.16710018572923993,0.29869613169849357,0.2171383197289093
