criterion,max_depth,min_samples_split,min_samples_leaf,max_features,accuracy,precision,recall,f1,mcc,preparationTime
gini,10,2,1,None,0.9516636418632789,0.8685714285714287,0.8666666666666668,0.8521254543007133,0.8344671020272655,1.719310834027662
gini,10,5,1,None,0.9516636418632789,0.8685714285714287,0.8666666666666668,0.8521254543007133,0.8344671020272655,1.7193108809026145
gini,10,10,1,None,0.9516636418632789,0.8685714285714287,0.8666666666666668,0.8521254543007133,0.8344671020272655,1.7193109048611304
gini,10,2,2,None,0.955111917725348,0.9134615384615385,0.8222222222222222,0.8396544631838749,0.8321592184155057,1.7193109256946224
gini,10,5,2,None,0.955111917725348,0.9134615384615385,0.8222222222222222,0.8396544631838749,0.8321592184155057,1.71931094652771
gini,10,10,2,None,0.9585601935874168,0.9134615384615385,0.8444444444444444,0.8594346829640948,0.8484841664213368,1.7193109666667523
gini,10,2,5,None,0.9445251058681186,0.8804545454545455,0.7777777777777778,0.8109840778416629,0.7905357911971642,1.7193109881942898
gini,10,5,5,None,0.9445251058681186,0.8804545454545455,0.7777777777777778,0.8109840778416629,0.7905357911971642,1.7193110090277817
gini,10,10,5,None,0.9445251058681186,0.8804545454545455,0.7777777777777778,0.8109840778416629,0.7905357911971642,1.7193110295140488
gini,10,2,10,None,0.937568058076225,0.8638888888888889,0.7333333333333333,0.7766716943187532,0.7542838218858094,1.719311048958237
gini,10,5,10,None,0.937568058076225,0.8638888888888889,0.7333333333333333,0.7766716943187532,0.7542838218858094,1.719311069791729
gini,10,10,10,None,0.937568058076225,0.8638888888888889,0.7333333333333333,0.7766716943187532,0.7542838218858094,1.7193110892359174
gini,10,2,1,sqrt,0.8852994555353902,0.6204545454545454,0.6444444444444445,0.6305882352941177,0.5640928975225201,1.719311110763859
gini,10,5,1,sqrt,0.8852994555353902,0.6204545454545454,0.6444444444444445,0.6305882352941177,0.5640928975225201,1.7193111329862505
gini,10,10,1,sqrt,0.9027828191167574,0.6664069264069263,0.7777777777777778,0.7131655225019069,0.6616755463438706,1.719311154513788
gini,10,2,2,sqrt,0.9165759225650332,0.7149783549783549,0.7777777777777777,0.7391353383458646,0.6948357207146744,1.7193111750000551
gini,10,5,2,sqrt,0.9306110102843315,0.7816450216450217,0.7777777777777777,0.7749896800825594,0.7373613520910253,1.7193111961803678
gini,10,10,2,sqrt,0.8958257713248639,0.6883116883116883,0.6,0.6183333333333333,0.5749759833785915,1.7193112156249601
gini,10,2,5,sqrt,0.8333938294010889,0.4681385281385282,0.5333333333333333,0.4921777269260107,0.39933163270834576,1.7193112354167777
gini,10,5,5,sqrt,0.8333938294010889,0.4681385281385282,0.5333333333333333,0.4921777269260107,0.39933163270834576,1.719311254860966
gini,10,10,5,sqrt,0.8333938294010889,0.4681385281385282,0.5333333333333333,0.4921777269260107,0.39933163270834576,1.7193112739583336
