n_estimators,max_depth,learning_rate,gamma,subsample,colsample_bytree,min_child_weight,accuracy,precision,recall,f1,preparationTime
100,3,0.01,0,0.8,0.8,1,0.7017543859649122,0.7198412698412697,0.6577777777777778,0.6730827067669173,0.0018288244680932505
100,3,0.01,0,1,0.8,1,0.6380116959064328,0.6725108225108225,0.5955555555555556,0.6012804118302839,0.0018288244680932505
200,3,0.01,0,0.8,0.8,1,0.6912280701754385,0.7131746031746031,0.6377777777777778,0.6593984962406015,0.0018288244680932505
200,3,0.01,0,1,0.8,1,0.6485380116959064,0.676051726051726,0.6155555555555556,0.6193427487545135,0.0018288244680932505
100,3,0.01,0,0.8,0.8,3,0.7023391812865497,0.7369047619047618,0.6599999999999999,0.6783930841596745,0.0018288244680932505
100,3,0.01,0,1,0.8,3,0.6385964912280702,0.6491774891774892,0.6377777777777778,0.6245742232819902,0.0018288244680932505
200,3,0.01,0,0.8,0.8,3,0.6812865497076024,0.7119047619047618,0.64,0.6561708619374522,0.0018288244680932505
200,3,0.01,0,1,0.8,3,0.6497076023391812,0.6617965367965368,0.64,0.6342995169082125,0.0018288244680932505
100,5,0.01,0,0.8,0.8,1,0.7017543859649122,0.7333333333333334,0.6377777777777778,0.6657142857142857,0.0018288244680932505
100,5,0.01,0,1,0.8,1,0.6596491228070176,0.7472727272727273,0.5955555555555556,0.615,0.0018288244680932505
200,5,0.01,0,0.8,0.8,1,0.7017543859649122,0.7273504273504272,0.6577777777777778,0.6719571656413761,0.0018288244680932505
200,5,0.01,0,1,0.8,1,0.6380116959064328,0.67,0.5955555555555556,0.604123549085186,0.0018288244680932505
100,5,0.01,0,0.8,0.8,3,0.7023391812865497,0.7369047619047618,0.6599999999999999,0.6783930841596745,0.0018288244680932505
100,5,0.01,0,1,0.8,3,0.6385964912280702,0.6491774891774892,0.6377777777777778,0.6245742232819902,0.0018288244680932505
200,5,0.01,0,0.8,0.8,3,0.6812865497076024,0.7119047619047618,0.64,0.6561708619374522,0.0018288244680932505
200,5,0.01,0,1,0.8,3,0.6497076023391812,0.6617965367965368,0.64,0.6342995169082125,0.0018288244680932505
100,7,0.01,0,0.8,0.8,1,0.7017543859649122,0.7333333333333334,0.6377777777777778,0.6657142857142857,0.0018288244680932505
100,7,0.01,0,1,0.8,1,0.6596491228070176,0.7472727272727273,0.5955555555555556,0.615,0.0018288244680932505
200,7,0.01,0,0.8,0.8,1,0.7017543859649122,0.7273504273504272,0.6577777777777778,0.6719571656413761,0.0018288244680932505
200,7,0.01,0,1,0.8,1,0.6380116959064328,0.67,0.5955555555555556,0.604123549085186,0.0018288244680932505
