pca_n_components,n_estimators,max_depth,learning_rate,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
50,100,3,0.01,0.6444444444444445,0.090267093384844,0.6801587301587302,0.13528429049309534,0.6,0.11331154474650633,0.6277777777777777,0.08888888888888886,0.30039627021109727,0.1879341366908994,2.1451612199992978
50,150,3,0.01,0.6222222222222222,0.1077262190536962,0.6448051948051947,0.13592384243694483,0.6,0.08888888888888888,0.6164396284829722,0.09776413311839426,0.2489875261434847,0.21939708738909378,2.145161474444386
50,200,3,0.01,0.6666666666666666,0.0785674201318386,0.692063492063492,0.11095794431631967,0.6444444444444445,0.08314794192830981,0.6606209150326798,0.06690493113931548,0.3411423157367377,0.15973057202378177,2.1451616099996804
50,100,5,0.01,0.6777777777777778,0.08164965809277258,0.715873015873016,0.12504975074445243,0.6444444444444445,0.08314794192830981,0.668954248366013,0.06450089667068974,0.36704687401916125,0.1680367476650616,2.145161735554898
50,150,5,0.01,0.7,0.10304020550550781,0.7242063492063492,0.133689527999389,0.6888888888888889,0.08314794192830981,0.7003267973856209,0.08918395854230499,0.4069300485109423,0.20717926408675008,2.1451618533322794
50,200,5,0.01,0.7,0.10304020550550781,0.7242063492063492,0.133689527999389,0.6888888888888889,0.08314794192830981,0.7003267973856209,0.08918395854230499,0.4069300485109423,0.20717926408675008,2.145161963333117
50,100,7,0.01,0.6777777777777778,0.08164965809277258,0.715873015873016,0.12504975074445243,0.6444444444444445,0.08314794192830981,0.668954248366013,0.06450089667068974,0.36704687401916125,0.1680367476650616,2.145162071110422
50,150,7,0.01,0.7,0.10304020550550781,0.7242063492063492,0.133689527999389,0.6888888888888889,0.08314794192830981,0.7003267973856209,0.08918395854230499,0.4069300485109423,0.20717926408675008,2.14516218111126
50,200,7,0.01,0.7,0.10304020550550781,0.7242063492063492,0.133689527999389,0.6888888888888889,0.08314794192830981,0.7003267973856209,0.08918395854230499,0.4069300485109423,0.20717926408675008,2.1451622822218472
50,100,10,0.01,0.6777777777777778,0.08164965809277258,0.715873015873016,0.12504975074445243,0.6444444444444445,0.08314794192830981,0.668954248366013,0.06450089667068974,0.36704687401916125,0.1680367476650616,2.145162387776913
50,150,10,0.01,0.7,0.10304020550550781,0.7242063492063492,0.133689527999389,0.6888888888888889,0.08314794192830981,0.7003267973856209,0.08918395854230499,0.4069300485109423,0.20717926408675008,2.145162508888946
50,200,10,0.01,0.7,0.10304020550550781,0.7242063492063492,0.133689527999389,0.6888888888888889,0.08314794192830981,0.7003267973856209,0.08918395854230499,0.4069300485109423,0.20717926408675008,2.1451626177773706
50,100,3,0.1,0.7,0.10886621079036345,0.7116605616605616,0.1139377340080602,0.711111111111111,0.11331154474650632,0.7045603089720738,0.09632790895703104,0.4048482341158383,0.21391898076151103,2.145162726665795
50,150,3,0.1,0.711111111111111,0.09558139185602917,0.7182539682539683,0.10426771365025392,0.7333333333333332,0.1333333333333333,0.7164180164819551,0.09068723482231482,0.4334935355804815,0.1815366872438775,2.1451628344443936
50,200,3,0.1,0.7333333333333334,0.08888888888888886,0.7320634920634921,0.10204830912273744,0.7777777777777777,0.09938079899999065,0.7466295747894887,0.07246085092598567,0.4773359612380152,0.1656011736543011,2.145162946666177
50,100,5,0.1,0.7444444444444445,0.10304020550550781,0.7527777777777778,0.11798200323108499,0.7555555555555554,0.08314794192830981,0.7503267973856209,0.09003490383122907,0.49296947205130437,0.20322914968030362,2.1451630444434056
50,150,5,0.1,0.7333333333333334,0.0888888888888889,0.7476190476190476,0.11836710258790951,0.7555555555555554,0.08314794192830981,0.7430520034100596,0.06695711005216348,0.4778897914491179,0.167717869461352,2.145163143333048
50,200,5,0.1,0.7555555555555556,0.0968644209675705,0.757063492063492,0.11751886142928365,0.7999999999999999,0.08314794192830981,0.7701589865541946,0.07448215535694924,0.522057320788011,0.1809130244574606,2.1451632388880375
50,100,7,0.1,0.7444444444444445,0.10304020550550781,0.7527777777777778,0.11798200323108499,0.7555555555555554,0.08314794192830981,0.7503267973856209,0.09003490383122907,0.49296947205130437,0.20322914968030362,2.1451633344443204
50,150,7,0.1,0.7333333333333334,0.0888888888888889,0.7476190476190476,0.11836710258790951,0.7555555555555554,0.08314794192830981,0.7430520034100596,0.06695711005216348,0.4778897914491179,0.167717869461352,2.1451634477772235
50,200,7,0.1,0.7555555555555556,0.0968644209675705,0.757063492063492,0.11751886142928365,0.7999999999999999,0.08314794192830981,0.7701589865541946,0.07448215535694924,0.522057320788011,0.1809130244574606,2.1451635555545283
50,100,10,0.1,0.7444444444444445,0.10304020550550781,0.7527777777777778,0.11798200323108499,0.7555555555555554,0.08314794192830981,0.7503267973856209,0.09003490383122907,0.49296947205130437,0.20322914968030362,2.145163667777605
50,150,10,0.1,0.7333333333333334,0.0888888888888889,0.7476190476190476,0.11836710258790951,0.7555555555555554,0.08314794192830981,0.7430520034100596,0.06695711005216348,0.4778897914491179,0.167717869461352,2.1451637799993883
50,200,10,0.1,0.7555555555555556,0.0968644209675705,0.757063492063492,0.11751886142928365,0.7999999999999999,0.08314794192830981,0.7701589865541946,0.07448215535694924,0.522057320788011,0.1809130244574606,2.1451638922211713
50,100,3,0.3,0.7555555555555556,0.0968644209675705,0.7594444444444444,0.11379535454511919,0.7777777777777778,0.07027283689263066,0.7643618851049192,0.08090651463606187,0.5157455244846293,0.19001399792166218,2.145164006666487
50,150,3,0.3,0.7555555555555556,0.0968644209675705,0.7594444444444444,0.11379535454511919,0.7777777777777778,0.07027283689263066,0.7643618851049192,0.08090651463606187,0.5157455244846293,0.19001399792166218,2.145164109999314
50,200,3,0.3,0.7555555555555556,0.0968644209675705,0.7594444444444444,0.11379535454511919,0.7777777777777778,0.07027283689263066,0.7643618851049192,0.08090651463606187,0.5157455244846293,0.19001399792166218,2.1451642266655755
50,100,5,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.145164334444174
50,150,5,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.1451644433325985
50,200,5,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.1451645533334363
50,100,7,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.1451646622218608
50,150,7,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.145164756665731
50,200,7,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.1451648644443293
50,100,10,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.1451649677771556
50,150,10,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.1451650688890367
50,200,10,0.3,0.7444444444444444,0.08314794192830981,0.7391663891663892,0.08788245415686667,0.7777777777777777,0.14054567378526128,0.7494087938205586,0.08930427933832043,0.501756037744493,0.15884750206386827,2.145165161110668
50,100,3,0.5,0.7555555555555555,0.07535922203472524,0.7363886113886113,0.08320095120273348,0.8222222222222222,0.1507184440694504,0.7665889992360579,0.08264589606090372,0.5323431979762427,0.15038189908503913,2.1451652533322987
50,150,3,0.5,0.7555555555555555,0.07535922203472524,0.7363886113886113,0.08320095120273348,0.8222222222222222,0.1507184440694504,0.7665889992360579,0.08264589606090372,0.5323431979762427,0.15038189908503913,2.145165403333441
50,200,3,0.5,0.7555555555555555,0.07535922203472524,0.7363886113886113,0.08320095120273348,0.8222222222222222,0.1507184440694504,0.7665889992360579,0.08264589606090372,0.5323431979762427,0.15038189908503913,2.145165505555148
50,100,5,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.1451656055546158
50,150,5,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.145165706666497
50,200,5,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.1451658066659647
50,100,7,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.145165898888889
50,150,7,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.1451659911105203
50,200,7,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.145166082222325
50,100,10,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.145166182221793
50,150,10,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.145166272221185
50,200,10,0.5,0.7555555555555555,0.07535922203472524,0.7463886113886115,0.08714715172205809,0.8,0.12957670877434,0.7635814804390655,0.07950999907795865,0.5250859203889207,0.1424386612311285,2.1451663666663485
60,100,3,0.01,0.711111111111111,0.06478835438717,0.7507142857142857,0.09204036381625492,0.6444444444444445,0.08314794192830981,0.6900154798761611,0.06924628075308266,0.4304615774450461,0.13397605603344154,2.1451664899993275
60,150,3,0.01,0.711111111111111,0.08164965809277261,0.7726190476190476,0.1380336480060547,0.6222222222222221,0.05443310539518171,0.6859803921568627,0.0784151944098887,0.4351463047893927,0.17658313612020682,2.145166614443426
60,200,3,0.01,0.7,0.06666666666666667,0.7440476190476191,0.09656809424130117,0.6222222222222221,0.05443310539518171,0.6759803921568628,0.06533414541782798,0.4076855250117212,0.13878576355265254,2.145166725555383
60,100,5,0.01,0.711111111111111,0.08888888888888889,0.735930735930736,0.1107413122446371,0.6666666666666666,0.1405456737852613,0.6933333333333334,0.10572501018102472,0.4313405113375081,0.18322167694876246,2.145166831110449
60,150,5,0.01,0.711111111111111,0.08888888888888889,0.735930735930736,0.1107413122446371,0.6666666666666666,0.1405456737852613,0.6933333333333334,0.10572501018102472,0.4313405113375081,0.18322167694876246,2.1451669400001667
60,200,5,0.01,0.7333333333333333,0.08164965809277261,0.7835497835497836,0.12865229867363956,0.6666666666666666,0.1405456737852613,0.71,0.1008849730028104,0.4831496279023552,0.17253956143817822,2.145167044444113
60,100,7,0.01,0.711111111111111,0.08888888888888889,0.735930735930736,0.1107413122446371,0.6666666666666666,0.1405456737852613,0.6933333333333334,0.10572501018102472,0.4313405113375081,0.18322167694876246,2.145167149999179
60,150,7,0.01,0.711111111111111,0.08888888888888889,0.735930735930736,0.1107413122446371,0.6666666666666666,0.1405456737852613,0.6933333333333334,0.10572501018102472,0.4313405113375081,0.18322167694876246,2.1451672555555383
60,200,7,0.01,0.7333333333333333,0.08164965809277261,0.7835497835497836,0.12865229867363956,0.6666666666666666,0.1405456737852613,0.71,0.1008849730028104,0.4831496279023552,0.17253956143817822,2.145167358888365
