pca_n_components,n_estimators,max_depth,learning_rate,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc,preparationTime
10,5,2,('gini', {None}),0.8333333333333334,0.03513641844631531,0.8441919191919192,0.08852658026103226,0.8444444444444444,0.13333333333333336,0.8316900093370683,0.04310796455881105,0.6876627092792106,0.0782375907171962,0.6304198700003326
10,10,2,('gini', {None}),0.8444444444444444,0.022222222222222185,0.8636363636363636,0.08225891395842662,0.8444444444444444,0.13333333333333336,0.8408403361344539,0.03473588139247163,0.7107156768180869,0.04643225169788693,0.6304200800006381
10,5,5,('gini', {None}),0.8444444444444444,0.041573970964154876,0.8772727272727273,0.06641654180092024,0.8222222222222223,0.16629588385661961,0.8322689075630253,0.0681876722508417,0.7114525059761695,0.07282762668630634,0.6304201788889865
10,10,5,('gini', {None}),0.8444444444444444,0.041573970964154876,0.8772727272727273,0.06641654180092024,0.8222222222222223,0.16629588385661961,0.8322689075630253,0.0681876722508417,0.7114525059761695,0.07282762668630634,0.6304202611118348
10,5,2,('gini', {'sqrt'}),0.7666666666666666,0.06478835438717,0.9492063492063492,0.06301407378183878,0.5777777777777777,0.17777777777777778,0.697008547008547,0.10919117027627005,0.5902296223101028,0.09476435844924745,0.630420334444433
10,10,2,('gini', {'sqrt'}),0.7555555555555555,0.05665577237325319,0.8518831168831168,0.09024441615220327,0.6444444444444444,0.17777777777777778,0.7120685197155785,0.10071906005202307,0.5434105690877582,0.09700643333827699,0.6304204133339226
10,5,5,('gini', {'sqrt'}),0.8,0.05665577237325316,0.8168831168831169,0.10689187447355496,0.7999999999999999,0.08314794192830981,0.8007894736842104,0.052694698992774014,0.6110727577127479,0.11718763554315073,0.6304204911122926
10,10,5,('gini', {'sqrt'}),0.8,0.05665577237325316,0.8168831168831169,0.10689187447355496,0.7999999999999999,0.08314794192830981,0.8007894736842104,0.052694698992774014,0.6110727577127479,0.11718763554315073,0.6304205733338475
10,5,2,('gini', {'log2'}),0.7,0.12957670877434002,0.6623376623376623,0.34614714283548426,0.5777777777777777,0.33259176771323923,0.5930769230769231,0.3041371537382825,0.400279101136617,0.3216976826519999,0.6304206455566196
10,10,2,('gini', {'log2'}),0.6888888888888889,0.1515353521887317,0.6623376623376623,0.34614714283548426,0.5777777777777777,0.33259176771323923,0.5930769230769231,0.3041371537382825,0.37807554802522886,0.3660695725316088,0.630420721111457
10,5,5,('gini', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.63042079111199
10,10,5,('gini', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304208633334686
20,5,2,('gini', {None}),0.8333333333333334,0.03513641844631531,0.8441919191919192,0.08852658026103226,0.8444444444444444,0.13333333333333336,0.8316900093370683,0.04310796455881105,0.6876627092792106,0.0782375907171962,0.6304209366673603
20,10,2,('gini', {None}),0.8444444444444444,0.022222222222222185,0.8636363636363636,0.08225891395842662,0.8444444444444444,0.13333333333333336,0.8408403361344539,0.03473588139247163,0.7107156768180869,0.04643225169788693,0.6304210100012521
20,5,5,('gini', {None}),0.8444444444444444,0.041573970964154876,0.8772727272727273,0.06641654180092024,0.8222222222222223,0.16629588385661961,0.8322689075630253,0.0681876722508417,0.7114525059761695,0.07282762668630634,0.630421078889372
20,10,5,('gini', {None}),0.8444444444444444,0.041573970964154876,0.8772727272727273,0.06641654180092024,0.8222222222222223,0.16629588385661961,0.8322689075630253,0.0681876722508417,0.7114525059761695,0.07282762668630634,0.6304211477787854
20,5,2,('gini', {'sqrt'}),0.7666666666666666,0.06478835438717,0.9492063492063492,0.06301407378183878,0.5777777777777777,0.17777777777777778,0.697008547008547,0.10919117027627005,0.5902296223101028,0.09476435844924745,0.6304212233336228
20,10,2,('gini', {'sqrt'}),0.7555555555555555,0.05665577237325319,0.8518831168831168,0.09024441615220327,0.6444444444444444,0.17777777777777778,0.7120685197155785,0.10071906005202307,0.5434105690877582,0.09700643333827699,0.6304212944452754
20,5,5,('gini', {'sqrt'}),0.8,0.05665577237325316,0.8168831168831169,0.10689187447355496,0.7999999999999999,0.08314794192830981,0.8007894736842104,0.052694698992774014,0.6110727577127479,0.11718763554315073,0.6304213655556345
20,10,5,('gini', {'sqrt'}),0.8,0.05665577237325316,0.8168831168831169,0.10689187447355496,0.7999999999999999,0.08314794192830981,0.8007894736842104,0.052694698992774014,0.6110727577127479,0.11718763554315073,0.6304214355561675
20,5,2,('gini', {'log2'}),0.7,0.15947444549341472,0.665909090909091,0.34822454045990553,0.6,0.341384255460827,0.6077828054298642,0.3130173234862928,0.3982790502155783,0.37866447572008116,0.6304215033344615
20,10,2,('gini', {'log2'}),0.6888888888888889,0.1515353521887317,0.6623376623376623,0.34614714283548426,0.5777777777777777,0.33259176771323923,0.5930769230769231,0.3041371537382825,0.37807554802522886,0.3660695725316088,0.6304215811115379
20,5,5,('gini', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304216622232667
20,10,5,('gini', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304217288891475
30,5,2,('gini', {None}),0.8333333333333334,0.03513641844631531,0.8441919191919192,0.08852658026103226,0.8444444444444444,0.13333333333333336,0.8316900093370683,0.04310796455881105,0.6876627092792106,0.0782375907171962,0.6304217977785609
30,10,2,('gini', {None}),0.8444444444444444,0.022222222222222185,0.8636363636363636,0.08225891395842662,0.8444444444444444,0.13333333333333336,0.8408403361344539,0.03473588139247163,0.7107156768180869,0.04643225169788693,0.6304218733333983
30,5,5,('gini', {None}),0.8444444444444444,0.041573970964154876,0.8772727272727273,0.06641654180092024,0.8222222222222223,0.16629588385661961,0.8322689075630253,0.0681876722508417,0.7114525059761695,0.07282762668630634,0.6304219488895291
30,10,5,('gini', {None}),0.8444444444444444,0.041573970964154876,0.8772727272727273,0.06641654180092024,0.8222222222222223,0.16629588385661961,0.8322689075630253,0.0681876722508417,0.7114525059761695,0.07282762668630634,0.6304220188900621
30,5,2,('gini', {'sqrt'}),0.7666666666666666,0.06478835438717,0.9492063492063492,0.06301407378183878,0.5777777777777777,0.17777777777777778,0.697008547008547,0.10919117027627005,0.5902296223101028,0.09476435844924745,0.6304220900004213
30,10,2,('gini', {'sqrt'}),0.7555555555555555,0.05665577237325319,0.8518831168831168,0.09024441615220327,0.6444444444444444,0.17777777777777778,0.7120685197155785,0.10071906005202307,0.5434105690877582,0.09700643333827699,0.6304221588898347
30,5,5,('gini', {'sqrt'}),0.8,0.05665577237325316,0.8168831168831169,0.10689187447355496,0.7999999999999999,0.08314794192830981,0.8007894736842104,0.052694698992774014,0.6110727577127479,0.11718763554315073,0.6304222311113133
30,10,5,('gini', {'sqrt'}),0.8,0.05665577237325316,0.8168831168831169,0.10689187447355496,0.7999999999999999,0.08314794192830981,0.8007894736842104,0.052694698992774014,0.6110727577127479,0.11718763554315073,0.630422296667368
30,5,2,('gini', {'log2'}),0.7,0.15947444549341472,0.665909090909091,0.34822454045990553,0.6,0.341384255460827,0.6077828054298642,0.3130173234862928,0.3982790502155783,0.37866447572008116,0.6304223655567814
30,10,2,('gini', {'log2'}),0.6888888888888889,0.1515353521887317,0.6623376623376623,0.34614714283548426,0.5777777777777777,0.33259176771323923,0.5930769230769231,0.3041371537382825,0.37807554802522886,0.3660695725316088,0.6304224333337819
30,5,5,('gini', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304225044454345
30,10,5,('gini', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304226100005003
10,5,2,('entropy', {None}),0.8666666666666666,0.04444444444444442,0.8977777777777778,0.08955307413159946,0.8444444444444443,0.08888888888888889,0.8628551771585828,0.0482159108773424,0.744190507292823,0.08466488750502425,0.6304226811121528
10,10,2,('entropy', {None}),0.8666666666666666,0.04444444444444442,0.8977777777777778,0.08955307413159946,0.8444444444444443,0.08888888888888889,0.8628551771585828,0.0482159108773424,0.744190507292823,0.08466488750502425,0.6304227555558707
10,5,5,('entropy', {None}),0.888888888888889,0.09296222517045283,0.9384615384615385,0.12307692307692308,0.8666666666666668,0.1632993161855452,0.8829640947288006,0.10307657727394873,0.8058403455783832,0.15642087867118531,0.6304228277786428
10,10,5,('entropy', {None}),0.888888888888889,0.09296222517045283,0.9384615384615385,0.12307692307692308,0.8666666666666668,0.1632993161855452,0.8829640947288006,0.10307657727394873,0.8058403455783832,0.15642087867118531,0.6304228988890018
10,5,2,('entropy', {'sqrt'}),0.7333333333333334,0.07370277311900887,0.8305555555555555,0.10985399962936217,0.6,0.15071844406945042,0.6833383609854198,0.10580122817455484,0.4936010427633777,0.1441694084854593,0.630422971111774
10,10,2,('entropy', {'sqrt'}),0.7333333333333334,0.07370277311900887,0.7805555555555556,0.07157832625958405,0.6444444444444444,0.12957670877434002,0.701437908496732,0.1002218053596843,0.47613926509839966,0.14344110585477204,0.6304230400011874
10,5,5,('entropy', {'sqrt'}),0.8111111111111111,0.090267093384844,0.8400000000000001,0.14829644882698262,0.8222222222222222,0.11331154474650633,0.8171254543007134,0.07858850686611941,0.6487380375680756,0.16878864879775382,0.6304231211116227
10,10,5,('entropy', {'sqrt'}),0.8111111111111111,0.090267093384844,0.8400000000000001,0.14829644882698262,0.8222222222222222,0.11331154474650633,0.8171254543007134,0.07858850686611941,0.6487380375680756,0.16878864879775382,0.6304231944455144
10,5,2,('entropy', {'log2'}),0.7,0.12957670877434002,0.6623376623376623,0.34614714283548426,0.5777777777777777,0.33259176771323923,0.5930769230769231,0.3041371537382825,0.400279101136617,0.3216976826519999,0.6304232688892323
10,10,2,('entropy', {'log2'}),0.6888888888888889,0.1515353521887317,0.6623376623376623,0.34614714283548426,0.5777777777777777,0.33259176771323923,0.5930769230769231,0.3041371537382825,0.37807554802522886,0.3660695725316088,0.6304233377786457
10,5,5,('entropy', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304234100001244
10,10,5,('entropy', {'log2'}),0.5111111111111112,0.0737027731190089,0.7184065934065933,0.23820123028220905,0.4,0.33407325285273126,0.3492676121832132,0.2874897683597283,0.016076058085352608,0.1646335255015628,0.6304234800006573
20,5,2,('entropy', {None}),0.8666666666666666,0.04444444444444442,0.8977777777777778,0.08955307413159946,0.8444444444444443,0.08888888888888889,0.8628551771585828,0.0482159108773424,0.744190507292823,0.08466488750502425,0.6304235488900708
20,10,2,('entropy', {None}),0.8666666666666666,0.04444444444444442,0.8977777777777778,0.08955307413159946,0.8444444444444443,0.08888888888888889,0.8628551771585828,0.0482159108773424,0.744190507292823,0.08466488750502425,0.6304236188893103
20,5,5,('entropy', {None}),0.888888888888889,0.09296222517045283,0.9384615384615385,0.12307692307692308,0.8666666666666668,0.1632993161855452,0.8829640947288006,0.10307657727394873,0.8058403455783832,0.15642087867118531,0.6304236888898433
20,10,5,('entropy', {None}),0.888888888888889,0.09296222517045283,0.9384615384615385,0.12307692307692308,0.8666666666666668,0.1632993161855452,0.8829640947288006,0.10307657727394873,0.8058403455783832,0.15642087867118531,0.6304237611113219
