Best_Threshold,Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.1,0.8777777777777779,0.09128709291752767,0.8584615384615384,0.13648156994594998,0.9333333333333332,0.060858061945018485,0.8887137630171686,0.07819274580804626,0.7712483300891664,0.1662042803967047
