Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.920205686630369,0.01742706812304978,0.8714285714285716,0.12380952380952381,0.6,0.08888888888888888,0.6997435897435896,0.06615384615384616,0.677301901085489,0.06862832843938978
