Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.8716878402903812,0.04408847830871377,0.6051515151515151,0.1383146623531103,0.6222222222222222,0.20608041101101562,0.5920570657412763,0.1440798808371487,0.53068038662587,0.1620433818929205
