Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.9200846944948579,0.017833928851598183,0.8333333333333334,0.14298407059684812,0.6666666666666666,0.15713484026367722,0.7150568729516098,0.07601665012267397,0.6910407694645118,0.07219837335868165
