n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
200,20,5,2,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,20,10,2,entropy,0.9375075620084695,0.023384371360858424,0.8016666666666665,0.07972948089293438,0.7999999999999999,0.0831479419283098,0.7997936016511866,0.07549716936199598,0.7635099955619273,0.08962317823318659
100,20,10,2,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
200,20,10,2,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,20,5,5,entropy,0.9374470659407139,0.017899476913607177,0.7937878787878787,0.0763103737076051,0.8222222222222222,0.05443310539518171,0.8054076367389061,0.05057944629684736,0.7700469327027061,0.06086905949721711
100,20,5,5,entropy,0.9409558378705384,0.013893564378423418,0.8093434343434343,0.062236076773179785,0.8222222222222222,0.05443310539518171,0.81359477124183,0.04127573883358966,0.7801185672924167,0.04912063797508663
200,20,5,5,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,20,10,5,entropy,0.9374470659407139,0.017899476913607177,0.7937878787878787,0.0763103737076051,0.8222222222222222,0.05443310539518171,0.8054076367389061,0.05057944629684736,0.7700469327027061,0.06086905949721711
100,20,10,5,entropy,0.9409558378705384,0.013893564378423418,0.8093434343434343,0.062236076773179785,0.8222222222222222,0.05443310539518171,0.81359477124183,0.04127573883358966,0.7801185672924167,0.04912063797508663
200,20,10,5,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,30,5,2,entropy,0.9409558378705384,0.017661743836514844,0.8183333333333334,0.054478447431694485,0.7999999999999999,0.0831479419283098,0.8076367389060888,0.06210971053591236,0.7738501316163491,0.07204930415297857
100,30,5,2,entropy,0.9444041137326075,0.013121372569903846,0.8238888888888889,0.048291808471334935,0.8222222222222222,0.05443310539518171,0.822015823873409,0.04193302466637172,0.7898138504372108,0.04984274546216977
200,30,5,2,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,30,10,2,entropy,0.9375075620084695,0.023384371360858424,0.8016666666666665,0.07972948089293438,0.7999999999999999,0.0831479419283098,0.7997936016511866,0.07549716936199598,0.7635099955619273,0.08962317823318659
100,30,10,2,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
200,30,10,2,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,30,5,5,entropy,0.9374470659407139,0.017899476913607177,0.7937878787878787,0.0763103737076051,0.8222222222222222,0.05443310539518171,0.8054076367389061,0.05057944629684736,0.7700469327027061,0.06086905949721711
100,30,5,5,entropy,0.9409558378705384,0.013893564378423418,0.8093434343434343,0.062236076773179785,0.8222222222222222,0.05443310539518171,0.81359477124183,0.04127573883358966,0.7801185672924167,0.04912063797508663
200,30,5,5,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
50,30,10,5,entropy,0.9374470659407139,0.017899476913607177,0.7937878787878787,0.0763103737076051,0.8222222222222222,0.05443310539518171,0.8054076367389061,0.05057944629684736,0.7700469327027061,0.06086905949721711
100,30,10,5,entropy,0.9409558378705384,0.013893564378423418,0.8093434343434343,0.062236076773179785,0.8222222222222222,0.05443310539518171,0.81359477124183,0.04127573883358966,0.7801185672924167,0.04912063797508663
200,30,10,5,entropy,0.9409558378705384,0.017661743836514844,0.8083333333333332,0.06880819646840461,0.8222222222222222,0.05443310539518171,0.8138286893704849,0.05244865022295026,0.7797869000065336,0.06282002060335194
