Accuracy,Std_Accuracy,Precision,Std_Precision,Recall,Std_Recall,F1,Std_F1,MCC,Std_MCC
0.8921960072595281,0.02617362214140695,0.8642857142857142,0.17554579610635013,0.4,0.11331154474650634,0.530969030969031,0.12207448847464637,0.5327158662123087,0.11992612462587494
