n_components,C,kernel,accuracy,std_accuracy,precision,std_precision,recall,std_recall,f1,std_f1,mcc,std_mcc
200,10.0,linear,0.9166969147005444,0.020212930369983065,0.8400793650793652,0.09648326230107479,0.6,0.16629588385661961,0.6785947712418301,0.11467701627366036,0.6568502333348756,0.09557005691783435
200,10.0,rbf,0.9166364186327888,0.025515144440350992,0.8203174603174602,0.1090622896256655,0.6222222222222222,0.20608041101101562,0.6806432748538012,0.13758463015109954,0.6582955902904526,0.1252006267457064
200,10.0,poly,0.8470659407138535,0.028591417017344127,0.6,0.38873012632302,0.15555555555555556,0.16629588385661961,0.2127272727272727,0.2088967038375582,0.19063546656609215,0.2293622181653964
200,10.0,sigmoid,0.8022383545069571,0.056794306406986204,0.43509157509157514,0.07605595337545053,0.6888888888888889,0.04444444444444447,0.5291341991341991,0.06623399258654697,0.4343054318363137,0.08376774847143334
200,100.0,linear,0.9166969147005444,0.020212930369983065,0.8400793650793652,0.09648326230107479,0.6,0.16629588385661961,0.6785947712418301,0.11467701627366036,0.6568502333348756,0.09557005691783435
200,100.0,rbf,0.902843315184513,0.01736079046618179,0.7817460317460317,0.11528443687566628,0.5555555555555556,0.15713484026367724,0.6283986928104575,0.10378152688575708,0.5979110960530958,0.0895303240263847
200,100.0,poly,0.8854204476709013,0.01756199909182715,0.6688095238095239,0.09515591692625898,0.5555555555555556,0.07027283689263066,0.602296181630547,0.05688360117896529,0.5422887001042291,0.06947878055274789
200,100.0,sigmoid,0.7361161524500908,0.055997795517752955,0.3329091960670908,0.07227935285176125,0.6222222222222222,0.05443310539518171,0.4305194805194805,0.06760873704032695,0.30613591496036463,0.08978353350392326
220,0.01,linear,0.9201451905626135,0.023558538994096483,0.8445238095238097,0.09399063976169006,0.6222222222222222,0.19372884193514103,0.6914602683178535,0.12792567952776687,0.6720359085671346,0.11175482353648197
220,0.01,rbf,0.8335753176043557,0.040897489535773476,0.5033333333333333,0.17650936393164968,0.31111111111111106,0.08314794192830981,0.37277310924369744,0.10090044893622788,0.3000873927995841,0.13020285347294655
220,0.01,poly,0.5725347852389595,0.31859755401989254,0.5143062200956938,0.3979078203003728,0.4222222222222222,0.47349501672583366,0.1415646853146853,0.12405447690533479,0.04212388047428624,0.03535381625486201
220,0.01,sigmoid,0.6039927404718692,0.24975942060827602,0.25668003418578655,0.17260948065334497,0.4666666666666667,0.36106837353937604,0.2533502304147465,0.11087122009746404,0.1177092284203874,0.13788553420653418
220,0.1,linear,0.9201451905626135,0.023558538994096483,0.8445238095238097,0.09399063976169006,0.6222222222222222,0.19372884193514103,0.6914602683178535,0.12792567952776687,0.6720359085671346,0.11175482353648197
220,0.1,rbf,0.8335753176043557,0.040897489535773476,0.5033333333333333,0.17650936393164968,0.31111111111111106,0.08314794192830981,0.37277310924369744,0.10090044893622788,0.3000873927995841,0.13020285347294655
220,0.1,poly,0.7023593466424682,0.2822167821027326,0.8254545454545454,0.3490909090909091,0.15555555555555556,0.3111111111111111,0.04375,0.0875,-0.06598705336226243,0.13197410672452486
220,0.1,sigmoid,0.7643073200241984,0.11812814205772594,0.34946428571428567,0.15478209575248966,0.3333333333333333,0.24343224778007383,0.289006968641115,0.11732531599044557,0.19481801286432598,0.12703791548396579
220,1.0,linear,0.9201451905626135,0.023558538994096483,0.8445238095238097,0.09399063976169006,0.6222222222222222,0.19372884193514103,0.6914602683178535,0.12792567952776687,0.6720359085671346,0.11175482353648197
220,1.0,rbf,0.8924984875983062,0.02485173750946119,0.8,0.18973665961010275,0.48888888888888893,0.15071844406945042,0.5788487054740925,0.09411619758328553,0.5586222048137888,0.10372944868982545
220,1.0,poly,0.719600725952813,0.24773438900489267,0.7307692307692307,0.34743353201957583,0.2,0.34712220781807357,0.08882265275707898,0.1117221939006152,0.033839898316793834,0.07319084940762358
220,1.0,sigmoid,0.8128251663641863,0.06599269778088421,0.447457264957265,0.14724365641048937,0.5777777777777778,0.14740554623801777,0.49924508240297705,0.14187637120047453,0.396139391855767,0.17841707479345392
220,10.0,linear,0.9201451905626135,0.023558538994096483,0.8445238095238097,0.09399063976169006,0.6222222222222222,0.19372884193514103,0.6914602683178535,0.12792567952776687,0.6720359085671346,0.11175482353648197
220,10.0,rbf,0.9200846944948576,0.028246805402858184,0.8488888888888889,0.1313932933252843,0.6222222222222222,0.20608041101101562,0.6906432748538011,0.14393284877587473,0.6731591414067775,0.1354324419026467
220,10.0,poly,0.8470659407138535,0.028591417017344127,0.6,0.38873012632302,0.15555555555555556,0.16629588385661961,0.2127272727272727,0.2088967038375582,0.19063546656609215,0.2293622181653964
220,10.0,sigmoid,0.8022383545069571,0.056794306406986204,0.43509157509157514,0.07605595337545053,0.6888888888888889,0.04444444444444447,0.5291341991341991,0.06623399258654697,0.4343054318363137,0.08376774847143334
220,100.0,linear,0.9201451905626135,0.023558538994096483,0.8445238095238097,0.09399063976169006,0.6222222222222222,0.19372884193514103,0.6914602683178535,0.12792567952776687,0.6720359085671346,0.11175482353648197
220,100.0,rbf,0.9132486388384755,0.010536393643184018,0.8155555555555555,0.09411052079048755,0.6,0.13333333333333333,0.6752711340946635,0.07314557865241807,0.6463706538875528,0.06049669695922076
220,100.0,poly,0.8854204476709013,0.01756199909182715,0.6688095238095239,0.09515591692625898,0.5555555555555556,0.07027283689263066,0.602296181630547,0.05688360117896529,0.5422887001042291,0.06947878055274789
220,100.0,sigmoid,0.7326678765880218,0.06116819605746761,0.32529014844804316,0.08307399422581363,0.5999999999999999,0.08888888888888888,0.4190252276459173,0.08563630669175055,0.28959194765987367,0.11651731140105528
