alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.7976608187134502,0.8332323232323233,0.7688888888888888,0.7901754385964912,0.0023388000851064304
0.01,0.7760233918128655,0.8206349206349207,0.7266666666666667,0.761857585139319,0.0023388000851064304
0.1,0.7444444444444445,0.8083333333333333,0.6644444444444444,0.714202172096909,0.0023388000851064304
1.0,0.7444444444444445,0.8219696969696969,0.6422222222222221,0.6998089492207139,0.0023388000851064304
10.0,0.6380116959064328,0.6385714285714286,0.7444444444444445,0.6662619988706944,0.0023388000851064304
