n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,precision,recall,f1,mcc,preparationTime
10,10,2,1,gini,0.6807017543859648,0.7928571428571429,0.47333333333333333,0.5656862745098039,0.3987359526729467,0.0019567016808525023
50,10,2,1,gini,0.7976608187134502,0.836111111111111,0.7466666666666666,0.7869281045751634,0.6019712567712048,0.0019567016808525023
100,10,2,1,gini,0.8187134502923976,0.8283982683982684,0.8133333333333332,0.8145098039215686,0.6474620268058345,0.0019567016808525023
300,10,2,1,gini,0.8502923976608188,0.8733333333333334,0.8333333333333334,0.8475128998968009,0.7093582119063389,0.0019567016808525023
500,10,2,1,gini,0.7964912280701755,0.8117171717171716,0.7933333333333333,0.7922514619883041,0.6052564145137167,0.0019567016808525023
10,10,5,1,gini,0.6807017543859648,0.7034632034632035,0.6422222222222222,0.6663157894736843,0.3679911039773534,0.0019567016808525023
50,10,5,1,gini,0.8087719298245613,0.845,0.7733333333333333,0.7910364145658264,0.6399338736459013,0.0019567016808525023
100,10,5,1,gini,0.808187134502924,0.8222222222222222,0.7888888888888889,0.8046783625730993,0.6177777777777778,0.0019567016808525023
300,10,5,1,gini,0.8292397660818714,0.8461111111111113,0.8111111111111111,0.8266666666666668,0.6613308645907283,0.0019567016808525023
500,10,5,1,gini,0.8292397660818713,0.8622222222222222,0.7933333333333333,0.818264533883729,0.6700000319614651,0.0019567016808525023
10,10,2,2,gini,0.712280701754386,0.7523809523809524,0.6599999999999999,0.6915966386554622,0.4439025057738203,0.0019567016808525023
50,10,2,2,gini,0.8187134502923976,0.8411111111111111,0.7933333333333332,0.8139662882696939,0.6428626144026988,0.0019567016808525023
100,10,2,2,gini,0.8070175438596492,0.8353535353535355,0.7933333333333333,0.8016563467492259,0.6312954559395371,0.0019567016808525023
300,10,2,2,gini,0.8181286549707603,0.8305555555555555,0.8111111111111111,0.8184795321637427,0.6396624725796087,0.0019567016808525023
500,10,2,2,gini,0.8181286549707603,0.8292063492063491,0.8133333333333332,0.8157963536291708,0.6439856678035368,0.0019567016808525023
10,10,5,2,gini,0.775438596491228,0.7835314685314685,0.8088888888888889,0.7876875790188483,0.5632596494126385,0.0019567016808525023
50,10,5,2,gini,0.7333333333333333,0.7393939393939395,0.7688888888888888,0.7444444444444442,0.4832077362598307,0.0019567016808525023
100,10,5,2,gini,0.8391812865497075,0.8692063492063491,0.8133333333333332,0.8335741314069487,0.6902380792391594,0.0019567016808525023
300,10,5,2,gini,0.8292397660818713,0.8625396825396825,0.7888888888888889,0.8205228758169933,0.6654406898048542,0.0019567016808525023
500,10,5,2,gini,0.8076023391812865,0.8400000000000001,0.7711111111111111,0.796345029239766,0.6263227877379254,0.0019567016808525023
10,30,2,1,gini,0.6690058479532164,0.7611111111111111,0.5555555555555556,0.6262224187920783,0.36579215879712573,0.0019567016808525023
50,30,2,1,gini,0.7543859649122806,0.8214935064935066,0.6822222222222223,0.7227885891198584,0.5360861018777172,0.0019567016808525023
100,30,2,1,gini,0.7865497076023391,0.8028571428571428,0.7711111111111111,0.7816718266253869,0.5800681457020522,0.0019567016808525023
300,30,2,1,gini,0.808187134502924,0.8236363636363636,0.7933333333333333,0.7983333333333333,0.6297991467402231,0.0019567016808525023
500,30,2,1,gini,0.8181286549707603,0.8164141414141415,0.8333333333333334,0.8207017543859649,0.6436926617930091,0.0019567016808525023
10,30,5,1,gini,0.660233918128655,0.6708513708513709,0.64,0.6433239962651727,0.33479092257123033,0.0019567016808525023
