alpha,accuracy,precision,recall,f1,preparationTime
0.001,0.7664650537634409,0.8362193362193362,0.6625,0.7361795292829775,0.0015075084148938405
0.01,0.723790322580645,0.8153846153846155,0.5777777777777778,0.6721611721611721,0.0015075084148938405
0.1,0.7345430107526881,0.865993265993266,0.5555555555555555,0.6748717948717949,0.0015075084148938405
1.0,0.7237903225806451,0.8240740740740741,0.5763888888888888,0.6745326278659611,0.0015075084148938405
10.0,0.586021505376344,0.6138888888888889,0.7055555555555556,0.6273504273504273,0.0015075084148938405
