n_estimators,max_depth,min_samples_split,min_samples_leaf,criterion,accuracy,precision,recall,f1,preparationTime
100,10,5,2,entropy,0.9798415186346222,0.9800065008739366,0.9798415186346222,0.9798391875035216,0.0012906522842506443
300,10,5,2,entropy,0.9812783002438175,0.9817629616306637,0.9812783002438175,0.9812721518579566,0.0012906522842506443
500,10,5,2,entropy,0.982727521520625,0.9830802752733159,0.982727521520625,0.9827225233258998,0.0012906522842506443
10,30,2,1,entropy,0.965442603373638,0.9657228225894441,0.965442603373638,0.9654380763457805,0.0012906522842506443
50,30,2,1,entropy,0.979841518634622,0.9801453570841604,0.979841518634622,0.9798368450016249,0.0012906522842506443
100,30,2,1,entropy,0.982727521520625,0.9830313599701633,0.982727521520625,0.9827228478876279,0.0012906522842506443
300,30,2,1,entropy,0.982727521520625,0.9830313599701633,0.982727521520625,0.9827228478876279,0.0012906522842506443
500,30,2,1,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,30,5,1,entropy,0.9639809424292182,0.9643158230032757,0.9639809424292182,0.9639740183759807,0.0012906522842506443
50,30,5,1,entropy,0.9812783002438175,0.9817146000841038,0.9812783002438175,0.9812725304656591,0.0012906522842506443
100,30,5,1,entropy,0.9827213016868189,0.9832420184398486,0.9827213016868189,0.9827145582234763,0.0012906522842506443
300,30,5,1,entropy,0.9798415186346222,0.9801931901903406,0.9798415186346222,0.9798361958781688,0.0012906522842506443
500,30,5,1,entropy,0.9827213016868189,0.9831941853336685,0.9827213016868189,0.9827152073469323,0.0012906522842506443
10,30,2,2,entropy,0.956759715380405,0.9568482785703504,0.956759715380405,0.9567565891745907,0.0012906522842506443
50,30,2,2,entropy,0.9812845200776236,0.9818568964910428,0.9812845200776236,0.9812753556686612,0.0012906522842506443
100,30,2,2,entropy,0.9784047370254267,0.9786016894150328,0.9784047370254267,0.9784013191684914,0.0012906522842506443
300,30,2,2,entropy,0.979841518634622,0.9801450343715096,0.979841518634622,0.979836682735968,0.0012906522842506443
500,30,2,2,entropy,0.9798415186346222,0.9801453570841604,0.9798415186346222,0.9798368450016249,0.0012906522842506443
10,30,5,2,entropy,0.9639871622630243,0.9644965558710186,0.9639871622630243,0.9639733108516632,0.0012906522842506443
50,30,5,2,entropy,0.9812845200776236,0.9818812367715708,0.9812845200776236,0.9812751934030041,0.0012906522842506443
100,30,5,2,entropy,0.979835298800816,0.9802834992540183,0.979835298800816,0.9798293667570005,0.0012906522842506443
300,30,5,2,entropy,0.9783985171916206,0.9786900241445696,0.9783985171916206,0.9783938435586236,0.0012906522842506443
500,30,5,2,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,50,2,1,entropy,0.9610638403741851,0.9616715072192604,0.9610638403741851,0.9610509112838961,0.0012906522842506443
50,50,2,1,entropy,0.9841643031298203,0.9846006029701067,0.9841643031298203,0.9841585333516619,0.0012906522842506443
100,50,2,1,entropy,0.9827275215206249,0.9830803706401792,0.9827275215206249,0.9827225774509483,0.0012906522842506443
300,50,2,1,entropy,0.9841643031298203,0.9846002802574559,0.9841643031298203,0.9841583710860049,0.0012906522842506443
500,50,2,1,entropy,0.982727521520625,0.9830802752733159,0.982727521520625,0.9827225233258998,0.0012906522842506443
10,50,5,1,entropy,0.9711835099766134,0.9715796042190236,0.9711835099766134,0.971176564113394,0.0012906522842506443
50,50,5,1,entropy,0.9812720804100116,0.9815689361143907,0.9812720804100116,0.9812687421007279,0.0012906522842506443
100,50,5,1,entropy,0.9783985171916206,0.9787145789667256,0.9783985171916206,0.9783938435586235,0.0012906522842506443
300,50,5,1,entropy,0.9812783002438175,0.9814787817130397,0.9812783002438175,0.9812757368511159,0.0012906522842506443
500,50,5,1,entropy,0.982727521520625,0.9830802752733159,0.982727521520625,0.9827225233258998,0.0012906522842506443
10,50,2,2,entropy,0.9683286062596408,0.9686127081441139,0.9683286062596408,0.9683251611366502,0.0012906522842506443
50,50,2,2,entropy,0.9812783002438175,0.9814784590003889,0.9812783002438175,0.981275574585459,0.0012906522842506443
100,50,2,2,entropy,0.9783985171916206,0.9786900241445696,0.9783985171916206,0.9783938435586236,0.0012906522842506443
300,50,2,2,entropy,0.979841518634622,0.9801450343715096,0.979841518634622,0.979836682735968,0.0012906522842506443
500,50,2,2,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,50,5,2,entropy,0.9596581579340199,0.9598430803878499,0.9596581579340199,0.9596549123167392,0.0012906522842506443
50,50,5,2,entropy,0.9755125143056178,0.9761335749782477,0.9755125143056178,0.9755031335546098,0.0012906522842506443
100,50,5,2,entropy,0.9784171766930387,0.9784744720813707,0.9784171766930387,0.9784159465852346,0.0012906522842506443
300,50,5,2,entropy,0.9784109568592326,0.9785381915169196,0.9784109568592326,0.9784086320123188,0.0012906522842506443
500,50,5,2,entropy,0.9798415186346222,0.9801453570841604,0.9798415186346222,0.9798368450016249,0.0012906522842506443
10,100,2,1,entropy,0.9740757326964223,0.9745708258800371,0.9740757326964223,0.974068255763698,0.0012906522842506443
50,100,2,1,entropy,0.9827275215206249,0.9830310372575125,0.9827275215206249,0.982722685621971,0.0012906522842506443
100,100,2,1,entropy,0.982727521520625,0.9830310372575125,0.982727521520625,0.982722685621971,0.0012906522842506443
300,100,2,1,entropy,0.982727521520625,0.9830313599701633,0.982727521520625,0.9827228478876279,0.0012906522842506443
500,100,2,1,entropy,0.9856073045728219,0.9860801882196714,0.9856073045728219,0.9856012102329353,0.0012906522842506443
10,100,5,1,entropy,0.9553478131064338,0.955358811880551,0.9553478131064338,0.9553474660770798,0.0012906522842506443
50,100,5,1,entropy,0.9755249539732298,0.9756515413565378,0.9755249539732298,0.9755223586835543,0.0012906522842506443
100,100,5,1,entropy,0.9812783002438175,0.9814787817130397,0.9812783002438175,0.9812757368511159,0.0012906522842506443
300,100,5,1,entropy,0.9783985171916206,0.9787142562540748,0.9783985171916206,0.9783936812929666,0.0012906522842506443
500,100,5,1,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,100,2,2,entropy,0.9553353734388218,0.9554598883966512,0.9553353734388218,0.9553325917251926,0.0012906522842506443
50,100,2,2,entropy,0.9740695128626163,0.9744202125822278,0.9740695128626163,0.974063811486297,0.0012906522842506443
100,100,2,2,entropy,0.9798539583022342,0.980018099479135,0.9798539583022342,0.9798514711592491,0.0012906522842506443
300,100,2,2,entropy,0.979841518634622,0.9801937186307201,0.979841518634622,0.9798364663939226,0.0012906522842506443
500,100,2,2,entropy,0.982727521520625,0.9830802752733159,0.982727521520625,0.9827225233258998,0.0012906522842506443
10,100,5,2,entropy,0.9712146091456436,0.9713068743919834,0.9712146091456436,0.9712126786116108,0.0012906522842506443
50,100,5,2,entropy,0.9798415186346222,0.9801453570841604,0.9798415186346222,0.9798368450016249,0.0012906522842506443
100,100,5,2,entropy,0.9798415186346222,0.9802909181258445,0.9798415186346222,0.9798357090811981,0.0012906522842506443
300,100,5,2,entropy,0.979841518634622,0.9801450343715096,0.979841518634622,0.979836682735968,0.0012906522842506443
500,100,5,2,entropy,0.9812783002438175,0.9817146000841038,0.9812783002438175,0.9812725304656591,0.0012906522842506443
10,300,2,1,entropy,0.9654177240384136,0.9655573529050908,0.9654177240384136,0.9654153552243981,0.0012906522842506443
50,300,2,1,entropy,0.9798352988008161,0.9800721330326594,0.9798352988008161,0.9798325190660692,0.0012906522842506443
100,300,2,1,entropy,0.9856073045728219,0.9860801882196714,0.9856073045728219,0.9856012102329353,0.0012906522842506443
300,300,2,1,entropy,0.9841643031298203,0.9846002802574559,0.9841643031298203,0.9841583710860049,0.0012906522842506443
500,300,2,1,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,300,5,1,entropy,0.9682975070906106,0.9683213698955827,0.9682975070906106,0.9682973202286508,0.0012906522842506443
50,300,5,1,entropy,0.976949295914813,0.9774945139759702,0.976949295914813,0.9769425523237022,0.0012906522842506443
100,300,5,1,entropy,0.979841518634622,0.9801450343715096,0.979841518634622,0.979836682735968,0.0012906522842506443
300,300,5,1,entropy,0.9784109568592326,0.9785381915169196,0.9784109568592326,0.9784086320123188,0.0012906522842506443
500,300,5,1,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,300,2,2,entropy,0.9567908145494353,0.9569532126799917,0.9567908145494353,0.9567877088518423,0.0012906522842506443
50,300,2,2,entropy,0.9740943921978404,0.9741662975835363,0.9740943921978404,0.9740937199499154,0.0012906522842506443
100,300,2,2,entropy,0.9783985171916206,0.9787137171507186,0.9783985171916206,0.978393410850205,0.0012906522842506443
300,300,2,2,entropy,0.9798415186346222,0.9801453570841604,0.9798415186346222,0.9798368450016249,0.0012906522842506443
500,300,2,2,entropy,0.9812783002438175,0.9817146000841038,0.9812783002438175,0.9812725304656591,0.0012906522842506443
10,300,5,2,entropy,0.9668482858138031,0.9672381318085653,0.9668482858138031,0.9668431800766575,0.0012906522842506443
50,300,5,2,entropy,0.9726327312534209,0.9729723563794034,0.9726327312534209,0.97262736586183,0.0012906522842506443
100,300,5,2,entropy,0.9798415186346222,0.9802909181258445,0.9798415186346222,0.9798357090811981,0.0012906522842506443
300,300,5,2,entropy,0.982727521520625,0.9830802752733159,0.982727521520625,0.9827225233258998,0.0012906522842506443
500,300,5,2,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,500,2,1,entropy,0.9711835099766134,0.971490672758744,0.9711835099766134,0.9711795019787344,0.0012906522842506443
50,500,2,1,entropy,0.9783985171916206,0.9787873926629906,0.9783985171916206,0.9783934108745327,0.0012906522842506443
100,500,2,1,entropy,0.9856073045728219,0.9860312729165188,0.9856073045728219,0.9856015347946633,0.0012906522842506443
300,500,2,1,entropy,0.9827275215206249,0.9830310372575125,0.9827275215206249,0.982722685621971,0.0012906522842506443
500,500,2,1,entropy,0.9827213016868189,0.9831696103110438,0.9827213016868189,0.9827153696430035,0.0012906522842506443
10,500,5,1,entropy,0.9740819525302283,0.9745239962038709,0.9740819525302283,0.9740739960753814,0.0012906522842506443
50,500,5,1,entropy,0.9841580832960144,0.9845038543035461,0.9841580832960144,0.9841544204250026,0.0012906522842506443
100,500,5,1,entropy,0.979841518634622,0.9799583450551057,0.979841518634622,0.9798396743613208,0.0012906522842506443
300,500,5,1,entropy,0.9812907399114296,0.9814874777594076,0.9812907399114296,0.9812871597888373,0.0012906522842506443
500,500,5,1,entropy,0.9827213016868189,0.9831941853336685,0.9827213016868189,0.9827152073469323,0.0012906522842506443
10,500,2,2,entropy,0.9596768174354381,0.9599788577624491,0.9596768174354381,0.9596717463365874,0.0012906522842506443
50,500,2,2,entropy,0.979835298800816,0.9800474644922487,0.979835298800816,0.9798324649653529,0.0012906522842506443
100,500,2,2,entropy,0.9798352988008161,0.9803079514037236,0.9798352988008161,0.9798293126806121,0.0012906522842506443
300,500,2,2,entropy,0.982727521520625,0.9830802752733159,0.982727521520625,0.9827225233258998,0.0012906522842506443
500,500,2,2,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
10,500,5,2,entropy,0.9611011593770215,0.9611585611359588,0.9611011593770215,0.9611000915348741,0.0012906522842506443
50,500,5,2,entropy,0.9798415186346222,0.9801453570841604,0.9798415186346222,0.9798368450016249,0.0012906522842506443
100,500,5,2,entropy,0.9812783002438175,0.9817629616306637,0.9812783002438175,0.9812721518579566,0.0012906522842506443
300,500,5,2,entropy,0.9841643031298203,0.9846496136401227,0.9841643031298203,0.9841582629149822,0.0012906522842506443
500,500,5,2,entropy,0.9812845200776236,0.9816003673111005,0.9812845200776236,0.9812796841789694,0.0012906522842506443
