pca__n_components,svm__C,svm__kernel,threshold,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,mcc_mean,mcc_std
150,0.1,linear,0.4,0.8889292196007259,0.04489026317829272,0.8800000000000001,0.2683281572999748,0.3555555555555555,0.19876159799998128,0.48567432567432567,0.21528814106598865,0.5032139008314183,0.22142650102660186
150,0.1,linear,0.5,0.8715668481548698,0.039591776218244404,0.8,0.4472135954999579,0.22222222222222224,0.17568209223157663,0.33580419580419585,0.24346834507397228,0.3695913629847628,0.279661360330655
150,0.1,linear,0.6,0.868118572292801,0.03553789996659404,0.8,0.4472135954999579,0.2,0.14487116456005886,0.31272727272727274,0.2140325147153392,0.351570635911952,0.26052770463748665
150,0.1,linear,0.7000000000000001,0.8646098003629763,0.03303038209689844,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.191729837475841,0.33078152633169733,0.24498433957288068
150,0.1,linear,0.8,0.8680580762250454,0.026127718693311826,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.191729837475841,0.33562686925724955,0.2348334491308267
150,0.1,linear,0.9,0.8646098003629763,0.022281737374377584,0.8,0.4472135954999579,0.15555555555555553,0.09938079899999065,0.2581818181818182,0.16078320705043014,0.314828727443456,0.21546640197270586
150,0.1,poly,0.1,0.15626134301270417,0.0014910777427545316,0.15626134301270417,0.0014910777427545316,1.0,0.0,0.2702849389416554,0.0022295355122326998,0.0,0.0
150,0.1,poly,0.2,0.8471869328493649,0.008429926796728526,0.9333333333333332,0.14907119849998604,0.04444444444444444,0.09938079899999065,0.06666666666666667,0.14907119849998596,0.06598705336226243,0.14755153695292483
150,0.1,poly,0.30000000000000004,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,poly,0.4,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,poly,0.5,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,poly,0.6,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,poly,0.7000000000000001,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,poly,0.8,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,poly,0.9,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,rbf,0.1,0.7743496672716274,0.06125320217671881,0.4043126921387791,0.07728395167408621,0.8,0.0496903994999953,0.5324320814503143,0.06360864008197616,0.4513653938744292,0.07248978866054212
150,0.1,rbf,0.2,0.8575922565033274,0.05663793909141663,0.554047619047619,0.18466123914517196,0.5111111111111111,0.16850834320114558,0.5303147574819402,0.17529573836662188,0.44810115218085056,0.20785224974165906
150,0.1,rbf,0.30000000000000004,0.8715668481548701,0.057888683758180785,0.6433333333333333,0.2250308620809352,0.4444444444444445,0.2222222222222222,0.5103641456582634,0.21632558313536063,0.45879037778638193,0.23901663948005977
150,0.1,rbf,0.4,0.8645493042952209,0.04637251484012141,0.6333333333333333,0.20592141248037765,0.3555555555555555,0.18257418583505539,0.4416666666666666,0.19002923751652298,0.39992800923459587,0.2040384331600088
150,0.1,rbf,0.5,0.8749546279491833,0.05383368282732284,0.7571428571428571,0.2975714247612951,0.3555555555555555,0.18257418583505539,0.46558441558441555,0.21014685458714177,0.4511471685404328,0.23488492702237088
150,0.1,rbf,0.6,0.8784633998790078,0.0211481135756451,0.9,0.22360679774997896,0.26666666666666666,0.060858061945018464,0.406993006993007,0.08792159493594835,0.44597495954276,0.1167660351911246
150,0.1,rbf,0.7000000000000001,0.8748941318814276,0.015595494375606452,1.0,0.0,0.2,0.09296222517045283,0.3254545454545455,0.12733764578104093,0.4088159528899261,0.10084934264570702
150,0.1,rbf,0.8,0.8679370840895342,0.01676325187957223,1.0,0.0,0.15555555555555553,0.09938079899999065,0.2581818181818182,0.16078320705043014,0.3262964710912958,0.1911965568062513
150,0.1,rbf,0.9,0.8610405323653962,0.01319452383963625,1.0,0.0,0.11111111111111112,0.07856742013183861,0.19272727272727272,0.12894998710179742,0.2735360703463939,0.16325269460361325
150,0.1,sigmoid,0.1,0.24337568058076223,0.06035282496998753,0.16616698424406334,0.01159098376955791,0.9555555555555555,0.09938079899999064,0.28285014428797634,0.019678914900006533,0.08169309523697647,0.08405972408052347
150,0.1,sigmoid,0.2,0.8228675136116153,0.015127948672244209,0.2966666666666667,0.1894436298451043,0.17777777777777776,0.16850834320114555,0.21536306830424476,0.1750900490764642,0.13808891286453162,0.17113760503717465
150,0.1,sigmoid,0.30000000000000004,0.8436781609195402,0.013311540782381306,0.6333333333333333,0.4149966532662911,0.06666666666666667,0.09938079899999065,0.10303030303030303,0.15090787391501492,0.09019562448171226,0.16088568686408333
150,0.1,sigmoid,0.4,0.8402298850574713,0.008837914412345254,0.6,0.4183300132670378,0.04444444444444444,0.06085806194501846,0.07272727272727272,0.09958591954639384,0.060205187596519084,0.11138489228858656
150,0.1,sigmoid,0.5,0.8472474289171205,0.0070322613052406025,0.9,0.22360679774997896,0.04444444444444444,0.06085806194501846,0.07636363636363637,0.1047626202973668,0.09771795646190602,0.14132233555561094
150,0.1,sigmoid,0.6,0.8437991530550514,0.011391507546808332,0.8,0.4472135954999579,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.05036820549570782,0.1464374065787258
150,0.1,sigmoid,0.7000000000000001,0.8437991530550514,0.011391507546808332,0.8,0.4472135954999579,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.05036820549570782,0.1464374065787258
150,0.1,sigmoid,0.8,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,0.1,sigmoid,0.9,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,1.0,linear,0.1,0.7016938898971568,0.08204285030323628,0.33526960784313725,0.07112365447767101,0.8444444444444444,0.1266861583443487,0.4755389830242647,0.07698312209005552,0.3922191616459728,0.10425811752239666
150,1.0,linear,0.2,0.8957652752571083,0.012963673549646844,0.6701298701298701,0.027954777993009456,0.6666666666666666,0.17568209223157658,0.6573809523809524,0.0855338709746041,0.6038628319026588,0.08942320165637585
150,1.0,linear,0.30000000000000004,0.8958257713248639,0.04280102137880672,0.7642857142857142,0.23364896048280182,0.4888888888888888,0.18592445034090568,0.58579185520362,0.1909726349142505,0.5535961439273891,0.21099733905214368
150,1.0,linear,0.4,0.8889292196007259,0.04489026317829272,0.8800000000000001,0.2683281572999748,0.3555555555555555,0.19876159799998128,0.48567432567432567,0.21528814106598865,0.5032139008314183,0.22142650102660186
150,1.0,linear,0.5,0.8715668481548698,0.039591776218244404,0.8,0.4472135954999579,0.22222222222222224,0.17568209223157663,0.33580419580419585,0.24346834507397228,0.3695913629847628,0.279661360330655
150,1.0,linear,0.6,0.868118572292801,0.03553789996659404,0.8,0.4472135954999579,0.2,0.14487116456005886,0.31272727272727274,0.2140325147153392,0.351570635911952,0.26052770463748665
150,1.0,linear,0.7000000000000001,0.8646098003629763,0.03303038209689844,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.191729837475841,0.33078152633169733,0.24498433957288068
150,1.0,linear,0.8,0.8680580762250454,0.026127718693311826,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.191729837475841,0.33562686925724955,0.2348334491308267
150,1.0,linear,0.9,0.8646098003629763,0.022281737374377584,0.8,0.4472135954999579,0.15555555555555553,0.09938079899999065,0.2581818181818182,0.16078320705043014,0.314828727443456,0.21546640197270586
150,1.0,poly,0.1,0.15977011494252874,0.008837914412345242,0.15682525278714027,0.002473054966679464,1.0,0.0,0.2711240997808162,0.0036899268749985125,0.011572751247156893,0.02587745847533828
150,1.0,poly,0.2,0.8471869328493649,0.008429926796728526,0.82,0.24899799195977465,0.08888888888888888,0.14487116456005886,0.12207792207792208,0.18855783286110686,0.11125186529192073,0.16771833481983936
150,1.0,poly,0.30000000000000004,0.8471869328493649,0.008429926796728526,0.82,0.24899799195977465,0.08888888888888888,0.14487116456005886,0.12207792207792208,0.18855783286110686,0.11125186529192073,0.16771833481983936
150,1.0,poly,0.4,0.8506352087114337,0.016087575422379242,0.85,0.22360679774997896,0.08888888888888888,0.14487116456005886,0.12867132867132866,0.2020482916339148,0.1252071383729767,0.19592591231761275
150,1.0,poly,0.5,0.8506352087114337,0.016087575422379242,0.85,0.22360679774997896,0.08888888888888888,0.14487116456005886,0.12867132867132866,0.2020482916339148,0.1252071383729767,0.19592591231761275
150,1.0,poly,0.6,0.8506352087114337,0.016087575422379242,0.85,0.22360679774997896,0.08888888888888888,0.14487116456005886,0.12867132867132866,0.2020482916339148,0.1252071383729767,0.19592591231761275
150,1.0,poly,0.7000000000000001,0.8541439806412583,0.015669824550561838,0.95,0.1118033988749895,0.08888888888888888,0.14487116456005886,0.13230769230769232,0.20340300161278044,0.15114715599120676,0.21268238974294085
150,1.0,poly,0.8,0.8506957047791893,0.009383230688342365,0.9333333333333332,0.14907119849998604,0.06666666666666667,0.09938079899999065,0.10666666666666666,0.1534781924429512,0.12770839334709919,0.17503443008981115
150,1.0,poly,0.9,0.8472474289171205,0.0070322613052406025,0.9,0.22360679774997896,0.04444444444444444,0.06085806194501846,0.07636363636363637,0.1047626202973668,0.09771795646190602,0.14132233555561094
150,1.0,rbf,0.1,0.7743496672716274,0.06125320217671881,0.40067632850241547,0.08259499278954571,0.7777777777777778,0.07856742013183864,0.5248681214948082,0.07655330896465944,0.43901341610233013,0.0953286738786731
150,1.0,rbf,0.2,0.8611010284331518,0.058663018498617846,0.5623809523809523,0.18953936284589334,0.5333333333333333,0.18257418583505536,0.5460010319917441,0.18501428464591835,0.4654143832894186,0.21842491556128643
150,1.0,rbf,0.30000000000000004,0.8715668481548701,0.057888683758180785,0.6433333333333333,0.2250308620809352,0.4444444444444445,0.2222222222222222,0.5103641456582634,0.21632558313536063,0.45879037778638193,0.23901663948005977
150,1.0,rbf,0.4,0.8645493042952209,0.04637251484012141,0.6333333333333333,0.20592141248037765,0.3555555555555555,0.18257418583505539,0.4416666666666666,0.19002923751652298,0.39992800923459587,0.2040384331600088
150,1.0,rbf,0.5,0.8749546279491833,0.05383368282732284,0.7571428571428571,0.2975714247612951,0.3555555555555555,0.18257418583505539,0.46558441558441555,0.21014685458714177,0.4511471685404328,0.23488492702237088
150,1.0,rbf,0.6,0.8784633998790078,0.0211481135756451,0.9,0.22360679774997896,0.26666666666666666,0.060858061945018464,0.406993006993007,0.08792159493594835,0.44597495954276,0.1167660351911246
150,1.0,rbf,0.7000000000000001,0.8748941318814276,0.015595494375606452,1.0,0.0,0.2,0.09296222517045283,0.3254545454545455,0.12733764578104093,0.4088159528899261,0.10084934264570702
150,1.0,rbf,0.8,0.8679370840895342,0.01676325187957223,1.0,0.0,0.15555555555555553,0.09938079899999065,0.2581818181818182,0.16078320705043014,0.3262964710912958,0.1911965568062513
150,1.0,rbf,0.9,0.8610405323653962,0.01319452383963625,1.0,0.0,0.11111111111111112,0.07856742013183861,0.19272727272727272,0.12894998710179742,0.2735360703463939,0.16325269460361325
150,1.0,sigmoid,0.1,0.23266787658802177,0.06298400440460324,0.1698394042522214,0.01199976334141036,1.0,0.0,0.2902201475920794,0.017484874400395287,0.10978743944825979,0.07105849570106083
150,1.0,sigmoid,0.2,0.8367816091954022,0.009895777307930521,0.4333333333333333,0.09128709291752769,0.3111111111111111,0.2277100170213244,0.34095238095238095,0.17381278535752626,0.27196408376475345,0.15833618047267747
150,1.0,sigmoid,0.30000000000000004,0.8507562008469449,0.014825548551425576,0.75,0.25,0.11111111111111112,0.13608276348795434,0.16503496503496504,0.1890441453326234,0.1609962422369672,0.18289353264933877
150,1.0,sigmoid,0.4,0.8402903811252269,0.007231114995693802,0.6,0.4183300132670378,0.04444444444444444,0.06085806194501846,0.07272727272727272,0.09958591954639383,0.06020951024408448,0.11080564907101438
150,1.0,sigmoid,0.5,0.8437991530550514,0.011391507546808332,0.8,0.4472135954999579,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.05036820549570782,0.1464374065787258
150,1.0,sigmoid,0.6,0.8437991530550514,0.011391507546808332,0.8,0.4472135954999579,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.05036820549570782,0.1464374065787258
150,1.0,sigmoid,0.7000000000000001,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,1.0,sigmoid,0.8,0.8402903811252269,0.007231114995693802,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011353134489128948,0.025386380475389672
150,1.0,sigmoid,0.9,0.8437386569872958,0.001491077742754546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,10.0,linear,0.1,0.7016938898971568,0.08204285030323628,0.33526960784313725,0.07112365447767101,0.8444444444444444,0.1266861583443487,0.4755389830242647,0.07698312209005552,0.3922191616459728,0.10425811752239666
150,10.0,linear,0.2,0.8957652752571083,0.012963673549646844,0.6701298701298701,0.027954777993009456,0.6666666666666666,0.17568209223157658,0.6573809523809524,0.0855338709746041,0.6038628319026588,0.08942320165637585
150,10.0,linear,0.30000000000000004,0.8958257713248639,0.04280102137880672,0.7642857142857142,0.23364896048280182,0.4888888888888888,0.18592445034090568,0.58579185520362,0.1909726349142505,0.5535961439273891,0.21099733905214368
150,10.0,linear,0.4,0.8889292196007259,0.04489026317829272,0.8800000000000001,0.2683281572999748,0.3555555555555555,0.19876159799998128,0.48567432567432567,0.21528814106598865,0.5032139008314183,0.22142650102660186
150,10.0,linear,0.5,0.8715668481548698,0.039591776218244404,0.8,0.4472135954999579,0.22222222222222224,0.17568209223157663,0.33580419580419585,0.24346834507397228,0.3695913629847628,0.279661360330655
150,10.0,linear,0.6,0.868118572292801,0.03553789996659404,0.8,0.4472135954999579,0.2,0.14487116456005886,0.31272727272727274,0.2140325147153392,0.351570635911952,0.26052770463748665
150,10.0,linear,0.7000000000000001,0.8646098003629763,0.03303038209689844,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.191729837475841,0.33078152633169733,0.24498433957288068
150,10.0,linear,0.8,0.8680580762250454,0.026127718693311826,0.8,0.4472135954999579,0.17777777777777776,0.12668615834434865,0.28545454545454546,0.191729837475841,0.33562686925724955,0.2348334491308267
150,10.0,linear,0.9,0.8646098003629763,0.022281737374377584,0.8,0.4472135954999579,0.15555555555555553,0.09938079899999065,0.2581818181818182,0.16078320705043014,0.314828727443456,0.21546640197270586
150,10.0,poly,0.1,0.16678765880217786,0.017071525124826056,0.15797357814599194,0.003972347627050868,1.0,0.0,0.27282864523536166,0.00591393602203522,0.0280872077240523,0.039439637153585054
150,10.0,poly,0.2,0.8437991530550514,0.011391507546808332,0.7333333333333333,0.4346134936801766,0.04444444444444444,0.09938079899999064,0.06666666666666667,0.14907119849998596,0.05442020119671566,0.15537683406626382
150,10.0,poly,0.30000000000000004,0.8437386569872958,0.001491077742754546,0.9,0.22360679774997896,0.02222222222222222,0.04969039949999532,0.03636363636363636,0.08131156281817417,0.035781322366606715,0.08000946913656627
150,10.0,poly,0.4,0.8437386569872958,0.001491077742754546,0.9,0.22360679774997896,0.02222222222222222,0.04969039949999532,0.03636363636363636,0.08131156281817417,0.035781322366606715,0.08000946913656627
150,10.0,poly,0.5,0.8437386569872958,0.001491077742754546,0.9,0.22360679774997896,0.02222222222222222,0.04969039949999532,0.03636363636363636,0.08131156281817417,0.035781322366606715,0.08000946913656627
150,10.0,poly,0.6,0.8472474289171205,0.0070322613052406025,1.0,0.0,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.06172133998483677,0.13801311186847084
150,10.0,poly,0.7000000000000001,0.8472474289171205,0.0070322613052406025,1.0,0.0,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.06172133998483677,0.13801311186847084
150,10.0,poly,0.8,0.8472474289171205,0.0070322613052406025,1.0,0.0,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.06172133998483677,0.13801311186847084
150,10.0,poly,0.9,0.8472474289171205,0.0070322613052406025,1.0,0.0,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.06172133998483677,0.13801311186847084
150,10.0,rbf,0.1,0.8612825166364185,0.0437654661842351,0.55941770647653,0.12799000153448029,0.8666666666666666,0.1448711645600589,0.6658689458689458,0.07571554052882684,0.6192953730846492,0.09031798126035868
150,10.0,rbf,0.2,0.8891107078039926,0.03915081910077059,0.6411965811965812,0.11909574807455653,0.711111111111111,0.06085806194501848,0.6716640085061137,0.0909243235354938,0.6085727647501228,0.10973402936908064
150,10.0,rbf,0.30000000000000004,0.8890502117362372,0.03930580410177243,0.678968253968254,0.15227706031775562,0.5777777777777777,0.12171612389003696,0.6204248366013072,0.121371796696962,0.5609433220835266,0.14660026220130087
150,10.0,rbf,0.4,0.8925589836660617,0.040698726772466116,0.7412698412698413,0.21218844337080658,0.5111111111111111,0.16850834320114558,0.5936324786324787,0.15095759910418322,0.5532256274031194,0.1782249423424255
150,10.0,rbf,0.5,0.8924984875983061,0.03278013357972487,0.7888888888888889,0.21659542988464364,0.4666666666666667,0.18257418583505539,0.5652991452991454,0.14165567630855175,0.5437745152085286,0.15646620387469498
150,10.0,rbf,0.6,0.8958862673926195,0.021076607746075404,0.8814285714285713,0.1146867962081503,0.4,0.16850834320114555,0.5293206793206793,0.14437612415176065,0.5393979199571222,0.11194859937808493
150,10.0,rbf,0.7000000000000001,0.8923774954627948,0.014424855733444824,0.8766666666666666,0.11642832797715319,0.37777777777777777,0.12668615834434868,0.5126540126540127,0.11418573649542131,0.5229647391743832,0.08102679995166542
150,10.0,rbf,0.8,0.8819116757410768,0.019251631999407368,0.8933333333333333,0.15347819244295116,0.28888888888888886,0.12668615834434865,0.42095238095238097,0.1513581747120194,0.45496749141336046,0.12410668773848431
150,10.0,rbf,0.9,0.8679975801572898,0.023638601405586723,0.86,0.2190890230020664,0.2,0.16480441082434807,0.2961038961038961,0.2154435465280802,0.32166846314928244,0.2250835120545395
150,10.0,sigmoid,0.1,0.23986690865093768,0.10413322239825451,0.15417622069357792,0.013851949402938159,0.8666666666666666,0.18257418583505536,0.26084138084138087,0.02723294739131455,-0.03051587519401443,0.16792747544278727
150,10.0,sigmoid,0.2,0.8402903811252269,0.014174681807453076,0.4,0.4183300132670378,0.08888888888888888,0.09296222517045283,0.1379020979020979,0.13476596790704268,0.1264349164563969,0.17354445050775213
150,10.0,sigmoid,0.30000000000000004,0.8402903811252269,0.014359057412483858,0.6,0.5477225575051661,0.02222222222222222,0.04969039949999532,0.04,0.08944271909999159,0.03879545424855092,0.15352785963812782
150,10.0,sigmoid,0.4,0.8402298850574713,0.008837914412345254,0.8,0.4472135954999579,0.0,0.0,0.0,0.0,-0.011572751247156893,0.02587745847533828
150,10.0,sigmoid,0.5,0.8437386569872958,0.001491077742754546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,10.0,sigmoid,0.6,0.8437386569872958,0.001491077742754546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,10.0,sigmoid,0.7000000000000001,0.8437386569872958,0.001491077742754546,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
