learning_rate,max_depth,n_estimators,threshold,mean_accuracy,mean_precision,mean_recall,mean_f1,mean_mcc
0.5,5,100,0.7,0.883770492,0.883333333,0.3,0.442124542,0.469680447
0.5,5,200,0.7,0.883770492,0.883333333,0.3,0.442124542,0.469680447
0.5,5,300,0.7,0.883770492,0.883333333,0.3,0.442124542,0.469680447
0.5,7,100,0.8,0.887103825,0.96,0.297777778,0.441864802,0.489695518
0.5,7,200,0.8,0.887103825,0.96,0.297777778,0.441864802,0.489695518
0.5,7,300,0.8,0.887103825,0.96,0.297777778,0.441864802,0.489695518
0.5,10,100,0.8,0.887103825,0.96,0.297777778,0.441864802,0.489695518
0.5,10,200,0.8,0.887103825,0.96,0.297777778,0.441864802,0.489695518
0.5,10,300,0.8,0.887103825,0.96,0.297777778,0.441864802,0.489695518
0.1,5,50,0.5,0.880437158,0.83,0.337777778,0.44,0.453696595
0.1,7,50,0.5,0.880437158,0.83,0.337777778,0.44,0.453696595
0.1,10,50,0.5,0.880437158,0.83,0.337777778,0.44,0.453696595
0.1,7,200,0.6,0.880437158,0.843333333,0.337777778,0.439575863,0.457450528
0.1,10,200,0.6,0.880437158,0.843333333,0.337777778,0.439575863,0.457450528
0.01,7,300,0.4,0.870382514,0.713333333,0.355555556,0.438696742,0.418720843
0.01,10,300,0.4,0.870382514,0.713333333,0.355555556,0.438696742,0.418720843
0.1,7,100,0.6,0.883770492,0.902857143,0.317777778,0.43859944,0.470939745
0.1,10,100,0.6,0.883770492,0.902857143,0.317777778,0.43859944,0.470939745
0.1,5,200,0.7,0.887103825,0.96,0.297777778,0.436410256,0.484084244
0.3,7,50,0.6,0.880382514,0.858333333,0.315555556,0.433162393,0.454812988
0.3,10,50,0.6,0.880382514,0.858333333,0.315555556,0.433162393,0.454812988
0.5,3,50,0.8,0.883770492,0.86,0.297777778,0.432773893,0.458505493
0.5,3,100,0.8,0.883770492,0.86,0.297777778,0.432773893,0.458505493
0.5,3,200,0.8,0.883770492,0.86,0.297777778,0.432773893,0.458505493
0.5,3,300,0.8,0.883770492,0.86,0.297777778,0.432773893,0.458505493
0.3,3,100,0.8,0.880382514,0.88,0.297777778,0.432047952,0.459427786
0.3,5,200,0.7,0.880382514,0.866666667,0.295555556,0.431701632,0.456187604
0.3,5,300,0.7,0.880382514,0.866666667,0.295555556,0.431701632,0.456187604
0.5,5,100,0.8,0.887103825,1,0.277777778,0.427505828,0.489814974
0.5,5,200,0.8,0.887103825,1,0.277777778,0.427505828,0.489814974
0.5,5,300,0.8,0.887103825,1,0.277777778,0.427505828,0.489814974
0.1,7,300,0.7,0.880437158,0.914285714,0.297777778,0.423861237,0.460547654
0.1,10,300,0.7,0.880437158,0.914285714,0.297777778,0.423861237,0.460547654
0.5,7,50,0.8,0.883770492,0.96,0.275555556,0.418787879,0.471677452
0.5,10,50,0.8,0.883770492,0.96,0.275555556,0.418787879,0.471677452
0.01,5,300,0.4,0.86704918,0.74,0.335555556,0.418021978,0.410046368
0.3,7,100,0.7,0.880382514,0.876190476,0.293333333,0.416621418,0.447122135
0.3,7,200,0.7,0.880382514,0.876190476,0.293333333,0.416621418,0.447122135
0.3,7,300,0.7,0.880382514,0.876190476,0.293333333,0.416621418,0.447122135
0.3,10,100,0.7,0.880382514,0.876190476,0.293333333,0.416621418,0.447122135
0.3,10,200,0.7,0.880382514,0.876190476,0.293333333,0.416621418,0.447122135
0.3,10,300,0.7,0.880382514,0.876190476,0.293333333,0.416621418,0.447122135
0.1,7,200,0.7,0.880437158,0.92,0.277777778,0.40974359,0.451722651
0.1,10,200,0.7,0.880437158,0.92,0.277777778,0.40974359,0.451722651
0.5,5,50,0.8,0.883770492,1,0.255555556,0.404428904,0.471796908
0.01,3,100,0.3,0.850382514,0.56984127,0.34,0.403418803,0.351510059
0.3,3,50,0.8,0.880437158,0.92,0.275555556,0.40034632,0.445799457
0.1,7,100,0.7,0.877103825,0.883333333,0.275555556,0.398974359,0.433624525
0.1,10,100,0.7,0.877103825,0.883333333,0.275555556,0.398974359,0.433624525
0.01,3,200,0.4,0.86704918,0.77,0.297777778,0.398733032,0.401531338
0.1,3,300,0.8,0.883770492,1,0.257777778,0.396410256,0.464651345
0.1,3,50,0.5,0.873770492,0.85,0.277777778,0.395457875,0.421394536
0.3,5,50,0.7,0.877103825,0.876190476,0.273333333,0.390980392,0.427558558
0.3,7,50,0.7,0.877103825,0.876190476,0.273333333,0.390980392,0.427558558
0.3,10,50,0.7,0.877103825,0.876190476,0.273333333,0.390980392,0.427558558
0.01,7,200,0.4,0.85715847,0.645,0.315555556,0.38676722,0.358136354
0.01,10,200,0.4,0.85715847,0.645,0.315555556,0.38676722,0.358136354
0.01,5,100,0.1,0.508142077,0.239442883,0.98,0.384230769,0.304745638
0.01,7,100,0.1,0.504808743,0.238491508,0.98,0.382924528,0.302582624
0.01,10,100,0.1,0.504808743,0.238491508,0.98,0.382924528,0.302582624
0.1,5,50,0.6,0.877103825,0.91,0.253333333,0.378368298,0.425845113
0.1,7,50,0.6,0.877103825,0.91,0.253333333,0.378368298,0.425845113
0.1,10,50,0.6,0.877103825,0.91,0.253333333,0.378368298,0.425845113
0.01,7,50,0.3,0.847213115,0.588888889,0.3,0.373759019,0.330758642
0.01,10,50,0.3,0.847213115,0.588888889,0.3,0.373759019,0.330758642
0.01,3,300,0.5,0.870437158,0.82,0.255555556,0.37040293,0.394620132
0.01,10,300,0.5,0.870437158,0.82,0.255555556,0.37040293,0.394620132
0.01,5,200,0.4,0.853825137,0.634285714,0.295555556,0.369773756,0.34060176
0.01,5,50,0.3,0.843879781,0.58,0.3,0.369080656,0.324100025
0.1,7,200,0.8,0.877103825,0.95,0.233333333,0.365108225,0.42643873
0.1,7,300,0.8,0.877103825,0.95,0.233333333,0.365108225,0.42643873
0.1,10,200,0.8,0.877103825,0.95,0.233333333,0.365108225,0.42643873
0.1,10,300,0.8,0.877103825,0.95,0.233333333,0.365108225,0.42643873
0.01,3,100,0.1,0.464918033,0.224988154,0.98,0.365102347,0.275021047
0.01,5,300,0.5,0.867103825,0.8,0.255555556,0.364688645,0.383970476
0.5,3,100,0.9,0.880491803,1,0.235555556,0.364475524,0.43854014
0.5,3,200,0.9,0.880491803,1,0.235555556,0.364475524,0.43854014
0.5,3,300,0.9,0.880491803,1,0.235555556,0.364475524,0.43854014
0.3,7,200,0.8,0.873825137,0.876190476,0.253333333,0.360677362,0.402710069
0.3,7,300,0.8,0.873825137,0.876190476,0.253333333,0.360677362,0.402710069
0.3,10,200,0.8,0.873825137,0.876190476,0.253333333,0.360677362,0.402710069
0.3,10,300,0.8,0.873825137,0.876190476,0.253333333,0.360677362,0.402710069
0.1,5,100,0.7,0.873770492,0.883333333,0.235555556,0.360512821,0.405740507
0.01,3,200,0.5,0.870437158,0.87,0.235555556,0.351355311,0.393999609
0.01,7,300,0.5,0.867103825,0.8,0.233333333,0.346227106,0.371017755
0.1,3,100,0.7,0.877103825,1,0.211111111,0.344428904,0.424555491
0.3,5,200,0.8,0.870491803,0.866666667,0.233333333,0.343030303,0.385349192
0.3,5,300,0.8,0.870491803,0.866666667,0.233333333,0.343030303,0.385349192
0.5,5,100,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,5,200,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,5,300,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,7,100,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,7,200,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,7,300,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,10,100,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,10,200,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.5,10,300,0.9,0.87715847,1,0.213333333,0.341398601,0.420522074
0.1,5,200,0.8,0.873770492,0.933333333,0.213333333,0.340932401,0.404331429
0.1,5,300,0.8,0.873770492,0.933333333,0.213333333,0.340932401,0.404331429
0.01,7,200,0.5,0.870437158,0.866666667,0.213333333,0.334871795,0.382313663
0.01,10,200,0.5,0.870437158,0.866666667,0.213333333,0.334871795,0.382313663
0.1,3,50,0.6,0.870437158,0.866666667,0.213333333,0.334871795,0.382313663
0.3,5,100,0.8,0.870491803,0.933333333,0.211111111,0.316363636,0.380940613
0.01,3,300,0.6,0.873770492,1,0.193333333,0.315757576,0.400994979
0.1,3,200,0.8,0.873825137,1,0.193333333,0.315757576,0.400969719
0.1,3,300,0.9,0.873825137,1,0.193333333,0.315757576,0.400969719
0.3,7,50,0.8,0.873825137,0.966666667,0.208888889,0.314090909,0.389939781
0.3,10,50,0.8,0.873825137,0.966666667,0.208888889,0.314090909,0.389939781
0.01,3,50,0.3,0.843934426,0.605,0.235555556,0.313372118,0.287146801
0.01,5,300,0.6,0.870437158,0.933333333,0.191111111,0.312727273,0.38298537
0.01,7,300,0.6,0.870437158,0.933333333,0.191111111,0.312727273,0.38298537
0.01,10,300,0.6,0.870437158,0.933333333,0.191111111,0.312727273,0.38298537
0.5,3,50,0.9,0.870491803,0.9,0.193333333,0.312121212,0.375390967
0.3,7,100,0.8,0.870491803,0.942857143,0.208888889,0.306737968,0.377486418
0.3,10,100,0.8,0.870491803,0.942857143,0.208888889,0.306737968,0.377486418
0.5,5,50,0.9,0.873770492,1,0.188888889,0.304428904,0.362573172
0.5,7,50,0.9,0.873770492,1,0.188888889,0.304428904,0.362573172
0.5,10,50,0.9,0.873770492,1,0.188888889,0.304428904,0.362573172
0.01,5,200,0.5,0.867103825,0.85,0.191111111,0.302004662,0.354407117
0.3,7,200,0.9,0.870491803,0.96,0.188888889,0.295757576,0.373161201
0.3,7,300,0.9,0.870491803,0.96,0.188888889,0.295757576,0.373161201
0.3,10,200,0.9,0.870491803,0.96,0.188888889,0.295757576,0.373161201
0.3,10,300,0.9,0.870491803,0.96,0.188888889,0.295757576,0.373161201
0.1,3,50,0.7,0.870491803,1,0.171111111,0.288484848,0.380154647
0.1,3,100,0.8,0.870491803,1,0.171111111,0.288484848,0.380154647
0.1,3,200,0.9,0.870491803,1,0.171111111,0.288484848,0.380154647
0.3,5,50,0.8,0.86715847,0.933333333,0.171111111,0.277902098,0.353056595
0.3,7,100,0.9,0.86715847,0.95,0.168888889,0.274805195,0.354348825
0.3,10,100,0.9,0.86715847,0.95,0.168888889,0.274805195,0.354348825
0.01,7,100,0.4,0.847213115,0.6,0.191111111,0.272554113,0.260231187
0.01,10,100,0.4,0.847213115,0.6,0.191111111,0.272554113,0.260231187
0.01,3,50,0.1,0.156120219,0.156120219,1,0.270002624,0
0.01,5,50,0.1,0.156120219,0.156120219,1,0.270002624,0
0.01,7,50,0.1,0.156120219,0.156120219,1,0.270002624,0
0.01,10,50,0.1,0.156120219,0.156120219,1,0.270002624,0
0.3,3,100,0.9,0.867103825,0.95,0.166666667,0.265108225,0.317214994
0.3,3,200,0.9,0.867103825,0.95,0.166666667,0.265108225,0.317214994
0.3,3,300,0.9,0.867103825,0.95,0.166666667,0.265108225,0.317214994
0.01,5,100,0.4,0.847213115,0.580952381,0.193333333,0.264275724,0.252784228
0.01,3,100,0.4,0.860437158,0.9,0.173333333,0.259393939,0.298895395
0.1,5,50,0.7,0.86715847,1,0.148888889,0.255757576,0.353728302
0.1,7,50,0.7,0.86715847,1,0.148888889,0.255757576,0.353728302
0.1,10,50,0.7,0.86715847,1,0.148888889,0.255757576,0.353728302
0.3,5,100,0.9,0.86715847,1,0.148888889,0.255757576,0.353728302
0.3,5,200,0.9,0.863825137,0.933333333,0.148888889,0.250629371,0.332241523
0.3,5,300,0.9,0.863825137,0.933333333,0.148888889,0.250629371,0.332241523
0.1,7,200,0.9,0.86715847,1,0.148888889,0.243030303,0.312561054
0.1,7,300,0.9,0.86715847,1,0.148888889,0.243030303,0.312561054
0.1,10,200,0.9,0.86715847,1,0.148888889,0.243030303,0.312561054
0.1,10,300,0.9,0.86715847,1,0.148888889,0.243030303,0.312561054
0.01,5,200,0.6,0.860437158,0.8,0.126666667,0.215757576,0.280833186
0.1,5,50,0.8,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,5,100,0.8,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,5,200,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,5,300,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,7,50,0.8,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,7,100,0.8,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,7,100,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,10,50,0.8,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,10,100,0.8,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,10,100,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.3,3,50,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.3,5,50,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.3,7,50,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.3,10,50,0.9,0.863825137,1,0.126666667,0.215757576,0.291745983
0.1,3,50,0.8,0.860491803,1,0.106666667,0.192727273,0.302478728
0.01,5,300,0.7,0.85715847,0.8,0.106666667,0.185454545,0.255984697
0.01,5,300,0.8,0.860491803,1,0.106666667,0.185454545,0.266922754
0.01,7,200,0.6,0.85715847,0.8,0.106666667,0.185454545,0.255984697
0.01,7,300,0.7,0.85715847,0.8,0.106666667,0.185454545,0.255984697
0.01,10,200,0.6,0.85715847,0.8,0.106666667,0.185454545,0.255984697
0.01,10,300,0.7,0.85715847,0.8,0.106666667,0.185454545,0.255984697
0.01,3,100,0.5,0.85715847,0.933333333,0.108888889,0.183030303,0.248665056
0.1,5,100,0.9,0.860491803,1,0.104444444,0.183030303,0.265319637
0.01,5,100,0.5,0.860437158,1,0.106666667,0.179393939,0.233548991
0.01,7,100,0.5,0.860437158,1,0.106666667,0.179393939,0.233548991
0.01,10,100,0.5,0.860437158,1,0.106666667,0.179393939,0.233548991
0.01,3,200,0.6,0.85715847,1,0.086666667,0.156363636,0.244256477
0.01,3,300,0.7,0.85715847,1,0.086666667,0.156363636,0.244256477
0.1,3,100,0.9,0.85715847,1,0.084444444,0.152727273,0.240496409
0.01,5,200,0.7,0.85715847,1,0.086666667,0.149090909,0.208700503
0.01,7,300,0.8,0.85715847,1,0.086666667,0.149090909,0.208700503
0.01,10,200,0.7,0.85715847,1,0.086666667,0.149090909,0.208700503
0.01,10,300,0.8,0.85715847,1,0.086666667,0.149090909,0.208700503
0.01,5,50,0.4,0.850546448,0.9,0.088888889,0.141538462,0.176358322
0.01,7,50,0.4,0.850546448,0.9,0.088888889,0.141538462,0.176358322
0.01,10,50,0.4,0.850546448,0.9,0.088888889,0.141538462,0.176358322
0.01,7,200,0.7,0.853825137,1,0.064444444,0.116363636,0.182274158
0.1,5,50,0.9,0.853825137,1,0.064444444,0.116363636,0.182274158
0.01,3,50,0.4,0.850491803,0.9,0.064444444,0.112727273,0.156695406
0.1,3,50,0.9,0.850546448,1,0.044444444,0.08,0.123964639
0.1,7,50,0.9,0.850491803,1,0.042222222,0.076363636,0.120291838
0.1,10,50,0.9,0.850491803,1,0.042222222,0.076363636,0.120291838
0.01,3,200,0.7,0.847213115,1,0.022222222,0.04,0.061982319
0.01,3,300,0.8,0.847213115,1,0.022222222,0.04,0.061982319
0.01,5,100,0.6,0.847213115,1,0.022222222,0.04,0.061982319
0.01,5,200,0.8,0.847213115,1,0.022222222,0.04,0.061982319
0.01,7,100,0.6,0.847213115,1,0.022222222,0.04,0.061982319
0.01,10,100,0.6,0.847213115,1,0.022222222,0.04,0.061982319
0.01,3,50,0.5,0.843879781,1,0,0,0
0.01,3,50,0.6,0.843879781,1,0,0,0
0.01,3,50,0.7,0.843879781,1,0,0,0
0.01,3,50,0.8,0.843879781,1,0,0,0
0.01,3,50,0.9,0.843879781,1,0,0,0
0.01,3,100,0.6,0.843879781,1,0,0,0
0.01,3,100,0.7,0.843879781,1,0,0,0
0.01,3,100,0.8,0.843879781,1,0,0,0
0.01,3,100,0.9,0.843879781,1,0,0,0
0.01,3,200,0.8,0.843879781,1,0,0,0
0.01,3,200,0.9,0.843879781,1,0,0,0
0.01,3,300,0.9,0.843879781,1,0,0,0
0.01,5,50,0.5,0.843879781,1,0,0,0
0.01,5,50,0.6,0.843879781,1,0,0,0
0.01,5,50,0.7,0.843879781,1,0,0,0
0.01,5,50,0.8,0.843879781,1,0,0,0
0.01,5,50,0.9,0.843879781,1,0,0,0
0.01,5,100,0.7,0.843879781,1,0,0,0
0.01,5,100,0.8,0.843879781,1,0,0,0
0.01,5,100,0.9,0.843879781,1,0,0,0
0.01,5,200,0.9,0.843879781,1,0,0,0
0.01,5,300,0.9,0.843879781,1,0,0,0
0.01,7,50,0.5,0.843879781,1,0,0,0
0.01,7,50,0.6,0.843879781,1,0,0,0
0.01,7,50,0.7,0.843879781,1,0,0,0
0.01,7,50,0.8,0.843879781,1,0,0,0
0.01,7,50,0.9,0.843879781,1,0,0,0
0.01,7,100,0.7,0.843879781,1,0,0,0
0.01,7,100,0.8,0.843879781,1,0,0,0
0.01,7,100,0.9,0.843879781,1,0,0,0
0.01,7,200,0.8,0.843879781,1,0,0,0
0.01,7,200,0.9,0.843879781,1,0,0,0
0.01,7,300,0.9,0.843879781,1,0,0,0
0.01,10,50,0.5,0.843879781,1,0,0,0
0.01,10,50,0.6,0.843879781,1,0,0,0
0.01,10,50,0.7,0.843879781,1,0,0,0
0.01,10,50,0.8,0.843879781,1,0,0,0
0.01,10,50,0.9,0.843879781,1,0,0,0
0.01,10,100,0.7,0.843879781,1,0,0,0
0.01,10,100,0.8,0.843879781,1,0,0,0
0.01,10,100,0.9,0.843879781,1,0,0,0
0.01,10,200,0.8,0.843879781,1,0,0,0
0.01,10,200,0.9,0.843879781,1,0,0,0
0.01,10,300,0.9,0.843879781,1,0,0,0
