pca__n_components,kernel,C,threshold,accuracy,precision,recall,f1,mcc
180,linear,0.01,0.1,0.9059887005649717,0.6498135198135199,0.8194444444444444,0.7214035087719297,0.6750113226385192
180,linear,0.01,0.2,0.9161016949152543,0.7144444444444444,0.7277777777777777,0.7189542483660131,0.6712140498653161
180,linear,0.01,0.30000000000000004,0.9162146892655368,0.7476190476190476,0.6611111111111111,0.7006862745098039,0.6545311988162403
180,linear,0.01,0.4,0.9162146892655366,0.780952380952381,0.6138888888888889,0.6845238095238095,0.6449624134077464
180,linear,0.01,0.5,0.9128248587570621,0.8076190476190476,0.5666666666666667,0.6544871794871795,0.6255836726070603
180,linear,0.01,0.6,0.9161581920903954,0.8414285714285714,0.5444444444444445,0.6516160310277958,0.6307392468493376
180,linear,0.01,0.7000000000000001,0.9162146892655368,0.8628571428571428,0.5222222222222223,0.6454395604395604,0.6285950809068498
180,linear,0.01,0.8,0.9196045197740113,0.9028571428571428,0.5222222222222223,0.6556959706959706,0.6466701951245035
180,linear,0.01,0.9,0.906271186440678,0.8666666666666666,0.4333333333333333,0.5666666666666667,0.5668703878355871
180,linear,0.1,0.1,0.8825988700564972,0.5762637362637363,0.8416666666666666,0.6801747451633035,0.6311864663361993
180,linear,0.1,0.2,0.9027118644067796,0.6478787878787878,0.75,0.6940350877192982,0.6398464327991761
180,linear,0.1,0.30000000000000004,0.9028248587570621,0.6880952380952381,0.638888888888889,0.6619607843137254,0.6062668162666947
180,linear,0.1,0.4,0.8994350282485876,0.6833333333333333,0.6138888888888889,0.6448179271708684,0.5887573257334895
180,linear,0.1,0.5,0.8961581920903955,0.6933333333333334,0.5444444444444445,0.6064102564102564,0.5550470278930956
180,linear,0.1,0.6,0.89954802259887,0.7219047619047618,0.5444444444444445,0.6164102564102565,0.5698549776044708
180,linear,0.1,0.7000000000000001,0.9028813559322033,0.7385714285714287,0.5444444444444445,0.6242533936651584,0.5801027588849519
180,linear,0.1,0.8,0.9096045197740112,0.7976190476190477,0.5444444444444445,0.6411764705882353,0.608856887014683
180,linear,0.1,0.9,0.8928248587570622,0.85,0.34444444444444444,0.482983682983683,0.49393013234162775
180,linear,1.0,0.1,0.8825988700564972,0.5762637362637363,0.8416666666666666,0.6801747451633035,0.6311864663361993
180,linear,1.0,0.2,0.9027118644067796,0.6478787878787878,0.75,0.6940350877192982,0.6398464327991761
180,linear,1.0,0.30000000000000004,0.9028248587570621,0.6880952380952381,0.638888888888889,0.6619607843137254,0.6062668162666947
